wlbName,wlbDstTestNumber,wlbDstFromDepth,wlbDstToDepth,wlbDstChokeSize,wlbDstFinShutInPress,wlbDstFinFlowPress,wlbDstBottomHolePress,wlbDstOilProd,wlbDstGasProd,wlbDstOilDensity,wlbDstGasDensity,wlbDstGasOilRelation,wlbNpdidWellbore,wlbDstDateUpdated,dateSyncNPD
7/11-3,2.0,3211,3233,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,159,9999-12-31,2013-05-08
7/11-3,3.0,3180,3203,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,159,9999-12-31,2013-05-08
7/11-3,4.0,3161,3173,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,159,9999-12-31,2013-05-08
7/11-3,5.0,3127,3145,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,159,9999-12-31,2013-05-08
7/11-3,6.0,3097,3111,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,159,9999-12-31,2013-05-08
7/11-3,7.0,3087,3093,0.0,0.000,0.000,0.000,14,4400,0.000,0.000,237,159,9999-12-31,2013-05-08
7/11-3,8.0,3037,3046,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,159,9999-12-31,2013-05-08
7/11-5,1.0,4185,4197,14.3,0.000,0.000,0.000,470,118000,0.828,0.876,251,42,9999-12-31,2013-05-08
7/11-5,2.0,4165,4174,14.3,0.000,0.000,0.000,45,0,0.000,0.000,0,42,9999-12-31,2013-05-08
7/11-7,1.0,4850,4870,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,57,9999-12-31,2013-05-08
7/11-7,2.0,4625,4789,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,57,9999-12-31,2013-05-08
7/11-7,3.0,4550,4577,1.6,0.000,0.000,0.000,23,0,0.820,0.000,0,57,9999-12-31,2013-05-08
7/11-9,1.0,4170,4183,44.5,0.000,0.000,0.000,0,0,0.000,0.000,0,856,9999-12-31,2013-05-08
7/12-6,1.0,3544,3612,4.7,0.000,0.000,0.000,160,5720,0.816,0.806,36,281,9999-12-31,2013-05-08
7/12-6,2.0,3434,3511,12.7,0.000,0.000,0.000,1270,84526,0.842,0.840,66,281,9999-12-31,2013-05-08
7/7-2,1.0,3333,3342,9.5,35.000,15.000,0.000,787,15740,0.877,0.840,20,1868,9999-12-31,2013-05-08
7/8-1,1.0,3231,3317,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,158,9999-12-31,2013-05-08
7/8-1,2.0,2680,2702,25.4,36.600,24.800,0.000,23,0,0.000,0.000,0,158,9999-12-31,2013-05-08
7/8-1,3.0,2529,2544,25.4,37.200,24.100,0.000,19,0,0.000,0.000,0,158,9999-12-31,2013-05-08
7/8-1,4.0,2489,2508,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,158,9999-12-31,2013-05-08
7/8-3,1.0,3762,3767,50.0,0.000,0.000,0.000,207,6512910,0.882,0.880,31463,28,9999-12-31,2013-05-08
7/8-3,2.0,3734,3741,50.0,0.000,0.000,0.000,66,0,0.882,0.000,0,28,9999-12-31,2013-05-08
7119/12-2,1.0,1395,1415,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,114,9999-12-31,2013-05-08
7119/12-3,1.0,3185,3195,25.4,0.000,0.000,0.000,17,957000,0.797,0.722,0,17,9999-12-31,2013-05-08
7120/1-1 R2,1.0,2810,2855,25.4,0.000,0.000,0.000,0,0,0.000,0.000,0,897,9999-12-31,2013-05-08
7120/1-1 R2,2.0,2607,2665,6.4,0.000,0.000,0.000,0,0,0.000,0.000,0,897,9999-12-31,2013-05-08
7120/1-2,2.0,1879,1971,12.7,0.000,0.000,0.000,150,0,0.000,0.673,0,1366,9999-12-31,2013-05-08
7120/12-2,1.0,2562,2568,25.1,0.000,0.000,0.000,25,418000,0.755,0.620,16624,122,9999-12-31,2013-05-08
7120/12-2,2.0,1985,1991,68.3,0.000,0.000,0.000,0,0,0.000,0.000,0,122,9999-12-31,2013-05-08
7120/12-2,3.0,1944,1950,23.1,0.000,0.000,0.000,53,758000,0.722,0.630,14425,122,9999-12-31,2013-05-08
7120/2-1,1.0,2157,2177,50.8,0.000,18.060,0.000,0,0,0.000,0.000,0,473,9999-12-31,2013-05-08
7120/2-1,2.0,2120,2140,25.4,0.000,19.840,0.000,0,0,0.000,0.000,0,473,9999-12-31,2013-05-08
7120/2-1,3.0,2048,2108,25.4,0.000,20.220,0.000,0,0,0.000,0.000,0,473,9999-12-31,2013-05-08
7120/2-1,4.0,1944,2031,25.4,0.000,0.000,0.000,5,0,0.839,0.000,0,473,9999-12-31,2013-05-08
7120/6-1,1.0,2459,2465,20.6,0.000,4.000,26.000,0,0,0.000,0.000,0,456,9999-12-31,2013-05-08
7120/6-1,2.0,2432,2436,31.7,6.700,0.000,0.000,1526,178542,0.866,0.705,117,456,9999-12-31,2013-05-08
7120/6-1,3.0,2418,2424,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,456,9999-12-31,2013-05-08
7120/6-1,4.0,2386,2401,25.4,14.000,0.000,0.000,162,1260360,0.752,0.695,7783,456,9999-12-31,2013-05-08
7120/7-1,1.0,2487,2505,12.0,0.000,0.000,26.700,0,0,0.000,0.000,0,85,9999-12-31,2013-05-08
7120/7-1,2.0,2415,2435,19.0,10.000,14.600,19.000,19,489000,0.780,0.680,26010,85,9999-12-31,2013-05-08
7120/7-2,1.1,2187,2193,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,18,9999-12-31,2013-05-08
7120/7-2,1.2,2168,2180,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,18,9999-12-31,2013-05-08
7120/7-2,1.3,2153,2164,25.4,0.000,0.000,0.000,30,702000,0.770,0.680,23400,18,9999-12-31,2013-05-08
7120/8-1,1.0,2165,2172,36.0,0.000,0.000,0.000,48,1049000,0.777,0.662,21854,120,9999-12-31,2013-05-08
7120/8-1,2.0,2133,2138,25.0,0.000,0.000,0.000,27,557000,0.779,0.666,20629,120,9999-12-31,2013-05-08
7120/8-1,3.0,2093,2110,25.0,0.000,0.000,0.000,50,953000,0.780,0.666,19060,120,9999-12-31,2013-05-08
7120/8-2,1.0,2092,2097,17.5,10.000,0.000,17.000,17,470000,0.778,0.679,26880,50,9999-12-31,2013-05-08
7120/9-1,1.0,1935,1936,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,82,9999-12-31,2013-05-08
7120/9-1,2.0,1858,1864,20.6,0.000,0.000,0.000,11,291000,0.764,0.720,26697,82,9999-12-31,2013-05-08
7121/4-1,1.0,2498,2504,25.4,0.000,0.000,0.000,0,0,0.000,0.000,0,135,9999-12-31,2013-05-08
7121/4-1,2.0,2466,2472,19.1,13.000,0.000,0.000,67,771600,0.850,0.730,11516,135,9999-12-31,2013-05-08
7121/4-1,3.0,2420,2435,12.7,18.000,0.000,0.000,94,89000,0.850,0.730,946,135,9999-12-31,2013-05-08
7121/4-1,4.0,2353,2385,25.4,0.000,0.000,0.000,109,846000,0.760,0.700,7760,135,9999-12-31,2013-05-08
7121/4-2,1.0,2484,2493,16.0,0.000,0.000,0.000,20,527000,0.769,0.647,27300,461,9999-12-31,2013-05-08
7121/5-1,1.1,2802,2820,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,479,9999-12-31,2013-05-08
7121/5-1,1.2,2436,2439,12.7,3.500,0.000,16.300,229,27190,0.860,0.000,119,479,9999-12-31,2013-05-08
7121/5-1,2.0,2394,2403,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,479,2012-08-29,2013-05-08
7121/7-1,1.0,1950,1960,67.5,21.000,0.000,20.000,0,0,0.000,0.000,0,130,9999-12-31,2013-05-08
7121/7-1,2.0,1866,1871,24.4,21.000,10.000,18.000,28,501000,0.000,0.000,18000,130,9999-12-31,2013-05-08
7121/7-2,1.0,1882,1899,15.9,0.000,14.000,0.000,28,527000,0.775,0.780,18800,881,9999-12-31,2013-05-08
7122/6-1,1.1,2449,2439,0.0,0.000,0.000,20.500,0,0,0.000,0.000,0,1140,9999-12-31,2013-05-08
7122/6-1,2.2,2434,2424,17.4,25.000,21.000,28.000,69,579393,0.749,0.680,8397,1140,9999-12-31,2013-05-08
7122/7-2,1.0,1078,1136,19.0,0.000,12.600,0.000,685,40415,0.860,0.000,59,4391,9999-12-31,2013-05-08
7128/4-1,1.0,1592,1610,72.0,0.000,0.000,0.000,17,320000,0.000,0.000,18823,2049,9999-12-31,2013-05-08
7128/4-1,2.0,1577,1586,25.4,0.000,30.000,0.000,15,215000,0.797,0.638,14333,2049,9999-12-31,2013-05-08
7128/6-1,1.0,1623,1664,0.0,0.000,0.000,16.000,0,0,0.000,0.000,0,1836,9999-12-31,2013-05-08
7226/11-1,1.0,2935,2951,4.7,0.000,0.000,31.000,1,0,0.000,0.000,0,1177,9999-12-31,2013-05-08
7226/11-1,1.1,2913,2926,4.9,0.000,0.000,38.000,0,14323,0.000,0.620,0,1177,9999-12-31,2013-05-08
7316/5-1,1.0,1338,1350,25.4,0.000,0.000,0.000,0,563000,0.600,0.000,0,1987,9999-12-31,2013-05-08
9/2-1,1.0,3245,3263,12.7,1.000,0.000,35.000,0,0,0.000,0.000,0,1038,9999-12-31,2013-05-08
9/2-1,2.0,3220,3236,12.7,0.000,0.000,28.000,3,0,0.834,0.000,0,1038,9999-12-31,2013-05-08
9/2-1,3.0,3177,3210,14.3,0.000,6.000,28.000,850,20400,0.835,0.803,24,1038,9999-12-31,2013-05-08
9/2-1,3.1,3177,3210,9.5,11.000,8.000,28.000,580,14500,0.825,0.845,25,1038,9999-12-31,2013-05-08
9/2-1,3.2,3177,3210,11.1,11.000,4.000,34.000,660,18480,0.829,0.845,28,1038,9999-12-31,2013-05-08
9/2-3,1.0,3258,3268,12.7,0.000,0.000,0.000,4,0,0.000,0.000,0,1294,9999-12-31,2013-05-08
