wlbName,wlbCoreNumber,wlbCoreIntervalTop,wlbCoreIntervalBottom,wlbCoreIntervalUom,wlbTotalCoreLength,wlbNumberOfCores,wlbCoreSampleAvailable,wlbNpdidWellbore,wlbCoreDateUpdated,dateSyncNPD
1/2-1,1,10208.0,10208.4,[ft  ],56.2,8,YES,1382,9999-12-31,2013-05-08
1/2-1,2,10216.0,10233.0,[ft  ],56.2,8,YES,1382,9999-12-31,2013-05-08
1/2-1,3,0.0,0.0,NULL,56.2,8,YES,1382,9999-12-31,2013-05-08
1/2-1,4,10256.0,10286.0,[ft  ],56.2,8,YES,1382,9999-12-31,2013-05-08
1/2-1,5,10286.0,10358.0,[ft  ],56.2,8,YES,1382,9999-12-31,2013-05-08
1/2-1,6,10358.0,10364.6,[ft  ],56.2,8,YES,1382,9999-12-31,2013-05-08
1/2-1,7,10368.0,10377.6,[ft  ],56.2,8,YES,1382,9999-12-31,2013-05-08
1/2-1,8,10368.0,10395.3,[ft  ],56.2,8,YES,1382,9999-12-31,2013-05-08
1/2-2,1,3141.5,3186.4,[m   ],44.9,1,YES,5192,9999-12-31,2013-05-08
1/3-1,1,3403.4,3422.6,[m   ],19.8,1,YES,154,9999-12-31,2013-05-08
1/3-10,1,3159.0,3231.8,[m   ],72.8,1,YES,5614,9999-12-31,2013-05-08
1/3-11,1,3288.0,3298.4,[m   ],93.7,5,YES,5806,9999-12-31,2013-05-08
1/3-11,2,3300.0,3320.5,[m   ],93.7,5,YES,5806,9999-12-31,2013-05-08
1/3-11,3,3320.6,3354.7,[m   ],93.7,5,YES,5806,9999-12-31,2013-05-08
1/3-11,4,3398.9,3411.9,[m   ],93.7,5,YES,5806,9999-12-31,2013-05-08
1/3-11,5,3412.8,3428.5,[m   ],93.7,5,YES,5806,9999-12-31,2013-05-08
1/3-12 S,1,5876.0,5884.4,[m   ],8.4,1,YES,6260,9999-12-31,2013-05-08
1/3-2,1,3589.0,3589.3,[m   ],30.0,1,YES,165,9999-12-31,2013-05-08
1/3-3,1,4129.0,4147.4,[m   ],84.9,6,YES,87,9999-12-31,2013-05-08
1/3-3,2,4181.0,4199.2,[m   ],84.9,6,YES,87,9999-12-31,2013-05-08
1/3-3,3,4199.2,4213.0,[m   ],84.9,6,YES,87,9999-12-31,2013-05-08
1/3-3,4,4213.0,4231.0,[m   ],84.9,6,YES,87,9999-12-31,2013-05-08
1/3-3,5,4231.0,4234.5,[m   ],84.9,6,YES,87,9999-12-31,2013-05-08
1/3-3,6,4234.5,4247.5,[m   ],84.9,6,YES,87,9999-12-31,2013-05-08
1/3-4,1,2817.0,2818.1,[m   ],9.9,2,YES,2,9999-12-31,2013-05-08
1/3-4,2,4805.0,4814.0,[m   ],9.9,2,YES,2,9999-12-31,2013-05-08
1/3-5,1,4805.0,4814.0,[m   ],9.0,1,YES,223,9999-12-31,2013-05-08
1/3-6,1,2921.0,2928.5,[m   ],7.5,1,YES,1521,9999-12-31,2013-05-08
1/3-7,1,3164.0,3181.7,[m   ],74.5,4,YES,2505,9999-12-31,2013-05-08
1/3-7,2,3188.0,3204.7,[m   ],74.5,4,YES,2505,9999-12-31,2013-05-08
1/3-7,3,3205.0,3223.3,[m   ],74.5,4,YES,2505,9999-12-31,2013-05-08
1/3-7,4,3224.0,3245.8,[m   ],74.5,4,YES,2505,9999-12-31,2013-05-08
1/3-8,1,5024.0,5039.1,[m   ],15.0,1,YES,2829,9999-12-31,2013-05-08
1/3-9 S,1,4273.0,4322.7,[m   ],104.8,2,YES,3362,9999-12-31,2013-05-08
1/3-9 S,2,4323.0,4378.1,[m   ],104.8,2,YES,3362,9999-12-31,2013-05-08
1/6-1,1,10425.0,10463.0,[ft  ],16.8,2,YES,239,9999-12-31,2013-05-08
1/6-1,2,15106.0,15123.0,[ft  ],16.8,2,YES,239,9999-12-31,2013-05-08
1/6-2,1,10584.8,10633.6,[ft  ],15.0,1,YES,240,9999-12-31,2013-05-08
1/6-3,1,10247.0,10307.0,[ft  ],222.2,11,YES,241,9999-12-31,2013-05-08
1/6-3,10,10290.0,10332.0,[ft  ],222.2,11,YES,241,9999-12-31,2013-05-08
1/6-3,11,10336.0,10373.0,[ft  ],222.2,11,YES,241,9999-12-31,2013-05-08
1/6-3,2,10357.0,10435.0,[ft  ],222.2,11,YES,241,9999-12-31,2013-05-08
1/6-3,3,10435.0,10495.0,[ft  ],222.2,11,YES,241,9999-12-31,2013-05-08
1/6-3,4,10495.0,10581.0,[ft  ],222.2,11,YES,241,9999-12-31,2013-05-08
1/6-3,5,10581.0,10665.0,[ft  ],222.2,11,YES,241,9999-12-31,2013-05-08
1/6-3,6,10665.0,10709.0,[ft  ],222.2,11,YES,241,9999-12-31,2013-05-08
1/6-3,7,10709.0,10793.0,[ft  ],222.2,11,YES,241,9999-12-31,2013-05-08
1/6-3,8,10793.0,10883.0,[ft  ],222.2,11,YES,241,9999-12-31,2013-05-08
1/6-3,9,10883.0,10968.0,[ft  ],222.2,11,YES,241,9999-12-31,2013-05-08
1/6-5,1,1725.0,1728.9,[m   ],12.5,2,YES,1508,9999-12-31,2013-05-08
1/6-5,2,1742.5,1751.1,[m   ],12.5,2,YES,1508,9999-12-31,2013-05-08
1/6-6,1,5555.0,5565.0,[m   ],10.0,1,YES,1839,9999-12-31,2013-05-08
1/6-7,1,3295.0,3313.8,[m   ],54.4,3,YES,1928,9999-12-31,2013-05-08
1/6-7,2,4754.0,4772.0,[m   ],54.4,3,YES,1928,9999-12-31,2013-05-08
1/6-7,3,4773.0,4800.6,[m   ],54.4,3,YES,1928,9999-12-31,2013-05-08
1/6-A-10,1,10232.0,10272.0,[ft  ],181.0,17,YES,530,9999-12-31,2013-05-08
1/6-A-10,10,10732.0,10770.0,[ft  ],181.0,17,YES,530,9999-12-31,2013-05-08
1/6-A-10,11,10770.0,10797.0,[ft  ],181.0,17,YES,530,9999-12-31,2013-05-08
1/6-A-10,12,10830.0,10836.9,[ft  ],181.0,17,YES,530,9999-12-31,2013-05-08
1/6-A-10,13,11620.0,11654.0,[ft  ],181.0,17,YES,530,9999-12-31,2013-05-08
1/6-A-10,14,11724.0,11754.6,[ft  ],181.0,17,YES,530,9999-12-31,2013-05-08
1/6-A-10,15,11761.0,11781.4,[ft  ],181.0,17,YES,530,9999-12-31,2013-05-08
1/6-A-10,16,11785.0,11813.3,[ft  ],181.0,17,YES,530,9999-12-31,2013-05-08
1/6-A-10,17,11816.0,11835.1,[ft  ],181.0,17,YES,530,9999-12-31,2013-05-08
1/6-A-10,2,10277.0,10321.0,[ft  ],181.0,17,YES,530,9999-12-31,2013-05-08
1/6-A-10,3,10322.0,10378.0,[ft  ],181.0,17,YES,530,9999-12-31,2013-05-08
1/6-A-10,4,10378.0,10388.6,[ft  ],181.0,17,YES,530,9999-12-31,2013-05-08
1/6-A-10,5,10389.0,10449.6,[ft  ],181.0,17,YES,530,9999-12-31,2013-05-08
1/6-A-10,6,10449.0,10495.5,[ft  ],181.0,17,YES,530,9999-12-31,2013-05-08
1/6-A-10,7,10495.0,10552.0,[ft  ],181.0,17,YES,530,9999-12-31,2013-05-08
1/6-A-10,8,10555.0,10578.6,[ft  ],181.0,17,YES,530,9999-12-31,2013-05-08
1/6-A-10,9,10692.0,107314.0,[ft  ],181.0,17,YES,530,9999-12-31,2013-05-08
1/6-A-7,1,11169.0,11184.0,[ft  ],45.1,8,YES,903,9999-12-31,2013-05-08
1/6-A-7,2,11188.0,11218.0,[ft  ],45.1,8,YES,903,9999-12-31,2013-05-08
1/6-A-7,3,11315.0,11345.0,[ft  ],45.1,8,YES,903,9999-12-31,2013-05-08
1/6-A-7,4,11345.0,11317.0,[ft  ],45.1,8,YES,903,9999-12-31,2013-05-08
1/6-A-7,5,11431.0,11435.0,[ft  ],45.1,8,YES,903,9999-12-31,2013-05-08
1/6-A-7,6,11460.0,11484.0,[ft  ],45.1,8,YES,903,9999-12-31,2013-05-08
1/6-A-7,7,11489.0,11513.0,[ft  ],45.1,8,YES,903,9999-12-31,2013-05-08
1/6-A-7,8,11610.0,11622.0,[ft  ],45.1,8,YES,903,9999-12-31,2013-05-08
1/9-1,1,3048.0,3057.2,[m   ],191.3,12,YES,243,9999-12-31,2013-05-08
1/9-1,10,3198.3,3216.9,[m   ],191.3,12,YES,243,9999-12-31,2013-05-08
1/9-1,11,3216.9,3234.1,[m   ],191.3,12,YES,243,9999-12-31,2013-05-08
1/9-1,12,3327.2,3335.3,[m   ],191.3,12,YES,243,9999-12-31,2013-05-08
1/9-1,2,3057.2,3075.8,[m   ],191.3,12,YES,243,9999-12-31,2013-05-08
1/9-1,3,3075.8,3094.0,[m   ],191.3,12,YES,243,9999-12-31,2013-05-08
1/9-1,4,3094.0,3105.3,[m   ],191.3,12,YES,243,9999-12-31,2013-05-08
1/9-1,5,3105.3,3123.9,[m   ],191.3,12,YES,243,9999-12-31,2013-05-08
1/9-1,6,3123.9,3142.6,[m   ],191.3,12,YES,243,9999-12-31,2013-05-08
1/9-1,7,3142.5,3160.0,[m   ],191.3,12,YES,243,9999-12-31,2013-05-08
1/9-1,8,3161.0,3179.6,[m   ],191.3,12,YES,243,9999-12-31,2013-05-08
1/9-1,9,3179.6,3197.6,[m   ],191.3,12,YES,243,9999-12-31,2013-05-08
1/9-2,1,3130.9,3148.8,[m   ],88.6,5,YES,244,9999-12-31,2013-05-08
1/9-2,2,3149.1,3167.1,[m   ],88.6,5,YES,244,9999-12-31,2013-05-08
1/9-2,3,3167.4,3185.7,[m   ],88.6,5,YES,244,9999-12-31,2013-05-08
1/9-2,4,3185.7,3201.1,[m   ],88.6,5,YES,244,9999-12-31,2013-05-08
1/9-2,5,3201.1,3219.6,[m   ],88.6,5,YES,244,9999-12-31,2013-05-08
1/9-3 R,1,3053.0,3065.3,[m   ],180.4,8,YES,246,9999-12-31,2013-05-08
1/9-3 R,2,3066.7,3082.6,[m   ],180.4,8,YES,246,9999-12-31,2013-05-08
1/9-3 R,3,3105.3,3123.5,[m   ],180.4,8,YES,246,9999-12-31,2013-05-08
1/9-3 R,4,3164.6,3170.5,[m   ],180.4,8,YES,246,9999-12-31,2013-05-08
1/9-3 R,5,3175.2,3178.7,[m   ],180.4,8,YES,246,9999-12-31,2013-05-08
1/9-3 R,6,3191.8,3207.6,[m   ],180.4,8,YES,246,9999-12-31,2013-05-08
1/9-3 R,7,3208.3,3214.1,[m   ],180.4,8,YES,246,9999-12-31,2013-05-08
1/9-3 R,8,3214.9,3233.4,[m   ],180.4,8,YES,246,9999-12-31,2013-05-08
1/9-4,1,3122.8,3141.2,[m   ],148.8,9,YES,247,9999-12-31,2013-05-08
1/9-4,2,3141.2,3159.5,[m   ],148.8,9,YES,247,9999-12-31,2013-05-08
1/9-4,3,3159.5,3173.5,[m   ],148.8,9,YES,247,9999-12-31,2013-05-08
1/9-4,4,3173.5,3191.8,[m   ],148.8,9,YES,247,9999-12-31,2013-05-08
1/9-4,5,3191.8,3210.1,[m   ],148.8,9,YES,247,9999-12-31,2013-05-08
1/9-4,6,3210.1,3218.6,[m   ],148.8,9,YES,247,9999-12-31,2013-05-08
1/9-4,7,3219.9,3238.0,[m   ],148.8,9,YES,247,9999-12-31,2013-05-08
1/9-4,8,3238.2,3256.5,[m   ],148.8,9,YES,247,9999-12-31,2013-05-08
1/9-4,9,3256.5,3273.8,[m   ],148.8,9,YES,247,9999-12-31,2013-05-08
1/9-5,1,3215.7,3234.0,[m   ],18.3,1,YES,248,9999-12-31,2013-05-08
1/9-6 S,1,3415.7,3426.3,[m   ],184.1,14,YES,44,2012-10-12,2013-05-08
1/9-6 S,10,3556.5,3573.5,[m   ],184.1,14,YES,44,2012-10-12,2013-05-08
1/9-6 S,11,3575.0,3584.4,[m   ],184.1,14,YES,44,2012-10-12,2013-05-08
1/9-6 S,12,3584.8,3597.5,[m   ],184.1,14,YES,44,2012-10-12,2013-05-08
1/9-6 S,13,3598.0,3615.8,[m   ],184.1,14,YES,44,2012-10-12,2013-05-08
1/9-6 S,14,3618.1,3618.7,[m   ],184.1,14,YES,44,2012-10-12,2013-05-08
1/9-6 S,2,3427.0,3444.4,[m   ],184.1,14,YES,44,2012-10-12,2013-05-08
1/9-6 S,3,3445.0,3457.0,[m   ],184.1,14,YES,44,2012-10-12,2013-05-08
1/9-6 S,4,3463.6,3481.1,[m   ],184.1,14,YES,44,2012-10-12,2013-05-08
1/9-6 S,5,3481.7,3499.5,[m   ],184.1,14,YES,44,2012-10-12,2013-05-08
1/9-6 S,6,3500.9,3517.8,[m   ],184.1,14,YES,44,2012-10-12,2013-05-08
1/9-6 S,7,3518.7,3530.0,[m   ],184.1,14,YES,44,2012-10-12,2013-05-08
1/9-6 S,8,3530.5,3534.3,[m   ],184.1,14,YES,44,2012-10-12,2013-05-08
1/9-6 S,9,3537.9,3555.0,[m   ],184.1,14,YES,44,2012-10-12,2013-05-08
1/9-7,1,3104.4,3107.0,[m   ],31.0,2,YES,4652,2012-10-12,2013-05-08
1/9-7,2,3107.0,3135.4,[m   ],31.0,2,YES,4652,2012-10-12,2013-05-08
1/9-A-1 H,1,3226.0,3244.1,[m   ],117.9,6,YES,1006,9999-12-31,2013-05-08
1/9-A-1 H,2,3277.0,3288.5,[m   ],117.9,6,YES,1006,9999-12-31,2013-05-08
1/9-A-1 H,3,3291.5,3319.1,[m   ],117.9,6,YES,1006,9999-12-31,2013-05-08
1/9-A-1 H,4,3319.0,3346.3,[m   ],117.9,6,YES,1006,9999-12-31,2013-05-08
1/9-A-1 H,5,3346.5,3374.0,[m   ],117.9,6,YES,1006,9999-12-31,2013-05-08
1/9-A-1 H,6,3374.2,3382.1,[m   ],117.9,6,YES,1006,9999-12-31,2013-05-08
1/9-A-3 H,1,3089.0,3107.4,[m   ],18.4,1,YES,1021,9999-12-31,2013-05-08
1/9-A-4 H,1,3353.0,3380.9,[m   ],27.9,1,YES,1035,9999-12-31,2013-05-08
10/1-A-8,1,1848.0,1853.0,[ft  ],4.6,3,YES,543,9999-12-31,2013-05-08
10/1-A-8,2,1857.0,1866.0,[ft  ],4.6,3,YES,543,9999-12-31,2013-05-08
10/1-A-8,3,1866.0,1867.0,[ft  ],4.6,3,YES,543,9999-12-31,2013-05-08
10/7-1,1,1561.0,1565.2,[m   ],4.2,1,YES,1972,9999-12-31,2013-05-08
15/12-1,1,8570.0,8578.0,[ft  ],51.5,8,YES,94,9999-12-31,2013-05-08
15/12-1,2,8579.0,8611.0,[ft  ],51.5,8,YES,94,9999-12-31,2013-05-08
15/12-1,3,8642.0,8698.0,[ft  ],51.5,8,YES,94,9999-12-31,2013-05-08
15/12-1,4,10063.0,10083.0,[ft  ],51.5,8,YES,94,9999-12-31,2013-05-08
15/12-1,5,10255.0,10314.0,[ft  ],51.5,8,YES,94,9999-12-31,2013-05-08
15/12-1,6,10314.0,10341.0,[ft  ],51.5,8,YES,94,9999-12-31,2013-05-08
15/12-1,7,10350.0,10409.0,[ft  ],51.5,8,YES,94,9999-12-31,2013-05-08
15/12-1,8,10409.0,10438.0,[ft  ],51.5,8,YES,94,9999-12-31,2013-05-08
15/12-10 S,1,3427.0,3446.6,[m   ],19.6,1,YES,2285,9999-12-31,2013-05-08
15/12-11 S,1,2724.0,2724.5,[m   ],19.0,2,YES,3074,9999-12-31,2013-05-08
15/12-11 S,2,3400.0,3418.6,[m   ],19.0,2,YES,3074,9999-12-31,2013-05-08
15/12-12,1,2864.0,2892.0,[m   ],130.6,6,YES,3391,9999-12-31,2013-05-08
15/12-12,2,2892.0,2920.0,[m   ],130.6,6,YES,3391,9999-12-31,2013-05-08
15/12-12,3,2920.0,2948.0,[m   ],130.6,6,YES,3391,9999-12-31,2013-05-08
15/12-12,4,2948.0,2974.7,[m   ],130.6,6,YES,3391,9999-12-31,2013-05-08
15/12-12,5,2976.0,2984.2,[m   ],130.6,6,YES,3391,9999-12-31,2013-05-08
15/12-12,6,2986.0,2997.7,[m   ],130.6,6,YES,3391,9999-12-31,2013-05-08
15/12-19,1,2975.0,3002.5,[m   ],156.3,3,YES,5705,9999-12-31,2013-05-08
15/12-19,2,3002.5,3066.9,[m   ],156.3,3,YES,5705,9999-12-31,2013-05-08
15/12-19,3,3067.1,3131.6,[m   ],156.3,3,YES,5705,9999-12-31,2013-05-08
15/12-2,1,2823.0,2835.4,[m   ],12.4,1,YES,331,9999-12-31,2013-05-08
15/12-20 S,1,3815.0,3841.2,[m   ],78.1,2,YES,5824,9999-12-31,2013-05-08
15/12-20 S,2,3843.0,3897.9,[m   ],78.1,2,YES,5824,9999-12-31,2013-05-08
15/12-21,1,3054.0,3088.2,[m   ],88.3,2,YES,6047,9999-12-31,2013-05-08
15/12-21,2,3113.0,3167.1,[m   ],88.3,2,YES,6047,9999-12-31,2013-05-08
15/12-23,1,3187.0,3241.5,[m   ],108.8,2,YES,6327,9999-12-31,2013-05-08
15/12-23,2,3241.5,3295.8,[m   ],108.8,2,YES,6327,9999-12-31,2013-05-08
15/12-23 A,1,4614.5,4663.5,[m   ],125.7,3,YES,6404,9999-12-31,2013-05-08
15/12-23 A,2,4664.0,4701.8,[m   ],125.7,3,YES,6404,9999-12-31,2013-05-08
15/12-23 A,3,4701.2,4740.1,[m   ],125.7,3,YES,6404,9999-12-31,2013-05-08
15/12-3,1,3256.0,3263.3,[m   ],16.2,2,YES,199,9999-12-31,2013-05-08
15/12-3,2,4424.0,4432.9,[m   ],16.2,2,YES,199,9999-12-31,2013-05-08
15/12-4,1,2439.0,2449.0,[m   ],46.5,4,YES,438,9999-12-31,2013-05-08
15/12-4,2,2494.5,2498.7,[m   ],46.5,4,YES,438,9999-12-31,2013-05-08
15/12-4,3,2499.0,2513.6,[m   ],46.5,4,YES,438,9999-12-31,2013-05-08
15/12-4,4,2902.0,2919.7,[m   ],46.5,4,YES,438,9999-12-31,2013-05-08
15/12-5,1,2892.0,2904.0,[m   ],68.0,3,YES,113,9999-12-31,2013-05-08
15/12-5,2,2910.5,2938.5,[m   ],68.0,3,YES,113,9999-12-31,2013-05-08
15/12-5,3,2939.0,2967.0,[m   ],68.0,3,YES,113,9999-12-31,2013-05-08
15/12-6 S,1,2838.0,2864.6,[m   ],131.7,7,YES,1524,9999-12-31,2013-05-08
15/12-6 S,2,2865.0,2891.8,[m   ],131.7,7,YES,1524,9999-12-31,2013-05-08
15/12-6 S,3,2892.0,2907.9,[m   ],131.7,7,YES,1524,9999-12-31,2013-05-08
15/12-6 S,4,2910.0,2937.4,[m   ],131.7,7,YES,1524,9999-12-31,2013-05-08
15/12-6 S,5,2937.6,2953.0,[m   ],131.7,7,YES,1524,9999-12-31,2013-05-08
15/12-6 S,6,2953.0,2964.4,[m   ],131.7,7,YES,1524,9999-12-31,2013-05-08
15/12-6 S,7,2980.0,2988.3,[m   ],131.7,7,YES,1524,9999-12-31,2013-05-08
15/12-7 S,1,3028.0,3053.5,[m   ],25.5,1,YES,1680,9999-12-31,2013-05-08
15/12-8 A,1,2841.0,2847.4,[m   ],61.0,3,YES,1835,9999-12-31,2013-05-08
15/12-8 A,2,2847.4,2874.9,[m   ],61.0,3,YES,1835,9999-12-31,2013-05-08
15/12-8 A,3,2874.9,2902.0,[m   ],61.0,3,YES,1835,9999-12-31,2013-05-08
15/12-9 S,1,3389.0,3416.0,[m   ],184.5,7,YES,1978,9999-12-31,2013-05-08
15/12-9 S,2,3416.0,3443.6,[m   ],184.5,7,YES,1978,9999-12-31,2013-05-08
15/12-9 S,3,3443.6,3471.0,[m   ],184.5,7,YES,1978,9999-12-31,2013-05-08
15/12-9 S,4,3471.3,3499.0,[m   ],184.5,7,YES,1978,9999-12-31,2013-05-08
15/12-9 S,5,3499.1,3527.0,[m   ],184.5,7,YES,1978,9999-12-31,2013-05-08
15/12-9 S,6,3527.3,3555.0,[m   ],184.5,7,YES,1978,9999-12-31,2013-05-08
15/12-9 S,7,3652.0,3670.5,[m   ],184.5,7,YES,1978,9999-12-31,2013-05-08
15/12-A-14,1,3785.0,3820.6,[m   ],171.0,4,YES,3292,9999-12-31,2013-05-08
15/12-A-14,2,3822.0,3865.2,[m   ],171.0,4,YES,3292,9999-12-31,2013-05-08
15/12-A-14,3,3868.0,3914.5,[m   ],171.0,4,YES,3292,9999-12-31,2013-05-08
15/12-A-14,4,3914.0,3959.7,[m   ],171.0,4,YES,3292,9999-12-31,2013-05-08
15/12-A-5,1,3483.0,3495.0,[m   ],202.7,5,YES,3291,9999-12-31,2013-05-08
15/12-A-5,2,3497.0,3524.0,[m   ],202.7,5,YES,3291,9999-12-31,2013-05-08
15/12-A-5,3,3524.0,3578.7,[m   ],202.7,5,YES,3291,9999-12-31,2013-05-08
15/12-A-5,4,3579.0,3633.5,[m   ],202.7,5,YES,3291,9999-12-31,2013-05-08
15/12-A-5,5,3634.0,3688.5,[m   ],202.7,5,YES,3291,9999-12-31,2013-05-08
15/12-A-8,1,3135.0,3161.8,[m   ],116.2,6,YES,3221,9999-12-31,2013-05-08
15/12-A-8,2,3162.0,3190.0,[m   ],116.2,6,YES,3221,9999-12-31,2013-05-08
15/12-A-8,3,3190.0,3222.2,[m   ],116.2,6,YES,3221,9999-12-31,2013-05-08
15/12-A-8,4,3223.0,3237.3,[m   ],116.2,6,YES,3221,9999-12-31,2013-05-08
15/12-A-8,5,3237.3,3239.0,[m   ],116.2,6,YES,3221,9999-12-31,2013-05-08
15/12-A-8,6,3241.0,3254.2,[m   ],116.2,6,YES,3221,9999-12-31,2013-05-08
15/2-1,1,4368.0,4369.8,[m   ],22.0,2,YES,308,9999-12-31,2013-05-08
15/2-1,2,4369.8,4390.0,[m   ],22.0,2,YES,308,9999-12-31,2013-05-08
15/3-1 S,1,3947.0,3950.5,[m   ],20.0,4,YES,309,9999-12-31,2013-05-08
15/3-1 S,2,4083.0,4090.5,[m   ],20.0,4,YES,309,9999-12-31,2013-05-08
15/3-1 S,3,4141.0,4150.0,[m   ],20.0,4,YES,309,9999-12-31,2013-05-08
15/3-1 S,4,4991.0,4993.3,[m   ],20.0,4,YES,309,9999-12-31,2013-05-08
15/3-2 R,1,4402.0,4403.8,[m   ],18.5,4,YES,311,9999-12-31,2013-05-08
15/3-2 R,2,4406.0,4407.8,[m   ],18.5,4,YES,311,9999-12-31,2013-05-08
15/3-2 R,3,4565.0,4575.0,[m   ],18.5,4,YES,311,9999-12-31,2013-05-08
15/3-2 R,4,4656.0,4662.0,[m   ],18.5,4,YES,311,9999-12-31,2013-05-08
15/3-3,1,4262.0,4268.5,[m   ],78.9,6,YES,313,9999-12-31,2013-05-08
15/3-3,2,4274.0,4287.0,[m   ],78.9,6,YES,313,9999-12-31,2013-05-08
15/3-3,3,4287.5,4307.9,[m   ],78.9,6,YES,313,9999-12-31,2013-05-08
15/3-3,4,4547.0,4562.0,[m   ],78.9,6,YES,313,9999-12-31,2013-05-08
15/3-3,5,4851.0,4860.0,[m   ],78.9,6,YES,313,9999-12-31,2013-05-08
15/3-3,6,4995.0,5004.0,[m   ],78.9,6,YES,313,9999-12-31,2013-05-08
15/3-4,1,1678.0,1683.0,[m   ],50.4,5,YES,314,9999-12-31,2013-05-08
15/3-4,2,3792.0,3795.6,[m   ],50.4,5,YES,314,9999-12-31,2013-05-08
15/3-4,3,3796.1,3806.0,[m   ],50.4,5,YES,314,9999-12-31,2013-05-08
15/3-4,4,3806.0,3821.1,[m   ],50.4,5,YES,314,9999-12-31,2013-05-08
15/3-4,5,3821.0,3839.3,[m   ],50.4,5,YES,314,9999-12-31,2013-05-08
15/3-6,1,2140.0,2158.1,[m   ],73.0,3,YES,3250,9999-12-31,2013-05-08
15/3-6,2,2158.1,2175.7,[m   ],73.0,3,YES,3250,9999-12-31,2013-05-08
15/3-6,3,2278.0,2297.7,[m   ],73.0,3,YES,3250,9999-12-31,2013-05-08
15/3-7,1,4609.0,4615.7,[m   ],46.4,4,YES,4055,9999-12-31,2013-05-08
15/3-7,2,4616.6,4617.5,[m   ],46.4,4,YES,4055,9999-12-31,2013-05-08
15/3-7,3,4620.5,4633.6,[m   ],46.4,4,YES,4055,9999-12-31,2013-05-08
15/3-7,4,4643.0,4668.8,[m   ],46.4,4,YES,4055,9999-12-31,2013-05-08
15/3-8,1,4167.0,4179.6,[m   ],158.9,7,YES,5175,9999-12-31,2013-05-08
15/3-8,2,4179.6,4200.5,[m   ],158.9,7,YES,5175,9999-12-31,2013-05-08
15/3-8,3,4202.0,4238.5,[m   ],158.9,7,YES,5175,9999-12-31,2013-05-08
15/3-8,4,4238.5,4275.2,[m   ],158.9,7,YES,5175,9999-12-31,2013-05-08
15/3-8,5,4275.2,4302.5,[m   ],158.9,7,YES,5175,9999-12-31,2013-05-08
15/3-8,6,4478.5,4492.5,[m   ],158.9,7,YES,5175,9999-12-31,2013-05-08
15/3-8,7,4494.0,4505.1,[m   ],158.9,7,YES,5175,9999-12-31,2013-05-08
15/3-9,1,4124.0,4147.0,[m   ],55.2,2,YES,6354,2012-10-16,2013-05-08
15/3-9,2,4482.0,4514.2,[m   ],55.2,2,YES,6354,2012-10-16,2013-05-08
15/5-1,1,3561.0,3577.9,[m   ],50.4,5,YES,315,9999-12-31,2013-05-08
15/5-1,2,3578.5,3590.2,[m   ],50.4,5,YES,315,9999-12-31,2013-05-08
15/5-1,3,3591.1,3600.4,[m   ],50.4,5,YES,315,9999-12-31,2013-05-08
15/5-1,4,3609.0,3620.0,[m   ],50.4,5,YES,315,9999-12-31,2013-05-08
15/5-1,5,3623.0,3642.5,[m   ],50.4,5,YES,315,9999-12-31,2013-05-08
15/5-2,1,4013.6,4018.8,[m   ],15.0,2,YES,316,9999-12-31,2013-05-08
15/5-2,2,4032.5,4042.3,[m   ],15.0,2,YES,316,9999-12-31,2013-05-08
15/5-3,1,3815.0,3826.2,[m   ],14.9,2,YES,207,9999-12-31,2013-05-08
15/5-3,2,5038.0,5041.7,[m   ],14.9,2,YES,207,9999-12-31,2013-05-08
15/5-4,1,2106.0,2124.8,[m   ],40.7,4,YES,1762,9999-12-31,2013-05-08
15/5-4,2,2124.0,2129.0,[m   ],40.7,4,YES,1762,9999-12-31,2013-05-08
15/5-4,3,2129.0,2132.0,[m   ],40.7,4,YES,1762,9999-12-31,2013-05-08
15/5-4,4,2132.0,2145.9,[m   ],40.7,4,YES,1762,9999-12-31,2013-05-08
15/5-5,1,2157.0,2175.5,[m   ],37.1,3,YES,2635,9999-12-31,2013-05-08
15/5-5,2,2175.5,2177.9,[m   ],37.1,3,YES,2635,9999-12-31,2013-05-08
15/5-5,3,2181.5,2198.2,[m   ],37.1,3,YES,2635,9999-12-31,2013-05-08
15/5-6,1,2180.0,2202.3,[m   ],22.3,1,YES,3113,9999-12-31,2013-05-08
15/5-7,1,3826.0,3880.5,[m   ],114.0,3,YES,5842,9999-12-31,2013-05-08
15/5-7,2,3880.5,3927.4,[m   ],114.0,3,YES,5842,9999-12-31,2013-05-08
15/5-7,3,3927.4,3940.0,[m   ],114.0,3,YES,5842,9999-12-31,2013-05-08
15/6-11 A,1,4148.0,4181.0,[m   ],33.0,1,YES,6526,9999-12-31,2013-05-08
15/6-2,1,7336.0,7356.0,[ft  ],13.0,3,YES,317,9999-12-31,2013-05-08
15/6-2,2,7666.0,7670.0,[ft  ],13.0,3,YES,317,9999-12-31,2013-05-08
15/6-2,3,8843.0,8849.0,[ft  ],13.0,3,YES,317,9999-12-31,2013-05-08
15/6-2 R,1,11735.0,11783.0,[ft  ],64.3,5,YES,517,9999-12-31,2013-05-08
15/6-2 R,2,11783.0,11822.0,[ft  ],64.3,5,YES,517,9999-12-31,2013-05-08
15/6-2 R,3,11823.0,11870.0,[ft  ],64.3,5,YES,517,9999-12-31,2013-05-08
15/6-2 R,4,11870.0,11898.0,[ft  ],64.3,5,YES,517,9999-12-31,2013-05-08
