wlbName,wlbCoreNumber,wlbCoreIntervalTop,wlbCoreIntervalBottom,wlbCoreIntervalUom,wlbTotalCoreLength,wlbNumberOfCores,wlbCoreSampleAvailable,wlbNpdidWellbore,wlbCoreDateUpdated,dateSyncNPD
2/4-A-6,29,11619.0,11620.0,[ft  ],268.5,38,YES,577,9999-12-31,2013-05-08
2/4-A-6,3,11115.0,11134.0,[ft  ],268.5,38,YES,577,9999-12-31,2013-05-08
2/4-A-6,30,11628.0,11634.0,[ft  ],268.5,38,YES,577,9999-12-31,2013-05-08
2/4-A-6,31,11657.0,11674.0,[ft  ],268.5,38,YES,577,9999-12-31,2013-05-08
2/4-A-6,32,11677.0,11704.0,[ft  ],268.5,38,YES,577,9999-12-31,2013-05-08
2/4-A-6,33,11707.0,11727.0,[ft  ],268.5,38,YES,577,9999-12-31,2013-05-08
2/4-A-6,34,11737.0,11767.0,[ft  ],268.5,38,YES,577,9999-12-31,2013-05-08
2/4-A-6,35,11767.0,11809.0,[ft  ],268.5,38,YES,577,9999-12-31,2013-05-08
2/4-A-6,36,11809.0,11870.0,[ft  ],268.5,38,YES,577,9999-12-31,2013-05-08
2/4-A-6,37,11870.0,11919.0,[ft  ],268.5,38,YES,577,9999-12-31,2013-05-08
2/4-A-6,38,11921.0,11957.0,[ft  ],268.5,38,YES,577,9999-12-31,2013-05-08
2/4-A-6,4,11145.0,11149.0,[ft  ],268.5,38,YES,577,9999-12-31,2013-05-08
2/4-A-6,5,11156.0,11158.0,[ft  ],268.5,38,YES,577,9999-12-31,2013-05-08
2/4-A-6,6,11174.0,11176.0,[ft  ],268.5,38,YES,577,9999-12-31,2013-05-08
2/4-A-6,7,11177.0,11181.0,[ft  ],268.5,38,YES,577,9999-12-31,2013-05-08
2/4-A-6,8,11184.0,11201.0,[ft  ],268.5,38,YES,577,9999-12-31,2013-05-08
2/4-A-6,9,11201.0,11204.0,[ft  ],268.5,38,YES,577,9999-12-31,2013-05-08
2/4-A-8,1,10070.0,10098.0,[ft  ],286.0,14,YES,581,9999-12-31,2013-05-08
2/4-A-8,10,10474.0,10534.0,[ft  ],286.0,14,YES,581,9999-12-31,2013-05-08
2/4-A-8,11,10534.0,10578.0,[ft  ],286.0,14,YES,581,9999-12-31,2013-05-08
2/4-A-8,12,10590.0,10650.0,[ft  ],286.0,14,YES,581,9999-12-31,2013-05-08
2/4-A-8,13,10650.0,10704.0,[ft  ],286.0,14,YES,581,9999-12-31,2013-05-08
2/4-A-8,14,10704.0,10760.0,[ft  ],286.0,14,YES,581,9999-12-31,2013-05-08
2/4-A-8,2,10100.0,10130.0,[ft  ],286.0,14,YES,581,9999-12-31,2013-05-08
2/4-A-8,3,10130.0,10170.0,[ft  ],286.0,14,YES,581,9999-12-31,2013-05-08
2/4-A-8,4,10170.0,10230.0,[ft  ],286.0,14,YES,581,9999-12-31,2013-05-08
2/4-A-8,5,10230.0,10273.6,[ft  ],286.0,14,YES,581,9999-12-31,2013-05-08
2/4-A-8,6,10273.6,10330.0,[ft  ],286.0,14,YES,581,9999-12-31,2013-05-08
2/4-A-8,7,10330.0,10390.0,[ft  ],286.0,14,YES,581,9999-12-31,2013-05-08
2/4-A-8,8,10390.0,10414.0,[ft  ],286.0,14,YES,581,9999-12-31,2013-05-08
2/4-A-8,9,10414.0,10474.0,[ft  ],286.0,14,YES,581,9999-12-31,2013-05-08
2/4-B-12,1,10051.0,11050.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,10,11236.0,11243.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,11,11243.0,11251.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,12,11444.0,11445.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,13,NULL,0.0,NULL,304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,14,11310.0,11312.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,15,NULL,0.0,NULL,304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,16,11357.0,11362.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,17,11392.0,11401.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,18,11436.0,11447.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,19,11467.0,11492.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,2,11094.0,11101.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,20,11494.0,11501.2,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,21,11505.0,11512.2,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,22,11513.0,11525.2,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,23,11573.0,11576.9,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,24,11578.0,11591.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,25,11614.0,11631.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,26,11641.0,11656.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,27,11658.0,11674.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,28,11683.0,11703.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,29,11706.0,11737.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,3,11109.0,11120.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,30,11736.0,11767.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,31,11770.0,11786.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,32,11788.0,11816.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,33,11819.0,11849.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,34,11850.0,11865.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,35,11865.0,11874.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,36,11890.0,11920.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,37,11921.0,11950.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,38,11952.0,11981.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,39,11982.0,12012.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,4,11126.0,11128.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,40,12011.0,12039.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,5,11159.0,11169.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,6,11171.0,11172.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,7,11180.0,11187.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,8,11195.0,11203.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-12,9,11215.0,11225.0,[ft  ],304.0,40,YES,616,9999-12-31,2013-05-08
2/4-B-16,1,10084.0,10107.1,[ft  ],113.7,17,YES,620,9999-12-31,2013-05-08
2/4-B-16,10,10410.0,10416.0,[ft  ],113.7,17,YES,620,9999-12-31,2013-05-08
2/4-B-16,11,10443.0,10458.0,[ft  ],113.7,17,YES,620,9999-12-31,2013-05-08
2/4-B-16,12,10463.0,10471.0,[ft  ],113.7,17,YES,620,9999-12-31,2013-05-08
2/4-B-16,13,10470.0,10470.4,[ft  ],113.7,17,YES,620,9999-12-31,2013-05-08
2/4-B-16,14,10585.8,10588.6,[ft  ],113.7,17,YES,620,9999-12-31,2013-05-08
2/4-B-16,15,10605.7,10615.0,[ft  ],113.7,17,YES,620,9999-12-31,2013-05-08
2/4-B-16,16,10628.0,10638.7,[ft  ],113.7,17,YES,620,9999-12-31,2013-05-08
2/4-B-16,17,10667.0,10679.7,[ft  ],113.7,17,YES,620,9999-12-31,2013-05-08
2/4-B-16,2,10084.0,10112.0,[ft  ],113.7,17,YES,620,9999-12-31,2013-05-08
2/4-B-16,3,10113.0,10115.0,[ft  ],113.7,17,YES,620,9999-12-31,2013-05-08
2/4-B-16,4,10132.0,10140.0,[ft  ],113.7,17,YES,620,9999-12-31,2013-05-08
2/4-B-16,5,10143.0,10150.0,[ft  ],113.7,17,YES,620,9999-12-31,2013-05-08
2/4-B-16,6,10187.0,10189.0,[ft  ],113.7,17,YES,620,9999-12-31,2013-05-08
2/4-B-16,7,10193.0,10201.0,[ft  ],113.7,17,YES,620,9999-12-31,2013-05-08
2/4-B-16,8,10340.0,10349.0,[ft  ],113.7,17,YES,620,9999-12-31,2013-05-08
2/4-B-16,9,10395.0,10400.0,[ft  ],113.7,17,YES,620,9999-12-31,2013-05-08
2/4-B-19,1,9758.0,9818.0,[ft  ],44.8,4,YES,625,9999-12-31,2013-05-08
2/4-B-19,2,10188.0,10206.6,[ft  ],44.8,4,YES,625,9999-12-31,2013-05-08
2/4-B-19,3,10316.0,10325.6,[ft  ],44.8,4,YES,625,9999-12-31,2013-05-08
2/4-B-19,4,10325.6,10366.0,[ft  ],44.8,4,YES,625,9999-12-31,2013-05-08
2/4-B-19,1,9758.0,9818.0,[ft  ],61.0,4,YES,625,9999-12-31,2013-05-08
2/4-B-19,2,10188.0,10206.6,[ft  ],61.0,4,YES,625,9999-12-31,2013-05-08
2/4-B-19,3,10316.0,10325.6,[ft  ],61.0,4,YES,625,9999-12-31,2013-05-08
2/4-B-19,4,10325.6,10366.0,[ft  ],61.0,4,YES,625,9999-12-31,2013-05-08
2/4-B-19 A,1,8405.0,8454.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-19 A,10,10105.0,10117.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-19 A,11,10118.0,10122.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-19 A,12,10130.0,10134.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-19 A,13,10159.0,10180.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-19 A,14,10181.0,10205.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-19 A,15,10207.0,10237.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-19 A,16,10237.0,10259.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-19 A,17,10260.0,10275.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-19 A,18,10290.0,10305.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-19 A,2,8464.0,9864.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-19 A,20,10315.0,10345.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-19 A,21,10345.0,10374.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-19 A,22,10375.0,10408.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-19 A,23,10409.0,10445.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-19 A,24,10469.0,10498.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-19 A,25,10499.0,10525.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-19 A,26,10527.0,10560.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-19 A,3,9870.0,9871.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-19 A,4,9897.0,9921.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-19 A,5,9927.0,9951.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-19 A,6,9957.0,9982.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-19 A,7,9985.0,10016.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-19 A,8,10046.0,10074.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-19 A,9,10075.0,10087.0,[ft  ],183.0,26,YES,1626,9999-12-31,2013-05-08
2/4-B-20,1,11913.0,11916.0,[ft  ],44.0,9,YES,627,9999-12-31,2013-05-08
2/4-B-20,2,11923.0,11951.0,[ft  ],44.0,9,YES,627,9999-12-31,2013-05-08
2/4-B-20,3,12060.0,12067.0,[ft  ],44.0,9,YES,627,9999-12-31,2013-05-08
2/4-B-20,4,12068.0,12069.0,[ft  ],44.0,9,YES,627,9999-12-31,2013-05-08
2/4-B-20,5,12173.0,12188.0,[ft  ],44.0,9,YES,627,9999-12-31,2013-05-08
2/4-B-20,6,12190.0,12204.0,[ft  ],44.0,9,YES,627,9999-12-31,2013-05-08
2/4-B-20,7,12358.0,12373.0,[ft  ],44.0,9,YES,627,9999-12-31,2013-05-08
2/4-B-20,8,12378.0,12394.0,[ft  ],44.0,9,YES,627,9999-12-31,2013-05-08
2/4-B-20,9,12433.0,12463.0,[ft  ],44.0,9,YES,627,9999-12-31,2013-05-08
2/4-B-4,1,10135.0,10156.3,[ft  ],65.3,12,YES,1409,9999-12-31,2013-05-08
2/4-B-4,10,10454.0,10482.0,[ft  ],65.3,12,YES,1409,9999-12-31,2013-05-08
2/4-B-4,11,10615.0,10645.0,[ft  ],65.3,12,YES,1409,9999-12-31,2013-05-08
2/4-B-4,12,10645.0,10674.1,[ft  ],65.3,12,YES,1409,9999-12-31,2013-05-08
2/4-B-4,2,10158.0,10186.7,[ft  ],65.3,12,YES,1409,9999-12-31,2013-05-08
2/4-B-4,3,10328.0,10334.8,[ft  ],65.3,12,YES,1409,9999-12-31,2013-05-08
2/4-B-4,4,10336.9,10361.3,[ft  ],65.3,12,YES,1409,9999-12-31,2013-05-08
2/4-B-4,5,10363.0,10370.0,[ft  ],65.3,12,YES,1409,9999-12-31,2013-05-08
2/4-B-4,6,NULL,0.0,NULL,65.3,12,YES,1409,9999-12-31,2013-05-08
2/4-B-4,7,10380.9,10390.4,[ft  ],65.3,12,YES,1409,9999-12-31,2013-05-08
2/4-B-4,8,10392.0,10401.5,[ft  ],65.3,12,YES,1409,9999-12-31,2013-05-08
2/4-B-4,9,10433.0,10450.2,[ft  ],65.3,12,YES,1409,9999-12-31,2013-05-08
2/4-C-11,1,1225.6,1229.7,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,10,NULL,0.0,NULL,150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,11,NULL,0.0,NULL,150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,12,NULL,0.0,NULL,150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,13,7536.0,7563.0,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,14,NULL,0.0,NULL,150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,15,NULL,0.0,NULL,150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,16,NULL,0.0,NULL,150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,17,9560.0,9572.5,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,18,9660.0,9662.5,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,19,9690.0,9690.2,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,2,NULL,0.0,NULL,150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,20,9810.0,9812.9,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,21,9835.0,9844.5,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,22,9884.0,9884.2,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,23,9888.0,9900.0,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,24,9902.0,9909.0,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,25,9932.0,9962.0,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,26,9962.0,9992.0,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,27,9992.0,10022.0,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,28,10022.0,10034.0,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,29,10040.0,10043.0,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,3,1733.0,1757.7,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,30,10045.0,10047.0,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,31,10049.0,10074.0,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,32,10074.0,10081.0,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,33,10084.0,10097.0,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,34,10097.0,10127.0,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,35,10127.0,10157.0,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,36,10157.0,10187.0,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,37,10187.0,10217.0,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,38,10217.0,10232.0,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,39,10232.0,10262.0,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,4,3808.0,3816.0,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,40,10262.0,10292.0,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,5,5108.0,5128.8,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,6,5612.0,5621.0,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,7,5642.6,5659.6,[ft  ],150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,8,NULL,0.0,NULL,150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-11,9,NULL,0.0,NULL,150.5,40,YES,945,9999-12-31,2013-05-08
2/4-C-13 A,1,10302.0,10308.8,[ft  ],47.0,7,YES,2204,9999-12-31,2013-05-08
2/4-C-13 A,2,10330.0,10357.7,[ft  ],47.0,7,YES,2204,9999-12-31,2013-05-08
2/4-C-13 A,3,10419.0,10424.5,[ft  ],47.0,7,YES,2204,9999-12-31,2013-05-08
2/4-C-13 A,4,10429.0,10444.0,[ft  ],47.0,7,YES,2204,9999-12-31,2013-05-08
2/4-C-13 A,5,10453.0,10460.7,[ft  ],47.0,7,YES,2204,9999-12-31,2013-05-08
2/4-C-13 A,6,10576.0,10607.1,[ft  ],47.0,7,YES,2204,9999-12-31,2013-05-08
2/4-C-13 A,7,10847.0,10907.6,[ft  ],47.0,7,YES,2204,9999-12-31,2013-05-08
2/4-C-4,1,11970.0,11981.0,[ft  ],182.0,5,YES,1249,9999-12-31,2013-05-08
2/4-C-4,2,12018.0,12026.0,[ft  ],182.0,5,YES,1249,9999-12-31,2013-05-08
2/4-C-4,3,12120.0,12147.0,[ft  ],182.0,5,YES,1249,9999-12-31,2013-05-08
2/4-C-4,4,12438.0,12464.0,[ft  ],182.0,5,YES,1249,9999-12-31,2013-05-08
2/4-C-4,5,12538.0,12567.0,[ft  ],182.0,5,YES,1249,9999-12-31,2013-05-08
2/4-C-7,1,10968.0,10976.0,[ft  ],142.0,8,YES,1265,9999-12-31,2013-05-08
2/4-C-7,2,10998.0,10998.3,[ft  ],142.0,8,YES,1265,9999-12-31,2013-05-08
2/4-C-7,3,11018.0,11025.0,[ft  ],142.0,8,YES,1265,9999-12-31,2013-05-08
2/4-C-7,4,11030.0,11039.0,[ft  ],142.0,8,YES,1265,9999-12-31,2013-05-08
2/4-C-7,5,11339.0,11342.0,[ft  ],142.0,8,YES,1265,9999-12-31,2013-05-08
2/4-C-7,6,11343.0,11372.0,[ft  ],142.0,8,YES,1265,9999-12-31,2013-05-08
2/4-C-7,7,11373.0,11376.0,[ft  ],142.0,8,YES,1265,9999-12-31,2013-05-08
2/4-C-7,8,11404.0,11433.0,[ft  ],142.0,8,YES,1265,9999-12-31,2013-05-08
2/4-C-8,1,9607.0,9667.0,[ft  ],107.6,10,YES,652,9999-12-31,2013-05-08
2/4-C-8,10,10503.0,10560.0,[ft  ],107.6,10,YES,652,9999-12-31,2013-05-08
2/4-C-8,2,9667.0,9717.0,[ft  ],107.6,10,YES,652,9999-12-31,2013-05-08
2/4-C-8,3,9717.0,9751.0,[ft  ],107.6,10,YES,652,9999-12-31,2013-05-08
2/4-C-8,4,9754.0,9774.0,[ft  ],107.6,10,YES,652,9999-12-31,2013-05-08
2/4-C-8,5,9774.0,9795.0,[ft  ],107.6,10,YES,652,9999-12-31,2013-05-08
2/4-C-8,6,9802.0,9815.0,[ft  ],107.6,10,YES,652,9999-12-31,2013-05-08
2/4-C-8,7,9990.0,10021.0,[ft  ],107.6,10,YES,652,9999-12-31,2013-05-08
2/4-C-8,8,10021.0,10052.0,[ft  ],107.6,10,YES,652,9999-12-31,2013-05-08
2/4-C-8,9,10240.0,10296.8,[ft  ],107.6,10,YES,652,9999-12-31,2013-05-08
2/4-D-1 A,1,11416.0,11422.9,[ft  ],42.4,7,YES,2027,9999-12-31,2013-05-08
2/4-D-1 A,2,11433.0,11454.0,[ft  ],42.4,7,YES,2027,9999-12-31,2013-05-08
2/4-D-1 A,3,11594.0,11599.0,[ft  ],42.4,7,YES,2027,9999-12-31,2013-05-08
2/4-D-1 A,4,11634.0,11644.3,[ft  ],42.4,7,YES,2027,9999-12-31,2013-05-08
2/4-D-1 A,5,11819.0,11849.0,[ft  ],42.4,7,YES,2027,9999-12-31,2013-05-08
2/4-D-1 A,6,12133.0,12153.9,[ft  ],42.4,7,YES,2027,9999-12-31,2013-05-08
2/4-D-1 A,7,12160.0,12205.1,[ft  ],42.4,7,YES,2027,9999-12-31,2013-05-08
2/4-D-1 A,8,11431.0,11433.0,[ft  ],42.4,7,YES,2027,9999-12-31,2013-05-08
2/4-D-11,1,10028.0,10056.0,[ft  ],8.5,1,YES,696,9999-12-31,2013-05-08
2/4-D-15 A,1,10618.0,10664.0,[ft  ],58.7,6,YES,2126,9999-12-31,2013-05-08
2/4-D-15 A,2,10664.0,10688.8,[ft  ],58.7,6,YES,2126,9999-12-31,2013-05-08
2/4-D-15 A,3,10689.0,10722.5,[ft  ],58.7,6,YES,2126,9999-12-31,2013-05-08
2/4-D-15 A,4,10726.0,10761.1,[ft  ],58.7,6,YES,2126,9999-12-31,2013-05-08
2/4-D-15 A,5,10776.0,10794.0,[ft  ],58.7,6,YES,2126,9999-12-31,2013-05-08
2/4-D-15 A,6,10802.0,10812.6,[ft  ],58.7,6,YES,2126,9999-12-31,2013-05-08
2/4-D-8,1,3075.3,3089.5,[m   ],19.6,2,YES,690,9999-12-31,2013-05-08
2/4-D-8,2,3230.6,3236.1,[m   ],19.6,2,YES,690,9999-12-31,2013-05-08
2/4-E-10,1,10005.0,10065.0,[ft  ],36.4,4,YES,734,9999-12-31,2013-05-08
2/4-E-10,2,10250.0,10265.0,[ft  ],36.4,4,YES,734,9999-12-31,2013-05-08
2/4-E-10,3,10266.0,10292.0,[ft  ],36.4,4,YES,734,9999-12-31,2013-05-08
2/4-E-10,4,10292.0,10307.0,[ft  ],36.4,4,YES,734,9999-12-31,2013-05-08
2/4-E-14,1,10776.0,10798.0,[ft  ],60.8,10,YES,738,9999-12-31,2013-05-08
2/4-E-14,10,11278.0,11284.0,[ft  ],60.8,10,YES,738,9999-12-31,2013-05-08
2/4-E-14,2,10827.0,10849.4,[ft  ],60.8,10,YES,738,9999-12-31,2013-05-08
2/4-E-14,3,10877.3,10887.0,[ft  ],60.8,10,YES,738,9999-12-31,2013-05-08
2/4-E-14,4,10899.0,10909.9,[ft  ],60.8,10,YES,738,9999-12-31,2013-05-08
2/4-E-14,5,10935.0,10980.0,[ft  ],60.8,10,YES,738,9999-12-31,2013-05-08
2/4-E-14,6,10980.1,11031.7,[ft  ],60.8,10,YES,738,9999-12-31,2013-05-08
2/4-E-14,7,11033.0,11057.4,[ft  ],60.8,10,YES,738,9999-12-31,2013-05-08
2/4-E-14,8,11247.0,11255.0,[ft  ],60.8,10,YES,738,9999-12-31,2013-05-08
2/4-E-14,9,11255.0,112559.0,[ft  ],60.8,10,YES,738,9999-12-31,2013-05-08
2/4-E-18,1,3375.1,3390.9,[m   ],66.2,3,YES,5297,9999-12-31,2013-05-08
2/4-E-18,2,3391.8,3410.3,[m   ],66.2,3,YES,5297,9999-12-31,2013-05-08
2/4-E-18,3,3550.6,3582.5,[m   ],66.2,3,YES,5297,9999-12-31,2013-05-08
2/4-E-6,1,12546.0,12568.5,[ft  ],76.8,10,YES,1786,9999-12-31,2013-05-08
2/4-E-6,10,12935.0,12966.0,[ft  ],76.8,10,YES,1786,9999-12-31,2013-05-08
2/4-E-6,2,12657.0,12665.5,[ft  ],76.8,10,YES,1786,9999-12-31,2013-05-08
2/4-E-6,3,12718.0,12749.0,[ft  ],76.8,10,YES,1786,9999-12-31,2013-05-08
2/4-E-6,4,12749.0,12768.0,[ft  ],76.8,10,YES,1786,9999-12-31,2013-05-08
2/4-E-6,5,12790.0,12821.0,[ft  ],76.8,10,YES,1786,9999-12-31,2013-05-08
2/4-E-6,6,12821.0,12848.0,[ft  ],76.8,10,YES,1786,9999-12-31,2013-05-08
2/4-E-6,7,12852.0,12879.0,[ft  ],76.8,10,YES,1786,9999-12-31,2013-05-08
2/4-E-6,8,12879.0,12906.0,[ft  ],76.8,10,YES,1786,9999-12-31,2013-05-08
2/4-E-6,9,12906.0,12934.0,[ft  ],76.8,10,YES,1786,9999-12-31,2013-05-08
2/4-F-10,1,10361.0,10385.0,[ft  ],200.0,15,YES,771,9999-12-31,2013-05-08
2/4-F-10,10,10724.0,10769.0,[ft  ],200.0,15,YES,771,9999-12-31,2013-05-08
2/4-F-10,11,10769.0,10798.0,[ft  ],200.0,15,YES,771,9999-12-31,2013-05-08
2/4-F-10,12,10798.0,10838.0,[ft  ],200.0,15,YES,771,9999-12-31,2013-05-08
2/4-F-10,13,10838.0,10884.0,[ft  ],200.0,15,YES,771,9999-12-31,2013-05-08
2/4-F-10,14,10884.0,10944.0,[ft  ],200.0,15,YES,771,9999-12-31,2013-05-08
2/4-F-10,15,10944.0,11004.0,[ft  ],200.0,15,YES,771,9999-12-31,2013-05-08
2/4-F-10,2,10388.0,10420.0,[ft  ],200.0,15,YES,771,9999-12-31,2013-05-08
2/4-F-10,3,10418.0,10478.0,[ft  ],200.0,15,YES,771,9999-12-31,2013-05-08
2/4-F-10,4,10481.0,10510.0,[ft  ],200.0,15,YES,771,9999-12-31,2013-05-08
2/4-F-10,5,10511.0,10573.6,[ft  ],200.0,15,YES,771,9999-12-31,2013-05-08
2/4-F-10,6,10572.0,10621.0,[ft  ],200.0,15,YES,771,9999-12-31,2013-05-08
2/4-F-10,7,10607.0,10639.0,[ft  ],200.0,15,YES,771,9999-12-31,2013-05-08
