prfInformationCarrier,prfYear,prfInvestmentsMillNOK,prfNpdidInformationCarrier,dateSyncNPD
TOR,2012,0,43520,2013-05-08
TOR,2013,0,43520,2013-05-08
TOR,2014,0,43520,2013-05-08
TOR,2015,0,43520,2013-05-08
TOR,2016,0,43520,2013-05-08
TORDIS,1991,43,43725,2013-05-08
TORDIS,1992,707,43725,2013-05-08
TORDIS,1993,1066,43725,2013-05-08
TORDIS,1994,1346,43725,2013-05-08
TORDIS,1995,358,43725,2013-05-08
TORDIS,1996,246,43725,2013-05-08
TORDIS,1997,109,43725,2013-05-08
TORDIS,1998,230,43725,2013-05-08
TORDIS,1999,640,43725,2013-05-08
TORDIS,2000,612,43725,2013-05-08
TORDIS,2001,496,43725,2013-05-08
TORDIS,2002,636,43725,2013-05-08
TORDIS,2003,134,43725,2013-05-08
TORDIS,2004,233,43725,2013-05-08
TORDIS,2005,191,43725,2013-05-08
TORDIS,2006,1503,43725,2013-05-08
TORDIS,2007,1228,43725,2013-05-08
TORDIS,2008,105,43725,2013-05-08
TORDIS,2009,593,43725,2013-05-08
TORDIS,2010,475,43725,2013-05-08
TORDIS,2011,1250,43725,2013-05-08
TORDIS,2012,0,43725,2013-05-08
TORDIS,2013,0,43725,2013-05-08
TORDIS,2014,0,43725,2013-05-08
TORDIS,2015,0,43725,2013-05-08
TORDIS,2016,0,43725,2013-05-08
TROLL,1986,44,46437,2013-05-08
TROLL,1987,111,46437,2013-05-08
TROLL,1988,598,46437,2013-05-08
TROLL,1989,1631,46437,2013-05-08
TROLL,1990,1023,46437,2013-05-08
TROLL,1991,1466,46437,2013-05-08
TROLL,1992,5067,46437,2013-05-08
TROLL,1993,11358,46437,2013-05-08
TROLL,1994,15964,46437,2013-05-08
TROLL,1995,10887,46437,2013-05-08
TROLL,1996,3268,46437,2013-05-08
TROLL,1997,3747,46437,2013-05-08
TROLL,1998,7836,46437,2013-05-08
TROLL,1999,6671,46437,2013-05-08
TROLL,2000,4421,46437,2013-05-08
TROLL,2001,4583,46437,2013-05-08
TROLL,2002,3590,46437,2013-05-08
TROLL,2003,4067,46437,2013-05-08
TROLL,2004,3471,46437,2013-05-08
TROLL,2005,3202,46437,2013-05-08
TROLL,2006,3217,46437,2013-05-08
TROLL,2007,4225,46437,2013-05-08
TROLL,2008,6130,46437,2013-05-08
TROLL,2009,7752,46437,2013-05-08
TROLL,2010,7628,46437,2013-05-08
TROLL,2011,8663,46437,2013-05-08
TROLL,2012,0,46437,2013-05-08
TROLL,2013,0,46437,2013-05-08
TROLL,2014,0,46437,2013-05-08
TROLL,2015,0,46437,2013-05-08
TROLL,2016,0,46437,2013-05-08
TROLL,2017,0,46437,2013-05-08
TROLL,2018,0,46437,2013-05-08
TROLL,2019,0,46437,2013-05-08
TROLL,2020,0,46437,2013-05-08
TRYM,2009,526,18081500,2013-05-08
TRYM,2010,1592,18081500,2013-05-08
TRYM,2011,838,18081500,2013-05-08
TRYM,2012,0,18081500,2013-05-08
TRYM,2013,0,18081500,2013-05-08
TRYM,2014,0,18081500,2013-05-08
TRYM,2015,0,18081500,2013-05-08
TRYM,2016,0,18081500,2013-05-08
TUNE,1998,0,853376,2013-05-08
TUNE,1999,36,853376,2013-05-08
TUNE,2000,695,853376,2013-05-08
TUNE,2001,1532,853376,2013-05-08
TUNE,2002,1218,853376,2013-05-08
TUNE,2003,29,853376,2013-05-08
TUNE,2004,76,853376,2013-05-08
TUNE,2005,331,853376,2013-05-08
TUNE,2006,90,853376,2013-05-08
TUNE,2007,53,853376,2013-05-08
TUNE,2008,136,853376,2013-05-08
TUNE,2009,549,853376,2013-05-08
TUNE,2010,7,853376,2013-05-08
TUNE,2011,23,853376,2013-05-08
TUNE,2012,0,853376,2013-05-08
TUNE,2013,0,853376,2013-05-08
TUNE,2014,0,853376,2013-05-08
TUNE,2015,0,853376,2013-05-08
TUNE,2016,0,853376,2013-05-08
TYRIHANS,2004,206,3960848,2013-05-08
TYRIHANS,2005,348,3960848,2013-05-08
TYRIHANS,2006,1578,3960848,2013-05-08
TYRIHANS,2007,3284,3960848,2013-05-08
TYRIHANS,2008,3528,3960848,2013-05-08
TYRIHANS,2009,2336,3960848,2013-05-08
TYRIHANS,2010,2101,3960848,2013-05-08
TYRIHANS,2011,1822,3960848,2013-05-08
TYRIHANS,2012,0,3960848,2013-05-08
TYRIHANS,2013,0,3960848,2013-05-08
TYRIHANS,2014,0,3960848,2013-05-08
TYRIHANS,2015,0,3960848,2013-05-08
TYRIHANS,2016,0,3960848,2013-05-08
ULA,1983,180,43800,2013-05-08
ULA,1984,1572,43800,2013-05-08
ULA,1985,3178,43800,2013-05-08
ULA,1986,1622,43800,2013-05-08
ULA,1987,244,43800,2013-05-08
ULA,1988,375,43800,2013-05-08
ULA,1989,364,43800,2013-05-08
ULA,1990,389,43800,2013-05-08
ULA,1991,155,43800,2013-05-08
ULA,1992,65,43800,2013-05-08
ULA,1993,320,43800,2013-05-08
ULA,1994,181,43800,2013-05-08
ULA,1995,177,43800,2013-05-08
ULA,1996,195,43800,2013-05-08
ULA,1997,248,43800,2013-05-08
ULA,1998,125,43800,2013-05-08
ULA,1999,36,43800,2013-05-08
ULA,2000,442,43800,2013-05-08
ULA,2001,615,43800,2013-05-08
ULA,2002,242,43800,2013-05-08
ULA,2003,279,43800,2013-05-08
ULA,2004,127,43800,2013-05-08
ULA,2005,552,43800,2013-05-08
ULA,2006,498,43800,2013-05-08
ULA,2007,436,43800,2013-05-08
ULA,2008,430,43800,2013-05-08
ULA,2009,733,43800,2013-05-08
ULA,2010,739,43800,2013-05-08
ULA,2011,181,43800,2013-05-08
ULA,2012,0,43800,2013-05-08
ULA,2013,0,43800,2013-05-08
ULA,2014,0,43800,2013-05-08
URD,2003,0,2834734,2013-05-08
URD,2004,1195,2834734,2013-05-08
URD,2005,1813,2834734,2013-05-08
URD,2006,661,2834734,2013-05-08
URD,2007,312,2834734,2013-05-08
URD,2008,269,2834734,2013-05-08
URD,2009,19,2834734,2013-05-08
URD,2010,35,2834734,2013-05-08
URD,2011,769,2834734,2013-05-08
URD,2012,0,2834734,2013-05-08
URD,2013,0,2834734,2013-05-08
URD,2014,0,2834734,2013-05-08
URD,2015,0,2834734,2013-05-08
URD,2016,0,2834734,2013-05-08
VALE,1998,17,1578893,2013-05-08
VALE,1999,163,1578893,2013-05-08
VALE,2000,109,1578893,2013-05-08
VALE,2001,779,1578893,2013-05-08
VALE,2002,320,1578893,2013-05-08
VALE,2003,34,1578893,2013-05-08
VALE,2004,86,1578893,2013-05-08
VALE,2005,446,1578893,2013-05-08
VALE,2006,24,1578893,2013-05-08
VALE,2007,114,1578893,2013-05-08
VALE,2008,136,1578893,2013-05-08
VALE,2009,114,1578893,2013-05-08
VALE,2010,55,1578893,2013-05-08
VALE,2011,98,1578893,2013-05-08
VALE,2012,0,1578893,2013-05-08
VALE,2013,0,1578893,2013-05-08
VALEMON,2010,85,20460969,2013-05-08
VALEMON,2011,1399,20460969,2013-05-08
VALEMON,2012,0,20460969,2013-05-08
VALEMON,2013,0,20460969,2013-05-08
VALEMON,2014,0,20460969,2013-05-08
VALEMON,2015,0,20460969,2013-05-08
VALEMON,2016,0,20460969,2013-05-08
VALHALL,1977,156,43548,2013-05-08
VALHALL,1978,264,43548,2013-05-08
VALHALL,1979,807,43548,2013-05-08
VALHALL,1980,1203,43548,2013-05-08
VALHALL,1981,1282,43548,2013-05-08
VALHALL,1982,1270,43548,2013-05-08
VALHALL,1983,380,43548,2013-05-08
VALHALL,1984,356,43548,2013-05-08
VALHALL,1985,373,43548,2013-05-08
VALHALL,1986,269,43548,2013-05-08
VALHALL,1987,26,43548,2013-05-08
VALHALL,1988,232,43548,2013-05-08
VALHALL,1989,102,43548,2013-05-08
VALHALL,1990,93,43548,2013-05-08
VALHALL,1991,161,43548,2013-05-08
VALHALL,1992,299,43548,2013-05-08
VALHALL,1993,187,43548,2013-05-08
VALHALL,1994,212,43548,2013-05-08
VALHALL,1995,474,43548,2013-05-08
VALHALL,1996,1109,43548,2013-05-08
VALHALL,1997,1470,43548,2013-05-08
VALHALL,1998,1471,43548,2013-05-08
VALHALL,1999,829,43548,2013-05-08
VALHALL,2000,1483,43548,2013-05-08
VALHALL,2001,3620,43548,2013-05-08
VALHALL,2002,3814,43548,2013-05-08
VALHALL,2003,3837,43548,2013-05-08
VALHALL,2004,1837,43548,2013-05-08
VALHALL,2005,1782,43548,2013-05-08
VALHALL,2006,1956,43548,2013-05-08
VALHALL,2007,3642,43548,2013-05-08
VALHALL,2008,6445,43548,2013-05-08
VALHALL,2009,8141,43548,2013-05-08
VALHALL,2010,7063,43548,2013-05-08
VALHALL,2011,4866,43548,2013-05-08
VALHALL,2012,0,43548,2013-05-08
VALHALL,2013,0,43548,2013-05-08
VALHALL,2014,0,43548,2013-05-08
VALHALL,2015,0,43548,2013-05-08
VALHALL,2016,0,43548,2013-05-08
VARG,1996,1148,43451,2013-05-08
VARG,1997,874,43451,2013-05-08
VARG,1998,1306,43451,2013-05-08
VARG,1999,662,43451,2013-05-08
VARG,2000,77,43451,2013-05-08
VARG,2001,58,43451,2013-05-08
VARG,2002,0,43451,2013-05-08
VARG,2003,202,43451,2013-05-08
VARG,2004,651,43451,2013-05-08
VARG,2005,553,43451,2013-05-08
VARG,2006,477,43451,2013-05-08
VARG,2007,23,43451,2013-05-08
VARG,2008,491,43451,2013-05-08
VARG,2009,677,43451,2013-05-08
VARG,2010,307,43451,2013-05-08
VARG,2011,397,43451,2013-05-08
VARG,2012,0,43451,2013-05-08
VARG,2013,0,43451,2013-05-08
VEGA,2006,0,4467595,2013-05-08
VEGA,2007,744,4467595,2013-05-08
VEGA,2008,1433,4467595,2013-05-08
VEGA,2009,2414,4467595,2013-05-08
VEGA,2010,2516,4467595,2013-05-08
VEGA,2011,1396,4467595,2013-05-08
VEGA,2012,0,4467595,2013-05-08
VEGA,2013,0,4467595,2013-05-08
VEGA,2014,0,4467595,2013-05-08
VEGA,2015,0,4467595,2013-05-08
VEGA,2016,0,4467595,2013-05-08
VESLEFRIKK,1987,1537,43618,2013-05-08
VESLEFRIKK,1988,2429,43618,2013-05-08
VESLEFRIKK,1989,2137,43618,2013-05-08
VESLEFRIKK,1990,431,43618,2013-05-08
VESLEFRIKK,1991,237,43618,2013-05-08
VESLEFRIKK,1992,267,43618,2013-05-08
VESLEFRIKK,1993,295,43618,2013-05-08
VESLEFRIKK,1994,224,43618,2013-05-08
VESLEFRIKK,1995,247,43618,2013-05-08
VESLEFRIKK,1996,327,43618,2013-05-08
VESLEFRIKK,1997,229,43618,2013-05-08
VESLEFRIKK,1998,281,43618,2013-05-08
VESLEFRIKK,1999,493,43618,2013-05-08
VESLEFRIKK,2000,351,43618,2013-05-08
VESLEFRIKK,2001,252,43618,2013-05-08
VESLEFRIKK,2002,513,43618,2013-05-08
VESLEFRIKK,2003,483,43618,2013-05-08
VESLEFRIKK,2004,496,43618,2013-05-08
VESLEFRIKK,2005,456,43618,2013-05-08
VESLEFRIKK,2006,522,43618,2013-05-08
VESLEFRIKK,2007,636,43618,2013-05-08
VESLEFRIKK,2008,908,43618,2013-05-08
VESLEFRIKK,2009,908,43618,2013-05-08
VESLEFRIKK,2010,970,43618,2013-05-08
VESLEFRIKK,2011,1031,43618,2013-05-08
VESLEFRIKK,2012,0,43618,2013-05-08
VESLEFRIKK,2013,0,43618,2013-05-08
VESLEFRIKK,2014,0,43618,2013-05-08
VESLEFRIKK,2015,0,43618,2013-05-08
VESLEFRIKK,2016,0,43618,2013-05-08
VEST EKOFISK,1972,3,43513,2013-05-08
VEST EKOFISK,1973,88,43513,2013-05-08
VEST EKOFISK,1974,103,43513,2013-05-08
VEST EKOFISK,1975,132,43513,2013-05-08
VEST EKOFISK,1976,105,43513,2013-05-08
VEST EKOFISK,1977,83,43513,2013-05-08
VEST EKOFISK,1978,8,43513,2013-05-08
VEST EKOFISK,1979,3,43513,2013-05-08
VEST EKOFISK,1980,1,43513,2013-05-08
VEST EKOFISK,1981,1,43513,2013-05-08
VEST EKOFISK,1982,38,43513,2013-05-08
VEST EKOFISK,1983,136,43513,2013-05-08
VEST EKOFISK,1984,12,43513,2013-05-08
VEST EKOFISK,1985,4,43513,2013-05-08
VEST EKOFISK,1986,87,43513,2013-05-08
VEST EKOFISK,1987,18,43513,2013-05-08
VEST EKOFISK,1988,40,43513,2013-05-08
VEST EKOFISK,1989,3,43513,2013-05-08
VEST EKOFISK,1990,4,43513,2013-05-08
VEST EKOFISK,1991,9,43513,2013-05-08
VEST EKOFISK,1992,10,43513,2013-05-08
VEST EKOFISK,1993,14,43513,2013-05-08
VEST EKOFISK,1994,40,43513,2013-05-08
VEST EKOFISK,1995,1,43513,2013-05-08
VEST EKOFISK,1996,0,43513,2013-05-08
VEST EKOFISK,1997,0,43513,2013-05-08
VEST EKOFISK,1998,0,43513,2013-05-08
VEST EKOFISK,1999,0,43513,2013-05-08
VEST EKOFISK,2000,0,43513,2013-05-08
VEST EKOFISK,2001,0,43513,2013-05-08
VEST EKOFISK,2002,0,43513,2013-05-08
VEST EKOFISK,2003,0,43513,2013-05-08
VEST EKOFISK,2004,0,43513,2013-05-08
VEST EKOFISK,2005,0,43513,2013-05-08
VEST EKOFISK,2006,0,43513,2013-05-08
VEST EKOFISK,2007,0,43513,2013-05-08
VEST EKOFISK,2008,0,43513,2013-05-08
VEST EKOFISK,2009,0,43513,2013-05-08
VEST EKOFISK,2010,0,43513,2013-05-08
VEST EKOFISK,2011,0,43513,2013-05-08
VEST EKOFISK,2012,0,43513,2013-05-08
VIGDIS,1994,125,43732,2013-05-08
VIGDIS,1995,1370,43732,2013-05-08
VIGDIS,1996,1473,43732,2013-05-08
VIGDIS,1997,726,43732,2013-05-08
VIGDIS,1998,275,43732,2013-05-08
VIGDIS,1999,431,43732,2013-05-08
VIGDIS,2000,685,43732,2013-05-08
VIGDIS,2001,768,43732,2013-05-08
VIGDIS,2002,387,43732,2013-05-08
VIGDIS,2003,1628,43732,2013-05-08
VIGDIS,2004,790,43732,2013-05-08
VIGDIS,2005,403,43732,2013-05-08
VIGDIS,2006,577,43732,2013-05-08
VIGDIS,2007,1419,43732,2013-05-08
VIGDIS,2008,1685,43732,2013-05-08
VIGDIS,2009,1036,43732,2013-05-08
VIGDIS,2010,162,43732,2013-05-08
VIGDIS,2011,889,43732,2013-05-08
VIGDIS,2012,0,43732,2013-05-08
VIGDIS,2013,0,43732,2013-05-08
VIGDIS,2014,0,43732,2013-05-08
VIGDIS,2015,0,43732,2013-05-08
VIGDIS,2016,0,43732,2013-05-08
VILJE,2005,587,3392471,2013-05-08
VILJE,2006,1004,3392471,2013-05-08
VILJE,2007,191,3392471,2013-05-08
VILJE,2008,138,3392471,2013-05-08
VILJE,2009,2,3392471,2013-05-08
VILJE,2010,1,3392471,2013-05-08
VILJE,2011,24,3392471,2013-05-08
VILJE,2012,0,3392471,2013-05-08
VILJE,2013,0,3392471,2013-05-08
VILJE,2014,0,3392471,2013-05-08
VILJE,2015,0,3392471,2013-05-08
VILJE,2016,0,3392471,2013-05-08
VISUND,1995,28,43745,2013-05-08
VISUND,1996,1782,43745,2013-05-08
VISUND,1997,3840,43745,2013-05-08
VISUND,1998,3272,43745,2013-05-08
VISUND,1999,552,43745,2013-05-08
VISUND,2000,804,43745,2013-05-08
VISUND,2001,1149,43745,2013-05-08
VISUND,2002,939,43745,2013-05-08
VISUND,2003,837,43745,2013-05-08
VISUND,2004,1314,43745,2013-05-08
VISUND,2005,1342,43745,2013-05-08
VISUND,2006,693,43745,2013-05-08
VISUND,2007,781,43745,2013-05-08
VISUND,2008,799,43745,2013-05-08
VISUND,2009,1236,43745,2013-05-08
VISUND,2010,1329,43745,2013-05-08
VISUND,2011,1439,43745,2013-05-08
VISUND,2012,0,43745,2013-05-08
VISUND,2013,0,43745,2013-05-08
VISUND,2014,0,43745,2013-05-08
VISUND,2015,0,43745,2013-05-08
VISUND,2016,0,43745,2013-05-08
VISUND SØR,2011,826,20461008,2013-05-08
VISUND SØR,2012,0,20461008,2013-05-08
VISUND SØR,2013,0,20461008,2013-05-08
VISUND SØR,2014,0,20461008,2013-05-08
VISUND SØR,2015,0,20461008,2013-05-08
VISUND SØR,2016,0,20461008,2013-05-08
VOLUND,2004,0,4380167,2013-05-08
VOLUND,2005,18,4380167,2013-05-08
VOLUND,2006,0,4380167,2013-05-08
VOLUND,2007,502,4380167,2013-05-08
VOLUND,2008,626,4380167,2013-05-08
VOLUND,2009,1257,4380167,2013-05-08
VOLUND,2010,748,4380167,2013-05-08
VOLUND,2011,34,4380167,2013-05-08
VOLUND,2012,0,4380167,2013-05-08
VOLUND,2013,0,4380167,2013-05-08
VOLUND,2014,0,4380167,2013-05-08
VOLUND,2015,0,4380167,2013-05-08
VOLUND,2016,0,4380167,2013-05-08
VOLVE,2005,184,3420717,2013-05-08
VOLVE,2006,583,3420717,2013-05-08
VOLVE,2007,1170,3420717,2013-05-08
VOLVE,2008,696,3420717,2013-05-08
VOLVE,2009,300,3420717,2013-05-08
VOLVE,2010,74,3420717,2013-05-08
VOLVE,2011,37,3420717,2013-05-08
VOLVE,2012,0,3420717,2013-05-08
VOLVE,2013,0,3420717,2013-05-08
VOLVE,2014,0,3420717,2013-05-08
VOLVE,2015,0,3420717,2013-05-08
VOLVE,2016,0,3420717,2013-05-08
YME,1993,23,43807,2013-05-08
YME,1994,157,43807,2013-05-08
YME,1995,728,43807,2013-05-08
YME,1996,654,43807,2013-05-08
YME,1997,207,43807,2013-05-08
YME,1998,49,43807,2013-05-08
YME,1999,251,43807,2013-05-08
YME,2000,0,43807,2013-05-08
YME,2001,0,43807,2013-05-08
YME,2002,0,43807,2013-05-08
YME,2003,0,43807,2013-05-08
YME,2004,0,43807,2013-05-08
YME,2005,0,43807,2013-05-08
YME,2006,0,43807,2013-05-08
YME,2007,720,43807,2013-05-08
YME,2008,1679,43807,2013-05-08
YME,2009,2826,43807,2013-05-08
YME,2010,2297,43807,2013-05-08
YME,2011,2128,43807,2013-05-08
YME,2012,0,43807,2013-05-08
YME,2013,0,43807,2013-05-08
YME,2014,0,43807,2013-05-08
YTTERGRYTA,2006,52,4973114,2013-05-08
YTTERGRYTA,2007,249,4973114,2013-05-08
YTTERGRYTA,2008,1078,4973114,2013-05-08
YTTERGRYTA,2009,79,4973114,2013-05-08
YTTERGRYTA,2010,9,4973114,2013-05-08
YTTERGRYTA,2011,2,4973114,2013-05-08
YTTERGRYTA,2012,0,4973114,2013-05-08
YTTERGRYTA,2013,0,4973114,2013-05-08
YTTERGRYTA,2014,0,4973114,2013-05-08
YTTERGRYTA,2015,0,4973114,2013-05-08
ØST FRIGG,1985,6,43576,2013-05-08
ØST FRIGG,1986,469,43576,2013-05-08
ØST FRIGG,1987,1086,43576,2013-05-08
ØST FRIGG,1988,591,43576,2013-05-08
ØST FRIGG,1989,23,43576,2013-05-08
ØST FRIGG,1990,0,43576,2013-05-08
ØST FRIGG,1991,0,43576,2013-05-08
ØST FRIGG,1992,0,43576,2013-05-08
ØST FRIGG,1993,0,43576,2013-05-08
ØST FRIGG,1994,0,43576,2013-05-08
ØST FRIGG,1995,11,43576,2013-05-08
ØST FRIGG,1996,0,43576,2013-05-08
ØST FRIGG,1997,0,43576,2013-05-08
ØST FRIGG,1998,0,43576,2013-05-08
ØST FRIGG,1999,0,43576,2013-05-08
ØST FRIGG,2000,0,43576,2013-05-08
ØST FRIGG,2001,0,43576,2013-05-08
ØST FRIGG,2002,0,43576,2013-05-08
ØST FRIGG,2003,0,43576,2013-05-08
ØST FRIGG,2004,0,43576,2013-05-08
ØST FRIGG,2005,0,43576,2013-05-08
ØST FRIGG,2006,0,43576,2013-05-08
ØST FRIGG,2007,0,43576,2013-05-08
ØST FRIGG,2008,0,43576,2013-05-08
ÅSGARD,1996,2783,43765,2013-05-08
ÅSGARD,1997,7690,43765,2013-05-08
ÅSGARD,1998,12934,43765,2013-05-08
ÅSGARD,1999,13602,43765,2013-05-08
ÅSGARD,2000,5818,43765,2013-05-08
ÅSGARD,2001,2179,43765,2013-05-08
ÅSGARD,2002,1018,43765,2013-05-08
ÅSGARD,2003,590,43765,2013-05-08
ÅSGARD,2004,1804,43765,2013-05-08
ÅSGARD,2005,1171,43765,2013-05-08
ÅSGARD,2006,1635,43765,2013-05-08
ÅSGARD,2007,2087,43765,2013-05-08
ÅSGARD,2008,2253,43765,2013-05-08
ÅSGARD,2009,2995,43765,2013-05-08
ÅSGARD,2010,1461,43765,2013-05-08
ÅSGARD,2011,5281,43765,2013-05-08
ÅSGARD,2012,0,43765,2013-05-08
ÅSGARD,2013,0,43765,2013-05-08
ÅSGARD,2014,0,43765,2013-05-08
ÅSGARD,2015,0,43765,2013-05-08
ÅSGARD,2016,0,43765,2013-05-08
