prfInformationCarrier,prfYear,prfInvestmentsMillNOK,prfNpdidInformationCarrier,dateSyncNPD
ALBUSKJELL,1974,116,43437,2013-05-08
ALBUSKJELL,1975,319,43437,2013-05-08
ALBUSKJELL,1976,879,43437,2013-05-08
ALBUSKJELL,1977,398,43437,2013-05-08
ALBUSKJELL,1978,235,43437,2013-05-08
ALBUSKJELL,1979,96,43437,2013-05-08
ALBUSKJELL,1980,64,43437,2013-05-08
ALBUSKJELL,1981,40,43437,2013-05-08
ALBUSKJELL,1982,232,43437,2013-05-08
ALBUSKJELL,1983,263,43437,2013-05-08
ALBUSKJELL,1984,0,43437,2013-05-08
ALBUSKJELL,1985,0,43437,2013-05-08
ALBUSKJELL,1986,58,43437,2013-05-08
ALBUSKJELL,1987,5,43437,2013-05-08
ALBUSKJELL,1988,5,43437,2013-05-08
ALBUSKJELL,1989,14,43437,2013-05-08
ALBUSKJELL,1990,8,43437,2013-05-08
ALBUSKJELL,1991,4,43437,2013-05-08
ALBUSKJELL,1992,10,43437,2013-05-08
ALBUSKJELL,1993,0,43437,2013-05-08
ALBUSKJELL,1994,3,43437,2013-05-08
ALBUSKJELL,1995,3,43437,2013-05-08
ALBUSKJELL,1996,0,43437,2013-05-08
ALBUSKJELL,1997,0,43437,2013-05-08
ALBUSKJELL,1998,0,43437,2013-05-08
ALBUSKJELL,1999,0,43437,2013-05-08
ALBUSKJELL,2000,0,43437,2013-05-08
ALBUSKJELL,2001,0,43437,2013-05-08
ALBUSKJELL,2002,0,43437,2013-05-08
ALBUSKJELL,2003,0,43437,2013-05-08
ALBUSKJELL,2004,0,43437,2013-05-08
ALBUSKJELL,2005,0,43437,2013-05-08
ALBUSKJELL,2006,0,43437,2013-05-08
ALBUSKJELL,2007,0,43437,2013-05-08
ALBUSKJELL,2008,0,43437,2013-05-08
ALBUSKJELL,2009,0,43437,2013-05-08
ALBUSKJELL,2010,0,43437,2013-05-08
ALBUSKJELL,2011,0,43437,2013-05-08
ALBUSKJELL,2012,0,43437,2013-05-08
ALBUSKJELL,2013,0,43437,2013-05-08
ALVE,2006,46,4444332,2013-05-08
ALVE,2007,712,4444332,2013-05-08
ALVE,2008,1636,4444332,2013-05-08
ALVE,2009,674,4444332,2013-05-08
ALVE,2010,427,4444332,2013-05-08
ALVE,2011,369,4444332,2013-05-08
ALVE,2012,0,4444332,2013-05-08
ALVE,2013,0,4444332,2013-05-08
ALVE,2014,0,4444332,2013-05-08
ALVE,2015,0,4444332,2013-05-08
ALVHEIM,2004,485,2845712,2013-05-08
ALVHEIM,2005,3253,2845712,2013-05-08
ALVHEIM,2006,3840,2845712,2013-05-08
ALVHEIM,2007,4339,2845712,2013-05-08
ALVHEIM,2008,2684,2845712,2013-05-08
ALVHEIM,2009,433,2845712,2013-05-08
ALVHEIM,2010,1320,2845712,2013-05-08
ALVHEIM,2011,1354,2845712,2013-05-08
ALVHEIM,2012,0,2845712,2013-05-08
ALVHEIM,2013,0,2845712,2013-05-08
ALVHEIM,2014,0,2845712,2013-05-08
ALVHEIM,2015,0,2845712,2013-05-08
ALVHEIM,2016,0,2845712,2013-05-08
ATLA,2011,324,21106284,2013-05-08
ATLA,2012,0,21106284,2013-05-08
ATLA,2013,0,21106284,2013-05-08
ATLA,2014,0,21106284,2013-05-08
ATLA,2015,0,21106284,2013-05-08
ATLA,2016,0,21106284,2013-05-08
BALDER,1990,0,43562,2013-05-08
BALDER,1991,0,43562,2013-05-08
BALDER,1992,0,43562,2013-05-08
BALDER,1993,0,43562,2013-05-08
BALDER,1994,0,43562,2013-05-08
BALDER,1995,1452,43562,2013-05-08
BALDER,1996,1731,43562,2013-05-08
BALDER,1997,1601,43562,2013-05-08
BALDER,1998,2705,43562,2013-05-08
BALDER,1999,1548,43562,2013-05-08
BALDER,2000,1426,43562,2013-05-08
BALDER,2001,3611,43562,2013-05-08
BALDER,2002,1888,43562,2013-05-08
BALDER,2003,2149,43562,2013-05-08
BALDER,2004,1087,43562,2013-05-08
BALDER,2005,725,43562,2013-05-08
BALDER,2006,168,43562,2013-05-08
BALDER,2007,786,43562,2013-05-08
BALDER,2008,35,43562,2013-05-08
BALDER,2009,384,43562,2013-05-08
BALDER,2010,376,43562,2013-05-08
BALDER,2011,1526,43562,2013-05-08
BALDER,2012,0,43562,2013-05-08
BALDER,2013,0,43562,2013-05-08
BALDER,2014,0,43562,2013-05-08
BLANE,2005,51,3437650,2013-05-08
BLANE,2006,300,3437650,2013-05-08
BLANE,2007,129,3437650,2013-05-08
BLANE,2008,61,3437650,2013-05-08
BLANE,2009,3,3437650,2013-05-08
BLANE,2010,3,3437650,2013-05-08
BLANE,2011,2,3437650,2013-05-08
BLANE,2012,0,3437650,2013-05-08
BLANE,2013,0,3437650,2013-05-08
BLANE,2014,0,3437650,2013-05-08
BLANE,2015,0,3437650,2013-05-08
BRAGE,1989,0,43651,2013-05-08
BRAGE,1990,370,43651,2013-05-08
BRAGE,1991,2230,43651,2013-05-08
BRAGE,1992,3397,43651,2013-05-08
BRAGE,1993,2439,43651,2013-05-08
BRAGE,1994,335,43651,2013-05-08
BRAGE,1995,419,43651,2013-05-08
BRAGE,1996,525,43651,2013-05-08
BRAGE,1997,526,43651,2013-05-08
BRAGE,1998,496,43651,2013-05-08
BRAGE,1999,163,43651,2013-05-08
BRAGE,2000,252,43651,2013-05-08
BRAGE,2001,483,43651,2013-05-08
BRAGE,2002,217,43651,2013-05-08
BRAGE,2003,212,43651,2013-05-08
BRAGE,2004,461,43651,2013-05-08
BRAGE,2005,182,43651,2013-05-08
BRAGE,2006,323,43651,2013-05-08
BRAGE,2007,894,43651,2013-05-08
BRAGE,2008,547,43651,2013-05-08
BRAGE,2009,872,43651,2013-05-08
BRAGE,2010,1036,43651,2013-05-08
BRAGE,2011,683,43651,2013-05-08
BRAGE,2012,0,43651,2013-05-08
BRAGE,2013,0,43651,2013-05-08
BRAGE,2014,0,43651,2013-05-08
BRAGE,2015,0,43651,2013-05-08
BRYNHILD,2011,210,21123063,2013-05-08
BRYNHILD,2012,0,21123063,2013-05-08
BRYNHILD,2013,0,21123063,2013-05-08
BRYNHILD,2014,0,21123063,2013-05-08
BRYNHILD,2015,0,21123063,2013-05-08
BRYNHILD,2016,0,21123063,2013-05-08
BØYLA,2011,85,22492497,2013-05-08
BØYLA,2012,0,22492497,2013-05-08
BØYLA,2013,0,22492497,2013-05-08
BØYLA,2014,0,22492497,2013-05-08
BØYLA,2015,0,22492497,2013-05-08
BØYLA,2016,0,22492497,2013-05-08
COD,1973,6,43785,2013-05-08
COD,1974,123,43785,2013-05-08
COD,1975,297,43785,2013-05-08
COD,1976,248,43785,2013-05-08
COD,1977,188,43785,2013-05-08
COD,1978,8,43785,2013-05-08
COD,1979,16,43785,2013-05-08
COD,1980,24,43785,2013-05-08
COD,1981,39,43785,2013-05-08
COD,1982,23,43785,2013-05-08
COD,1983,2,43785,2013-05-08
COD,1984,1,43785,2013-05-08
COD,1985,1,43785,2013-05-08
COD,1986,0,43785,2013-05-08
COD,1987,1,43785,2013-05-08
COD,1988,1,43785,2013-05-08
COD,1989,7,43785,2013-05-08
COD,1990,2,43785,2013-05-08
COD,1991,0,43785,2013-05-08
COD,1992,0,43785,2013-05-08
COD,1993,0,43785,2013-05-08
COD,1994,6,43785,2013-05-08
COD,1995,10,43785,2013-05-08
COD,1996,0,43785,2013-05-08
COD,1997,0,43785,2013-05-08
COD,1998,0,43785,2013-05-08
COD,1999,0,43785,2013-05-08
COD,2000,0,43785,2013-05-08
COD,2001,0,43785,2013-05-08
COD,2002,0,43785,2013-05-08
COD,2003,0,43785,2013-05-08
COD,2004,0,43785,2013-05-08
COD,2005,0,43785,2013-05-08
COD,2006,0,43785,2013-05-08
COD,2007,0,43785,2013-05-08
COD,2008,0,43785,2013-05-08
COD,2009,0,43785,2013-05-08
COD,2010,0,43785,2013-05-08
COD,2011,0,43785,2013-05-08
COD,2012,0,43785,2013-05-08
COD,2013,0,43785,2013-05-08
COD,2014,0,43785,2013-05-08
COD,2015,0,43785,2013-05-08
COD,2016,0,43785,2013-05-08
DRAUGEN,1988,231,43758,2013-05-08
DRAUGEN,1989,494,43758,2013-05-08
DRAUGEN,1990,2443,43758,2013-05-08
DRAUGEN,1991,2795,43758,2013-05-08
DRAUGEN,1992,2900,43758,2013-05-08
DRAUGEN,1993,3262,43758,2013-05-08
DRAUGEN,1994,1021,43758,2013-05-08
DRAUGEN,1995,430,43758,2013-05-08
DRAUGEN,1996,625,43758,2013-05-08
DRAUGEN,1997,190,43758,2013-05-08
DRAUGEN,1998,158,43758,2013-05-08
DRAUGEN,1999,632,43758,2013-05-08
DRAUGEN,2000,479,43758,2013-05-08
DRAUGEN,2001,1068,43758,2013-05-08
DRAUGEN,2002,737,43758,2013-05-08
DRAUGEN,2003,495,43758,2013-05-08
DRAUGEN,2004,334,43758,2013-05-08
DRAUGEN,2005,216,43758,2013-05-08
DRAUGEN,2006,399,43758,2013-05-08
DRAUGEN,2007,622,43758,2013-05-08
DRAUGEN,2008,1198,43758,2013-05-08
DRAUGEN,2009,773,43758,2013-05-08
DRAUGEN,2010,707,43758,2013-05-08
DRAUGEN,2011,1082,43758,2013-05-08
DRAUGEN,2012,0,43758,2013-05-08
DRAUGEN,2013,0,43758,2013-05-08
DRAUGEN,2014,0,43758,2013-05-08
DRAUGEN,2015,0,43758,2013-05-08
DRAUGEN,2016,0,43758,2013-05-08
EDDA,1973,1,43541,2013-05-08
EDDA,1974,56,43541,2013-05-08
EDDA,1975,108,43541,2013-05-08
EDDA,1976,167,43541,2013-05-08
EDDA,1977,408,43541,2013-05-08
EDDA,1978,334,43541,2013-05-08
EDDA,1979,482,43541,2013-05-08
EDDA,1980,256,43541,2013-05-08
EDDA,1981,196,43541,2013-05-08
EDDA,1982,30,43541,2013-05-08
EDDA,1983,0,43541,2013-05-08
EDDA,1984,1,43541,2013-05-08
EDDA,1985,1,43541,2013-05-08
EDDA,1986,2,43541,2013-05-08
EDDA,1987,1,43541,2013-05-08
EDDA,1988,0,43541,2013-05-08
EDDA,1989,14,43541,2013-05-08
EDDA,1990,10,43541,2013-05-08
EDDA,1991,15,43541,2013-05-08
EDDA,1992,6,43541,2013-05-08
EDDA,1993,1,43541,2013-05-08
EDDA,1994,29,43541,2013-05-08
EDDA,1995,20,43541,2013-05-08
EDDA,1996,19,43541,2013-05-08
EDDA,1997,0,43541,2013-05-08
EDDA,1998,0,43541,2013-05-08
EDDA,1999,0,43541,2013-05-08
EDDA,2000,0,43541,2013-05-08
EDDA,2001,0,43541,2013-05-08
EDDA,2002,0,43541,2013-05-08
EDDA,2003,0,43541,2013-05-08
EDDA,2004,0,43541,2013-05-08
EDDA,2005,0,43541,2013-05-08
EDDA,2006,0,43541,2013-05-08
EDDA,2007,0,43541,2013-05-08
EDDA,2008,0,43541,2013-05-08
EDDA,2009,0,43541,2013-05-08
EDDA,2010,0,43541,2013-05-08
EDDA,2011,0,43541,2013-05-08
EDDA,2012,0,43541,2013-05-08
EDDA,2013,0,43541,2013-05-08
EDDA,2014,0,43541,2013-05-08
EKOFISK,1970,115,43506,2013-05-08
EKOFISK,1971,576,43506,2013-05-08
EKOFISK,1972,2195,43506,2013-05-08
EKOFISK,1973,1645,43506,2013-05-08
EKOFISK,1974,1346,43506,2013-05-08
EKOFISK,1975,931,43506,2013-05-08
EKOFISK,1976,1144,43506,2013-05-08
EKOFISK,1977,862,43506,2013-05-08
EKOFISK,1978,550,43506,2013-05-08
EKOFISK,1979,121,43506,2013-05-08
EKOFISK,1980,139,43506,2013-05-08
EKOFISK,1981,555,43506,2013-05-08
EKOFISK,1982,429,43506,2013-05-08
EKOFISK,1983,115,43506,2013-05-08
EKOFISK,1984,346,43506,2013-05-08
EKOFISK,1985,119,43506,2013-05-08
EKOFISK,1986,265,43506,2013-05-08
EKOFISK,1987,229,43506,2013-05-08
EKOFISK,1988,136,43506,2013-05-08
EKOFISK,1989,775,43506,2013-05-08
EKOFISK,1990,864,43506,2013-05-08
EKOFISK,1991,1169,43506,2013-05-08
EKOFISK,1992,635,43506,2013-05-08
EKOFISK,1993,545,43506,2013-05-08
EKOFISK,1994,3053,43506,2013-05-08
EKOFISK,1995,3919,43506,2013-05-08
EKOFISK,1996,8489,43506,2013-05-08
EKOFISK,1997,4616,43506,2013-05-08
EKOFISK,1998,2897,43506,2013-05-08
EKOFISK,1999,679,43506,2013-05-08
EKOFISK,2000,395,43506,2013-05-08
EKOFISK,2001,1574,43506,2013-05-08
EKOFISK,2002,1777,43506,2013-05-08
EKOFISK,2003,2491,43506,2013-05-08
EKOFISK,2004,5141,43506,2013-05-08
EKOFISK,2005,4362,43506,2013-05-08
EKOFISK,2006,4985,43506,2013-05-08
EKOFISK,2007,5215,43506,2013-05-08
EKOFISK,2008,5047,43506,2013-05-08
EKOFISK,2009,6775,43506,2013-05-08
EKOFISK,2010,6777,43506,2013-05-08
EKOFISK,2011,10174,43506,2013-05-08
EKOFISK,2012,0,43506,2013-05-08
EKOFISK,2013,0,43506,2013-05-08
EKOFISK,2014,0,43506,2013-05-08
EKOFISK,2015,0,43506,2013-05-08
EKOFISK,2016,0,43506,2013-05-08
ELDFISK,1974,172,43527,2013-05-08
ELDFISK,1975,554,43527,2013-05-08
ELDFISK,1976,1264,43527,2013-05-08
ELDFISK,1977,915,43527,2013-05-08
ELDFISK,1978,1252,43527,2013-05-08
ELDFISK,1979,1175,43527,2013-05-08
ELDFISK,1980,621,43527,2013-05-08
ELDFISK,1981,467,43527,2013-05-08
ELDFISK,1982,453,43527,2013-05-08
ELDFISK,1983,273,43527,2013-05-08
ELDFISK,1984,139,43527,2013-05-08
ELDFISK,1985,229,43527,2013-05-08
ELDFISK,1986,101,43527,2013-05-08
ELDFISK,1987,119,43527,2013-05-08
ELDFISK,1988,347,43527,2013-05-08
ELDFISK,1989,231,43527,2013-05-08
ELDFISK,1990,76,43527,2013-05-08
ELDFISK,1991,79,43527,2013-05-08
ELDFISK,1992,11,43527,2013-05-08
ELDFISK,1993,13,43527,2013-05-08
ELDFISK,1994,307,43527,2013-05-08
ELDFISK,1995,625,43527,2013-05-08
ELDFISK,1996,936,43527,2013-05-08
ELDFISK,1997,599,43527,2013-05-08
ELDFISK,1998,2472,43527,2013-05-08
ELDFISK,1999,2605,43527,2013-05-08
ELDFISK,2000,1332,43527,2013-05-08
ELDFISK,2001,918,43527,2013-05-08
ELDFISK,2002,455,43527,2013-05-08
ELDFISK,2003,866,43527,2013-05-08
ELDFISK,2004,1159,43527,2013-05-08
ELDFISK,2005,996,43527,2013-05-08
ELDFISK,2006,2066,43527,2013-05-08
ELDFISK,2007,1232,43527,2013-05-08
ELDFISK,2008,1800,43527,2013-05-08
ELDFISK,2009,2242,43527,2013-05-08
ELDFISK,2010,2114,43527,2013-05-08
ELDFISK,2011,3748,43527,2013-05-08
ELDFISK,2012,0,43527,2013-05-08
ELDFISK,2013,0,43527,2013-05-08
ELDFISK,2014,0,43527,2013-05-08
ELDFISK,2015,0,43527,2013-05-08
EMBLA,1990,30,43534,2013-05-08
EMBLA,1991,430,43534,2013-05-08
EMBLA,1992,1183,43534,2013-05-08
EMBLA,1993,373,43534,2013-05-08
EMBLA,1994,0,43534,2013-05-08
EMBLA,1995,3,43534,2013-05-08
EMBLA,1996,1,43534,2013-05-08
EMBLA,1997,0,43534,2013-05-08
EMBLA,1998,0,43534,2013-05-08
EMBLA,1999,353,43534,2013-05-08
EMBLA,2000,15,43534,2013-05-08
EMBLA,2001,0,43534,2013-05-08
EMBLA,2002,0,43534,2013-05-08
EMBLA,2003,133,43534,2013-05-08
EMBLA,2004,12,43534,2013-05-08
EMBLA,2005,418,43534,2013-05-08
EMBLA,2006,8,43534,2013-05-08
EMBLA,2007,1,43534,2013-05-08
EMBLA,2008,19,43534,2013-05-08
EMBLA,2009,27,43534,2013-05-08
EMBLA,2010,58,43534,2013-05-08
EMBLA,2011,65,43534,2013-05-08
EMBLA,2012,0,43534,2013-05-08
EMBLA,2013,0,43534,2013-05-08
EMBLA,2014,0,43534,2013-05-08
EMBLA,2015,0,43534,2013-05-08
ENOCH,2005,6,3437659,2013-05-08
ENOCH,2006,202,3437659,2013-05-08
ENOCH,2007,0,3437659,2013-05-08
ENOCH,2008,0,3437659,2013-05-08
ENOCH,2009,0,3437659,2013-05-08
ENOCH,2010,0,3437659,2013-05-08
ENOCH,2011,0,3437659,2013-05-08
ENOCH,2012,0,3437659,2013-05-08
ENOCH,2013,0,3437659,2013-05-08
FRAM,1997,0,1578840,2013-05-08
FRAM,1998,0,1578840,2013-05-08
FRAM,1999,0,1578840,2013-05-08
FRAM,2000,0,1578840,2013-05-08
FRAM,2001,434,1578840,2013-05-08
FRAM,2002,1514,1578840,2013-05-08
FRAM,2003,1518,1578840,2013-05-08
FRAM,2004,96,1578840,2013-05-08
FRAM,2005,846,1578840,2013-05-08
FRAM,2006,1840,1578840,2013-05-08
FRAM,2007,1808,1578840,2013-05-08
FRAM,2008,1677,1578840,2013-05-08
FRAM,2009,25,1578840,2013-05-08
FRAM,2010,117,1578840,2013-05-08
FRAM,2011,3,1578840,2013-05-08
FRAM,2012,0,1578840,2013-05-08
FRAM,2013,0,1578840,2013-05-08
FRAM,2014,0,1578840,2013-05-08
FRAM,2015,0,1578840,2013-05-08
FRAM,2016,0,1578840,2013-05-08
FRIGG,1974,471,43555,2013-05-08
FRIGG,1975,1385,43555,2013-05-08
FRIGG,1976,1959,43555,2013-05-08
FRIGG,1977,1944,43555,2013-05-08
FRIGG,1978,734,43555,2013-05-08
FRIGG,1979,611,43555,2013-05-08
FRIGG,1980,728,43555,2013-05-08
FRIGG,1981,126,43555,2013-05-08
FRIGG,1982,19,43555,2013-05-08
FRIGG,1983,39,43555,2013-05-08
FRIGG,1984,33,43555,2013-05-08
FRIGG,1985,30,43555,2013-05-08
FRIGG,1986,51,43555,2013-05-08
FRIGG,1987,47,43555,2013-05-08
FRIGG,1988,1,43555,2013-05-08
FRIGG,1989,80,43555,2013-05-08
FRIGG,1990,4,43555,2013-05-08
FRIGG,1991,0,43555,2013-05-08
FRIGG,1992,1,43555,2013-05-08
FRIGG,1993,31,43555,2013-05-08
FRIGG,1994,44,43555,2013-05-08
FRIGG,1995,135,43555,2013-05-08
FRIGG,1996,112,43555,2013-05-08
FRIGG,1997,21,43555,2013-05-08
FRIGG,1998,8,43555,2013-05-08
FRIGG,1999,8,43555,2013-05-08
FRIGG,2000,0,43555,2013-05-08
FRIGG,2001,0,43555,2013-05-08
FRIGG,2002,0,43555,2013-05-08
FRIGG,2003,0,43555,2013-05-08
FRIGG,2004,0,43555,2013-05-08
FRIGG,2005,0,43555,2013-05-08
FRIGG,2006,0,43555,2013-05-08
FRIGG,2007,0,43555,2013-05-08
FRIGG,2008,0,43555,2013-05-08
FRIGG,2009,0,43555,2013-05-08
FRIGG,2010,0,43555,2013-05-08
FRØY,1992,194,43597,2013-05-08
FRØY,1993,1666,43597,2013-05-08
FRØY,1994,2518,43597,2013-05-08
FRØY,1995,1019,43597,2013-05-08
FRØY,1996,135,43597,2013-05-08
FRØY,1997,0,43597,2013-05-08
FRØY,1998,0,43597,2013-05-08
FRØY,1999,0,43597,2013-05-08
FRØY,2000,0,43597,2013-05-08
FRØY,2001,0,43597,2013-05-08
FRØY,2002,0,43597,2013-05-08
FRØY,2003,0,43597,2013-05-08
FRØY,2004,0,43597,2013-05-08
FRØY,2005,0,43597,2013-05-08
FRØY,2006,0,43597,2013-05-08
FRØY,2007,0,43597,2013-05-08
FRØY,2008,0,43597,2013-05-08
FRØY,2009,19,43597,2013-05-08
FRØY,2010,0,43597,2013-05-08
FRØY,2011,0,43597,2013-05-08
FRØY,2012,0,43597,2013-05-08
FRØY,2013,0,43597,2013-05-08
FRØY,2014,0,43597,2013-05-08
GAUPE,2010,378,18161341,2013-05-08
GAUPE,2011,1707,18161341,2013-05-08
GAUPE,2012,0,18161341,2013-05-08
GAUPE,2013,0,18161341,2013-05-08
GAUPE,2014,0,18161341,2013-05-08
GAUPE,2015,0,18161341,2013-05-08
GAUPE,2016,0,18161341,2013-05-08
GIMLE,2004,113,4005142,2013-05-08
GIMLE,2005,0,4005142,2013-05-08
GIMLE,2006,99,4005142,2013-05-08
GIMLE,2007,280,4005142,2013-05-08
GIMLE,2008,272,4005142,2013-05-08
GIMLE,2009,6,4005142,2013-05-08
GIMLE,2010,1,4005142,2013-05-08
GIMLE,2011,9,4005142,2013-05-08
GIMLE,2012,0,4005142,2013-05-08
GIMLE,2013,0,4005142,2013-05-08
GIMLE,2014,0,4005142,2013-05-08
GIMLE,2015,0,4005142,2013-05-08
GIMLE,2016,0,4005142,2013-05-08
GJØA,1997,0,4467574,2013-05-08
GJØA,1998,0,4467574,2013-05-08
GJØA,1999,0,4467574,2013-05-08
GJØA,2000,0,4467574,2013-05-08
GJØA,2001,0,4467574,2013-05-08
GJØA,2002,0,4467574,2013-05-08
GJØA,2003,0,4467574,2013-05-08
GJØA,2004,0,4467574,2013-05-08
GJØA,2005,0,4467574,2013-05-08
GJØA,2006,135,4467574,2013-05-08
GJØA,2007,3745,4467574,2013-05-08
GJØA,2008,9143,4467574,2013-05-08
GJØA,2009,9901,4467574,2013-05-08
GJØA,2010,2672,4467574,2013-05-08
GJØA,2011,2447,4467574,2013-05-08
GJØA,2012,0,4467574,2013-05-08
GJØA,2013,0,4467574,2013-05-08
GJØA,2014,0,4467574,2013-05-08
GJØA,2015,0,4467574,2013-05-08
GJØA,2016,0,4467574,2013-05-08
GLITNE,2000,240,1272071,2013-05-08
GLITNE,2001,635,1272071,2013-05-08
GLITNE,2002,0,1272071,2013-05-08
GLITNE,2003,270,1272071,2013-05-08
GLITNE,2004,420,1272071,2013-05-08
GLITNE,2005,9,1272071,2013-05-08
GLITNE,2006,57,1272071,2013-05-08
GLITNE,2007,740,1272071,2013-05-08
GLITNE,2008,104,1272071,2013-05-08
GLITNE,2009,12,1272071,2013-05-08
GLITNE,2010,2,1272071,2013-05-08
GLITNE,2011,47,1272071,2013-05-08
GLITNE,2012,0,1272071,2013-05-08
GLITNE,2013,0,1272071,2013-05-08
GOLIAT,2009,755,5774394,2013-05-08
GOLIAT,2010,2744,5774394,2013-05-08
GOLIAT,2011,6683,5774394,2013-05-08
GOLIAT,2012,0,5774394,2013-05-08
GOLIAT,2013,0,5774394,2013-05-08
GOLIAT,2014,0,5774394,2013-05-08
GOLIAT,2015,0,5774394,2013-05-08
GOLIAT,2016,0,5774394,2013-05-08
GRANE,1996,0,1035937,2013-05-08
GRANE,1999,87,1035937,2013-05-08
GRANE,2000,869,1035937,2013-05-08
GRANE,2001,3299,1035937,2013-05-08
GRANE,2002,5200,1035937,2013-05-08
GRANE,2003,2537,1035937,2013-05-08
GRANE,2004,746,1035937,2013-05-08
GRANE,2005,710,1035937,2013-05-08
GRANE,2006,829,1035937,2013-05-08
GRANE,2007,1052,1035937,2013-05-08
GRANE,2008,989,1035937,2013-05-08
GRANE,2009,1097,1035937,2013-05-08
GRANE,2010,1170,1035937,2013-05-08
GRANE,2011,1161,1035937,2013-05-08
GRANE,2012,0,1035937,2013-05-08
GRANE,2013,0,1035937,2013-05-08
GRANE,2014,0,1035937,2013-05-08
GRANE,2015,0,1035937,2013-05-08
GRANE,2016,0,1035937,2013-05-08
GUDRUN,2010,1078,18116481,2013-05-08
GUDRUN,2011,4779,18116481,2013-05-08
GUDRUN,2012,0,18116481,2013-05-08
GUDRUN,2013,0,18116481,2013-05-08
GUDRUN,2014,0,18116481,2013-05-08
GUDRUN,2015,0,18116481,2013-05-08
GUDRUN,2016,0,18116481,2013-05-08
GULLFAKS,1981,357,43686,2013-05-08
GULLFAKS,1982,880,43686,2013-05-08
GULLFAKS,1983,2821,43686,2013-05-08
GULLFAKS,1984,5268,43686,2013-05-08
GULLFAKS,1985,7336,43686,2013-05-08
GULLFAKS,1986,9691,43686,2013-05-08
GULLFAKS,1987,8965,43686,2013-05-08
GULLFAKS,1988,4447,43686,2013-05-08
GULLFAKS,1989,3114,43686,2013-05-08
GULLFAKS,1990,1187,43686,2013-05-08
GULLFAKS,1991,1265,43686,2013-05-08
GULLFAKS,1992,1481,43686,2013-05-08
GULLFAKS,1993,1529,43686,2013-05-08
GULLFAKS,1994,683,43686,2013-05-08
GULLFAKS,1995,1073,43686,2013-05-08
GULLFAKS,1996,857,43686,2013-05-08
GULLFAKS,1997,1095,43686,2013-05-08
GULLFAKS,1998,1072,43686,2013-05-08
GULLFAKS,1999,1216,43686,2013-05-08
GULLFAKS,2000,1010,43686,2013-05-08
GULLFAKS,2001,1257,43686,2013-05-08
GULLFAKS,2002,1194,43686,2013-05-08
GULLFAKS,2003,1544,43686,2013-05-08
GULLFAKS,2004,1395,43686,2013-05-08
GULLFAKS,2005,1248,43686,2013-05-08
GULLFAKS,2006,1212,43686,2013-05-08
GULLFAKS,2007,1485,43686,2013-05-08
GULLFAKS,2008,2224,43686,2013-05-08
GULLFAKS,2009,2622,43686,2013-05-08
GULLFAKS,2010,2471,43686,2013-05-08
GULLFAKS,2011,2941,43686,2013-05-08
GULLFAKS,2012,0,43686,2013-05-08
GULLFAKS,2013,0,43686,2013-05-08
GULLFAKS SØR,1996,986,43699,2013-05-08
GULLFAKS SØR,1997,2554,43699,2013-05-08
GULLFAKS SØR,1998,3089,43699,2013-05-08
GULLFAKS SØR,1999,3297,43699,2013-05-08
GULLFAKS SØR,2000,4312,43699,2013-05-08
GULLFAKS SØR,2001,2408,43699,2013-05-08
GULLFAKS SØR,2002,1501,43699,2013-05-08
GULLFAKS SØR,2003,1194,43699,2013-05-08
GULLFAKS SØR,2004,762,43699,2013-05-08
GULLFAKS SØR,2005,2050,43699,2013-05-08
GULLFAKS SØR,2006,2809,43699,2013-05-08
GULLFAKS SØR,2007,1451,43699,2013-05-08
GULLFAKS SØR,2008,133,43699,2013-05-08
GULLFAKS SØR,2009,118,43699,2013-05-08
GULLFAKS SØR,2010,63,43699,2013-05-08
GULLFAKS SØR,2011,1613,43699,2013-05-08
GULLFAKS SØR,2012,0,43699,2013-05-08
GULLFAKS SØR,2013,0,43699,2013-05-08
GUNGNE,1995,153,43464,2013-05-08
GUNGNE,1996,185,43464,2013-05-08
GUNGNE,1997,2,43464,2013-05-08
GUNGNE,1998,14,43464,2013-05-08
GUNGNE,1999,66,43464,2013-05-08
GUNGNE,2000,276,43464,2013-05-08
GUNGNE,2001,100,43464,2013-05-08
GUNGNE,2002,1,43464,2013-05-08
GUNGNE,2003,12,43464,2013-05-08
GUNGNE,2004,13,43464,2013-05-08
GUNGNE,2005,324,43464,2013-05-08
GUNGNE,2006,40,43464,2013-05-08
GUNGNE,2007,296,43464,2013-05-08
GUNGNE,2008,43,43464,2013-05-08
GUNGNE,2009,298,43464,2013-05-08
GUNGNE,2010,108,43464,2013-05-08
GUNGNE,2011,1,43464,2013-05-08
GUNGNE,2012,0,43464,2013-05-08
GUNGNE,2013,0,43464,2013-05-08
GYDA,1988,2636,43492,2013-05-08
GYDA,1989,2336,43492,2013-05-08
GYDA,1990,1234,43492,2013-05-08
GYDA,1991,327,43492,2013-05-08
GYDA,1992,264,43492,2013-05-08
GYDA,1993,316,43492,2013-05-08
GYDA,1994,310,43492,2013-05-08
GYDA,1995,190,43492,2013-05-08
GYDA,1996,226,43492,2013-05-08
GYDA,1997,191,43492,2013-05-08
GYDA,1998,293,43492,2013-05-08
GYDA,1999,20,43492,2013-05-08
GYDA,2000,24,43492,2013-05-08
GYDA,2001,234,43492,2013-05-08
GYDA,2002,100,43492,2013-05-08
GYDA,2003,120,43492,2013-05-08
GYDA,2004,336,43492,2013-05-08
GYDA,2005,360,43492,2013-05-08
