seaSurveyName,seaNpdidSurvey,seaPolygonPointNumber,seaPolygonNSDeg,seaPolygonNSMin,seaPolygonNSSec,seaPolygonEWDeg,seaPolygonEWMin,seaPolygonEWSec,dateSyncNPD
MNR10,7224,19,62,48,54.00,6,15,54.00,2013-05-08
MNR10,7224,20,62,20,12.00,5,16,12.00,2013-05-08
MNR10,7224,21,62,11,12.00,5,3,42.00,2013-05-08
MNR10,7224,22,61,38,46.00,4,33,6.00,2013-05-08
MNR10,7224,23,61,35,15.00,4,32,54.00,2013-05-08
MNR10,7224,24,61,35,3.00,1,46,54.00,2013-05-08
MNR10,7224,25,61,34,43.00,1,17,14.00,2013-05-08
MNR10,7224,26,62,41,29.00,0,25,45.00,2013-05-08
MNR10,7224,27,63,50,3.00,0,-51,-5.00,2013-05-08
MNR10,7224,28,64,9,57.00,0,-51,-24.00,2013-05-08
MNR11,7389,1,64,9,57.00,0,-51,-24.00,2013-05-08
MNR11,7389,2,64,9,54.00,0,57,21.00,2013-05-08
MNR11,7389,3,67,9,5.00,0,52,13.00,2013-05-08
MNR11,7389,4,67,10,52.00,2,32,14.00,2013-05-08
MNR11,7389,5,67,54,42.00,2,30,33.00,2013-05-08
MNR11,7389,6,67,55,28.00,4,33,28.00,2013-05-08
MNR11,7389,7,68,9,31.00,4,33,37.00,2013-05-08
MNR11,7389,8,68,9,58.00,8,0,6.00,2013-05-08
MNR11,7389,9,67,0,0.00,8,0,0.00,2013-05-08
MNR11,7389,10,67,0,0.00,9,19,59.00,2013-05-08
MNR11,7389,11,67,0,0.00,10,31,28.00,2013-05-08
MNR11,7389,12,67,0,4.00,12,8,34.00,2013-05-08
MNR11,7389,13,64,50,9.00,10,17,5.00,2013-05-08
MNR11,7389,14,64,34,6.00,10,0,0.00,2013-05-08
MNR11,7389,15,64,13,24.00,9,17,55.00,2013-05-08
MNR11,7389,16,63,54,42.00,8,27,42.00,2013-05-08
MNR11,7389,17,63,30,0.00,7,46,37.00,2013-05-08
MNR11,7389,18,63,7,5.00,7,9,54.00,2013-05-08
MNR11,7389,19,62,48,54.00,6,15,54.00,2013-05-08
MNR11,7389,20,62,20,12.00,5,16,12.00,2013-05-08
MNR11,7389,21,62,11,12.00,5,3,42.00,2013-05-08
MNR11,7389,22,61,38,46.00,4,33,6.00,2013-05-08
MNR11,7389,23,61,35,15.00,4,32,54.00,2013-05-08
MNR11,7389,24,61,35,3.00,1,46,54.00,2013-05-08
MNR11,7389,25,61,34,43.00,1,17,14.00,2013-05-08
MNR11,7389,26,62,41,29.00,0,25,45.00,2013-05-08
MNR11,7389,27,63,50,3.00,0,-51,-5.00,2013-05-08
MNR11,7389,28,64,9,57.00,0,-51,-24.00,2013-05-08
NBR10,7219,1,74,7,41.00,32,29,41.00,2013-05-08
NBR10,7219,2,70,43,31.00,32,24,41.00,2013-05-08
NBR10,7219,3,70,43,58.00,31,59,40.00,2013-05-08
NBR10,7219,4,70,49,48.00,31,40,44.00,2013-05-08
NBR10,7219,5,71,4,9.00,30,52,55.00,2013-05-08
NBR10,7219,6,71,15,9.00,29,56,5.00,2013-05-08
NBR10,7219,7,71,29,34.00,28,55,39.00,2013-05-08
NBR10,7219,8,71,34,47.00,28,9,41.00,2013-05-08
NBR10,7219,9,71,38,30.00,25,30,10.00,2013-05-08
NBR10,7219,10,71,34,7.00,24,24,39.00,2013-05-08
NBR10,7219,11,71,32,53.00,23,44,21.00,2013-05-08
NBR10,7219,12,71,29,53.00,23,18,23.00,2013-05-08
NBR10,7219,13,71,21,57.00,22,39,7.00,2013-05-08
NBR10,7219,14,71,13,7.00,22,2,3.00,2013-05-08
NBR10,7219,15,71,4,51.00,21,20,58.00,2013-05-08
NBR10,7219,16,70,43,8.00,18,31,7.00,2013-05-08
NBR10,7219,17,70,34,8.00,17,41,7.00,2013-05-08
NBR10,7219,18,70,15,6.00,17,3,32.00,2013-05-08
NBR10,7219,19,70,15,9.00,15,36,16.00,2013-05-08
NBR10,7219,20,71,52,2.00,15,33,59.00,2013-05-08
NBR10,7219,21,71,49,53.00,15,53,45.00,2013-05-08
NBR10,7219,22,71,27,13.00,16,39,18.00,2013-05-08
NBR10,7219,23,70,59,57.00,17,2,50.00,2013-05-08
NBR10,7219,24,71,27,58.00,17,26,32.00,2013-05-08
NBR10,7219,25,71,30,8.00,17,42,35.00,2013-05-08
NBR10,7219,26,71,37,39.00,17,20,47.00,2013-05-08
NBR10,7219,27,72,0,6.00,17,9,17.00,2013-05-08
NBR10,7219,28,72,14,57.00,17,4,0.00,2013-05-08
NBR10,7219,29,72,31,3.00,17,0,15.00,2013-05-08
NBR10,7219,30,72,31,40.00,16,9,13.00,2013-05-08
NBR10,7219,31,72,29,40.00,15,41,26.00,2013-05-08
NBR10,7219,32,72,18,27.00,15,36,35.00,2013-05-08
NBR10,7219,33,72,0,5.00,15,44,17.00,2013-05-08
NBR10,7219,34,71,59,42.00,14,32,2.00,2013-05-08
NBR10,7219,35,74,37,49.00,14,29,59.00,2013-05-08
NBR10,7219,36,74,38,7.00,16,33,53.00,2013-05-08
NBR10,7219,37,74,23,28.00,16,32,34.00,2013-05-08
NBR10,7219,38,74,7,56.00,16,53,47.00,2013-05-08
NBR10,7219,39,73,51,29.00,17,42,2.00,2013-05-08
NBR10,7219,40,73,46,8.00,18,30,8.00,2013-05-08
NBR10,7219,41,73,45,6.00,19,17,33.00,2013-05-08
NBR10,7219,42,73,48,33.00,19,59,20.00,2013-05-08
NBR10,7219,43,73,51,23.00,20,21,26.00,2013-05-08
NBR10,7219,44,73,59,56.00,20,54,58.00,2013-05-08
NBR10,7219,45,74,14,53.00,21,22,45.00,2013-05-08
NBR10,7219,46,74,23,49.00,22,30,52.00,2013-05-08
NBR10,7219,47,74,38,8.00,23,40,58.00,2013-05-08
NBR10,7219,48,74,38,26.00,27,25,50.00,2013-05-08
NBR10,7219,49,74,38,29.00,31,1,52.00,2013-05-08
NBR10,7219,50,74,23,31.00,31,32,13.00,2013-05-08
NBR10,7219,51,74,7,41.00,32,29,41.00,2013-05-08
NBR11,7408,1,74,15,27.14,31,59,22.28,2013-05-08
NBR11,7408,2,74,8,14.55,32,48,55.87,2013-05-08
NBR11,7408,3,70,46,29.38,32,38,40.64,2013-05-08
NBR11,7408,4,70,29,38.19,32,18,23.13,2013-05-08
NBR11,7408,5,70,57,8.72,30,41,37.26,2013-05-08
NBR11,7408,6,71,8,48.11,29,38,24.47,2013-05-08
NBR11,7408,7,71,21,19.58,28,44,15.22,2013-05-08
NBR11,7408,8,71,23,40.79,28,31,12.38,2013-05-08
NBR11,7408,9,71,24,56.32,28,21,9.35,2013-05-08
NBR11,7408,10,71,26,56.34,27,46,18.08,2013-05-08
NBR11,7408,11,71,30,20.65,25,37,18.55,2013-05-08
NBR11,7408,12,71,28,15.86,25,4,51.49,2013-05-08
NBR11,7408,13,71,25,58.32,24,31,22.84,2013-05-08
NBR11,7408,14,71,24,55.30,23,49,21.81,2013-05-08
NBR11,7408,15,71,23,13.75,23,31,24.45,2013-05-08
NBR11,7408,16,71,13,0.53,22,40,58.27,2013-05-08
NBR11,7408,17,70,57,44.80,21,29,41.14,2013-05-08
NBR11,7408,18,70,34,58.38,18,37,0.04,2013-05-08
NBR11,7408,19,70,29,57.65,18,9,2.44,2013-05-08
NBR11,7408,20,70,24,25.42,17,50,42.51,2013-05-08
NBR11,7408,21,70,15,6.02,17,32,19.19,2013-05-08
NBR11,7408,22,70,14,56.37,15,20,19.08,2013-05-08
NBR11,7408,23,71,46,21.98,15,16,39.61,2013-05-08
NBR11,7408,24,71,46,21.91,14,16,33.71,2013-05-08
NBR11,7408,25,74,42,29.98,14,6,4.97,2013-05-08
NBR11,7408,26,74,43,18.02,16,35,27.76,2013-05-08
NBR11,7408,27,74,23,22.42,16,33,40.75,2013-05-08
NBR11,7408,28,74,7,21.48,16,57,13.29,2013-05-08
NBR11,7408,29,73,59,52.98,17,17,26.12,2013-05-08
NBR11,7408,30,73,52,21.61,17,43,49.38,2013-05-08
NBR11,7408,31,73,46,28.10,18,30,11.37,2013-05-08
NBR11,7408,32,73,45,27.40,19,19,53.18,2013-05-08
NBR11,7408,33,73,48,52.55,20,3,58.52,2013-05-08
NBR11,7408,34,73,53,31.80,20,29,9.78,2013-05-08
NBR11,7408,35,73,59,36.49,20,52,40.21,2013-05-08
NBR11,7408,36,74,14,17.10,21,23,35.14,2013-05-08
NBR11,7408,37,74,25,46.85,22,38,10.64,2013-05-08
NBR11,7408,38,74,34,14.80,23,18,42.21,2013-05-08
NBR11,7408,39,74,43,45.77,23,59,15.40,2013-05-08
NBR11,7408,40,74,43,5.48,27,18,35.05,2013-05-08
NBR11,7408,41,74,43,35.85,30,50,57.77,2013-05-08
NBR11,7408,42,74,24,35.24,31,27,28.86,2013-05-08
NBR11,7408,43,74,15,27.14,31,59,22.28,2013-05-08
NBR12,7579,1,74,15,27.00,31,59,22.00,2013-05-08
NBR12,7579,2,74,8,14.00,32,48,55.00,2013-05-08
NBR12,7579,3,70,46,29.00,32,38,40.00,2013-05-08
NBR12,7579,4,70,29,38.00,32,18,23.00,2013-05-08
NBR12,7579,5,70,57,8.00,30,41,37.00,2013-05-08
NBR12,7579,6,71,8,48.00,29,38,24.00,2013-05-08
NBR12,7579,7,71,21,19.58,28,44,15.00,2013-05-08
NBR12,7579,8,71,23,40.79,28,31,12.00,2013-05-08
NBR12,7579,9,71,24,56.00,28,21,9.35,2013-05-08
NBR12,7579,10,71,26,56.00,27,46,18.00,2013-05-08
NBR12,7579,11,71,30,20.65,25,37,18.55,2013-05-08
NBR12,7579,12,71,28,15.86,25,4,51.49,2013-05-08
NBR12,7579,13,71,25,58.32,24,31,22.84,2013-05-08
NBR12,7579,14,71,24,55.00,23,49,21.81,2013-05-08
NBR12,7579,15,71,23,13.75,23,31,24.00,2013-05-08
NBR12,7579,16,71,13,0.53,22,40,58.00,2013-05-08
NBR12,7579,17,70,57,44.80,21,29,41.00,2013-05-08
NBR12,7579,18,70,34,58.38,18,37,0.00,2013-05-08
NBR12,7579,19,70,29,57.65,18,9,2.44,2013-05-08
NBR12,7579,20,70,24,25.00,17,50,42.00,2013-05-08
NBR12,7579,21,70,15,6.00,17,32,19.00,2013-05-08
NBR12,7579,22,70,14,56.37,15,20,19.00,2013-05-08
NBR12,7579,23,71,46,21.98,15,16,39.61,2013-05-08
NBR12,7579,24,71,46,21.91,14,16,33.71,2013-05-08
NBR12,7579,25,74,42,29.98,14,6,4.97,2013-05-08
NBR12,7579,26,74,43,18.00,16,35,27.76,2013-05-08
NBR12,7579,27,74,23,22.42,16,33,40.75,2013-05-08
NBR12,7579,28,74,7,21.48,16,57,13.29,2013-05-08
NBR12,7579,29,73,59,52.98,17,17,26.00,2013-05-08
NBR12,7579,30,73,52,21.60,17,43,49.00,2013-05-08
NBR12,7579,31,73,46,28.00,18,30,11.00,2013-05-08
NBR12,7579,32,73,45,27.00,19,19,53.00,2013-05-08
NBR12,7579,33,73,48,52.55,20,3,58.52,2013-05-08
NBR12,7579,34,73,53,31.80,20,29,9.78,2013-05-08
NBR12,7579,35,73,59,36.49,20,52,40.00,2013-05-08
NBR12,7579,36,74,14,17.00,21,23,35.00,2013-05-08
NBR12,7579,37,74,25,46.85,22,38,10.64,2013-05-08
NBR12,7579,38,74,34,14.80,23,18,42.00,2013-05-08
NBR12,7579,39,74,43,45.77,23,59,15.40,2013-05-08
NBR12,7579,40,74,43,5.48,27,18,35.00,2013-05-08
NBR12,7579,41,74,43,35.85,30,50,57.77,2013-05-08
NBR12,7579,42,74,24,35.00,31,27,28.86,2013-05-08
NBR12,7579,43,74,15,27.00,31,59,22.00,2013-05-08
NE-2011-01,7429,1,66,54,0.00,9,34,0.00,2013-05-08
NE-2011-01,7429,2,66,49,0.00,9,44,0.00,2013-05-08
NE-2011-01,7429,3,66,32,0.00,9,3,0.00,2013-05-08
NE-2011-01,7429,4,66,37,0.00,8,54,0.00,2013-05-08
NKFE11,7503,0,72,41,0.00,28,2,0.00,2013-05-08
NKFE11,7503,1,72,31,0.00,30,44,0.00,2013-05-08
NKFE11,7503,2,72,46,0.00,32,0,0.00,2013-05-08
NKFE11,7503,3,72,37,0.00,32,0,0.00,2013-05-08
NKFE11,7503,4,72,23,0.00,30,44,0.00,2013-05-08
NKFE11,7503,5,72,33,0.00,28,44,0.00,2013-05-08
NKFE12,7561,1,72,33,0.00,27,48,0.00,2013-05-08
NKFE12,7561,2,72,41,0.00,27,58,0.00,2013-05-08
NKFE12,7561,3,72,31,0.00,30,44,0.00,2013-05-08
NKFE12,7561,4,72,46,0.00,32,1,0.00,2013-05-08
NKFE12,7561,5,72,37,0.00,32,2,0.00,2013-05-08
NKFE12,7561,6,72,24,0.00,30,57,0.00,2013-05-08
NKFE12,7561,7,72,22,0.00,30,26,0.00,2013-05-08
NKFN12,7564,1,72,22,0.00,26,55,0.00,2013-05-08
NKFN12,7564,2,72,45,0.00,27,57,0.00,2013-05-08
NKFN12,7564,3,72,43,0.00,28,21,0.00,2013-05-08
NKFN12,7564,4,72,25,0.00,27,40,0.00,2013-05-08
NKFN12,7564,5,72,17,0.00,27,9,0.00,2013-05-08
NKFS12,7563,1,71,42,0.00,25,30,0.00,2013-05-08
NKFS12,7563,2,71,50,0.00,26,4,0.00,2013-05-08
NKFS12,7563,3,71,56,0.00,26,59,0.00,2013-05-08
NKFS12,7563,4,72,10,0.00,28,11,0.00,2013-05-08
NKFS12,7563,5,72,21,0.00,28,25,0.00,2013-05-08
NKFS12,7563,6,72,34,0.00,28,26,0.00,2013-05-08
NKFS12,7563,7,72,33,0.00,28,48,0.00,2013-05-08
NKFS12,7563,8,72,13,0.00,28,45,0.00,2013-05-08
NKFS12,7563,9,72,3,0.00,28,20,0.00,2013-05-08
NKFS12,7563,10,71,50,0.00,27,14,0.00,2013-05-08
NKFS12,7563,11,71,37,0.00,25,40,0.00,2013-05-08
NO1001,7193,1,58,47,38.00,3,54,43.00,2013-05-08
NO1001,7193,2,58,44,16.00,4,1,20.00,2013-05-08
NO1001,7193,3,58,40,45.00,3,54,30.00,2013-05-08
NO1001,7193,4,58,44,15.00,3,48,0.00,2013-05-08
NO1001,7193,5,58,47,0.00,3,53,15.00,2013-05-08
NO1001,7193,6,58,57,0.00,3,44,20.00,2013-05-08
NO1001,7193,7,58,58,1.00,3,49,17.00,2013-05-08
no1101,7432,1,72,48,0.00,28,9,0.00,2013-05-08
no1101,7432,2,72,48,0.00,28,29,0.00,2013-05-08
no1101,7432,3,72,50,10.00,28,29,0.00,2013-05-08
no1101,7432,4,72,50,10.00,28,35,0.00,2013-05-08
no1101,7432,5,72,52,0.00,28,35,40.00,2013-05-08
no1101,7432,6,72,52,0.00,28,29,40.00,2013-05-08
no1101,7432,7,72,54,0.00,28,29,40.00,2013-05-08
no1101,7432,8,72,54,0.00,28,9,40.00,2013-05-08
no1101,7432,9,72,48,0.00,28,9,0.00,2013-05-08
NO1201,7665,1,66,4,35.00,7,53,28.20,2013-05-08
NO1201,7665,2,66,15,9.40,8,5,6.40,2013-05-08
NO1201,7665,3,66,14,34.00,8,14,49.00,2013-05-08
NO1201,7665,4,66,11,49.80,8,14,2.00,2013-05-08
NO1201,7665,5,66,11,27.90,8,19,3.60,2013-05-08
NO1201,7665,6,66,9,18.70,8,17,59.50,2013-05-08
NO1201,7665,7,66,9,53.80,8,10,23.40,2013-05-08
NO1201,7665,8,66,4,2.00,8,3,28.70,2013-05-08
NPD1201,7620,1,70,17,30.00,32,10,0.00,2013-05-08
NPD1201,7620,2,73,41,10.00,37,7,0.00,2013-05-08
NPD1201,7620,3,74,34,15.00,37,7,0.00,2013-05-08
NPD1201,7620,4,74,34,15.00,30,50,0.00,2013-05-08
NPD1201,7620,5,70,17,0.00,31,30,0.00,2013-05-08
NPD1202,7642,1,68,2,30.00,-7,-10,0.00,2013-05-08
NPD1202,7642,2,68,6,0.00,-5,-29,0.00,2013-05-08
NPD1202,7642,3,68,27,19.00,-5,-6,0.00,2013-05-08
NPD1202,7642,4,69,1,0.00,-5,0,0.00,2013-05-08
NPD1202,7642,5,70,41,0.00,-5,0,0.00,2013-05-08
NPD1202,7642,6,70,54,30.00,-6,-23,0.00,2013-05-08
NPD1202,7642,7,70,46,30.00,-9,-18,0.00,2013-05-08
NPD1202,7642,8,70,47,30.00,-10,-50,0.00,2013-05-08
NPD1202,7642,9,70,0,0.00,-11,-40,0.00,2013-05-08
NPD1202,7642,10,69,30,0.00,-11,-40,0.00,2013-05-08
NPD1202,7642,11,68,0,0.00,-10,-50,0.00,2013-05-08
NPD1203,7667,1,67,25,30.00,11,58,0.00,2013-05-08
NPD1203,7667,2,66,45,55.00,12,35,20.00,2013-05-08
NPD1203,7667,3,66,34,0.00,12,8,55.00,2013-05-08
NPD1203,7667,4,66,22,0.00,11,56,40.00,2013-05-08
NPD1203,7667,5,66,19,30.00,12,3,40.00,2013-05-08
NPD1203,7667,6,66,13,10.00,11,57,0.00,2013-05-08
NPD1203,7667,7,66,15,40.00,11,50,10.00,2013-05-08
NPD1203,7667,8,66,6,30.00,11,40,45.00,2013-05-08
NPD1203,7667,9,65,37,40.00,11,23,25.00,2013-05-08
NPD1203,7667,10,65,22,20.00,11,8,35.00,2013-05-08
NPD1203,7667,11,64,53,37.00,10,38,45.00,2013-05-08
NPD1203,7667,12,64,48,56.00,10,35,0.00,2013-05-08
NPD1203,7667,13,64,45,45.00,10,34,10.00,2013-05-08
NPD1203,7667,14,64,31,6.00,10,3,30.00,2013-05-08
NPD1203,7667,15,64,31,6.00,9,52,20.00,2013-05-08
NPD1203,7667,16,64,48,10.00,9,52,20.00,2013-05-08
NPD1203,7667,17,64,53,12.00,9,38,0.00,2013-05-08
NPD1203,7667,18,65,9,15.00,9,38,0.00,2013-05-08
NPD1203,7667,19,65,11,2.00,9,52,12.00,2013-05-08
NPD1203,7667,20,65,28,0.00,10,9,10.00,2013-05-08
NPD1203,7667,21,65,41,0.00,10,20,0.00,2013-05-08
NPD1203,7667,22,65,45,10.00,10,11,10.00,2013-05-08
NPD1203,7667,23,65,51,36.00,10,14,30.00,2013-05-08
NPD1203,7667,24,65,52,46.00,10,27,40.00,2013-05-08
NPD1203,7667,25,66,14,45.00,10,46,20.00,2013-05-08
NPD1203,7667,26,66,18,45.00,10,48,50.00,2013-05-08
NPD1203,7667,27,66,33,50.00,11,2,35.00,2013-05-08
NPD1203,7667,28,66,37,10.00,11,1,20.00,2013-05-08
NPD1203,7667,29,66,44,0.00,11,1,0.00,2013-05-08
NPD1203,7667,30,66,56,15.00,11,8,30.00,2013-05-08
NPD1203,7667,31,66,57,25.00,10,55,15.00,2013-05-08
NPD1203,7667,32,67,1,0.00,10,44,10.00,2013-05-08
NPD1203,7667,33,67,25,30.00,11,38,35.00,2013-05-08
NPD1204,7659,1,73,41,9.00,37,0,2.00,2013-05-08
NPD1204,7659,2,75,11,39.00,37,0,2.00,2013-05-08
NPD1204,7659,3,75,47,59.00,38,0,2.00,2013-05-08
NPD1204,7659,4,78,37,27.00,38,0,2.00,2013-05-08
NPD1204,7659,5,79,17,2.00,35,0,0.00,2013-05-08
NPD1204,7659,6,79,28,50.00,35,0,6.00,2013-05-08
NPD1204,7659,7,83,20,0.00,35,0,0.00,2013-05-08
NPD1204,7659,8,83,20,0.00,20,0,0.00,2013-05-08
NPD1204,7659,9,79,0,0.00,29,0,0.00,2013-05-08
NPD1204,7659,10,77,33,53.00,27,14,53.00,2013-05-08
NPD1204,7659,11,76,56,54.00,30,21,7.00,2013-05-08
NPD1204,7659,12,73,33,18.00,27,37,4.00,2013-05-08
NPD-BA-11,7464,1,70,17,30.00,32,10,0.00,2013-05-08
NPD-BA-11,7464,2,73,41,10.00,37,7,0.00,2013-05-08
NPD-BA-11,7464,3,74,33,15.00,37,7,0.00,2013-05-08
NPD-BA-11,7464,4,74,33,15.00,33,4,22.00,2013-05-08
NPD-BA-11,7464,5,74,1,41.00,31,14,34.00,2013-05-08
NPD-BA-11,7464,6,70,17,0.00,31,45,2.00,2013-05-08
NPD-JM-11,7430,1,68,2,30.00,-7,-10,0.00,2013-05-08
NPD-JM-11,7430,2,68,6,0.00,-5,-29,0.00,2013-05-08
NPD-JM-11,7430,3,68,27,19.00,-5,-6,0.00,2013-05-08
NPD-JM-11,7430,4,69,1,0.00,-5,-10,0.00,2013-05-08
NPD-JM-11,7430,5,70,41,0.00,-5,-10,0.00,2013-05-08
NPD-JM-11,7430,6,70,54,30.00,-6,-23,0.00,2013-05-08
NPD-JM-11,7430,7,71,6,30.00,-9,-18,0.00,2013-05-08
NPD-JM-11,7430,8,71,7,30.00,-13,-50,0.00,2013-05-08
NPD-JM-11,7430,9,70,0,0.00,-11,-40,0.00,2013-05-08
NPD-JM-11,7430,10,69,30,0.00,-11,-40,0.00,2013-05-08
NPD-JM-11,7430,11,68,47,0.00,-10,-50,0.00,2013-05-08
NPD-MB-11,7451,1,64,35,0.00,2,20,0.00,2013-05-08
NPD-MB-11,7451,2,64,30,0.00,4,0,0.00,2013-05-08
NPD-MB-11,7451,3,65,0,0.00,4,0,0.00,2013-05-08
NPD-MB-11,7451,4,65,0,0.00,2,20,0.00,2013-05-08
NSH12,7629,1,72,56,11.42,26,7,5.33,2013-05-08
NSH12,7629,2,72,56,13.30,27,35,12.55,2013-05-08
NSH12,7629,3,72,2,35.85,27,32,39.36,2013-05-08
NSH12,7629,4,72,2,19.22,26,8,36.28,2013-05-08
NSR09 VG,7104,1,64,0,0.00,0,-30,0.00,2013-05-08
NSR09 VG,7104,2,64,15,0.00,0,0,0.00,2013-05-08
NSR09 VG,7104,3,64,0,0.00,1,20,0.00,2013-05-08
NSR09 VG,7104,4,63,45,0.00,3,40,0.00,2013-05-08
NSR09 VG,7104,5,63,15,0.00,3,0,0.00,2013-05-08
NSR09 VG,7104,6,62,45,0.00,0,45,0.00,2013-05-08
NSR09 VGadd,7160,1,61,50,0.00,1,30,0.00,2013-05-08
NSR09 VGadd,7160,2,62,20,0.00,3,30,0.00,2013-05-08
NSR09 VGadd,7160,3,62,5,0.00,4,30,0.00,2013-05-08
NSR09 VGadd,7160,4,61,0,0.00,4,25,0.00,2013-05-08
NSR09 VGadd,7160,5,60,25,0.00,4,45,0.00,2013-05-08
NSR09 VGadd,7160,6,60,25,0.00,2,0,0.00,2013-05-08
NSR10 FR,7281,0,63,30,0.00,1,40,0.00,2013-05-08
NSR10 FR,7281,1,62,50,0.00,0,41,0.00,2013-05-08
NSR10 FR,7281,2,63,53,0.00,0,-30,0.00,2013-05-08
NSR10 FR,7281,3,64,27,0.00,0,-30,0.00,2013-05-08
NSR10 FR,7281,4,64,0,0.00,2,0,0.00,2013-05-08
NSR10 VG,7242,1,61,37,0.00,1,38,0.00,2013-05-08
NSR10 VG,7242,2,62,5,0.00,2,25,0.00,2013-05-08
NSR10 VG,7242,3,62,25,0.00,3,25,0.00,2013-05-08
NSR10 VG,7242,4,62,8,0.00,4,23,0.00,2013-05-08
NSR10 VG,7242,5,61,10,0.00,4,25,0.00,2013-05-08
NSR10 VG,7242,6,60,25,0.00,4,43,0.00,2013-05-08
NSR10 VG,7242,7,60,25,0.00,1,58,0.00,2013-05-08
NSR11 WOS,7422,1,63,53,13.00,0,-29,-26.00,2013-05-08
NSR11 WOS,7422,2,64,16,25.00,0,9,39.00,2013-05-08
NSR11 WOS,7422,3,64,0,0.00,2,8,37.00,2013-05-08
NSR11 WOS,7422,4,63,29,40.00,3,0,0.00,2013-05-08
NSR11 WOS,7422,5,62,44,58.00,0,46,38.00,2013-05-08
NSRD12,7741,1,56,15,0.00,3,2,0.00,2013-05-08
NSRD12,7741,2,56,35,0.00,4,20,0.00,2013-05-08
NSRD12,7741,3,56,50,0.00,5,50,0.00,2013-05-08
NSRD12,7741,4,56,35,0.00,5,0,0.00,2013-05-08
NSRD12,7741,5,56,5,0.00,3,14,0.00,2013-05-08
NX0901,7005,1,61,2,41.21,1,51,11.99,2013-05-08
NX0901,7005,2,60,48,4.47,1,47,53.86,2013-05-08
NX0901,7005,3,60,47,52.26,2,35,0.00,2013-05-08
NX0901,7005,4,60,49,59.93,2,34,59.92,2013-05-08
NX0901,7005,5,60,49,59.61,2,35,59.92,2013-05-08
NX0901,7005,6,60,58,0.39,2,35,59.99,2013-05-08
NX0901,7005,7,60,57,59.86,2,39,58.94,2013-05-08
NX0901,7005,8,61,2,36.20,2,39,59.95,2013-05-08
NX0902,7006,1,60,35,16.99,1,54,26.16,2013-05-08
NX0902,7006,2,60,30,0.39,2,6,0.03,2013-05-08
NX0902,7006,3,60,29,56.62,2,19,59.98,2013-05-08
NX0902,7006,4,60,35,14.19,2,19,57.91,2013-05-08
NX0903,7128,1,61,33,16.00,3,33,36.00,2013-05-08
NX0903,7128,2,61,12,10.00,4,18,12.00,2013-05-08
NX0903,7128,3,60,57,53.00,3,48,43.00,2013-05-08
NX0903,7128,4,61,18,47.00,3,4,7.00,2013-05-08
nx1051,7199,1,60,56,44.17,2,49,56.32,2013-05-08
nx1051,7199,2,60,54,4.90,2,59,34.09,2013-05-08
nx1051,7199,3,60,48,27.50,2,53,2.02,2013-05-08
nx1051,7199,4,60,51,6.30,2,43,25.41,2013-05-08
NX1052,7201,1,61,33,20.91,2,46,57.48,2013-05-08
NX1052,7201,2,61,29,32.93,2,54,57.13,2013-05-08
NX1052,7201,3,61,25,43.89,2,47,0.66,2013-05-08
NX1052,7201,4,61,29,31.41,2,39,1.04,2013-05-08
NX1053,7320,1,61,19,48.38,3,42,21.85,2013-05-08
NX1053,7320,2,61,15,6.67,3,47,50.99,2013-05-08
NX1053,7320,3,61,12,28.16,3,38,6.75,2013-05-08
NX1053,7320,4,61,17,9.48,3,32,36.62,2013-05-08
NX904,7135,1,61,21,53.12,3,44,6.20,2013-05-08
NX904,7135,2,61,17,2.30,3,43,59.40,2013-05-08
NX904,7135,3,61,16,59.10,3,52,56.60,2013-05-08
NX904,7135,4,61,21,50.00,3,53,4.70,2013-05-08
OD0901,7077,1,69,35,6.00,16,58,5.00,2013-05-08
OD0901,7077,2,70,12,20.00,18,2,30.00,2013-05-08
OD0901,7077,3,70,18,35.00,17,31,50.00,2013-05-08
OD0901,7077,4,69,46,30.00,16,37,45.00,2013-05-08
OD0901,7077,5,69,42,0.00,16,50,0.00,2013-05-08
OD0902,7076,1,68,53,31.40,13,20,12.03,2013-05-08
OD0902,7076,2,68,49,54.41,13,29,34.77,2013-05-08
OD0902,7076,3,68,40,37.35,13,18,7.11,2013-05-08
OD0902,7076,4,68,35,9.38,13,33,34.14,2013-05-08
OD0902,7076,5,69,21,27.51,16,0,48.71,2013-05-08
OD0902,7076,6,69,34,34.76,15,31,5.28,2013-05-08
OD0902,7076,7,68,53,31.40,13,20,12.03,2013-05-08
OD0903,7079,1,68,28,34.31,13,55,1.95,2013-05-08
OD0903,7079,2,68,30,0.00,13,57,20.39,2013-05-08
OD0903,7079,3,68,31,37.23,14,0,0.00,2013-05-08
OD0903,7079,4,68,34,39.99,14,5,0.00,2013-05-08
OD0903,7079,5,68,35,0.00,14,5,34.35,2013-05-08
OD0903,7079,6,68,37,40.26,14,10,0.00,2013-05-08
OD0903,7079,7,68,39,22.58,14,12,50.26,2013-05-08
OD0903,7079,8,68,40,0.00,14,13,33.33,2013-05-08
OD0903,7079,9,68,41,15.18,14,15,0.00,2013-05-08
OD0903,7079,10,68,44,42.26,14,18,59.65,2013-05-08
OD0903,7079,11,68,45,0.00,14,19,40.92,2013-05-08
OD0903,7079,12,68,45,8.20,14,20,0.00,2013-05-08
OD0903,7079,13,68,47,16.80,14,25,0.00,2013-05-08
OD0903,7079,14,68,49,24.84,14,30,0.00,2013-05-08
