blkId,blkLabel,qdrName,blkName,prvName,apaAreaType,urlNPD,apaAreaNetGeometryWKT
"64","9/6","9","6","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((4.66667689277156 57.6333330118109,4.66666666694246 57.749999999409,4.93333300014721 57.7499999995957,4.93333300014676 57.7166669995953,4.80000000020235 57.7166669995092,4.80000000020148 57.6666669995086,4.98333300012895 57.6666669996237,4.98333300012853 57.6333329996233,4.66667689277156 57.6333330118109))"
"61","9/3","9","3","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((4.6666666669478 57.9999999994132,5.00000000012766 57.9999999996364,5.00000000012485 57.7666669996339,4.93333300014744 57.7666669995959,4.93333300014721 57.7499999995957,4.66666666694246 57.749999999409,4.6666666669478 57.9999999994132))"
"268","32/5","32","5","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((4.43333333387033 60.4999999992665,4.43333300053699 60.4999999992665,4.43333300054125 60.6666669992718,4.333333333995 60.6666669991714,4.3333333339975 60.7499999991744,4.4333333338767 60.7499999992745,4.43333333387033 60.4999999992665))"
"266","32/2","32","2","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((4.33333333400488 60.9999999991837,4.33335833400485 60.9999999991838,4.43333333388295 60.9999999992827,4.4333333338767 60.7499999992746,4.4333333338767 60.7499999992745,4.3333333339975 60.7499999991744,4.33333333400488 60.9999999991837))"
"27","4/1","4","1","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.33333300004346 56.7499999997769,5.000000000112 56.7499999996245,5.000000000114 56.9027779996258,5.17222200007156 56.9027779997124,5.17222200007249 56.9999999997131,5.33333333337858 56.9999999997782,5.33333333337679 56.7499999997769,5.33333300004346 56.7499999997769))"
"80","10/10","10","10","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.33333333337858 56.9999999997782,5.17222200007249 56.9999999997131,5.17222200007297 57.0499999997134,5.0000000001159 57.0499999996271,5.00000000011845 57.2499999996289,5.33333333338034 57.2499999997795,5.33333333337858 56.9999999997782))"
"77","10/7","10","7","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.08333300009797 57.4999999996749,5.33333333338207 57.4999999997809,5.33333333338034 57.2499999997795,5.00000000011845 57.2499999996289,5.00000000012137 57.4833329996311,5.08333300009779 57.4833329996748,5.08333300009797 57.4999999996749))"
"340","6204/11","6204","11","M3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((4.66666666702372 62.2333333328404,4.66666666702229 62.1377003200173,4.66666666701976 61.9999999995009,4.50000000050081 61.9999999993747,4.50000000050518 62.2166669993815,4.60000000041076 62.2166669994592,4.60000018579155 62.2333333328379,4.66666666702372 62.2333333328404))"
"74","10/4","10","4","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.33333333338207 57.4999999997809,5.08333300009797 57.4999999996749,5.08333300009992 57.6833329996765,5.06666700010436 57.6833329996682,5.06666700010509 57.7499999996688,5.33333333338376 57.7499999997824,5.33333333338207 57.4999999997809))"
"31","4/5","4","5","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.33333333337633 56.6867666664434,5.33333333337679 56.7499999997769,5.53493055557727 56.749999999841,5.53493055545687 56.7499999998032,5.50000000002503 56.7390833331644,5.41666666669973 56.7129694442499,5.33333333355419 56.6867666664991,5.33333333337637 56.6867666664434,5.33333333337633 56.6867666664434))"
"28","4/2","4","2","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.66666666668095 56.9999999998747,5.66666666668015 56.7910305554297,5.66666666668006 56.7910305554297,5.66666666624179 56.7910305552932,5.58333333335193 56.7651027776316,5.53493055582224 56.7499999999173,5.53493055557782 56.7499999998411,5.53493055557727 56.749999999841,5.33333333337679 56.7499999997769,5.33333333337858 56.9999999997782,5.66666666668095 56.9999999998747))"
"81","10/11","10","11","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.66666666668095 56.9999999998747,5.33333333337858 56.9999999997782,5.33333333338034 57.2499999997795,5.66666666668189 57.2499999998754,5.66666666668095 56.9999999998747))"
"78","10/8","10","8","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.33333333338207 57.4999999997809,5.66666666668281 57.4999999998762,5.66666666668189 57.2499999998754,5.33333333338034 57.2499999997795,5.33333333338207 57.4999999997809))"
"75","10/5","10","5","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.66666666668281 57.4999999998762,5.33333333338207 57.4999999997809,5.33333333338376 57.7499999997824,5.66666666668362 57.749999999877,5.66666666668272 57.4999999998764,5.66666666668281 57.4999999998764,5.66666666668281 57.4999999998762))"
"29","4/3","4","3","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.66666666668015 56.7910305554297,5.66666666668095 56.9999999998747,6.00000000000242 56.9999999999333,6.00000000000221 56.8938305554887,5.91666666667073 56.868266666588,5.91666666225208 56.8682666652275,5.8333333333397 56.8426111110186,5.80326666765311 56.8333333335375,5.80326666667406 56.8333333332355,5.75000000000947 56.8168666665586,5.66666666668015 56.7910305554297))"
"82","10/12","10","12","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.00000000000242 56.9999999999333,5.66666666668095 56.9999999998747,5.66666666668189 57.2499999998754,6.00000000000291 57.2499999999337,6.00000000000242 56.9999999999333))"
"79","10/9","10","9","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.66666666668281 57.4999999998762,6.00000000000338 57.4999999999341,6.00000000000291 57.2499999999337,5.66666666668189 57.2499999998754,5.66666666668281 57.4999999998762))"
"1651","6305/1","6305","1","M",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.00000000018323 63.9999999997246,5.33333333341537 63.9999999998363,5.33333333341446 63.7499999998337,5.33333300008113 63.7499999998337,5.33333300008162 63.8833329998351,5.00000000018243 63.8833329997225,5.00000000018323 63.9999999997246))"
"1591","6405/10","6405","10","M",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.00000000018493 64.249999999729,5.33333333341626 64.249999999839,5.33333333341537 63.9999999998363,5.00000000018323 63.9999999997246,5.00000000018493 64.249999999729))"
"1588","6405/7","6405","7","M",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.00000000018659 64.4999999997336,5.33333333341713 64.4999999998417,5.33333333341626 64.249999999839,5.00000000018493 64.249999999729,5.00000000018659 64.4999999997336))"
"1585","6405/4","6405","4","M",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.33333333341713 64.4999999998417,5.00000000018659 64.4999999997336,5.00000000018821 64.7499999997381,5.33333333341797 64.7499999998444,5.33333333341713 64.4999999998417))"
"1325","6305/8","6305","8","M3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.66666666669885 63.2499999999031,5.33333333341256 63.2499999998285,5.33333333341269 63.2833329998289,5.50000000005126 63.2833329998704,5.50000000005149 63.3666669998711,5.45000000005884 63.3666669998597,5.45000000005915 63.4666669998605,5.48333300005413 63.4666669998682,5.48333300005423 63.4999999998685,5.53333300004739 63.4999999998793,5.66666666669934 63.4999999999045,5.66666666669885 63.2499999999031))"
"32","5/1","5","1","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.3333333333323 56.9999999999671,6.33333333333229 56.9951833333006,6.2499999999993 56.9699833332938,6.16666666666667 56.9446861110637,6.08333333333417 56.9193027777215,6.07469166666772 56.9166666666094,6.00000000000221 56.8938305554887,6.00000000000242 56.9999999999333,6.3333333333323 56.9999999999671))"
"92","11/10","11","10","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.3333333333323 56.9999999999671,6.00000000000242 56.9999999999333,6.00000000000291 57.2499999999337,6.33333333333254 57.2499999999673,6.3333333333323 56.9999999999671))"
"1324","6305/5","6305","5","M3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.33333333341428 63.6999999998332,5.33333333341446 63.7499999998337,5.66666666669982 63.749999999906,5.66666666669934 63.4999999999045,5.53333300004739 63.4999999998793,5.53333300004772 63.6333329998802,5.4833330000546 63.6333329998695,5.48333300005469 63.6666669998698,5.43333300006243 63.6666669998583,5.43333300006253 63.6999999998586,5.33333333341428 63.6999999998332))"
"89","11/7","11","7","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.00000000000338 57.4999999999341,6.33333333333277 57.4999999999675,6.33333333333254 57.2499999999673,6.00000000000291 57.2499999999337,6.00000000000338 57.4999999999341))"
"1323","6305/2","6305","2","M3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.33333333341537 63.9999999998363,5.66666666670029 63.9999999999075,5.66666666669982 63.749999999906,5.33333333341446 63.7499999998337,5.33333333341537 63.9999999998363))"
"1592","6405/11","6405","11","M",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.33333333341626 64.249999999839,5.66666666670074 64.249999999909,5.66666666670029 63.9999999999075,5.33333333341537 63.9999999998363,5.33333333341626 64.249999999839))"
"1589","6405/8","6405","8","M",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.33333333341713 64.4999999998417,5.66666666670118 64.4999999999105,5.66666666670074 64.249999999909,5.33333333341626 64.249999999839,5.33333333341713 64.4999999998417))"
"1586","6405/5","6405","5","M",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.66666666670118 64.4999999999105,5.33333333341713 64.4999999998417,5.33333333341797 64.7499999998444,5.6666666667016 64.749999999912,5.66666666670118 64.4999999999105))"
"359","6305/12","6305","12","M3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.66666700003218 63.2499999999031,5.83333333332549 63.2499999999287,5.83333333332546 63.2333333332623,5.71666666667473 63.233333333245,5.7166666666747 63.2166666665782,5.66666700003211 63.2166666665696,5.66666700003218 63.2499999999031))"
"357","6305/9","6305","9","M3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.66666700003218 63.2499999999031,5.66666666669885 63.2499999999031,5.66666666669934 63.4999999999045,6.00000000001177 63.4999999999492,6.00000000001155 63.2666666666155,5.99999999996954 63.2666666666155,5.99999999996952 63.2499999999488,5.83333333332548 63.2499999999291,5.83333333332549 63.2499999999287,5.66666700003218 63.2499999999031))"
"356","6305/6","6305","6","M3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.66666666669982 63.749999999906,6.00000000001201 63.74999999995,6.00000000001177 63.4999999999492,5.66666666669934 63.4999999999045,5.66666666669982 63.749999999906))"
"355","6305/3","6305","3","M3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.00000000001201 63.74999999995,5.66666666669982 63.749999999906,5.66667286235005 63.9333330066509,6.00000000001218 63.9333329999506,6.00000000001201 63.74999999995))"
"93","11/11","11","11","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.33333333333233 56.9999999999671,6.3333333333323 56.9999999999671,6.33333333333254 57.2499999999673,6.66666666666541 57.2499999999853,6.66666666666534 57.0951055555409,6.62714999999867 57.083333333317,6.6040434546128 57.0764382839226,6.58333333333196 57.0702583333151,6.5126258005476 57.0491002825848,6.49999999999869 57.0453222221999,6.49307748463417 57.0432433908355,6.4166666666654 57.020297222195,6.39498144360282 57.0137643866991,6.34929166666562 56.9999999999684,6.33333333333234 56.9999999999672,6.33333333333233 56.9999999999671))"
"1590","6405/9","6405","9","M",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((5.66666666670118 64.4999999999105,6.00000000001268 64.4999999999524,6.00000000001253 64.3166669999518,5.66667284515174 64.3166670065625,5.66666666670118 64.4999999999105))"
"90","11/8","11","8","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.33333333333277 57.4999999999675,6.66666666666552 57.4999999999854,6.66666666666541 57.2499999999853,6.33333333333254 57.2499999999673,6.33333333333277 57.4999999999675))"
"1587","6405/6","6405","6","M",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.00000000001268 64.4999999999524,5.66666666670118 64.4999999999105,5.6666666667016 64.749999999912,6.00000000001289 64.7499999999532,6.00000000001268 64.4999999999524))"
"366","6306/7","6306","7","M3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.00000000001155 63.2666666666155,6.00000000001177 63.4999999999492,6.20000000000588 63.4999999999664,6.20000000000575 63.2999999999664,6.14999999994572 63.2999999999625,6.1499999999457 63.2833333332958,6.033333333298 63.2833333332856,6.03333333329798 63.2666666666188,6.00000000001155 63.2666666666155))"
"363","6306/4","6306","4","M3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.00000000001201 63.74999999995,6.33333300000364 63.7499999999753,6.3333330000036 63.6666669999752,6.33333333333694 63.6666669999752,6.33333333333686 63.4999999999749,6.33333300000352 63.4999999999749,6.20000000000588 63.4999999999664,6.00000000001177 63.4999999999492,6.00000000001201 63.74999999995))"
"360","6306/1","6306","1","M3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.33333300000364 63.7499999999753,6.00000000001201 63.74999999995,6.00000000001218 63.9333329999506,6.13333300000778 63.9333329999624,6.13333300000782 63.9999999999625,6.33333300000375 63.9999999999757,6.33333333333708 63.9999999999757,6.33333333333704 63.8999999999755,6.3333330000037 63.8999999999755,6.33333300000364 63.7499999999753))"
"1321","6406/7","6406","7","M1",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.00000000001268 64.4999999999524,6.13333300000815 64.4999999999637,6.13333300000803 64.3166669999633,6.00000000001253 64.3166669999518,6.00000000001268 64.4999999999524))"
"1320","6406/4","6406","4","M1",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.13333300000815 64.4999999999637,6.00000000001268 64.4999999999524,6.00000000001289 64.7499999999532,6.05000000001097 64.7499999999577,6.05000000001089 64.6499999999574,6.15000000000779 64.6499999999653,6.15000000000769 64.499999999965,6.13333300000815 64.4999999999637))"
"94","11/12","11","12","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.66666666666534 57.0951055555409,6.66666666666541 57.2499999999853,6.99999999999911 57.2499999999942,6.99999999999911 57.249999999994,6.9999999999991 57.1949749999943,6.93666666666572 57.174999999993,6.92603116511068 57.171869912799,6.91666666666569 57.1691138888814,6.90835833333234 57.166666666659,6.87446970521415 57.1566690884863,6.83333333333232 57.1445333333239,6.80892907920145 57.1373080471502,6.74999999999877 57.1198611110992,6.70406940618544 57.1062166626956,6.66666666666542 57.0951055555409,6.66666666666534 57.0951055555409))"
"91","11/9","11","9","N4",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.66666666666552 57.4999999999854,6.99999999999916 57.4999999999942,6.99999999999911 57.2499999999942,6.66666666666541 57.2499999999853,6.66666666666552 57.4999999999854))"
"1317","6506/10","6506","10","M1",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.25000000000574 65.2499999999732,6.25000000000569 65.133332999973,6.00000000001319 65.1333329999544,6.00000000001328 65.2499999999549,6.25000000000574 65.2499999999732))"
"391","6406/10","6406","10","M1",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.13333300000799 64.2499999999631,6.33333300000385 64.2499999999761,6.33333333333719 64.2499999999761,6.33333333333716 64.183332999976,6.33333300000383 64.183332999976,6.33333300000375 63.9999999999757,6.13333300000782 63.9999999999625,6.13333300000799 64.2499999999631))"
"1322","6506/7","6506","7","M1",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.33333300000424 65.2499999999777,6.25000000000574 65.2499999999732,6.00000000001328 65.2499999999549,6.00000000001347 65.4993523315623,6.00000000001359 65.4999999999557,6.33333300000433 65.4999999999781,6.33333333333767 65.4999999999781,6.3333333333376 65.3333329999778,6.33333300000427 65.3333329999778,6.33333300000424 65.2499999999777))"
"1535","6506/4","6506","4","M",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.33333300000441 65.7499999999785,6.33333300000433 65.4999999999781,6.00000000001359 65.4999999999557,6.00000000001359 65.4999999999561,6.00000000001377 65.7499999999565,6.33333300000441 65.7499999999785))"
"1532","6506/1","6506","1","M",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.33333300000449 65.9999999999789,6.33333300000441 65.7499999999785,6.00000000001377 65.7499999999565,6.00000000001394 65.9999999999573,6.33333300000449 65.9999999999789))"
"1326","6406/1","6406","1","M1",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.33333333333741 64.816666999977,6.33333333333739 64.7666669999769,6.33333300000406 64.7666669999769,6.33333300000406 64.7499999999769,6.30000000000459 64.7499999999751,6.30000000000461 64.7833329999752,6.15000000000787 64.7833329999657,6.15000000000793 64.8999999999659,6.16666700000749 64.8999999999671,6.16666700000752 64.9499999999672,6.16666700000755 64.9999999999673,6.33333300000415 64.9999999999773,6.33333300000412 64.9166669999772,6.28333300000496 64.9166669999745,6.28333300000494 64.8666669999744,6.31666700000437 64.8666669999762,6.31666700000436 64.8499999999762,6.30000000000464 64.8499999999753,6.30000000000462 64.8166669999752,6.31666700000434 64.8166669999761,6.31666700000434 64.7999999999761,6.33333300000407 64.799999999977,6.33333300000408 64.816666999977,6.33333333333741 64.816666999977))"
"364","6306/5","6306","5","M3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.33333333333694 63.6666669999752,6.66666666666744 63.6666669999888,6.6666666666674 63.4999999999887,6.33333333333686 63.4999999999749,6.33333333333694 63.6666669999752))"
"361","6306/2","6306","2","M3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.6666666666675 63.9999999999891,6.66666666666748 63.899999999989,6.33333333333704 63.8999999999755,6.33333333333708 63.9999999999757,6.50000000000187 63.9999999999835,6.6666666666675 63.9999999999891))"
"392","6406/11","6406","11","M1",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.33333333333719 64.2499999999761,6.55000000000156 64.2499999999856,6.55000000000154 64.1833329999855,6.33333333333716 64.183332999976,6.33333333333719 64.2499999999761))"
"1320","6406/4","6406","4","M1",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.30000000000459 64.7499999999751,6.33333300000406 64.7499999999769,6.33333300000405 64.7333329999769,6.30000000000459 64.7333329999751,6.30000000000459 64.7499999999751))"
"385","6406/2","6406","2","M1",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.33333333333741 64.816666999977,6.36666700000359 64.8166669999787,6.36666700000361 64.8666669999787,6.35000000000385 64.8666669999779,6.35000000000386 64.899999999978,6.3833330000034 64.8999999999796,6.38333300000339 64.8833329999795,6.40000000000318 64.8833329999803,6.40000000000317 64.8666669999803,6.41666700000297 64.866666999981,6.41666700000296 64.849999999981,6.43333300000277 64.8499999999818,6.43333300000277 64.8166669999817,6.40000000000315 64.8166669999802,6.40000000000315 64.7999999999802,6.38333300000336 64.7999999999794,6.38333300000335 64.7666669999794,6.33333333333739 64.7666669999769,6.33333333333741 64.816666999977))"
"431","6506/8","6506","8","M1",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.66666666666774 65.33333299999,6.3333333333376 65.3333329999778,6.33333333333767 65.4999999999781,6.48333300000243 65.4999999999845,6.4833330000024 65.3999999999844,6.66666666666775 65.3999999999901,6.66666666666774 65.33333299999))"
"385","6406/2","6406","2","M1",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.61666700000129 64.9999999999884,6.66666666666769 64.9999999999898,6.66666666666764 64.7499999999896,6.56666700000156 64.7499999999866,6.56666700000156 64.7666669999867,6.61666700000124 64.7666669999882,6.61666700000125 64.7833329999882,6.63333300000115 64.7833329999887,6.63333300000116 64.8166669999888,6.60000000000135 64.8166669999878,6.60000000000135 64.7999999999877,6.58333300000146 64.7999999999872,6.58333300000146 64.8333329999873,6.60000000000136 64.8333329999878,6.60000000000136 64.8499999999878,6.61666700000126 64.8499999999883,6.61666700000126 64.8666669999883,6.63333300000117 64.8666669999888,6.63333300000117 64.8833329999888,6.65000000000108 64.8833329999893,6.65000000000109 64.9333329999893,6.61666700000128 64.9333329999884,6.61666700000127 64.9166669999883,6.60000000000137 64.9166669999879,6.60000000000137 64.8999999999878,6.58333300000148 64.8999999999873,6.58333300000147 64.8833329999873,6.56666700000159 64.8833329999868,6.56666700000158 64.8666669999868,6.5500000000017 64.8666669999862,6.5500000000017 64.8499999999862,6.53333300000183 64.8499999999856,6.53333300000182 64.8333329999856,6.51666700000196 64.833332999985,6.51666700000196 64.816666999985,6.5000000000021 64.8166669999844,6.5000000000021 64.7999999999844,6.46666700000241 64.7999999999831,6.46666700000242 64.8333329999831,6.45000000000259 64.8333329999824,6.45000000000259 64.8499999999824,6.48333300000226 64.8499999999838,6.4833330000023 64.9833329999839,6.58333300000149 64.9833329999874,6.58333300000149 64.9666669999874,6.61666700000128 64.9666669999884,6.61666700000129 64.9999999999884))"
"1466","6606/2","6606","2","M",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.33333333333812 66.9999999999806,6.66666666666797 66.9999999999913,6.66666666666794 66.7499999999911,6.33333333333805 66.7499999999802,6.33333333333812 66.9999999999806))"
"385","6406/2","6406","2","M1",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.53333300000181 64.7833329999855,6.53333300000182 64.7999999999856,6.56666700000157 64.7999999999867,6.56666700000157 64.7833329999867,6.53333300000181 64.7833329999855))"
"365","6306/6","6306","6","M3",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.66666700000079 63.7499999999889,6.90000000000015 63.7499999999941,6.90000000000015 63.7333329999941,6.85000000000023 63.7333329999932,6.85000000000023 63.6999999999932,6.8166670000003 63.6999999999925,6.8166670000003 63.6833329999925,6.76666700000042 63.6833329999914,6.76666700000042 63.6499999999914,6.70000000000063 63.6499999999898,6.70000000000062 63.5999999999897,6.66666903182563 63.6000000002245,6.66666666666744 63.6666669999888,6.66666700000077 63.6666669999888,6.66666700000079 63.7499999999889))"
"386","6406/3","6406","3","M1",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.90000000000027 64.9333329999945,6.85000000000038 64.9333329999937,6.85000000000037 64.9166669999937,6.81666700000046 64.9166669999931,6.81666700000046 64.8999999999931,6.81666700000045 64.8833329999931,6.78333300000055 64.8833329999924,6.78333300000054 64.8666669999924,6.7666670000006 64.8666669999921,6.76666700000059 64.8499999999921,6.73333300000071 64.8499999999913,6.73333300000071 64.8166669999913,6.80000000000049 64.8166669999927,6.80000000000049 64.8333329999927,6.85000000000036 64.8333329999937,6.85000000000036 64.7499999999936,6.66666700000098 64.7499999999896,6.66666666666764 64.7499999999896,6.66666666666769 64.9999999999898,6.66666700000102 64.9999999999898,6.73333300000073 64.9999999999914,6.81666700000047 64.9999999999931,6.85000000000038 64.9999999999937,6.85000000000038 64.9833329999937,6.91666700000025 64.9833329999948,6.91666700000024 64.9499999999948,6.90000000000027 64.9499999999946,6.90000000000027 64.9333329999945))"
"434","6506/12","6506","12","M1",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((6.66666700000105 65.1833329999899,6.66666700000106 65.23333299999,6.83333300000045 65.2333329999936,6.83333300000045 65.2166669999935,6.86666700000037 65.2166669999941,6.86666700000036 65.1999999999941,6.68333300000097 65.1999999999904,6.68333300000097 65.1833329999904,6.66666700000105 65.1833329999899))"
"434","6506/12","6506","12","M1",NULL,"http://www.npd.no/no/Tema/Utvinningstillatelser/Temaartikler/Konsesjonstildelinger/","POLYGON((7.00000000000014 65.166666999996,7.00000000000014 65.066666999996,6.88333300000032 65.0666669999943,6.88333300000032 65.0833329999943,6.85000000000039 65.0833329999938,6.85000000000039 65.0666669999938,6.83333300000043 65.0666669999935,6.83333300000043 65.0499999999935,6.81666700000047 65.0499999999932,6.81666700000047 65.0333329999931,6.80000000000052 65.0333329999928,6.80000000000051 65.0166669999928,6.81666700000047 65.0166669999932,6.81666700000047 64.9999999999931,6.73333300000073 64.9999999999914,6.73333300000073 65.0166669999914,6.7166670000008 65.016666999991,6.7166670000008 65.0333329999911,6.73333300000074 65.0333329999914,6.73333300000074 65.0499999999914,6.76666700000062 65.0499999999922,6.76666700000062 65.0666669999922,6.80000000000052 65.0666669999929,6.80000000000052 65.0833329999929,6.81666700000047 65.0833329999932,6.81666700000048 65.1166669999932,6.85000000000039 65.1166669999938,6.85000000000039 65.1333329999938,6.95000000000021 65.1333329999953,6.95000000000021 65.1499999999953,6.98333300000016 65.1499999999958,6.98333300000016 65.1666669999958,7.00000000000014 65.166666999996))"
