wlbWellboreName,wlbDrillingOperator,wlbProductionLicence,wlbWellType,wlbPurposePlanned,wlbContent,wlbEntryDate,wlbCompletionDate,wlbField,wlbMainArea,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,wlbNsDecDeg,wlbEwDesDeg,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNpdidWellbore,dateSyncNPD
2/1-A-7,BP Norway Limited  U.A.,019 B,DEVELOPMENT,PRODUCTION,OIL,1988-01-13,1990-09-30,GYDA,NORTH SEA,ED50,56,54,17.61,N,3,5,6.71,E,56.904892,3.085197,6306943.32,505189.00,31,1222,2013-05-08
2/1-A-7 A,Talisman Energy Norge AS,019 B,DEVELOPMENT,PRODUCTION,OIL,2005-08-05,2005-10-19,GYDA,NORTH SEA,ED50,56,54,17.61,N,3,5,6.71,E,56.904892,3.085197,6306943.32,505189.00,31,5144,2013-05-08
2/1-A-8,BP Norway Limited  U.A.,019 B,DEVELOPMENT,PRODUCTION,NULL,1987-11-18,1990-11-09,GYDA,NORTH SEA,ED50,56,54,17.67,N,3,5,6.6,E,56.904908,3.085167,6306945.17,505187.14,31,1210,2013-05-08
2/1-A-8 A,BP Norge AS,019 B,DEVELOPMENT,PRODUCTION,OIL,2002-10-21,2003-01-12,GYDA,NORTH SEA,ED50,56,54,17.67,N,3,5,6.6,E,56.904908,3.085167,6306945.17,505187.14,31,4620,2013-05-08
2/1-A-9,BP Norway Limited  U.A.,019 B,DEVELOPMENT,INJECTION,WATER,1991-07-09,1991-09-03,GYDA,NORTH SEA,ED50,56,54,17.43,N,3,5,6.6,E,56.904842,3.085167,6306937.75,505187.15,31,1797,2013-05-08
2/1-A-9 A,Talisman Energy Norge AS,019 B,DEVELOPMENT,INJECTION,WATER,2007-10-19,2007-10-25,GYDA,NORTH SEA,ED50,56,54,17.43,N,3,5,6.6,E,56.904842,3.085167,6306937.75,505187.15,31,5635,2013-05-08
2/1-A-10,Talisman Energy Norge AS,019 B,DEVELOPMENT,PRODUCTION,OIL,2008-01-22,2008-05-18,GYDA,NORTH SEA,ED50,56,54,17.49,N,3,5,6.71,E,56.904858,3.085197,6306939.60,505189.01,31,1852,2013-05-08
2/1-A-11,BP Norway Limited  U.A.,019 B,DEVELOPMENT,INJECTION,WATER,1994-08-25,1994-10-16,GYDA,NORTH SEA,ED50,56,54,17.55,N,3,5,6.61,E,56.904875,3.085169,6306941.46,505187.31,31,2214,2013-05-08
2/1-A-12,BP Norway Limited  U.A.,019 B,DEVELOPMENT,INJECTION,WATER,1996-05-08,1996-08-07,GYDA,NORTH SEA,ED50,56,54,17.61,N,3,5,6.49,E,56.904892,3.085136,6306943.31,505185.28,31,2818,2013-05-08
2/1-A-13,BP Norway Limited  U.A.,019 B,DEVELOPMENT,PRODUCTION,OIL,1994-01-31,1995-08-06,GYDA,NORTH SEA,ED50,56,54,17.37,N,3,5,6.72,E,56.904825,3.085200,6306935.89,505189.18,31,1674,2013-05-08
2/1-A-14,BP Norway Limited  U.A.,019 B,DEVELOPMENT,PRODUCTION,OIL,1992-11-16,1992-12-19,GYDA,NORTH SEA,ED50,56,54,17.43,N,3,5,6.6,E,56.904842,3.085167,6306937.75,505187.15,31,2047,2013-05-08
2/1-A-14 A,BP Norway Limited  U.A.,019 B,DEVELOPMENT,PRODUCTION,NULL,1996-03-15,1996-05-08,GYDA,NORTH SEA,ED50,56,54,17.43,N,3,5,6.6,E,56.904842,3.085167,6306937.75,505187.15,31,2784,2013-05-08
2/1-A-14 B,BP Norge AS,019 B,DEVELOPMENT,PRODUCTION,NULL,2002-06-21,2002-10-14,GYDA,NORTH SEA,ED50,56,54,17.43,N,3,5,6.6,E,56.904842,3.085167,6306937.75,505187.15,31,4553,2013-05-08
2/1-A-14 C,Talisman Energy Norge AS,019 B,DEVELOPMENT,INJECTION,WATER,2007-04-19,2007-05-21,GYDA,NORTH SEA,ED50,56,54,17.43,N,3,5,6.6,E,56.904842,3.085167,6306937.75,505187.15,31,5535,2013-05-08
2/1-A-15,BP Norway Limited  U.A.,019 B,DEVELOPMENT,PRODUCTION,OIL,1992-06-24,1992-08-02,GYDA,NORTH SEA,ED50,56,54,17.49,N,3,5,6.5,E,56.904858,3.085139,6306939.60,505185.45,31,1980,2013-05-08
2/1-A-16,BP Norway Limited  U.A.,019 B,DEVELOPMENT,INJECTION,WATER,1991-10-26,1992-01-09,GYDA,NORTH SEA,ED50,56,54,17.55,N,3,5,6.38,E,56.904875,3.085106,6306941.45,505183.42,31,1863,2013-05-08
2/1-A-16 AY2,Talisman Energy Norge AS,019 B,DEVELOPMENT,PRODUCTION,OIL,2004-12-01,2005-01-02,GYDA,NORTH SEA,ED50,56,54,17.55,N,3,5,6.38,E,56.904875,3.085106,6306941.45,505183.42,31,2048,2013-05-08
2/1-A-16 AY1,Talisman Energy Norge AS,019 B,DEVELOPMENT,PRODUCTION,OIL,2004-07-20,2004-08-13,GYDA,NORTH SEA,ED50,56,54,17.55,N,3,5,6.38,E,56.904875,3.085106,6306941.45,505183.42,31,4961,2013-05-08
2/1-A-16 B,Talisman Energy Norge AS,019 B,DEVELOPMENT,PRODUCTION,OIL,2009-02-17,2009-04-16,GYDA,NORTH SEA,ED50,56,54,17.55,N,3,5,6.38,E,56.904875,3.085106,6306941.45,505183.42,31,6051,2013-05-08
2/1-A-17,BP Norway Limited  U.A.,019 B,DEVELOPMENT,INJECTION,WATER,1990-12-06,1991-02-01,GYDA,NORTH SEA,ED50,56,54,17.31,N,3,5,6.6,E,56.904808,3.085167,6306934.04,505187.15,31,1675,2013-05-08
2/1-A-17 A,Talisman Energy Norge AS,019 B,DEVELOPMENT,PRODUCTION,OIL,2004-03-03,2004-06-12,GYDA,NORTH SEA,ED50,56,54,17.31,N,3,5,6.6,E,56.904808,3.085167,6306934.04,505187.15,31,4876,2013-05-08
2/1-A-18,BP Norway Limited  U.A.,019 B,DEVELOPMENT,PRODUCTION,OIL,1993-05-22,1993-09-17,GYDA,NORTH SEA,ED50,56,54,17.37,N,3,5,6.51,E,56.904825,3.085142,6306935.89,505185.63,31,2140,2013-05-08
2/1-A-19,BP Norway Limited  U.A.,019 B,DEVELOPMENT,PRODUCTION,OIL,1992-01-10,1992-04-09,GYDA,NORTH SEA,ED50,56,54,17.42,N,3,5,6.38,E,56.904839,3.085106,6306937.43,505183.43,31,1910,2013-05-08
2/1-A-19 A,Talisman Energy Norge AS,019 B,DEVELOPMENT,PRODUCTION,OIL,2010-11-17,2010-12-15,GYDA,NORTH SEA,ED50,56,54,17.42,N,3,5,6.38,E,56.904839,3.085106,6306937.43,505183.43,31,6496,2013-05-08
2/1-A-20,BP Norway Limited  U.A.,019 B,DEVELOPMENT,PRODUCTION,OIL,1993-04-07,1993-05-22,GYDA,NORTH SEA,ED50,56,54,17.48,N,3,5,6.28,E,56.904856,3.085078,6306939.29,505181.73,31,2127,2013-05-08
2/1-A-21,BP Norway Limited  U.A.,019 B,DEVELOPMENT,INJECTION,WATER,1997-11-27,1998-07-23,GYDA,NORTH SEA,ED50,56,54,17.25,N,3,5,6.49,E,56.904792,3.085136,6306932.18,505185.29,31,2722,2013-05-08
2/1-A-22,BP Norway Limited  U.A.,019 B,DEVELOPMENT,PRODUCTION,WATER,1991-09-04,1991-10-24,GYDA,NORTH SEA,ED50,56,54,17.3,N,3,5,6.4,E,56.904806,3.085111,6306933.72,505183.77,31,1796,2013-05-08
2/1-A-23,BP Norway Limited  U.A.,019 B,DEVELOPMENT,PRODUCTION,OIL,1991-04-17,1991-07-08,GYDA,NORTH SEA,ED50,56,54,17.37,N,3,5,6.29,E,56.904825,3.085081,6306935.89,505181.90,31,1676,2013-05-08
2/1-A-24,BP Norway Limited  U.A.,019 B,DEVELOPMENT,INJECTION,WATER,1992-09-18,1992-11-14,GYDA,NORTH SEA,ED50,56,54,17.42,N,3,5,6.18,E,56.904839,3.085050,6306937.43,505180.04,31,2028,2013-05-08
2/1-A-24 A,BP Norway Limited  U.A.,019 B,DEVELOPMENT,PRODUCTION,OIL,1992-12-25,1993-02-06,GYDA,NORTH SEA,ED50,56,54,17.42,N,3,5,6.18,E,56.904839,3.085050,6306937.43,505180.04,31,2073,2013-05-08
2/1-A-24 B,BP Norway Limited  U.A.,019 B,DEVELOPMENT,INJECTION,WATER,1995-08-21,1995-10-29,GYDA,NORTH SEA,ED50,56,54,17.42,N,3,5,6.18,E,56.904839,3.085050,6306937.43,505180.04,31,2638,2013-05-08
2/1-A-25,BP Norway Limited  U.A.,019 B,DEVELOPMENT,PRODUCTION,OIL,1996-01-22,1996-03-12,GYDA,NORTH SEA,ED50,56,54,17.19,N,3,5,6.38,E,56.904775,3.085106,6306930.32,505183.43,31,2756,2013-05-08
2/1-A-25 A,Talisman Energy Norge AS,019 B,DEVELOPMENT,PRODUCTION,OIL,2011-02-01,2011-05-26,GYDA,NORTH SEA,ED50,56,54,17.19,N,3,5,6.38,E,56.904775,3.085106,6306930.32,505183.43,31,6482,2013-05-08
2/1-A-26,BP Norway Limited  U.A.,019 B,DEVELOPMENT,PRODUCTION,OIL,1992-08-03,1992-09-18,GYDA,NORTH SEA,ED50,56,54,17.25,N,3,5,6.29,E,56.904792,3.085081,6306932.17,505181.91,31,1851,2013-05-08
2/1-A-27,BP Norway Limited  U.A.,019 B,DEVELOPMENT,INJECTION,WATER,1992-04-23,1992-06-23,GYDA,NORTH SEA,ED50,56,54,17.31,N,3,5,6.18,E,56.904808,3.085050,6306934.03,505180.05,31,1795,2013-05-08
2/1-A-27 A,Talisman Energy Norge AS,019 B,DEVELOPMENT,PRODUCTION,OIL,2007-11-14,2007-12-24,GYDA,NORTH SEA,ED50,56,54,17.31,N,3,5,6.18,E,56.904808,3.085050,6306934.03,505180.05,31,5689,2013-05-08
2/1-A-28,BP Norway Limited  U.A.,019 B,DEVELOPMENT,PRODUCTION,OIL,1995-10-30,1996-01-19,GYDA,NORTH SEA,ED50,56,54,17.37,N,3,5,6.03,E,56.904825,3.085008,6306935.88,505177.51,31,2563,2013-05-08
2/1-A-28 A,Talisman Energy Norge AS,019 B,DEVELOPMENT,INJECTION,WATER,2008-07-20,2008-08-22,GYDA,NORTH SEA,ED50,56,54,17.37,N,3,5,6.03,E,56.904825,3.085008,6306935.88,505177.51,31,5884,2013-05-08
2/1-A-29,BP Norway Limited  U.A.,019 B,DEVELOPMENT,PRODUCTION,WATER,1997-08-19,1997-10-24,GYDA,NORTH SEA,ED50,56,54,17.13,N,3,5,6.28,E,56.904758,3.085078,6306928.46,505181.74,31,3178,2013-05-08
2/1-A-30,BP Norway Limited  U.A.,019 B,DEVELOPMENT,PRODUCTION,OIL,1993-07-22,1993-11-21,GYDA,NORTH SEA,ED50,56,54,17.19,N,3,5,6.19,E,56.904775,3.085053,6306930.32,505180.22,31,2166,2013-05-08
2/1-A-30 A,BP Norway Limited  U.A.,019 B,DEVELOPMENT,PRODUCTION,OIL,1993-11-21,1994-05-16,GYDA,NORTH SEA,ED50,56,54,17.19,N,3,5,6.19,E,56.904775,3.085053,6306930.32,505180.22,31,2264,2013-05-08
2/1-A-31,BP Norway Limited  U.A.,019 B,DEVELOPMENT,PRODUCTION,OIL,1993-02-06,1993-03-27,GYDA,NORTH SEA,ED50,56,54,17.25,N,3,5,6.07,E,56.904792,3.085019,6306932.17,505178.19,31,2089,2013-05-08
2/1-A-31 A,Talisman Energy Norge AS,019 B,DEVELOPMENT,PRODUCTION,OIL,2005-01-01,2005-05-25,GYDA,NORTH SEA,ED50,56,54,17.25,N,3,5,6.07,E,56.904792,3.085019,6306932.17,505178.19,31,5045,2013-05-08
2/1-A-32,BP Norway Limited  U.A.,019 B,DEVELOPMENT,INJECTION,WATER,1994-05-20,1994-08-21,GYDA,NORTH SEA,ED50,56,54,17.31,N,3,5,5.95,E,56.904808,3.084986,6306934.02,505176.15,31,2353,2013-05-08
2/1-A-32 A,Talisman Energy Norge AS,019 B,DEVELOPMENT,PRODUCTION,OIL,2006-10-01,2007-01-31,GYDA,NORTH SEA,ED50,56,54,17.31,N,3,5,5.95,E,56.904808,3.084986,6306934.02,505176.15,31,5324,2013-05-08
2/1-A-32 B,Talisman Energy Norge AS,019 B,DEVELOPMENT,PRODUCTION,OIL,2008-06-08,2008-07-08,GYDA,NORTH SEA,ED50,56,54,17.31,N,3,5,5.95,E,56.904808,3.084986,6306934.02,505176.15,31,5832,2013-05-08
2/1-A-32 C,Talisman Energy Norge AS,019 B,DEVELOPMENT,OBSERVATION,OIL,2012-12-04,2013-04-16,GYDA,NORTH SEA,ED50,56,54,17.31,N,3,5,5.95,E,56.904808,3.084986,6306934.02,505176.15,31,6598,2013-05-08
2/1-A-32 D,Talisman Energy Norge AS,019 B,DEVELOPMENT,PRODUCTION,NULL,2013-04-29,9999-12-31,GYDA,NORTH SEA,ED50,56,54,17.31,N,3,5,5.95,E,56.904808,3.084986,6306934.02,505176.15,31,7076,2013-05-08
2/1-U-1,BP Petroleum Dev. of Norway AS,019,SHALLOW,NULL,NULL,1986-08-01,1986-08-02,NULL,NORTH SEA,ED50,56,54,18.84,N,3,5,3.6,E,56.905233,3.084333,6306981.28,505136.34,31,994,2013-05-08
2/1-U-2,BP Petroleum Dev. of Norway AS,019,SHALLOW,NULL,NULL,1987-04-07,1987-04-08,NULL,NORTH SEA,ED50,56,54,19.25,N,3,5,0.57,E,56.905347,3.083492,6306993.90,505085.06,31,1094,2013-05-08
2/1-U-3,BP Petroleum Dev. of Norway AS,019,SHALLOW,NULL,NULL,1987-04-09,1987-04-10,NULL,NORTH SEA,ED50,56,54,19.25,N,3,5,1.44,E,56.905347,3.083733,6306993.92,505099.78,31,1095,2013-05-08
2/1-U-4,BP Petroleum Dev. of Norway AS,019,SHALLOW,NULL,NULL,1987-04-11,1987-04-12,NULL,NORTH SEA,ED50,56,54,18.64,N,3,5,1.81,E,56.905178,3.083836,6306975.06,505106.06,31,1096,2013-05-08
2/1-U-5,BP Petroleum Dev. of Norway AS,019,SHALLOW,NULL,NULL,1987-04-14,1987-04-15,NULL,NORTH SEA,ED50,56,53,48.17,N,3,5,3.98,E,56.896714,3.084439,6306032.92,505143.94,31,1097,2013-05-08
2/1-U-6,BP Petroleum Dev. of Norway AS,019,SHALLOW,NULL,NULL,1987-04-15,1987-04-16,NULL,NORTH SEA,ED50,56,54,16.7,N,3,5,5.29,E,56.904639,3.084803,6306915.15,505165.01,31,1098,2013-05-08
2/1-U-7,BP Petroleum Dev. of Norway AS,019,SHALLOW,NULL,NULL,1987-04-17,1987-04-18,NULL,NORTH SEA,ED50,56,53,48.07,N,3,5,5.52,E,56.896686,3.084867,6306029.86,505170.00,31,1099,2013-05-08
2/1-U-8,BP Petroleum Dev. of Norway AS,019,SHALLOW,NULL,NULL,1987-04-19,1987-04-20,NULL,NORTH SEA,ED50,56,54,17.66,N,3,5,7.06,E,56.904906,3.085294,6306944.87,505194.92,31,1100,2013-05-08
2/1-U-9,BP Petroleum Dev. of Norway AS,019,SHALLOW,NULL,NULL,1987-04-26,1987-04-27,NULL,NORTH SEA,ED50,56,53,46.72,N,3,5,4.63,E,56.896311,3.084619,6305988.10,505154.99,31,1101,2013-05-08
2/1-U-10,BP Petroleum Dev. of Norway AS,019,SHALLOW,NULL,NULL,1987-04-26,1987-04-27,NULL,NORTH SEA,ED50,56,54,17.66,N,3,5,6.06,E,56.904906,3.085017,6306944.85,505178.00,31,1102,2013-05-08
2/1-U-11,BP Petroleum Dev. of Norway AS,019,SHALLOW,NULL,NULL,1987-04-26,1987-04-27,NULL,NORTH SEA,ED50,56,54,16.24,N,3,5,4.7,E,56.904511,3.084639,6306900.91,505155.05,31,1103,2013-05-08
2/1-U-12,Talisman Energy Norge AS,299,SHALLOW,NULL,NULL,9999-12-31,9999-12-31,NULL,NORTH SEA,ED50,56,51,3.57,N,3,18,49.36,E,56.850992,3.313711,6300983.92,519134.29,31,6817,2013-05-08
2/1-U-13,Talisman Energy Norge AS,299,SHALLOW,NULL,NULL,9999-12-31,9999-12-31,NULL,NORTH SEA,ED50,56,51,1.51,N,3,18,50.33,E,56.850419,3.313981,6300920.30,519151.02,31,6818,2013-05-08
2/1-U-14,Talisman Energy Norge AS,299,SHALLOW,NULL,NULL,9999-12-31,9999-12-31,NULL,NORTH SEA,ED50,56,51,3.01,N,3,18,53.1,E,56.850836,3.314750,6300966.89,519197.73,31,6819,2013-05-08
2/1-U-15,Det norske oljeselskap ASA,542,SHALLOW,NULL,NULL,9999-12-31,9999-12-31,NULL,NORTH SEA,ED50,56,52,58,N,3,12,45.1,E,56.882778,3.212528,6304498.53,512951.80,31,7031,2013-05-08
2/1-U-16,Det norske oljeselskap ASA,542,SHALLOW,NULL,NULL,9999-12-31,9999-12-31,NULL,NORTH SEA,ED50,56,52,59.5,N,3,12,47.9,E,56.883194,3.213306,6304545.06,512999.06,31,7032,2013-05-08
2/1-U-17,Det norske oljeselskap ASA,542,SHALLOW,NULL,NULL,9999-12-31,9999-12-31,NULL,NORTH SEA,ED50,56,53,0,N,3,12,44.1,E,56.883333,3.212250,6304560.32,512934.68,31,7033,2013-05-08
2/2-1,Saga Petroleum ASA,066,EXPLORATION,WILDCAT,OIL/GAS,1982-04-09,1982-07-03,NULL,NORTH SEA,ED50,56,47,15.69,N,3,38,15.62,E,56.787692,3.637672,6294075.10,538959.15,31,46,2013-05-08
2/2-2,Saga Petroleum ASA,066,EXPLORATION,WILDCAT,GAS,1982-07-04,1982-08-27,NULL,NORTH SEA,ED50,56,56,40.61,N,3,22,46.81,E,56.944614,3.379669,6311426.05,523099.44,31,80,2013-05-08
2/2-3,Saga Petroleum ASA,066,EXPLORATION,WILDCAT,DRY,1983-02-04,1983-05-11,NULL,NORTH SEA,ED50,56,47,36.42,N,3,25,38.14,E,56.793450,3.427261,6294616.14,526100.02,31,3,2013-05-08
2/2-4,Saga Petroleum ASA,066,EXPLORATION,WILDCAT,GAS,1988-04-16,1988-06-07,NULL,NORTH SEA,ED50,56,47,40.88,N,3,39,34.46,E,56.794689,3.659572,6294866.66,540289.63,31,1188,2013-05-08
2/2-5,Saga Petroleum ASA,066,EXPLORATION,WILDCAT,OIL,1991-11-07,1992-02-19,NULL,NORTH SEA,ED50,56,50,5.8,N,3,27,22.9,E,56.834944,3.456361,6299246.57,527846.84,31,1846,2013-05-08
2/2-6,Talisman Energy Norge AS,332,EXPLORATION,WILDCAT,DRY,2010-03-27,2010-05-14,NULL,NORTH SEA,ED50,56,48,17.52,N,3,26,7.49,E,56.804867,3.435414,6295890.12,526589.96,31,6346,2013-05-08
2/3-1,NORSKE MURPHY OIL COMPANY,022,EXPLORATION,WILDCAT,GAS,1969-02-10,1969-04-03,NULL,NORTH SEA,ED50,56,53,9.46,N,3,51,38.08,E,56.885961,3.860578,6305162.64,552439.87,31,162,2013-05-08
2/3-2,NORSKE MURPHY OIL COMPANY,022,EXPLORATION,APPRAISAL,DRY,1969-07-26,1969-08-13,NULL,NORTH SEA,ED50,56,54,53.7,N,3,49,2.28,E,56.914917,3.817300,6308353.44,549764.26,31,169,2013-05-08
2/3-3,NORSKE MURPHY OIL COMPANY,022,EXPLORATION,WILDCAT,DRY,1971-10-08,1971-11-20,NULL,NORTH SEA,ED50,56,48,18.9,N,3,58,11.5,E,56.805250,3.969861,6296267.73,559226.21,31,198,2013-05-08
2/3-4,Norwegian Gulf Exploration Company AS,022,EXPLORATION,WILDCAT,DRY,1984-05-28,1984-07-24,NULL,NORTH SEA,ED50,56,46,45.61,N,3,48,27.89,E,56.779336,3.807747,6293254.69,549360.76,31,129,2013-05-08
2/4-1,Phillips Petroleum Company Norway,018,EXPLORATION,WILDCAT,OIL/GAS SHOWS,1969-08-25,1969-09-16,NULL,NORTH SEA,ED50,56,32,40.23,N,3,11,55.22,E,56.544508,3.198672,6266841.71,512216.57,31,895,2013-05-08
2/4-2,Phillips Petroleum Company Norway,018,EXPLORATION,WILDCAT,OIL,1969-09-18,1969-12-24,EKOFISK,NORTH SEA,ED50,56,32,8.65,N,3,11,54.57,E,56.535736,3.198492,6265865.23,512208.29,31,172,2013-05-08
2/4-3,Phillips Petroleum Company Norway,018,EXPLORATION,APPRAISAL,OIL,1970-01-27,1970-05-31,EKOFISK,NORTH SEA,ED50,56,32,42.12,N,3,14,55.49,E,56.545033,3.248747,6266910.18,515295.52,31,97,2013-05-08
2/4-4,Phillips Petroleum Company Norway,018,EXPLORATION,APPRAISAL,OIL,1970-06-02,1970-08-01,EKOFISK,NORTH SEA,ED50,56,30,47.9,N,3,12,39.48,E,56.513306,3.210967,6263370.75,512983.23,31,174,2013-05-08
2/4-5,Phillips Petroleum Company Norway,018,EXPLORATION,APPRAISAL,OIL,1970-06-21,1970-08-27,EKOFISK,NORTH SEA,ED50,56,34,27.24,N,3,12,11.82,E,56.574233,3.203283,6270151.28,512490.31,31,177,2013-05-08
2/4-6,Phillips Petroleum Company Norway,018,EXPLORATION,WILDCAT,GAS/CONDENSATE,1970-08-28,1970-12-10,VEST EKOFISK,NORTH SEA,ED50,56,34,0.4,N,3,5,8.2,E,56.566778,3.085611,6269306.18,505261.23,31,181,2013-05-08
2/4-7,Phillips Petroleum Company Norway,018,EXPLORATION,APPRAISAL,OIL,1971-07-24,1971-10-08,TOR,NORTH SEA,ED50,56,38,5.4,N,3,16,45.3,E,56.634833,3.279250,6276913.21,517130.46,31,196,2013-05-08
2/4-8,Phillips Petroleum Company Norway,018,EXPLORATION,APPRAISAL,OIL,1971-11-25,1972-03-29,TOR,NORTH SEA,ED50,56,38,15.6,N,3,18,55,E,56.637667,3.315278,6277238.17,519339.11,31,252,2013-05-08
2/4-9,Phillips Petroleum Company Norway,018,EXPLORATION,WILDCAT,GAS/CONDENSATE,1973-08-13,1973-10-09,ALBUSKJELL,NORTH SEA,ED50,56,36,22.2,N,3,5,8.5,E,56.606167,3.085694,6273690.65,505260.88,31,253,2013-05-08
2/4-10,Phillips Petroleum Company Norway,018,EXPLORATION,WILDCAT,OIL,1973-10-13,1973-12-20,NULL,NORTH SEA,ED50,56,40,41.6,N,3,13,21.7,E,56.678222,3.222694,6281730.28,513645.42,31,254,2013-05-08
2/4-11,Phillips Petroleum Company Norway,018,EXPLORATION,WILDCAT,OIL,1973-12-25,1974-04-09,NULL,NORTH SEA,ED50,56,44,45.9,N,3,13,21.8,E,56.746083,3.222722,6289284.20,513622.57,31,255,2013-05-08
2/4-12,Phillips Petroleum Company Norway,018,EXPLORATION,WILDCAT,DRY,1975-07-28,1975-09-08,NULL,NORTH SEA,ED50,56,31,26.6,N,3,8,35.9,E,56.524056,3.143306,6264556.61,508816.77,31,256,2013-05-08
2/4-13,Saga Petroleum ASA,146,EXPLORATION,WILDCAT,GAS SHOWS,1988-09-03,1988-10-06,NULL,NORTH SEA,ED50,56,41,3.98,N,3,8,44.53,E,56.684439,3.145703,6282409.61,508926.35,31,1313,2013-05-08
2/4-14,Saga Petroleum ASA,146,EXPLORATION,WILDCAT,OIL/GAS,1988-10-06,1989-01-31,NULL,NORTH SEA,ED50,56,41,5.26,N,3,8,43.08,E,56.684794,3.145300,6282449.13,508901.59,31,1343,2013-05-08
2/4-14 R,Saga Petroleum ASA,146,EXPLORATION,WILDCAT,OIL/GAS,1989-05-01,1990-04-06,NULL,NORTH SEA,ED50,56,41,5.26,N,3,8,43.08,E,56.684794,3.145300,6282449.13,508901.59,31,1440,2013-05-08
2/4-14 R2,Saga Petroleum ASA,146,EXPLORATION,WILDCAT,SHOWS,1990-04-06,1990-04-14,NULL,NORTH SEA,ED50,56,41,5.26,N,3,8,43.08,E,56.684794,3.145300,6282449.13,508901.59,31,1548,2013-05-08
2/4-15 S,Saga Petroleum ASA,146,EXPLORATION,WILDCAT,DRY,1989-01-31,1990-03-16,NULL,NORTH SEA,ED50,56,40,27.25,N,3,8,38.79,E,56.674236,3.144108,6281273.69,508831.06,31,1371,2013-05-08
2/4-15 SR,Norsk Hydro Produksjon AS,146,EXPLORATION,WILDCAT,DRY,2003-10-03,2003-10-27,NULL,NORTH SEA,ED50,56,40,27.25,N,3,8,38.79,E,56.674236,3.144108,6281273.69,508831.06,31,4842,2013-05-08
2/4-16,Saga Petroleum ASA,146,EXPLORATION,WILDCAT,SHOWS,1991-05-07,1991-11-04,NULL,NORTH SEA,ED50,56,40,37.23,N,3,9,2.07,E,56.677008,3.150575,6281583.13,509226.66,31,1702,2013-05-08
2/4-16 R,Saga Petroleum ASA,146,EXPLORATION,WILDCAT,SHOWS,1992-06-04,1992-07-15,NULL,NORTH SEA,ED50,56,40,37.23,N,3,9,2.07,E,56.677008,3.150575,6281583.13,509226.66,31,1956,2013-05-08
2/4-17,Phillips Petroleum Company Norway,018,EXPLORATION,WILDCAT,GAS/CONDENSATE,1991-07-21,1992-02-29,NULL,NORTH SEA,ED50,56,41,2.6,N,3,13,45.2,E,56.684056,3.229222,6282380.93,514043.23,31,1792,2013-05-08
2/4-18,Saga Petroleum ASA,146,EXPLORATION,WILDCAT,DRY,1993-04-26,1993-04-29,NULL,NORTH SEA,ED50,56,41,57.72,N,3,9,44.24,E,56.699367,3.162289,6284073.56,509938.55,31,2134,2013-05-08
2/4-18 R,Saga Petroleum ASA,146,EXPLORATION,WILDCAT,SHOWS,1994-02-19,1994-07-10,NULL,NORTH SEA,ED50,56,41,57.72,N,3,9,44.24,E,56.699367,3.162289,6284073.56,509938.55,31,2253,2013-05-08
2/4-19 B,Phillips Petroleum Company Norway,018,EXPLORATION,WILDCAT,GAS/CONDENSATE,1975-12-16,1976-03-15,EKOFISK,NORTH SEA,ED50,56,33,54.97,N,3,12,13.79,E,56.565269,3.203831,6269153.59,512526.90,31,257,2013-05-08
2/4-20,ConocoPhillips Skandinavia AS,018,EXPLORATION,WILDCAT,DRY,2007-09-22,2008-03-14,NULL,NORTH SEA,ED50,56,36,43.17,N,3,8,40.08,E,56.611992,3.144467,6274345.10,508867.61,31,5556,2013-05-08
2/4-21,Statoil Petroleum AS,146,EXPLORATION,WILDCAT,GAS/CONDENSATE,2012-01-19,2012-05-25,NULL,NORTH SEA,ED50,56,42,0.81,N,3,8,34.31,E,56.700225,3.142864,6284166.46,508748.77,31,6736,2013-05-08
2/4-21 A,Statoil Petroleum AS,146,EXPLORATION,APPRAISAL,GAS/CONDENSATE,2012-05-25,2012-07-18,NULL,NORTH SEA,ED50,56,42,0.81,N,3,8,34.31,E,56.700225,3.142864,6284166.46,508748.77,31,6933,2013-05-08
2/4-A-1,Phillips Petroleum Company Norway,018,DEVELOPMENT,PRODUCTION,NULL,1978-09-18,1979-02-06,EKOFISK,NORTH SEA,ED50,56,31,15.15,N,3,13,23.04,E,56.520875,3.223067,6264215.67,513725.15,31,555,2013-05-08
2/4-A-1 A,Phillips Petroleum Company Norway,018,DEVELOPMENT,PRODUCTION,OIL,1987-11-07,1988-02-15,EKOFISK,NORTH SEA,ED50,56,31,15.15,N,3,13,23.04,E,56.520875,3.223067,6264215.67,513725.15,31,1217,2013-05-08
2/4-A-2,Phillips Petroleum Company Norway,018,DEVELOPMENT,PRODUCTION,OIL,1975-01-08,1975-02-23,EKOFISK,NORTH SEA,ED50,56,31,15.1,N,3,13,22.87,E,56.520861,3.223019,6264214.11,513722.25,31,557,2013-05-08
2/4-A-2 A,Phillips Petroleum Company Norway,018,DEVELOPMENT,PRODUCTION,OIL,1994-10-08,1994-12-28,EKOFISK,NORTH SEA,ED50,56,31,15.1,N,3,13,22.87,E,56.520861,3.223019,6264214.11,513722.25,31,2423,2013-05-08
