wlbWellboreName,wlbWell,wlbDrillingOperator,wlbDrillingOperatorGroup,wlbProductionLicence,wlbPurposePlanned,wlbContent,wlbWellType,wlbEntryDate,wlbCompletionDate,wlbField,wlbDrillPermit,wlbDiscovery,wlbDiscoveryWellbore,wlbKellyBushElevation,wlbFinalVerticalDepth,wlbTotalDepth,wlbWaterDepth,wlbMainArea,wlbDrillingFacility,wlbFacilityTypeDrilling,wlbProductionFacility,wlbLicensingActivity,wlbMultilateral,wlbContentPlanned,wlbEntryYear,wlbCompletionYear,wlbReclassFromWellbore,wlbPlotSymbol,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,wlbNsDecDeg,wlbEwDesDeg,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbFactPageUrl,wlbFactMapUrl,wlbDiskosWellboreType,wlbDiskosWellboreParent,wlbNpdidWellbore,dscNpdidDiscovery,fldNpdidField,wlbWdssQcdate,prlNpdidProductionLicence,fclNpdidFacilityDrilling,fclNpdidFacilityProducing,wlbNpdidWellboreReclass,wlbDiskosWellOperator,wlbDateUpdated,wlbDateUpdatedMax,dateSyncNPD
1/3-A-1 H,1/3-A-1,DONG E&P Norge AS,DONG,274,PRODUCTION,OIL,DEVELOPMENT,2011-07-22,2011-09-25,OSELVAR,3365-P,1/3-6 OSELVAR,NO,45.0,NULL,5927.0,72.0,NORTH SEA,MÆRSK GIANT,JACK-UP 3 LEGS,OSELVAR,NST2001,NO,OIL,2011,2011,NULL,50,ED50,56,55,55.06,N,2,40,16.66,E,56.931961,2.671294,6310001.50,479994.47,31,1,3,A,1,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6612,http://www.npd.no/FactMapSearch?NPDID_wellbore=6612,initial,NULL,6612,43832,5506919,9999-12-31,2060266,278245,410592,0,DONG E&P NORGE,2012-07-25,2012-07-25,2013-05-08
1/3-A-2 H,1/3-A-2,DONG E&P Norge AS,DONG,274,PRODUCTION,OIL,DEVELOPMENT,2011-11-18,2012-02-08,OSELVAR,3366-P,1/3-6 OSELVAR,NO,45.0,NULL,5882.0,72.0,NORTH SEA,MÆRSK GIANT,JACK-UP 3 LEGS,OSELVAR,NST2001,NO,OIL,2011,2012,NULL,50,ED50,56,55,54.89,N,2,40,16.67,E,56.931914,2.671297,6309996.24,479994.61,31,1,3,A,2,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6613,http://www.npd.no/FactMapSearch?NPDID_wellbore=6613,initial,NULL,6613,43832,5506919,9999-12-31,2060266,278245,410592,0,DONG E&P NORGE,2012-07-25,2012-07-25,2013-05-08
1/3-A-3 H,1/3-A-3,DONG E&P Norge AS,DONG,274,PRODUCTION,OIL,DEVELOPMENT,2012-03-04,2012-05-15,OSELVAR,3367-P,1/3-6 OSELVAR,NO,45.0,NULL,6665.0,72.0,NORTH SEA,MÆRSK GIANT,JACK-UP 3 LEGS,OSELVAR,NST2001,NO,OIL,2012,2012,NULL,50,ED50,56,55,55.07,N,2,40,17.32,E,56.931964,2.671478,6310001.76,480005.63,31,1,3,A,3,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6614,http://www.npd.no/FactMapSearch?NPDID_wellbore=6614,initial,NULL,6614,43832,5506919,9999-12-31,2060266,278245,410592,0,DONG E&P NORGE,2012-07-25,2012-07-25,2013-05-08
1/3-K-1,1/3-K-1,BP Amoco Norge AS,BP,065,PRODUCTION,OIL,DEVELOPMENT,2001-05-18,2001-06-04,TAMBAR,1942-P,1/3-3 TAMBAR,NO,50.0,NULL,4502.0,67.4,NORTH SEA,TRANSOCEAN NORDIC,JACK-UP 3 LEGS,TAMBAR,6,NO,OIL,2001,2001,1/3-9 S,50,ED50,56,58,57.97,N,2,57,31.33,E,56.982769,2.958703,6315610.11,497490.00,31,1,3,K,1,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4320,http://www.npd.no/FactMapSearch?NPDID_wellbore=4320,initial,NULL,4320,43826,1028599,9999-12-31,21316,296191,280793,3362,BP AMOCO,2012-07-25,2012-07-25,2013-05-08
1/3-K-3,1/3-K-3,BP Amoco Norge AS,BP,065,PRODUCTION,OIL,DEVELOPMENT,2001-09-08,2001-11-07,TAMBAR,2003-P,1/3-3 TAMBAR,NO,50.3,NULL,4710.0,67.4,NORTH SEA,TRANSOCEAN NORDIC,JACK-UP 3 LEGS,TAMBAR,6,NO,OIL,2001,2001,NULL,50,ED50,56,58,58.09,N,2,57,31.51,E,56.982803,2.958753,6315613.82,497493.04,31,1,3,K,3,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4396,http://www.npd.no/FactMapSearch?NPDID_wellbore=4396,initial,NULL,4396,43826,1028599,9999-12-31,21316,296191,280793,0,BP AMOCO,2012-07-25,2012-07-25,2013-05-08
1/3-K-5,1/3-K-5,BP Norge AS,BP,065,OBSERVATION,OIL,DEVELOPMENT,2007-04-04,2007-07-01,TAMBAR ØST,2808-P,1/3-K-5 TAMBAR ØST,YES,45.0,NULL,5268.0,67.4,NORTH SEA,MÆRSK GUARDIAN,JACK-UP 3 LEGS,TAMBAR,6,NO,OIL,2007,2007,NULL,99,ED50,56,58,58.01,N,2,57,31.57,E,56.982781,2.958769,6315611.34,497494.05,31,1,3,K,5,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=5485,http://www.npd.no/FactMapSearch?NPDID_wellbore=5485,initial,NULL,5485,4999519,4999528,9999-12-31,21316,292114,280793,0,BP NORGE,2013-01-29,2013-01-29,2013-05-08
1/3-K-5 A,1/3-K-5,BP Norge AS,BP,065,PRODUCTION,OIL,DEVELOPMENT,2007-07-02,2007-08-13,TAMBAR ØST,2809-P,1/3-K-5 TAMBAR ØST,NO,45.0,NULL,6301.0,67.4,NORTH SEA,MÆRSK GUARDIAN,JACK-UP 3 LEGS,TAMBAR,6,NO,OIL,2007,2007,NULL,50,ED50,56,58,58.01,N,2,57,31.57,E,56.982781,2.958769,6315611.34,497494.05,31,1,3,K,5,A,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=5486,http://www.npd.no/FactMapSearch?NPDID_wellbore=5486,sidetrack,1/3-K-5,5486,4999519,4999528,9999-12-31,21316,292114,280793,0,BP NORGE,2012-07-25,2012-07-25,2013-05-08
1/3-K-6,1/3-K-6,BP Amoco Norge AS,BP,065,PRODUCTION,OIL,DEVELOPMENT,2001-06-05,2001-09-06,TAMBAR,1945-P,1/3-3 TAMBAR,NO,50.0,NULL,5713.0,67.4,NORTH SEA,TRANSOCEAN NORDIC,JACK-UP 3 LEGS,TAMBAR,6,NO,OIL,2001,2001,NULL,50,ED50,56,58,57.92,N,2,57,31.61,E,56.982756,2.958781,6315608.56,497494.72,31,1,3,K,6,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4325,http://www.npd.no/FactMapSearch?NPDID_wellbore=4325,initial,NULL,4325,43826,1028599,9999-12-31,21316,296191,280793,0,BP AMOCO,2012-07-25,2012-07-25,2013-05-08
1/6-A-1,1/6-A-1,Phillips Petroleum Company Norway,PHILLIPS,011,PRODUCTION,GAS,DEVELOPMENT,1978-06-25,1979-03-08,ALBUSKJELL,113-P,1/6-1 ALBUSKJELL,NO,41.0,NULL,3640.8,69.0,NORTH SEA,ALBUSKJELL A,JACKET 12 LEGS,ALBUSKJELL A,1-A,NO,GAS,1978,1979,NULL,90,ED50,56,38,33.73,N,2,56,24.23,E,56.642703,2.940064,6277755.92,496324.01,31,1,6,A,1,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=526,http://www.npd.no/FactMapSearch?NPDID_wellbore=526,initial,NULL,526,43844,43437,9999-12-31,20844,271357,271357,0,PHILLIPS,2012-07-25,2012-07-25,2013-05-08
1/6-A-3,1/6-A-3,Phillips Petroleum Company Norway,PHILLIPS,011,PRODUCTION,GAS,DEVELOPMENT,1979-07-26,1979-09-17,ALBUSKJELL,154-P,1/6-1 ALBUSKJELL,NO,41.0,NULL,3641.1,69.0,NORTH SEA,ALBUSKJELL A,JACKET 12 LEGS,ALBUSKJELL A,1-A,NO,GAS,1979,1979,NULL,90,ED50,56,38,33.64,N,2,56,23.9,E,56.642678,2.939972,6277753.14,496318.38,31,1,6,A,3,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=527,http://www.npd.no/FactMapSearch?NPDID_wellbore=527,initial,NULL,527,43844,43437,9999-12-31,20844,271357,271357,0,PHILLIPS,2012-07-25,2012-07-25,2013-05-08
1/6-A-4,1/6-A-4,Phillips Petroleum Company Norway,PHILLIPS,011,PRODUCTION,GAS,DEVELOPMENT,1978-09-03,1978-11-23,ALBUSKJELL,117-P,1/6-1 ALBUSKJELL,NO,41.0,NULL,3634.4,69.0,NORTH SEA,ALBUSKJELL A,JACKET 12 LEGS,ALBUSKJELL A,1-A,NO,GAS,1978,1978,NULL,90,ED50,56,38,33.64,N,2,56,23.73,E,56.642678,2.939925,6277753.15,496315.49,31,1,6,A,4,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=528,http://www.npd.no/FactMapSearch?NPDID_wellbore=528,initial,NULL,528,43844,43437,9999-12-31,20844,271357,271357,0,PHILLIPS,2012-07-25,2012-07-25,2013-05-08
1/6-A-7,1/6-A-7,Phillips Petroleum Company Norway,PHILLIPS,011,PRODUCTION,GAS,DEVELOPMENT,1986-02-19,1986-06-28,ALBUSKJELL,346-P,1/6-1 ALBUSKJELL,NO,41.0,NULL,3617.7,69.0,NORTH SEA,ALBUSKJELL A,JACKET 12 LEGS,ALBUSKJELL A,1-A,NO,GAS,1986,1986,NULL,90,ED50,56,38,33.73,N,2,56,23.85,E,56.642703,2.939958,6277755.93,496317.53,31,1,6,A,7,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=903,http://www.npd.no/FactMapSearch?NPDID_wellbore=903,initial,NULL,903,43844,43437,9999-12-31,20844,271357,271357,0,PHILLIPS,2012-07-25,2012-07-25,2013-05-08
1/6-A-8,1/6-A-8,Phillips Petroleum Company Norway,PHILLIPS,011,PRODUCTION,NULL,DEVELOPMENT,1979-09-18,1980-01-04,ALBUSKJELL,162-P,1/6-1 ALBUSKJELL,NO,41.0,NULL,3851.1,69.0,NORTH SEA,ALBUSKJELL A,JACKET 12 LEGS,ALBUSKJELL A,1-A,NO,GAS,1979,1980,NULL,71,ED50,56,38,33.7,N,2,56,23.68,E,56.642694,2.939911,6277755.00,496314.64,31,1,6,A,8,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=529,http://www.npd.no/FactMapSearch?NPDID_wellbore=529,initial,NULL,529,43844,43437,9999-12-31,20844,271357,271357,0,PHILLIPS,2013-01-25,2013-01-25,2013-05-08
1/6-A-10,1/6-A-10,Phillips Petroleum Company Norway,PHILLIPS,011,PRODUCTION,GAS,DEVELOPMENT,1981-01-12,1981-05-26,ALBUSKJELL,198-P,1/6-1 ALBUSKJELL,NO,41.0,NULL,4176.0,69.0,NORTH SEA,ALBUSKJELL A,JACKET 12 LEGS,ALBUSKJELL A,1-A,NO,GAS,1981,1981,NULL,90,ED50,56,38,33.83,N,2,56,23.97,E,56.642731,2.939992,6277759.02,496319.58,31,1,6,A,10,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=530,http://www.npd.no/FactMapSearch?NPDID_wellbore=530,initial,NULL,530,43844,43437,9999-12-31,20844,271357,271357,0,PHILLIPS,2012-07-25,2012-07-25,2013-05-08
1/6-A-13,1/6-A-13,Phillips Petroleum Company Norway,PHILLIPS,011,PRODUCTION,GAS,DEVELOPMENT,1980-01-09,1980-04-16,ALBUSKJELL,172-P,1/6-1 ALBUSKJELL,NO,41.0,NULL,4444.0,69.0,NORTH SEA,ALBUSKJELL A,JACKET 12 LEGS,ALBUSKJELL A,1-A,NO,GAS,1980,1980,NULL,90,ED50,56,38,33.93,N,2,56,24.08,E,56.642758,2.940022,6277762.11,496321.46,31,1,6,A,13,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=531,http://www.npd.no/FactMapSearch?NPDID_wellbore=531,initial,NULL,531,43844,43437,9999-12-31,20844,271357,271357,0,PHILLIPS,2012-07-25,2012-07-25,2013-05-08
1/6-A-15,1/6-A-15,Phillips Petroleum Company Norway,PHILLIPS,011,PRODUCTION,GAS,DEVELOPMENT,1979-01-14,1979-07-05,ALBUSKJELL,138-P,1/6-1 ALBUSKJELL,NO,41.0,NULL,3596.6,69.0,NORTH SEA,ALBUSKJELL A,JACKET 12 LEGS,ALBUSKJELL A,1-A,NO,GAS,1979,1979,NULL,90,ED50,56,38,33.86,N,2,56,23.75,E,56.642739,2.939931,6277759.95,496315.83,31,1,6,A,15,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=532,http://www.npd.no/FactMapSearch?NPDID_wellbore=532,initial,NULL,532,43844,43437,9999-12-31,20844,271357,271357,0,PHILLIPS,2012-07-25,2012-07-25,2013-05-08
1/6-A-16,1/6-A-16,Phillips Petroleum Company Norway,PHILLIPS,011,PRODUCTION,GAS,DEVELOPMENT,1980-06-25,1981-01-01,ALBUSKJELL,186-P,1/6-1 ALBUSKJELL,NO,41.0,NULL,4187.0,69.0,NORTH SEA,ALBUSKJELL A,JACKET 12 LEGS,ALBUSKJELL A,1-A,NO,GAS,1980,1981,NULL,90,ED50,56,38,33.83,N,2,56,23.58,E,56.642731,2.939883,6277759.02,496312.94,31,1,6,A,16,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=533,http://www.npd.no/FactMapSearch?NPDID_wellbore=533,initial,NULL,533,43844,43437,9999-12-31,20844,271357,271357,0,PHILLIPS,2012-07-25,2012-07-25,2013-05-08
1/6-A-19,1/6-A-19,Phillips Petroleum Company Norway,PHILLIPS,011,PRODUCTION,GAS,DEVELOPMENT,1978-11-23,1979-01-14,ALBUSKJELL,134-P,1/6-1 ALBUSKJELL,NO,41.0,NULL,3932.5,69.0,NORTH SEA,ALBUSKJELL A,JACKET 12 LEGS,ALBUSKJELL A,1-A,NO,GAS,1978,1979,NULL,90,ED50,56,38,33.93,N,2,56,23.7,E,56.642758,2.939917,6277762.11,496314.98,31,1,6,A,19,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=534,http://www.npd.no/FactMapSearch?NPDID_wellbore=534,initial,NULL,534,43844,43437,9999-12-31,20844,271357,271357,0,PHILLIPS,2012-07-25,2012-07-25,2013-05-08
1/6-A-20,1/6-A-20,Phillips Petroleum Company Norway,PHILLIPS,011,PRODUCTION,GAS,DEVELOPMENT,1980-04-17,1980-06-27,ALBUSKJELL,181-P,1/6-1 ALBUSKJELL,NO,41.0,NULL,4008.1,69.0,NORTH SEA,ALBUSKJELL A,JACKET 12 LEGS,ALBUSKJELL A,1-A,NO,GAS,1980,1980,NULL,90,ED50,56,38,33.89,N,2,56,23.53,E,56.642747,2.939869,6277760.88,496312.08,31,1,6,A,20,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=535,http://www.npd.no/FactMapSearch?NPDID_wellbore=535,initial,NULL,535,43844,43437,9999-12-31,20844,271357,271357,0,PHILLIPS,2012-07-25,2012-07-25,2013-05-08
1/9-A-1 H,1/9-A-1,Den norske stats oljeselskap a.s,STATOIL,044,PRODUCTION,GAS,DEVELOPMENT,1986-09-22,1986-11-24,TOMMELITEN GAMMA,370-P,1/9-4 TOMMELITEN GAMMA,NO,22.0,NULL,3575.0,75.0,NORTH SEA,ROSS ISLE,SEMISUB STEEL,TOMMELITEN,3,NO,GAS,1986,1986,NULL,90,ED50,56,29,31.76,N,2,55,27.66,E,56.492156,2.924350,6260999.16,495341.78,31,1,9,A,1,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1006,http://www.npd.no/FactMapSearch?NPDID_wellbore=1006,initial,NULL,1006,43856,43444,9999-12-31,21140,296245,272869,0,STATOIL,2012-07-25,2012-07-25,2013-05-08
1/9-A-1 AH,1/9-A-1,Den norske stats oljeselskap a.s,STATOIL,044,PRODUCTION,GAS,DEVELOPMENT,1987-04-05,1987-05-06,TOMMELITEN GAMMA,399-P,1/9-4 TOMMELITEN GAMMA,NO,22.0,NULL,3485.0,75.0,NORTH SEA,ROSS ISLE,SEMISUB STEEL,TOMMELITEN,3,NO,GAS,1987,1987,NULL,90,ED50,56,29,31.76,N,2,55,27.66,E,56.492156,2.924350,6260999.16,495341.78,31,1,9,A,1,A,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1077,http://www.npd.no/FactMapSearch?NPDID_wellbore=1077,sidetrack,1/9-A-1 H,1077,43856,43444,9999-12-31,21140,296245,272869,0,STATOIL,2012-07-25,2012-07-25,2013-05-08
1/9-A-2 H,1/9-A-2,Den norske stats oljeselskap a.s,STATOIL,044,PRODUCTION,GAS,DEVELOPMENT,1986-11-19,1987-01-04,TOMMELITEN GAMMA,380-P,1/9-4 TOMMELITEN GAMMA,NO,22.0,NULL,3435.0,75.0,NORTH SEA,ROSS ISLE,SEMISUB STEEL,TOMMELITEN,3,NO,GAS,1986,1987,NULL,90,ED50,56,29,31.66,N,2,55,26.88,E,56.492128,2.924133,6260996.08,495328.43,31,1,9,A,2,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1016,http://www.npd.no/FactMapSearch?NPDID_wellbore=1016,initial,NULL,1016,43856,43444,9999-12-31,21140,296245,272869,0,STATOIL,2012-07-25,2012-07-25,2013-05-08
1/9-A-3 H,1/9-A-3,Den norske stats oljeselskap a.s,STATOIL,044,PRODUCTION,GAS,DEVELOPMENT,1987-01-04,1987-02-19,TOMMELITEN GAMMA,387-P,1/9-4 TOMMELITEN GAMMA,NO,22.0,NULL,3329.0,75.0,NORTH SEA,ROSS ISLE,SEMISUB STEEL,TOMMELITEN,3,NO,GAS,1987,1987,NULL,90,ED50,56,29,31.5,N,2,55,27.13,E,56.492083,2.924203,6260991.13,495332.71,31,1,9,A,3,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1021,http://www.npd.no/FactMapSearch?NPDID_wellbore=1021,initial,NULL,1021,43856,43444,9999-12-31,21140,296245,272869,0,STATOIL,2012-07-25,2012-07-25,2013-05-08
1/9-A-4 H,1/9-A-4,Den norske stats oljeselskap a.s,STATOIL,044,PRODUCTION,GAS,DEVELOPMENT,1987-02-21,1987-03-31,TOMMELITEN GAMMA,391-P,1/9-4 TOMMELITEN GAMMA,NO,22.0,NULL,3481.0,75.0,NORTH SEA,ROSS ISLE,SEMISUB STEEL,TOMMELITEN,3,NO,GAS,1987,1987,NULL,90,ED50,56,29,31.92,N,2,55,27.41,E,56.492200,2.924281,6261004.11,495337.51,31,1,9,A,4,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1035,http://www.npd.no/FactMapSearch?NPDID_wellbore=1035,initial,NULL,1035,43856,43444,9999-12-31,21140,296245,272869,0,STATOIL,2012-07-25,2012-07-25,2013-05-08
1/9-A-5 H,1/9-A-5,Den norske stats oljeselskap a.s,STATOIL,044,PRODUCTION,GAS,DEVELOPMENT,1987-12-31,1988-02-19,TOMMELITEN GAMMA,433-P,1/9-4 TOMMELITEN GAMMA,NO,22.0,NULL,3575.0,75.0,NORTH SEA,ROSS ISLE,SEMISUB STEEL,TOMMELITEN,3,NO,GAS,1987,1988,NULL,90,ED50,56,29,31.63,N,2,55,27.39,E,56.492119,2.924275,6260995.14,495337.16,31,1,9,A,5,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1059,http://www.npd.no/FactMapSearch?NPDID_wellbore=1059,initial,NULL,1059,43856,43444,9999-12-31,21140,296245,272869,0,STATOIL,2012-07-25,2012-07-25,2013-05-08
1/9-A-6 H,1/9-A-6,Den norske stats oljeselskap a.s,STATOIL,044,PRODUCTION,GAS,DEVELOPMENT,1988-02-20,1988-04-18,TOMMELITEN GAMMA,442-P,1/9-4 TOMMELITEN GAMMA,NO,22.0,NULL,3538.0,75.0,NORTH SEA,ROSS ISLE,SEMISUB STEEL,TOMMELITEN,3,NO,GAS,1988,1988,NULL,90,ED50,56,29,31.79,N,2,55,27.14,E,56.492164,2.924206,6261000.09,495332.89,31,1,9,A,6,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1244,http://www.npd.no/FactMapSearch?NPDID_wellbore=1244,initial,NULL,1244,43856,43444,9999-12-31,21140,296245,272869,0,STATOIL,2012-07-25,2012-07-25,2013-05-08
2/1-A-1,2/1-A-1,BP Norway Limited  U.A.,BP,019 B,PRODUCTION,OIL,DEVELOPMENT,1989-05-08,1990-10-13,GYDA,512-P,2/1-3 GYDA,NO,25.0,NULL,4900.0,66.0,NORTH SEA,VILDKAT EXPLORER,SEMISUB STEEL,GYDA,Awarded additionaly to round 1-A,NO,OIL,1989,1990,NULL,50,ED50,56,54,17.55,N,3,5,7.04,E,56.904875,3.085289,6306941.47,505194.59,31,2,1,A,1,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1385,http://www.npd.no/FactMapSearch?NPDID_wellbore=1385,initial,NULL,1385,44012,43492,9999-12-31,20924,297028,272337,0,BP NORWAY LIMITED U.A.,2012-07-25,2012-07-25,2013-05-08
2/1-A-2,2/1-A-2,BP Norway Limited  U.A.,BP,019 B,PRODUCTION,OIL,DEVELOPMENT,1989-02-21,1990-08-29,GYDA,500-P,2/1-3 GYDA,NO,25.0,NULL,5060.0,66.0,NORTH SEA,VILDKAT EXPLORER,SEMISUB STEEL,GYDA,Awarded additionaly to round 1-A,NO,OIL,1989,1990,NULL,50,ED50,56,54,17.61,N,3,5,6.93,E,56.904892,3.085258,6306943.32,505192.72,31,2,1,A,2,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1368,http://www.npd.no/FactMapSearch?NPDID_wellbore=1368,initial,NULL,1368,44012,43492,9999-12-31,20924,297028,272337,0,BP NORWAY LIMITED U.A.,2012-07-25,2012-07-25,2013-05-08
2/1-A-2 A,2/1-A-2,Talisman Energy Norge AS,TALISMAN,019 B,PRODUCTION,OIL,DEVELOPMENT,2007-02-17,2007-04-19,GYDA,2815-P,2/1-3 GYDA,NO,56.0,NULL,5289.0,65.5,NORTH SEA,GYDA,JACKET 6 LEGS,GYDA,Awarded additionaly to round 1-A,NO,OIL,2007,2007,NULL,50,ED50,56,54,17.61,N,3,5,6.93,E,56.904892,3.085258,6306943.32,505192.72,31,2,1,A,2,A,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=5503,http://www.npd.no/FactMapSearch?NPDID_wellbore=5503,sidetrack,2/1-A-2,5503,44012,43492,9999-12-31,20924,272337,272337,0,TALISMAN ENERGY,2012-07-25,2012-07-25,2013-05-08
2/1-A-3,2/1-A-3,BP Norway Limited  U.A.,BP,019 B,INJECTION,WATER,DEVELOPMENT,1988-09-26,1990-09-19,GYDA,480-P,2/1-3 GYDA,NO,25.0,NULL,4751.0,66.0,NORTH SEA,VILDKAT EXPLORER,SEMISUB STEEL,GYDA,Awarded additionaly to round 1-A,NO,WATER,1988,1990,NULL,173,ED50,56,54,17.67,N,3,5,6.82,E,56.904908,3.085228,6306945.17,505190.86,31,2,1,A,3,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=54,http://www.npd.no/FactMapSearch?NPDID_wellbore=54,initial,NULL,54,44012,43492,9999-12-31,20924,297028,272337,0,BP NORWAY LIMITED U.A.,2012-07-25,2012-07-25,2013-05-08
2/1-A-4,2/1-A-4,BP Norway Limited  U.A.,BP,019 B,PRODUCTION,OIL,DEVELOPMENT,1988-05-05,1988-06-18,GYDA,453-P,2/1-3 GYDA,NO,25.0,NULL,4550.0,66.0,NORTH SEA,VILDKAT EXPLORER,SEMISUB STEEL,GYDA,Awarded additionaly to round 1-A,NO,OIL,1988,1988,NULL,50,ED50,56,54,17.73,N,3,5,6.71,E,56.904925,3.085197,6306947.03,505189.00,31,2,1,A,4,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1263,http://www.npd.no/FactMapSearch?NPDID_wellbore=1263,initial,NULL,1263,44012,43492,9999-12-31,20924,297028,272337,0,BP NORWAY LIMITED U.A.,2012-07-25,2012-07-25,2013-05-08
2/1-A-5,2/1-A-5,BP Norway Limited  U.A.,BP,019 B,INJECTION,WATER,DEVELOPMENT,1988-03-18,1988-05-05,GYDA,443-P,2/1-3 GYDA,NO,25.0,NULL,4595.0,66.0,NORTH SEA,VILDKAT EXPLORER,SEMISUB STEEL,GYDA,Awarded additionaly to round 1-A,NO,WATER,1988,1988,NULL,173,ED50,56,54,17.49,N,3,5,6.93,E,56.904858,3.085258,6306939.61,505192.73,31,2,1,A,5,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1252,http://www.npd.no/FactMapSearch?NPDID_wellbore=1252,initial,NULL,1252,44012,43492,9999-12-31,20924,297028,272337,0,BP NORWAY LIMITED U.A.,2012-07-25,2012-07-25,2013-05-08
2/1-A-6,2/1-A-6,BP Norway Limited  U.A.,BP,019 B,PRODUCTION,OIL,DEVELOPMENT,1988-07-28,1988-09-25,GYDA,473-P,2/1-3 GYDA,NO,25.0,NULL,4898.0,66.0,NORTH SEA,VILDKAT EXPLORER,SEMISUB STEEL,GYDA,Awarded additionaly to round 1-A,NO,OIL,1988,1988,NULL,50,ED50,56,54,17.55,N,3,5,6.82,E,56.904875,3.085228,6306941.46,505190.86,31,2,1,A,6,NULL,NULL,http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1300,http://www.npd.no/FactMapSearch?NPDID_wellbore=1300,initial,NULL,1300,44012,43492,9999-12-31,20924,297028,272337,0,BP NORWAY LIMITED U.A.,2012-07-25,2012-07-25,2013-05-08
