seaSurveyName,seaNpdidSurvey,seaFactMapUrl,seaFactPageUrl,seaStatus,seaGeographicalArea,seaMarketAvailable,seaSurveyTypeMain,seaSurveyTypePart,seaCompanyReported,seaSourceType,seaSourceNumber,seaSourceSize,seaSourcePressure,seaSensorType,seaSensorNumbers,seaSensorLength,seaPlanFromDate,seaDateStarting,seaPlanToDate,seaDateFinalized,seaPlanCdpKm,seaCdpTotalKm,seaPlanBoatKm,seaBoatTotalKm,sea3DKm2,seaPolygonKind,seaPolyGeometryWKT
"MCG0901",7075,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7075","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7075","Ferdig","Barentshavet - Sør",Ja,"Ordinær seismisk undersøkelse","2D","MultiClient Geophysical AS","Seismisk kilde",32,4258,"4258","Kabler",1,8100,2009-05-25,2009-07-12,2009-08-30,2009-09-01,3250,3515,3250,3515,NULL,"Område inkludert snuområde","POLYGON((17.577222 71.878333,17.701389 71.665556,17.845833 71.608333,20.248889 71.605,20.815833 71.753056,22.401944 72.996944,22.425 73.454167,17.201111 73.460278,17.069722 72.643611,17.46 72.640833,17.577222 71.878333,17.577222 71.878333))"
"OD0902",7076,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7076","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7076","Ferdig","Norskehavet",Nei,"Ordinær seismisk undersøkelse","3D","Oljedirektoratet","Seismisk kilde",2,3500 cu.in.,"2000 psi","Kabler",8,6000,2009-06-29,2009-06-29,2009-08-10,2009-08-06,48000,63236,3000,3952,NULL,"Område inkludert snuområde","POLYGON((13.336675 68.892056,13.492992 68.831781,13.301975 68.677042,13.559483 68.585939,16.013531 69.357642,15.518133 69.576322,13.336675 68.892056,13.336675 68.892056))"
"OD0902",7076,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7076","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7076","Ferdig","Norskehavet",Nei,"Ordinær seismisk undersøkelse","3D","Oljedirektoratet","Seismisk kilde",2,3500 cu.in.,"2000 psi","Kabler",8,6000,2009-06-29,2009-06-29,2009-08-10,2009-08-06,48000,63236,3000,3952,NULL,"Område unntatt snuområde","POLYGON((13.833333 68.688889,15.691667 69.269444,15.25 69.461111,13.683333 68.969444,13.9625 68.858333,13.775 68.709722,13.833333 68.688889))"
"OD0901",7077,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7077","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7077","Ferdig","Norskehavet",Nei,"Ordinær seismisk undersøkelse","3D","Oljedirektoratet","Seismisk kilde",2,3090 kubikktommer,"2000 psi","Kabler",6,6000 m,2009-06-29,2009-06-30,2009-08-10,2009-08-02,38000,47616,3200,3968,NULL,"Område inkludert snuområde","POLYGON((16.968056 69.585,18.041667 70.205556,17.530556 70.309722,16.629167 69.775,16.833333 69.7,16.968056 69.585))"
"OD0901",7077,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7077","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7077","Ferdig","Norskehavet",Nei,"Ordinær seismisk undersøkelse","3D","Oljedirektoratet","Seismisk kilde",2,3090 kubikktommer,"2000 psi","Kabler",6,6000 m,2009-06-29,2009-06-30,2009-08-10,2009-08-02,38000,47616,3200,3968,NULL,"Område unntatt snuområde","POLYGON((17.136111 69.691667,17.891667 70.127778,17.4 70.227778,16.75 69.841667,17.083333 69.733333,17.136111 69.691667))"
"ST09253",7078,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7078","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7078","Ferdig","Nordsjøen",Ja,"Borestedundersøkelse / sitesurvey",NULL,"StatoilHydro Petroleum AS",NULL,0,0,"0",UNKNOWN,1,1,2009-07-06,2009-07-06,2009-07-11,2009-07-13,NULL,NULL,NULL,NULL,NULL,"Område unntatt snuområde","POLYGON((2.033333 58.416667,2.033333 58.35,1.9 58.35,1.9 58.416667,2.033333 58.416667))"
"ST09253",7078,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7078","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7078","Ferdig","Nordsjøen",Ja,"Borestedundersøkelse / sitesurvey",NULL,"StatoilHydro Petroleum AS",NULL,0,0,"0",UNKNOWN,1,1,2009-07-06,2009-07-06,2009-07-11,2009-07-13,NULL,NULL,NULL,NULL,NULL,"Område inkludert snuområde","POLYGON((2.033333 58.416667,2.033333 58.35,1.9 58.35,1.9 58.416667,2.033333 58.416667))"
"OD0903",7079,NULL,NULL,"Avlyst","Norskehavet",Nei,"Elektromagnetisk undersøkelse","3D","Oljedirektoratet","Elektromagnetisk kilde",1,250-300 meter,"ca. 120kW","Noder",ca 85,UNKNOWN,2009-06-29,9999-12-31,2009-08-10,9999-12-31,NULL,NULL,350,NULL,NULL,"Område unntatt snuområde","POLYGON((13.833333 68.625,14.483333 68.922222,14.166667 68.980556,13.641667 68.736111,13.533333 68.683333,13.833333 68.625))"
"OD0903",7079,NULL,NULL,"Avlyst","Norskehavet",Nei,"Elektromagnetisk undersøkelse","3D","Oljedirektoratet","Elektromagnetisk kilde",1,250-300 meter,"ca. 120kW","Noder",ca 85,UNKNOWN,2009-06-29,9999-12-31,2009-08-10,9999-12-31,NULL,NULL,350,NULL,NULL,"Område inkludert snuområde","POLYGON((13.917208 68.476197,13.955664 68.5,14 68.527008,14.083333 68.577775,14.092875 68.583333,14.166667 68.62785,14.213961 68.656272,14.225925 68.666667,14.25 68.68755,14.316569 68.745072,14.328033 68.75,14.333333 68.752278,14.416667 68.788,14.5 68.823567,14.52295 68.833333,14.583333 68.858978,14.666667 68.894236,14.719867 68.916667,14.75 68.929342,14.833333 68.964297,14.891003 68.987131,14.068264 69.127244,13.291667 68.772222,13.166667 68.766667,12.979519 68.662342,13.917208 68.476197))"
"ST09453",7080,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7080","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7080","Ferdig","Norskehavet",Nei,"Borestedundersøkelse / sitesurvey",NULL,"StatoilHydro ASA",NULL,Ikkje relevant,Ikkje relevant,"Ikkje relevant",UNKNOWN,Ikkje relevant,0,2009-06-29,2009-07-06,2009-07-31,2009-07-09,NULL,NULL,NULL,NULL,NULL,"Område inkludert snuområde","POLYGON((6.552281 64.994347,6.434939 64.881164,6.428333 64.939608,6.552281 64.994347,6.552281 64.994347))"
"ST09453",7080,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7080","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7080","Ferdig","Norskehavet",Nei,"Borestedundersøkelse / sitesurvey",NULL,"StatoilHydro ASA",NULL,Ikkje relevant,Ikkje relevant,"Ikkje relevant",UNKNOWN,Ikkje relevant,0,2009-06-29,2009-07-06,2009-07-31,2009-07-09,NULL,NULL,NULL,NULL,NULL,"Område unntatt snuområde","POLYGON((6.552281 64.994347,6.434939 64.881164,6.428333 64.939608,6.552281 64.994347,6.552281 64.994347))"
"DN0906",7083,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7083","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7083","Ferdig","Nordsjøen",Nei,"Havbunnseismisk undersøkelse","2D","Det norske oljeselskap ASA (old)","Seismisk kilde",1,140 cu in,"2000psi","Kabler",1,1200,2009-08-11,2009-09-06,2009-09-20,2009-09-11,130,160,130,160,NULL,"Område inkludert snuområde","POLYGON((2.768611 57.070278,2.917222 57.070556,2.915833 56.989722,2.769167 56.989444,2.768611 57.070278))"
"DN0907",7084,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7084","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7084","Ferdig","Nordsjøen",Nei,"Havbunnseismisk undersøkelse","2D","Det norske oljeselskap ASA (old)","Seismisk kilde",1,140 cu in,"2000psi","Kabler",1,1200,2009-08-11,2009-08-19,2009-09-10,2009-09-03,70,84,70,84,NULL,"Område inkludert snuområde","POLYGON((2.103611 58.965556,2.250833 58.966389,2.252222 58.902222,2.105278 58.901389,2.103611 58.965556))"
"PGS0905",7085,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7085","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7085","Ferdig","Nordsjøen",Nei,"Ordinær seismisk undersøkelse","4D","PGS Geophysical AS","Seismisk kilde",2,3090,"2000","Kabler",6,5100,2009-06-20,2009-06-20,2009-07-07,2009-06-23,3600,1448,300,120,NULL,"Område unntatt snuområde","POLYGON((2.7331 59.1705,3.5428 59.1678,3.5381 58.9421,2.7325 58.943,2.7331 59.1705))"
"PGS0905",7085,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7085","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7085","Ferdig","Nordsjøen",Nei,"Ordinær seismisk undersøkelse","4D","PGS Geophysical AS","Seismisk kilde",2,3090,"2000","Kabler",6,5100,2009-06-20,2009-06-20,2009-07-07,2009-06-23,3600,1448,300,120,NULL,"Område inkludert snuområde","POLYGON((2.7331 59.1705,3.5428 59.1678,3.5381 58.9421,2.7325 58.943,2.7331 59.1705))"
"OD0904",7086,NULL,NULL,"Avlyst","Norskehavet",Nei,"Elektromagnetisk undersøkelse","3D","Oljedirektoratet","Elektromagnetisk kilde",1,250 - 300 meter (lengde),"ca. 120kW (effekt)","Noder",ca. 60,UNKNOWN,2009-06-29,9999-12-31,2009-08-10,9999-12-31,NULL,NULL,100,NULL,NULL,"Område unntatt snuområde","POLYGON((12.704264 68.001817,12.758 68.082367,12.814658 68.063661,12.843197 68.07655,12.771156 68.100272,12.812317 68.1663,12.766872 68.170686,12.72495 68.115631,12.356014 68.237033,12.327311 68.226144,12.711961 68.096333,12.651536 68.006356,12.704264 68.001817))"
"OD0904",7086,NULL,NULL,"Avlyst","Norskehavet",Nei,"Elektromagnetisk undersøkelse","3D","Oljedirektoratet","Elektromagnetisk kilde",1,250 - 300 meter (lengde),"ca. 120kW (effekt)","Noder",ca. 60,UNKNOWN,2009-06-29,9999-12-31,2009-08-10,9999-12-31,NULL,NULL,100,NULL,NULL,"Område inkludert snuområde","POLYGON((12.63345 67.886731,12.759739 68.07935,12.905322 68.032275,12.930072 68.050486,12.776361 68.101206,12.889944 68.279839,12.844578 68.284156,12.72145 68.119525,12.119133 68.316569,12.091422 68.305308,12.705039 68.094608,12.572242 67.8919,12.63345 67.886731))"
"EO0901",7087,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7087","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7087","Ferdig","Norskehavet",Ja,"Ordinær seismisk undersøkelse","3D","E.ON Ruhrgas Norge AS","Seismisk kilde",2,4450 cu. inch,"2000 PSI","Kabler",10,6000,2009-07-03,2009-07-06,2009-07-31,2009-07-25,13244,22283,662,1113,NULL,"Område unntatt snuområde","POLYGON((5.557778 66.025556,5.963611 66.002222,6.059444 66.269444,5.649444 66.293056,5.557778 66.025556))"
"EO0901",7087,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7087","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7087","Ferdig","Norskehavet",Ja,"Ordinær seismisk undersøkelse","3D","E.ON Ruhrgas Norge AS","Seismisk kilde",2,4450 cu. inch,"2000 PSI","Kabler",10,6000,2009-07-03,2009-07-06,2009-07-31,2009-07-25,13244,22283,662,1113,NULL,"Område inkludert snuområde","POLYGON((5.527778 65.936667,5.932222 65.913611,6.091667 66.358056,5.680278 66.381944,5.527778 65.936667))"
"ST09252",7088,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7088","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7088","Ferdig","Norskehavet",Ja,"Borestedundersøkelse / sitesurvey",NULL,"StatoilHydro Petroleum AS",NULL,0,0,"0",UNKNOWN,1,1,2009-07-06,2009-07-06,2009-07-11,2009-07-21,NULL,NULL,NULL,NULL,NULL,"Område inkludert snuområde","POLYGON((7.3 64.85,7.266667 65.133333,7.866667 65.133333,7.883333 64.85,7.3 64.85))"
"ST09252",7088,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7088","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7088","Ferdig","Norskehavet",Ja,"Borestedundersøkelse / sitesurvey",NULL,"StatoilHydro Petroleum AS",NULL,0,0,"0",UNKNOWN,1,1,2009-07-06,2009-07-06,2009-07-11,2009-07-21,NULL,NULL,NULL,NULL,NULL,"Område unntatt snuområde","POLYGON((7.3 64.85,7.266667 65.133333,7.866667 65.133333,7.883333 64.85,7.3 64.85))"
"ST09454",7089,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7089","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7089","Ferdig","Norskehavet",Nei,"Borestedundersøkelse / sitesurvey",NULL,"StatoilHydro Petroleum AS",NULL,0,0,"0",UNKNOWN,NULL,0,2009-07-03,2009-07-12,2009-07-31,2009-07-19,NULL,NULL,NULL,NULL,NULL,"Område inkludert snuområde","POLYGON((7.567778 65.999167,7.479444 65.913056,7.616667 65.914444,8.073333 66.036667,8.072778 66.054722,7.567778 65.999167))"
"ST09454",7089,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7089","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7089","Ferdig","Norskehavet",Nei,"Borestedundersøkelse / sitesurvey",NULL,"StatoilHydro Petroleum AS",NULL,0,0,"0",UNKNOWN,NULL,0,2009-07-03,2009-07-12,2009-07-31,2009-07-19,NULL,NULL,NULL,NULL,NULL,"Område unntatt snuområde","POLYGON((7.567778 65.999167,7.479444 65.913056,7.616667 65.914444,8.073333 66.036667,8.072778 66.054722,7.567778 65.999167))"
"FMC0905",7090,NULL,NULL,"Avlyst","Norskehavet",Ja,"Ordinær seismisk undersøkelse","3D","Fugro Multi Client Services AS","Seismisk kilde",2,2 x 4300 cu. in.,"2000 psi","Kabler",10,8000,2009-07-03,9999-12-31,2009-09-30,9999-12-31,94050,NULL,5115,NULL,NULL,"Område unntatt snuområde","POLYGON((2.334089 65.901375,3.153006 66.125186,3.698167 65.854369,3.372608 65.734853,3.460092 65.693189,3.145967 65.571075,3.061019 65.609883,2.949228 65.567747,2.334089 65.901375,2.334089 65.901375))"
"FMC0905",7090,NULL,NULL,"Avlyst","Norskehavet",Ja,"Ordinær seismisk undersøkelse","3D","Fugro Multi Client Services AS","Seismisk kilde",2,2 x 4300 cu. in.,"2000 psi","Kabler",10,8000,2009-07-03,9999-12-31,2009-09-30,9999-12-31,94050,NULL,5115,NULL,NULL,"Område inkludert snuområde","POLYGON((2.096111 65.984444,3.014167 66.2375,4.016667 65.716667,3.150833 65.401667,2.096111 65.984444))"
"EM0109",7091,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7091","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7091","Ferdig","Nordsjøen",Nei,"Ordinær seismisk undersøkelse","4D","ExxonMobil Exploration & Production Norway AS","Seismisk kilde",31,3070,UNKNOWN,"Kabler",8,2550,2009-07-09,2009-07-09,2009-10-25,2009-10-18,25766,36457,2147,3038,NULL,"Område unntatt snuområde","POLYGON((2.424453 59.358386,2.46845 59.345658,2.483131 59.358372,2.590147 59.327319,2.575578 59.313806,2.630225 59.297958,2.534289 59.212594,2.428575 59.118961,2.239625 59.173714,2.248597 59.201581,2.424453 59.358386,2.424453 59.358386))"
"EM0109",7091,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7091","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7091","Ferdig","Nordsjøen",Nei,"Ordinær seismisk undersøkelse","4D","ExxonMobil Exploration & Production Norway AS","Seismisk kilde",31,3070,UNKNOWN,"Kabler",8,2550,2009-07-09,2009-07-09,2009-10-25,2009-10-18,25766,36457,2147,3038,NULL,"Område inkludert snuområde","POLYGON((2.080847 59.23205,2.358897 59.480433,2.404558 59.467303,2.509064 59.557361,2.914042 59.439683,2.813419 59.347981,2.870844 59.331208,2.408389 58.918494,2.016942 59.032014,2.080847 59.23205,2.080847 59.23205))"
"RD0901",7092,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7092","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7092","Ferdig","Nordsjøen",Nei,"Havbunnseismisk undersøkelse","2D","RWE Dea Norge AS","Seismisk kilde",1,"2x40 , 2x20, 2x10 cu in","2000psi","Kabler",1,1200,2009-06-25,2009-07-02,2009-07-25,2009-07-14,100,91,100,91,NULL,"Område inkludert snuområde","POLYGON((3.601944 61.416944,3.785556 61.416111,3.783333 61.328056,3.601944 61.328889,3.601944 61.416944))"
"RD0902",7093,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7093","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7093","Ferdig","Norskehavet",Nei,"Havbunnseismisk undersøkelse","2D","RWE Dea Norge AS","Seismisk kilde",1,"2x40 , 2x20, 2x10 cu in","2000psi","Kabler",1,1200,2009-06-25,2009-07-15,2009-07-25,2009-07-24,140,257,140,257,NULL,"Område inkludert snuområde","POLYGON((7.133333 65.497222,7.331667 65.466667,7.241111 65.365556,7.043333 65.396111,7.133333 65.497222))"
"ST09319",7094,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7094","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7094","Ferdig","Nordsjøen",Ja,"Havbunnseismisk undersøkelse","2D","StatoilHydro ASA","Seismisk kilde",1,160 kubikk tommer / 2.6 liter,"2000 psi","Kabler",1,1200,2009-06-27,2009-06-29,2009-08-24,2009-07-05,253,179,253,179,NULL,"Område inkludert snuområde","POLYGON((2.666667 60.283333,2.666667 60,2.338889 60,2.333333 60.283333,2.666667 60.283333))"
"FMC0903",7095,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7095","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7095","Ferdig","Barentshavet - Sør",Ja,"Ordinær seismisk undersøkelse","2D","Fugro Multi Client Services AS","Seismisk kilde",UNKNOWN,5000 cu.in.,UNKNOWN,"Kabler",1,8000,2009-04-15,2009-06-10,2009-11-30,2009-11-02,12000,10550,12000,10550,NULL,"Område inkludert snuområde","POLYGON((32 74.25,32 73,32 72,32 70.732678,31.383992 70.9729,28.936281 71.501767,28.169931 71.568517,25.502694 71.641567,24.289328 71.566344,23.726494 71.550758,23.306517 71.498036,22.651919 71.365864,22.034106 71.218686,21.349408 71.080775,18.518647 70.718772,17.685397 70.568986,17.058892 70.251617,16 70.25,16 71,16 71.75,16.655056 71.453603,17.047261 71,17.442192 71.466236,17.709786 71.502297,17.317717 71.624119,17.154703 72.001661,17.066792 72.249111,17.004158 72.517394,15.995758 72.534231,15.69065 72.494269,15.609825 72.307594,15.664058 71.998769,15 72,15 73,15 74,15 74.5,16.573081 74.5,16.501933 74.386397,16.930514 74.121992,17.713089 73.836128,18.514269 73.7615,19.299392 73.757072,19.988819 73.809061,20.317311 73.857911,20.862211 73.992189,21.345931 74.25,22.206847 74.365181,23 74.5,24 74.5,25 74.5,26 74.5,27 74.5,28 74.5,29.000125 74.5,30 74.5,31.333333 74.5,31.600844 74.378267,32 74.25,32 74.25))"
"ST09320",7096,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7096","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7096","Ferdig","Norskehavet",Ja,"Havbunnseismisk undersøkelse","2D","StatoilHydro ASA","Seismisk kilde",1,160 kubikk tommer / 2.6 liter,"2000 psi","Kabler",1,1200,2009-07-02,2009-07-22,2009-08-27,2009-07-29,262,320,262,320,NULL,"Område inkludert snuområde","POLYGON((7.45 65.916667,7.566667 66.016667,7.691667 65.991667,7.591667 65.891667,7.45 65.916667))"
"TO-EM0901",7097,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7097","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7097","Ferdig","Nordsjøen",Nei,"Elektromagnetisk undersøkelse",NULL,"Total E&P Norge AS","Elektromagnetisk kilde",1,Effekt: 120 kW,NULL,"Noder",Ca 120,NULL,2009-09-10,2009-09-13,2009-10-10,2009-09-25,100,106,300,300,NULL,"Område inkludert snuområde","POLYGON((2 60.025833,2.159444 60.026111,2.159722 59.75,2 59.75,2 60.025833))"
"TO-EM0901",7097,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7097","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7097","Ferdig","Nordsjøen",Nei,"Elektromagnetisk undersøkelse",NULL,"Total E&P Norge AS","Elektromagnetisk kilde",1,Effekt: 120 kW,NULL,"Noder",Ca 120,NULL,2009-09-10,2009-09-13,2009-10-10,2009-09-25,100,106,300,300,NULL,"Område unntatt snuområde","POLYGON((2.016667 59.933331,2.049997 59.933333,2.049875 59.937608,2.159836 59.938353,2.161644 59.866736,2.150003 59.866669,2.15 59.850006,2.083339 59.849997,2.083333 59.833331,2.000008 59.833336,2.000006 59.916667,2.016672 59.916667,2.016667 59.933331))"
"ST09254",7098,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7098","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7098","Ferdig","Norskehavet",Ja,"Havbunnseismisk undersøkelse",NULL,"StatoilHydro Petroleum AS",NULL,0,0,"0",UNKNOWN,0,0,2009-07-20,2009-07-13,2009-07-25,2009-07-23,NULL,NULL,NULL,NULL,NULL,"Område inkludert snuområde","POLYGON((5.166667 63.316667,5.166667 63.533333,5.533333 63.533333,5.533333 63.316667,5.166667 63.316667))"
"ST09254",7098,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7098","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7098","Ferdig","Norskehavet",Ja,"Havbunnseismisk undersøkelse",NULL,"StatoilHydro Petroleum AS",NULL,0,0,"0",UNKNOWN,0,0,2009-07-20,2009-07-13,2009-07-25,2009-07-23,NULL,NULL,NULL,NULL,NULL,"Område unntatt snuområde","POLYGON((5.166667 63.316667,5.166667 63.533333,5.533333 63.533333,5.533333 63.316667,5.166667 63.316667))"
"ST09321",7099,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7099","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7099","Ferdig","Norskehavet",Ja,"Havbunnseismisk undersøkelse","2D","StatoilHydro ASA","Seismisk kilde",1,160 kubikk tommer / 2.6 liter,"2000 psi","Kabler",1,1200,2009-07-15,2009-08-20,2009-09-15,2009-09-06,177,173,177,173,NULL,"Område inkludert snuområde","POLYGON((7.666667 66.183333,7.766667 66.25,8.225 66.125,8.108333 66.066667,7.666667 66.183333))"
"DP0909",7100,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7100","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7100","Ferdig","Norskehavet",Nei,"Elektromagnetisk undersøkelse",NULL,"Discover Petroleum AS","Elektromagnetisk kilde",2,"2* 2500 ampere, 200-300 kW",NULL,"Noder",4,10,2009-07-15,2009-07-18,2009-08-15,2009-08-05,20,20,20,20,NULL,"Område inkludert snuområde","POLYGON((8.333333 65.5,8.333333 65.75,9.666667 65.75,9.666667 65.5,8.333333 65.5))"
"DP0909",7100,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7100","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7100","Ferdig","Norskehavet",Nei,"Elektromagnetisk undersøkelse",NULL,"Discover Petroleum AS","Elektromagnetisk kilde",2,"2* 2500 ampere, 200-300 kW",NULL,"Noder",4,10,2009-07-15,2009-07-18,2009-08-15,2009-08-05,20,20,20,20,NULL,"Område unntatt snuområde","POLYGON((8.333333 65.5,8.333333 65.75,9.666667 65.75,9.666667 65.5,8.333333 65.5))"
"LOTUS0901",7101,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7101","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7101","Ferdig","Nordsjøen",Nei,"Borestedundersøkelse / sitesurvey",NULL,"Lotos Exploration and Production Norge AS",NULL,00,00,"00",UNKNOWN,00,00,2009-07-12,2009-07-14,2009-07-25,2009-07-23,NULL,NULL,NULL,NULL,NULL,"Område inkludert snuområde","POLYGON((3.095278 58.389444,3.246667 58.478611,3.446111 58.499167,3.660833 58.478333,3.556111 58.396389,3.376944 58.328889,3.134167 58.348611,3.095278 58.389444))"
"LOTUS0901",7101,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7101","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7101","Ferdig","Nordsjøen",Nei,"Borestedundersøkelse / sitesurvey",NULL,"Lotos Exploration and Production Norge AS",NULL,00,00,"00",UNKNOWN,00,00,2009-07-12,2009-07-14,2009-07-25,2009-07-23,NULL,NULL,NULL,NULL,NULL,"Område unntatt snuområde","POLYGON((3.095278 58.389444,3.246667 58.478611,3.446111 58.499167,3.660833 58.478333,3.556111 58.396389,3.376944 58.328889,3.134167 58.348611,3.095278 58.389444))"
"SH0903",7102,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7102","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2009&nav3=7102","Ferdig","Norskehavet",Ja,"Ordinær seismisk undersøkelse","3D","A/S Norske Shell","Seismisk kilde",2,4450 cu.in.,"2000 psi","Kabler",10,5000m,2009-07-26,2009-08-08,2009-09-30,2009-09-14,25000,38169,2500,1982,NULL,"Område inkludert snuområde","POLYGON((3.916667 66.5,4.583333 66.5,4.583333 65.916667,3.916667 65.916667,3.916667 66.5))"
