seaSurveyName,seaNpdidSurvey,seaFactMapUrl,seaFactPageUrl,seaStatus,seaGeographicalArea,seaMarketAvailable,seaSurveyTypeMain,seaSurveyTypePart,seaCompanyReported,seaSourceType,seaSourceNumber,seaSourceSize,seaSourcePressure,seaSensorType,seaSensorNumbers,seaSensorLength,seaPlanFromDate,seaDateStarting,seaPlanToDate,seaDateFinalized,seaPlanCdpKm,seaCdpTotalKm,seaPlanBoatKm,seaBoatTotalKm,sea3DKm2,seaPolygonKind,seaPolyGeometryWKT
"SS1301",7776,NULL,NULL,"Avlyst","Barentshavet - Sør",Ja,"Ordinær seismisk undersøkelse","3D","Searcher Seismic Pty Ltd","Seismisk kilde",2,3460 cu inch,"2000 psi","Kabler",12,7000m,2013-04-01,9999-12-31,2013-09-30,9999-12-31,150000,NULL,7300,NULL,2880.2700,"Område inkludert snuområde","POLYGON((22.333297 71.118058,22.319519 71.115106,21.572006 70.951961,19.813661 70.735703,18.730633 70.591619,18.223817 70.504958,17.96575 70.428561,17.620789 70.253831,16.086797 70.252453,14.065 69.937022,12.490972 70.944869,16.33355 71.399858,16.680667 71.076081,17.230617 71.097231,17.738511 71.631997,23.947431 72.231231,24.394908 71.795542,24.842139 71.433044,23.761508 71.39855,22.333297 71.118058,22.333297 71.118058))"
"SS1301",7776,NULL,NULL,"Avlyst","Barentshavet - Sør",Ja,"Ordinær seismisk undersøkelse","3D","Searcher Seismic Pty Ltd","Seismisk kilde",2,3460 cu inch,"2000 psi","Kabler",12,7000m,2013-04-01,9999-12-31,2013-09-30,9999-12-31,150000,NULL,7300,NULL,2880.2700,"Område unntatt snuområde","POLYGON((18.666669 70.792158,21.987675 71.205397,22.333297 71.118058,21.572006 70.951961,18.666167 70.582867,18.666669 70.792158,18.666669 70.792158))"
"TRIII13",7777,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7777","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Planned&nav3=7777","Planlagt","Barentshavet - Sør",Ja,"Ordinær seismisk undersøkelse","3D","TGS Nopec Geophysical Company  ASA","Seismisk kilde",2,4200 cu.inch,"2000 psi","Kabler",8,6000,2013-04-15,9999-12-31,2013-09-30,9999-12-31,327000,NULL,20500,NULL,6889.39,"Område inkludert snuområde","POLYGON((16.297222 71.687778,17.1575 72.177222,17.66 72.187778,18.326944 71.137222,19.264722 70.822222,17.283333 70.150833,15.583333 70.186111,15.967222 70.560278,16.641667 70.946111,16.297222 71.687778))"
"TRIII13",7777,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7777","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Planned&nav3=7777","Planlagt","Barentshavet - Sør",Ja,"Ordinær seismisk undersøkelse","3D","TGS Nopec Geophysical Company  ASA","Seismisk kilde",2,4200 cu.inch,"2000 psi","Kabler",8,6000,2013-04-15,9999-12-31,2013-09-30,9999-12-31,327000,NULL,20500,NULL,6889.39,"Område unntatt snuområde","POLYGON((18.010556 70.761111,17.466111 70.613889,17 70.419444,16.765833 70.25,16.139444 70.25,16.464444 70.5,16.862778 70.693889,16.5325 71.504167,17.364722 72.014444,17.595833 72.0125,17.943056 70.975556,18.479444 70.835556,18.010556 70.761111))"
"DN1301",7778,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7778","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2013&nav3=7778","Ferdig","Barentshavet - Sør",Nei,"Borestedundersøkelse / sitesurvey","2D","Det norske oljeselskap ASA","Seismisk kilde",1,140 ci in,"2000 psi","Kabler",1,1200,2013-01-18,2013-01-23,2013-02-15,2013-02-03,250,140,250,180,NULL,"Område inkludert snuområde","POLYGON((22.495 72.138889,22.716111 72.136944,22.710278 72.073611,22.49 72.072222,22.495 72.138889))"
"DN1301",7778,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7778","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2013&nav3=7778","Ferdig","Barentshavet - Sør",Nei,"Borestedundersøkelse / sitesurvey","2D","Det norske oljeselskap ASA","Seismisk kilde",1,140 ci in,"2000 psi","Kabler",1,1200,2013-01-18,2013-01-23,2013-02-15,2013-02-03,250,140,250,180,NULL,"Område unntatt snuområde","POLYGON((22.540278 72.129167,22.671389 72.128056,22.6675 72.083056,22.536389 72.084167,22.540278 72.129167))"
"SS1302",7779,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7779","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Planned&nav3=7779","Planlagt","Barentshavet - Sør",Ja,"Ordinær seismisk undersøkelse","2D","Searcher Seismic Pty Ltd","Seismisk kilde",1,1260,"2000","Kabler",1,7000,2013-03-01,9999-12-31,2013-06-30,9999-12-31,12000,NULL,12000,NULL,NULL,"Område inkludert snuområde","POLYGON((21.996475 72.005111,22.030583 74.719656,32.963322 74.722103,32.757842 72.278825,25.508661 71.490075,21.996475 72.005111,21.996475 72.005111))"
"TEPN-13-1",7780,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7780","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2013&nav3=7780","Ferdig","Nordsjøen",Nei,"Borestedundersøkelse / sitesurvey","2D","Total E&P Norge AS","Seismisk kilde",4 sleeve gun cluster,40 cubic inches,UNKNOWN,"Kabler",1,1500m,2013-03-01,2013-03-11,2013-05-01,2013-04-02,659,659,659,659,NULL,"Område unntatt snuområde","POLYGON((2.393333 59.656389,2.478056 59.614167,2.389444 59.568611,2.304722 59.610556,2.393333 59.656389))"
"TEPN-13-1",7780,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7780","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2013&nav3=7780","Ferdig","Nordsjøen",Nei,"Borestedundersøkelse / sitesurvey","2D","Total E&P Norge AS","Seismisk kilde",4 sleeve gun cluster,40 cubic inches,UNKNOWN,"Kabler",1,1500m,2013-03-01,2013-03-11,2013-05-01,2013-04-02,659,659,659,659,NULL,"Område inkludert snuområde","POLYGON((2.393333 59.656389,2.478056 59.614167,2.389444 59.568611,2.304722 59.610556,2.393333 59.656389))"
"WG1301",7781,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7781","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Ongoing&nav3=7781","Pågående","Barentshavet - Sør",Nei,"Ordinær seismisk undersøkelse","3D","WesternGeco AS","Seismisk kilde",Air Guns,5085 cu.in.,"2000 psi","Kabler",10,8000m,2013-03-01,2013-03-30,2013-08-31,9999-12-31,260360,NULL,13018,NULL,16314.67,"Område unntatt snuområde","POLYGON((18 72.75,18 73.824092,18.516478 73.754406,18.699939 73.750353,19.482094 73.750461,20.108456 73.803342,20.491892 73.877697,20.86895 73.975897,20.93025 74.000197,23 74,22.999994 73.057906,19.658189 73.057311,19.474708 72.91345,19.472233 72.749169,18 72.75))"
"WG1301",7781,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7781","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Ongoing&nav3=7781","Pågående","Barentshavet - Sør",Nei,"Ordinær seismisk undersøkelse","3D","WesternGeco AS","Seismisk kilde",Air Guns,5085 cu.in.,"2000 psi","Kabler",10,8000m,2013-03-01,2013-03-30,2013-08-31,9999-12-31,260360,NULL,13018,NULL,16314.67,"Område inkludert snuområde","POLYGON((17.639392 72.639933,17.614253 73.898225,18.519486 73.776686,19.329053 73.760575,20.089214 73.824869,20.426119 73.885836,20.489756 73.900317,20.858297 73.995756,21.081267 74.108242,23.388925 74.105844,23.366986 72.948222,19.9143 72.951667,19.835281 72.881739,19.832078 72.640183,17.639392 72.639933))"
"MC3D-Q162013",7782,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7782","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Ongoing&nav3=7782","Pågående","Nordsjøen",Ja,"Ordinær seismisk undersøkelse","3D","Multiklient Invest AS","Seismisk kilde",2,4130 cu in,"2000 psi","Kabler",6,6000 m,2013-03-20,2013-03-22,2013-10-15,9999-12-31,139636,NULL,9307,NULL,1218.16,"Område inkludert snuområde","POLYGON((1.524553 58.585286,1.705114 59.26535,2.032314 59.268219,1.986694 59.092656,2.262808 59.095219,2.274583 58.591356,2.274583 58.591356,2.274583 58.591356,1.524553 58.585286))"
"MC3D-Q162013",7782,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7782","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Ongoing&nav3=7782","Pågående","Nordsjøen",Ja,"Ordinær seismisk undersøkelse","3D","Multiklient Invest AS","Seismisk kilde",2,4130 cu in,"2000 psi","Kabler",6,6000 m,2013-03-20,2013-03-22,2013-10-15,9999-12-31,139636,NULL,9307,NULL,1218.16,"Område unntatt snuområde","POLYGON((1.548436 58.675331,1.681178 59.175231,1.832625 59.176681,1.786678 59.001128,2.091125 59.003622,2.099522 58.680267,2.099522 58.680267,2.099522 58.680267,1.548436 58.675331))"
"LN13301",7783,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7783","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2013&nav3=7783","Ferdig","Nordsjøen",Nei,"Grunnundersøkelser","Ikke seismikk","Lundin Norway AS",NULL,0,0,"0",NULL,0,0,2013-02-01,2013-02-19,2013-03-31,2013-03-16,NULL,NULL,NULL,NULL,NULL,"Område inkludert snuområde","POLYGON((1.872008 59.559336,2.000047 59.498867,2.000575 59.433486,2.095961 59.433467,2.100592 59.232336,1.694919 59.228897,1.710817 59.288017,1.872008 59.559336))"
"LN13301",7783,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7783","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2013&nav3=7783","Ferdig","Nordsjøen",Nei,"Grunnundersøkelser","Ikke seismikk","Lundin Norway AS",NULL,0,0,"0",NULL,0,0,2013-02-01,2013-02-19,2013-03-31,2013-03-16,NULL,NULL,NULL,NULL,NULL,"Område unntatt snuområde","POLYGON((1.872008 59.559336,2.000047 59.498867,2.000575 59.433486,2.095961 59.433467,2.100592 59.232336,1.694919 59.228897,1.710817 59.288017,1.872008 59.559336))"
"LN13302",7784,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7784","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2013&nav3=7784","Ferdig","Nordsjøen",Nei,"Grunnundersøkelser","Ikke seismikk","Lundin Norway AS",NULL,0,0,"0",NULL,0,0,2013-02-01,2013-02-21,2013-03-31,2013-03-15,NULL,NULL,NULL,NULL,NULL,"Område unntatt snuområde","POLYGON((2.293878 59.127983,2.931328 58.776869,2.271667 58.457328,1.625978 58.806717,2.293878 59.127983))"
"LN13302",7784,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7784","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2013&nav3=7784","Ferdig","Nordsjøen",Nei,"Grunnundersøkelser","Ikke seismikk","Lundin Norway AS",NULL,0,0,"0",NULL,0,0,2013-02-01,2013-02-21,2013-03-31,2013-03-15,NULL,NULL,NULL,NULL,NULL,"Område inkludert snuområde","POLYGON((2.293878 59.127983,2.931328 58.776869,2.271667 58.457328,1.625978 58.806717,2.293878 59.127983))"
"HFCN13",7786,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7786","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Planned&nav3=7786","Planlagt","Barentshavet - Sør",Ja,"Ordinær seismisk undersøkelse","3D","TGS Nopec Geophysical Company  ASA","Seismisk kilde",2,4200,"2000","Kabler",12,6000,2013-03-01,9999-12-31,2013-09-30,9999-12-31,106000,NULL,53000,NULL,1939.6500,"Område unntatt snuområde","POLYGON((26.083056 74.496111,25.630833 74.253611,25.096111 74.255278,24.85 74.116389,24.319444 74.116111,24.565833 74.257778,24.953333 74.329167,25.259444 74.498056,26.083333 74.496111,26.543056 74.498056,26.952222 74.498333,25.624444 73.788611,25.438611 73.789444,25.364167 73.747222,25.170278 73.750556,26.543056 74.498056,26.083056 74.496111))"
"HFCN13",7786,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7786","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Planned&nav3=7786","Planlagt","Barentshavet - Sør",Ja,"Ordinær seismisk undersøkelse","3D","TGS Nopec Geophysical Company  ASA","Seismisk kilde",2,4200,"2000","Kabler",12,6000,2013-03-01,9999-12-31,2013-09-30,9999-12-31,106000,NULL,53000,NULL,1939.6500,"Område inkludert snuområde","POLYGON((24.057778 73.979167,25.152778 74.657778,27.267778 74.622222,25.355556 73.592222,24.883333 73.602222,25.420278 73.95,24.057778 73.979167))"
"MC3D-CGR2013",7787,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7787","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Planned&nav3=7787","Planlagt","Nordsjøen",Ja,"Ordinær seismisk undersøkelse","3D","Multiklient Invest AS","Seismisk kilde",2,4130 cu in,"2000 PSI","Kabler",10,8000 m,2013-07-01,9999-12-31,2013-12-31,9999-12-31,66800,NULL,3340,NULL,1256.3500,"Område inkludert snuområde","POLYGON((2.544989 56.737736,2.317831 57.204172,2.933603 57.390953,3.348192 56.981506,2.544989 56.737736))"
"MC3D-CGR2013",7787,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7787","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Planned&nav3=7787","Planlagt","Nordsjøen",Ja,"Ordinær seismisk undersøkelse","3D","Multiklient Invest AS","Seismisk kilde",2,4130 cu in,"2000 PSI","Kabler",10,8000 m,2013-07-01,9999-12-31,2013-12-31,9999-12-31,66800,NULL,3340,NULL,1256.3500,"Område unntatt snuområde","POLYGON((2.501708 56.827547,2.361953 57.114522,2.868836 57.268761,3.124656 57.017189,2.501708 56.827547))"
"ST13309",7788,NULL,NULL,"Avlyst","Nordsjøen",Ja,"Borestedundersøkelse / sitesurvey","2D","Statoil ASA","Seismisk kilde",1,160 kubikk tommer eller ca. 2.6 liter,"2000 PSI","Kabler",1,1200,2013-02-09,9999-12-31,2013-02-28,9999-12-31,9,NULL,9,NULL,NULL,"Område unntatt snuområde","POLYGON((2.583489 60.088142,2.631867 60.174878,2.635339 60.174394,2.586953 60.087661,2.583489 60.088142))"
"ST13309",7788,NULL,NULL,"Avlyst","Nordsjøen",Ja,"Borestedundersøkelse / sitesurvey","2D","Statoil ASA","Seismisk kilde",1,160 kubikk tommer eller ca. 2.6 liter,"2000 PSI","Kabler",1,1200,2013-02-09,9999-12-31,2013-02-28,9999-12-31,9,NULL,9,NULL,NULL,"Område inkludert snuområde","POLYGON((2.570219 60.067622,2.641744 60.195881,2.648692 60.194917,2.577142 60.066661,2.570219 60.067622))"
"SUN13001",7789,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7789","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Ongoing&nav3=7789","Pågående","Nordsjøen",Ja,"Ordinær seismisk undersøkelse","3D","Suncor Energy Norge AS","Seismisk kilde",2,4980 cu.in.,"2000 psi","Kabler",12,7950,2013-04-01,2013-04-05,2013-06-30,9999-12-31,65520,NULL,5460,NULL,1038.6800,"Område inkludert snuområde","POLYGON((1.287492 61.641342,2.347339 61.965472,2.764542 61.638497,1.731194 61.322408,1.287492 61.641342))"
"SUN13001",7789,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7789","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Ongoing&nav3=7789","Pågående","Nordsjøen",Ja,"Ordinær seismisk undersøkelse","3D","Suncor Energy Norge AS","Seismisk kilde",2,4980 cu.in.,"2000 psi","Kabler",12,7950,2013-04-01,2013-04-05,2013-06-30,9999-12-31,65520,NULL,5460,NULL,1038.6800,"Område unntatt snuområde","POLYGON((1.549967 61.615856,2.285678 61.840639,2.507489 61.667344,1.785028 61.446275,1.549967 61.615856))"
"CP13L05",7790,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7790","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2013&nav3=7790","Ferdig","Nordsjøen",Nei,"Havbunnseismisk undersøkelse","4D","ConocoPhillips Skandinavia AS","Seismisk kilde",1,3060 cuin,"2000 psi","Kabler",4000,200000,2013-03-10,2013-03-13,2013-04-30,2013-04-30,3000,2840,3000,2840,191.1700,"Område inkludert snuområde","POLYGON((3.096297 56.614686,3.277161 56.638222,3.352906 56.4561,3.174319 56.433119,3.096297 56.614686))"
"CP13L05",7790,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7790","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2013&nav3=7790","Ferdig","Nordsjøen",Nei,"Havbunnseismisk undersøkelse","4D","ConocoPhillips Skandinavia AS","Seismisk kilde",1,3060 cuin,"2000 psi","Kabler",4000,200000,2013-03-10,2013-03-13,2013-04-30,2013-04-30,3000,2840,3000,2840,191.1700,"Område unntatt snuområde","POLYGON((3.104233 56.598058,3.283553 56.620689,3.344947 56.473192,3.165478 56.450653,3.104233 56.598058))"
"HF13",7791,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7791","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Ongoing&nav3=7791","Pågående","Barentshavet - Sør",Ja,"Ordinær seismisk undersøkelse","3D","TGS Nopec Geophysical Company  ASA","Seismisk kilde",2,4200,"2000","Kabler",10,6000,2013-03-01,2013-04-15,2013-09-30,9999-12-31,658000,NULL,32900,NULL,12273.1800,"Område inkludert snuområde","POLYGON((23.315278 74.458333,24.423889 74.440278,22.070833 72.990556,18.691667 72.988333,17.716111 73.344444,20.934167 74.022222,23.315278 74.458333))"
"HF13",7791,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7791","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Ongoing&nav3=7791","Pågående","Barentshavet - Sør",Ja,"Ordinær seismisk undersøkelse","3D","TGS Nopec Geophysical Company  ASA","Seismisk kilde",2,4200,"2000","Kabler",10,6000,2013-03-01,2013-04-15,2013-09-30,9999-12-31,658000,NULL,32900,NULL,12273.1800,"Område unntatt snuområde","POLYGON((24.110486 74.325433,23.05675 74.325047,20.473133 73.894628,18.329108 73.410142,19.038567 73.114356,21.86975 73.137567,22.434922 73.520422,22.998392 73.664564,24.110486 74.325433))"
"ST13451-MAR",7792,NULL,NULL,"Avlyst","Nordsjøen",Nei,"Grunnundersøkelser","Ikke seismikk","Statoil ASA",NULL,NULL,NULL,"N/A",NULL,NULL,NULL,2013-03-15,9999-12-31,2013-04-15,9999-12-31,NULL,NULL,NULL,NULL,NULL,"Område inkludert snuområde","POLYGON((2.248611 59.573056,2.169722 59.585,2.094167 59.608333,2.0125 59.624167,1.925556 59.630556,1.836944 59.629167,1.836944 59.626944,1.925556 59.628056,2.0125 59.621667,2.094167 59.605833,2.169722 59.582222,2.248611 59.570833,2.248611 59.573056))"
"ST13451-MAR",7792,NULL,NULL,"Avlyst","Nordsjøen",Nei,"Grunnundersøkelser","Ikke seismikk","Statoil ASA",NULL,NULL,NULL,"N/A",NULL,NULL,NULL,2013-03-15,9999-12-31,2013-04-15,9999-12-31,NULL,NULL,NULL,NULL,NULL,"Område unntatt snuområde","POLYGON((2.248611 59.573056,2.169722 59.585,2.094167 59.608333,2.0125 59.624167,1.925556 59.630556,1.836944 59.629167,1.836944 59.626944,1.925556 59.628056,2.0125 59.621667,2.094167 59.605833,2.169722 59.582222,2.248611 59.570833,2.248611 59.573056))"
"SS1303",7793,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7793","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Planned&nav3=7793","Planlagt","Barentshavet - Sør",Ja,"Ordinær seismisk undersøkelse","3D","Searcher Seismic Pty Ltd","Seismisk kilde",2,4000,"2000","Kabler",12,7000,2013-03-15,9999-12-31,2013-08-30,9999-12-31,62342,NULL,5195,NULL,4282.0500,"Område inkludert snuområde","POLYGON((28.884364 72.418,28.880767 71.842297,26.295778 71.483008,25.712139 71.498494,25.519675 71.49195,24.845911 71.434689,24.058897 71.411919,23.943267 71.706244,28.884364 72.418,28.884364 72.418))"
"SS1303",7793,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7793","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Planned&nav3=7793","Planlagt","Barentshavet - Sør",Ja,"Ordinær seismisk undersøkelse","3D","Searcher Seismic Pty Ltd","Seismisk kilde",2,4000,"2000","Kabler",12,7000,2013-03-15,9999-12-31,2013-08-30,9999-12-31,62342,NULL,5195,NULL,4282.0500,"Område unntatt snuområde","POLYGON((27.45905 72.096881,27.514278 72.050106,28.333336 72.158889,28.333333 71.861275,25.87455 71.52355,25.755453 71.526719,25.567172 71.663889,24.566522 71.525503,24.507844 71.692233,27.45905 72.096881,27.45905 72.096881))"
"LN13001",7794,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7794","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Planned&nav3=7794","Planlagt","Nordsjøen",Nei,"Ordinær seismisk undersøkelse","3D","Lundin Norway AS","Seismisk kilde",2,5085 cu-inch,"2000 psi","Kabler",10,6000,2013-04-01,9999-12-31,2013-06-01,9999-12-31,2800,NULL,140,NULL,39.7500,"Område inkludert snuområde","POLYGON((1.812347 58.635319,2.563681 59.007636,2.588003 58.9946,1.835997 58.622447,1.812347 58.635319))"
"LN13001",7794,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7794","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Planned&nav3=7794","Planlagt","Nordsjøen",Nei,"Ordinær seismisk undersøkelse","3D","Lundin Norway AS","Seismisk kilde",2,5085 cu-inch,"2000 psi","Kabler",10,6000,2013-04-01,9999-12-31,2013-06-01,9999-12-31,2800,NULL,140,NULL,39.7500,"Område unntatt snuområde","POLYGON((2.061631 58.760122,2.085378 58.747228,2.335964 58.871144,2.312222 58.884086,2.061631 58.760122))"
"ST13314",7795,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7795","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Ongoing&nav3=7795","Pågående","Barentshavet - Sør",Ja,"Borestedundersøkelse / sitesurvey","2D","Statoil ASA","Seismisk kilde",1,160 kubikk tommer eller ca. 2.6 liter,"2000 PSI","Kabler",1,1200,2013-03-13,2013-04-21,2013-06-07,9999-12-31,590,NULL,590,NULL,NULL,"Område unntatt snuområde","POLYGON((19.973333 72.403056,20.049167 72.553611,20.231667 72.545278,20.271389 72.6175,20.588333 72.6025,20.548611 72.528889,20.589167 72.526944,20.550556 72.460833,20.678056 72.406944,20.565278 72.3825,20.5125 72.405,19.973333 72.403056))"
"ST13314",7795,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7795","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Ongoing&nav3=7795","Pågående","Barentshavet - Sør",Ja,"Borestedundersøkelse / sitesurvey","2D","Statoil ASA","Seismisk kilde",1,160 kubikk tommer eller ca. 2.6 liter,"2000 PSI","Kabler",1,1200,2013-03-13,2013-04-21,2013-06-07,9999-12-31,590,NULL,590,NULL,NULL,"Område inkludert snuområde","POLYGON((19.975 72.3725,19.959722 72.641389,20.673889 72.643889,20.678611 72.374722,19.975 72.3725))"
"MCG1301",7796,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7796","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Ongoing&nav3=7796","Pågående","Barentshavet - Sør",Ja,"Ordinær seismisk undersøkelse","2D","MultiClient Geophysical AS","Seismisk kilde",1,4000,"2000","Kabler",1,10050,2013-03-19,2013-03-22,2013-06-30,9999-12-31,8373,NULL,8373,NULL,NULL,"Område inkludert snuområde","POLYGON((17.564819 70.254731,17.887569 70.408881,18.1953 70.502511,18.706261 70.593231,19.78655 70.73775,21.50745 70.953881,22.662139 71.215839,22.719319 71.78225,20.20535 71.891219,18.518481 72.28655,15.4072 72.268281,15.570431 70.252119,17.564819 70.254731,17.564819 70.254731))"
"EMGS1302",7797,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7797","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Ongoing&nav3=7797","Pågående","Norskehavet",Nei,"Elektromagnetisk undersøkelse","3D","Electromagnetic Geoservices ASA","Elektromagnetisk kilde",1,1200kW,UNKNOWN,"Noder",200,ikke aktuelt,2013-03-01,2013-03-09,2013-09-01,9999-12-31,1200,NULL,1200,NULL,39953.69,"Område unntatt snuområde","POLYGON((1.333611 66.000278,1.333611 66.999722,3 67.749722,4.999722 68.249722,7.666389 67.749722,7.666389 67.000278,5.999722 67,2.666389 66,1.333611 66.000278))"
"EMGS1302",7797,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7797","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Ongoing&nav3=7797","Pågående","Norskehavet",Nei,"Elektromagnetisk undersøkelse","3D","Electromagnetic Geoservices ASA","Elektromagnetisk kilde",1,1200kW,UNKNOWN,"Noder",200,ikke aktuelt,2013-03-01,2013-03-09,2013-09-01,9999-12-31,1200,NULL,1200,NULL,39953.69,"Område inkludert snuområde","POLYGON((1.333333 66,1.333333 67,3 67.75,5 68.25,7.666667 67.75,7.666667 67,6 67,2.666667 66,1.333333 66))"
"ST13315",7798,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7798","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2013&nav3=7798","Ferdig","Nordsjøen",Ja,"Borestedundersøkelse / sitesurvey","Ikke seismikk","Statoil ASA",NULL,0,0,"0",NULL,0,400 meter bak fartøy ca 25-30 meter over havbunnen,2013-02-19,2013-02-24,2013-02-28,2013-02-25,NULL,17,13,17,NULL,"Område unntatt snuområde","POLYGON((2.5775 60.091111,2.458611 60.230556,2.491944 60.2375,2.610556 60.098333,2.5775 60.091111))"
"ST13315",7798,"http://www.npd.no/FactMapSearch?NPDID_seis_acquisition=7798","http://factpages.npd.no/FactPages/default.aspx?nav1=seis_acquisition&nav2=PageView|Finished|2013&nav3=7798","Ferdig","Nordsjøen",Ja,"Borestedundersøkelse / sitesurvey","Ikke seismikk","Statoil ASA",NULL,0,0,"0",NULL,0,400 meter bak fartøy ca 25-30 meter over havbunnen,2013-02-19,2013-02-24,2013-02-28,2013-02-25,NULL,17,13,17,NULL,"Område inkludert snuområde","POLYGON((2.5775 60.091111,2.458611 60.230556,2.491944 60.2375,2.610556 60.098333,2.5775 60.091111))"
