wlbName,wlbCasingType,wlbCasingDiameter,wlbCasingDepth,wlbHoleDiameter,wlbHoleDepth,wlbLotMudDencity,wlbNpdidWellbore,wlbCasingDateUpdated,dateSyncNPD
15/12-4,CONDUCTOR,30,171.0,36,173.0,0.00,438,9999-12-31,2013-05-08
15/12-4,SURF.COND.,20,505.0,26,520.0,1.44,438,9999-12-31,2013-05-08
15/12-4,INTERM.,13 3/8,1601.0,17 1/2,1620.0,1.84,438,9999-12-31,2013-05-08
15/12-4,INTERM.,9 5/8,2666.0,12 1/4,2680.0,1.86,438,9999-12-31,2013-05-08
15/12-4,OPEN HOLE,NULL,3179.0,8 1/2,3179.0,0.00,438,9999-12-31,2013-05-08
15/12-6 S,CONDUCTOR,30,167.0,36,167.0,0.00,1524,9999-12-31,2013-05-08
15/12-6 S,INTERM.,20,599.0,26,615.0,1.56,1524,9999-12-31,2013-05-08
15/12-6 S,INTERM.,13 3/8,1700.0,17 1/2,1715.0,1.82,1524,9999-12-31,2013-05-08
15/12-6 S,INTERM.,9 5/8,2743.0,12 1/4,2757.0,1.97,1524,9999-12-31,2013-05-08
15/12-6 S,LINER,7,3046.0,8 1/2,3050.0,0.00,1524,9999-12-31,2013-05-08
15/12-7 S,CONDUCTOR,30,168.0,36,170.0,0.00,1680,9999-12-31,2013-05-08
15/12-7 S,INTERM.,20,604.0,26,606.0,2.08,1680,9999-12-31,2013-05-08
15/12-7 S,INTERM.,13 3/8,1797.0,17 1/2,1800.0,1.85,1680,9999-12-31,2013-05-08
15/12-7 S,INTERM.,9 5/8,3014.0,12 1/4,3016.0,1.65,1680,9999-12-31,2013-05-08
15/12-7 S,OPEN HOLE,NULL,3570.0,8 1/2,3570.0,0.00,1680,9999-12-31,2013-05-08
15/12-8,CONDUCTOR,30,170.5,36,172.0,0.00,1778,9999-12-31,2013-05-08
15/12-8,INTERM.,20,601.0,26,603.0,1.74,1778,9999-12-31,2013-05-08
15/12-8,INTERM.,13 3/8,1798.0,17 1/2,1800.0,1.84,1778,9999-12-31,2013-05-08
15/12-8,INTERM.,9 5/8,2837.0,12 1/4,2840.0,2.01,1778,9999-12-31,2013-05-08
15/12-8,LINER,7,3051.0,8 1/2,3051.0,0.00,1778,9999-12-31,2013-05-08
15/12-8 A,OPEN HOLE,NULL,2940.0,8 1/2,2940.0,0.00,1835,9999-12-31,2013-05-08
15/2-1,CONDUCTOR,30,196.0,36,196.0,0.00,308,9999-12-31,2013-05-08
15/2-1,SURF.COND.,20,653.0,26,655.0,1.72,308,9999-12-31,2013-05-08
15/2-1,INTERM.,13 3/8,2737.0,17 1/2,2750.0,1.71,308,9999-12-31,2013-05-08
15/2-1,INTERM.,9 5/8,3770.0,12 1/4,3786.0,1.99,308,9999-12-31,2013-05-08
15/2-1,OPEN HOLE,NULL,4600.0,8 3/8,4600.0,0.00,308,9999-12-31,2013-05-08
15/3-2,CONDUCTOR,30,185.0,36,186.0,0.00,310,9999-12-31,2013-05-08
15/3-2,SURF.COND.,20,774.0,26,784.0,0.00,310,9999-12-31,2013-05-08
15/3-2,INTERM.,13 3/8,2862.0,17 1/2,2875.0,0.00,310,9999-12-31,2013-05-08
15/3-2,INTERM.,9 5/8,4248.0,12 1/4,4285.0,0.00,310,9999-12-31,2013-05-08
15/3-2 R,LINER,7,4665.0,8 1/2,4990.0,0.00,311,9999-12-31,2013-05-08
15/3-6,CONDUCTOR,30,212.0,36,216.0,0.00,3250,9999-12-31,2013-05-08
15/3-6,INTERM.,13 3/8,1015.0,17 1/2,1015.0,0.00,3250,9999-12-31,2013-05-08
15/3-6,OPEN HOLE,NULL,1018.0,12 1/4,1018.0,2.01,3250,9999-12-31,2013-05-08
15/3-6,OPEN HOLE,NULL,2793.0,8 1/2,2793.0,0.00,3250,9999-12-31,2013-05-08
15/3-7,CONDUCTOR,30,188.0,36,190.0,0.00,4055,9999-12-31,2013-05-08
15/3-7,SURF.COND.,20,940.0,26,945.0,1.87,4055,9999-12-31,2013-05-08
15/3-7,INTERM.,13 3/8,2682.0,17 1/2,2740.0,1.67,4055,9999-12-31,2013-05-08
15/3-7,INTERM.,9 7/8,3990.0,12 1/4,3996.0,2.08,4055,9999-12-31,2013-05-08
15/3-7,OPEN HOLE,NULL,4818.0,8 1/2,4818.0,0.00,4055,9999-12-31,2013-05-08
15/3-8,CONDUCTOR,30,179.0,36,179.0,0.00,5175,9999-12-31,2013-05-08
15/3-8,SURF.COND.,20,1001.0,26,1010.0,1.50,5175,9999-12-31,2013-05-08
15/3-8,INTERM.,14,2754.0,17 1/2,2765.0,1.71,5175,9999-12-31,2013-05-08
15/3-8,INTERM.,9 7/8,3910.0,12 1/4,3910.0,2.12,5175,9999-12-31,2013-05-08
15/3-8,LINER,7,4298.0,8 1/2,4590.0,0.00,5175,9999-12-31,2013-05-08
15/3-9,CONDUCTOR,30,203.0,36,203.0,0.00,6354,9999-12-31,2013-05-08
15/3-9,SURF.COND.,20,991.0,26,1001.0,1.78,6354,9999-12-31,2013-05-08
15/3-9,INTERM.,14,2715.0,17 1/2,2721.0,1.71,6354,9999-12-31,2013-05-08
15/3-9,INTERM.,9 7/8,3900.0,12 1/4,3903.0,2.13,6354,9999-12-31,2013-05-08
15/3-9,OPEN HOLE,NULL,4654.0,8 1/2,4654.0,0.00,6354,9999-12-31,2013-05-08
15/5-5,CONDUCTOR,30,210.0,36,210.0,0.00,2635,9999-12-31,2013-05-08
15/5-5,SURF.COND.,13 3/8,990.0,17 1/2,1000.0,0.00,2635,9999-12-31,2013-05-08
15/5-5,INTERM.,9 5/8,1545.0,12 1/4,1549.0,0.00,2635,9999-12-31,2013-05-08
15/5-5,LINER,7,2593.0,8 1/2,2645.0,0.00,2635,9999-12-31,2013-05-08
15/5-6,CONDUCTOR,30,194.0,36,194.0,0.00,3113,9999-12-31,2013-05-08
15/5-6,SURF.COND.,13 3/8,995.0,17 1/2,1002.0,0.00,3113,9999-12-31,2013-05-08
15/5-6,OPEN HOLE,NULL,2725.0,8 1/2,2725.0,1.78,3113,9999-12-31,2013-05-08
15/5-7,CONDUCTOR,30,194.0,36,198.0,0.00,5842,9999-12-31,2013-05-08
15/5-7,SURF.COND.,20,1039.0,26,1048.0,1.92,5842,9999-12-31,2013-05-08
15/5-7,INTERM.,13 3/8,2657.0,17 1/2,2669.0,1.65,5842,9999-12-31,2013-05-08
15/5-7,OPEN HOLE,NULL,4037.0,8 1/2,4063.0,0.00,5842,9999-12-31,2013-05-08
15/5-7 A,INTERM.,13 3/8,2657.0,17 1/2,2669.0,1.65,5946,9999-12-31,2013-05-08
15/5-7 A,OPEN HOLE,NULL,4130.0,8 1/2,4130.0,0.00,5946,9999-12-31,2013-05-08
15/6-1,CONDUCTOR,30,152.0,36,158.0,0.00,197,9999-12-31,2013-05-08
15/6-1,INTERM.,20,369.0,26,384.0,0.00,197,9999-12-31,2013-05-08
15/6-1,INTERM.,13 3/8,1225.0,17 1/2,1247.0,0.00,197,9999-12-31,2013-05-08
15/6-1,INTERM.,9 5/8,1664.0,12 1/4,1679.0,0.00,197,9999-12-31,2013-05-08
15/6-10,CONDUCTOR,30,200.0,36,201.0,0.00,6030,9999-12-31,2013-05-08
15/6-10,SURF.COND.,20,685.0,26,696.0,0.00,6030,9999-12-31,2013-05-08
15/6-10,INTERM.,13 3/8,2103.0,17 1/2,2109.0,2.15,6030,9999-12-31,2013-05-08
15/6-10,INTERM.,9 5/8,3389.0,12 1/4,3395.0,1.84,6030,9999-12-31,2013-05-08
15/6-10,OPEN HOLE,NULL,3700.0,8 1/2,3700.0,0.00,6030,9999-12-31,2013-05-08
15/6-11 A,LINER,9 5/8,4002.0,12 1/4,4006.0,2.13,6526,9999-12-31,2013-05-08
15/6-11 A,LINER,7,4304.0,8 1/2,4305.0,0.00,6526,9999-12-31,2013-05-08
15/6-11 S,CONDUCTOR,30,187.0,36,190.0,0.00,6488,9999-12-31,2013-05-08
15/6-11 S,SURF.COND.,20,690.0,26,696.0,1.98,6488,9999-12-31,2013-05-08
15/6-11 S,INTERM.,13 3/8,2181.5,17 1/2,2190.0,1.66,6488,9999-12-31,2013-05-08
15/6-11 S,INTERM.,9 5/8,3817.0,12 1/4,3817.0,1.98,6488,9999-12-31,2013-05-08
15/6-11 S,OPEN HOLE,NULL,4042.0,8 1/2,4042.0,0.00,6488,9999-12-31,2013-05-08
15/6-12,CONDUCTOR,30,199.0,36,203.0,0.00,6518,9999-12-31,2013-05-08
15/6-12,SURF.COND.,20,1092.0,26,1104.0,2.00,6518,9999-12-31,2013-05-08
15/6-12,INTERM.,14,2754.0,17 1/2,2768.0,1.65,6518,9999-12-31,2013-05-08
15/6-12,INTERM.,9 5/8,3629.0,12 1/4,3632.0,2.02,6518,9999-12-31,2013-05-08
15/6-12,OPEN HOLE,NULL,3930.0,8 1/2,3930.0,0.00,6518,9999-12-31,2013-05-08
15/6-6,LINER,7,3686.0,8 1/2,3760.0,0.00,38,9999-12-31,2013-05-08
15/6-6,CONDUCTOR,30,196.0,36,197.0,0.00,38,9999-12-31,2013-05-08
15/6-6,SURF.COND.,20,447.0,26,465.0,1.54,38,9999-12-31,2013-05-08
15/6-6,INTERM.,13 3/8,1203.0,17 1/2,1218.0,1.67,38,9999-12-31,2013-05-08
15/6-6,INTERM.,9 5/8,2778.0,12 1/4,2794.0,1.72,38,9999-12-31,2013-05-08
15/6-7,CONDUCTOR,30,217.0,36,220.0,0.00,2084,9999-12-31,2013-05-08
15/6-7,INTERM.,20,492.0,26,505.0,1.36,2084,9999-12-31,2013-05-08
15/6-7,INTERM.,13 3/8,1157.0,17 1/2,1173.0,1.84,2084,9999-12-31,2013-05-08
15/6-7,INTERM.,9 5/8,2773.0,12 1/4,2788.0,1.74,2084,9999-12-31,2013-05-08
15/6-7,OPEN HOLE,NULL,3540.0,8 1/2,3540.0,0.00,2084,9999-12-31,2013-05-08
15/6-8 A,CONDUCTOR,30,175.5,36,177.5,0.00,3077,9999-12-31,2013-05-08
15/6-8 A,SURF.COND.,13 3/8,499.0,17 1/2,512.0,0.00,3077,9999-12-31,2013-05-08
15/6-8 A,INTERM.,9 5/8,1492.0,12 1/4,1510.0,1.41,3077,9999-12-31,2013-05-08
15/6-8 A,OPEN HOLE,NULL,2480.0,8 1/2,2480.0,0.00,3077,9999-12-31,2013-05-08
15/6-8 S,CONDUCTOR,30,175.5,36,177.5,0.00,3014,9999-12-31,2013-05-08
15/6-8 S,SURF.COND.,13 3/8,499.0,17 1/2,512.0,0.00,3014,9999-12-31,2013-05-08
15/6-8 S,INTERM.,9 5/8,1492.0,12 1/4,1510.0,1.41,3014,9999-12-31,2013-05-08
15/6-8 S,OPEN HOLE,NULL,3225.0,8 172,3225.0,1.65,3014,9999-12-31,2013-05-08
15/6-9 A,OPEN HOLE,NULL,3690.0,8 1/2,3690.0,0.00,5566,9999-12-31,2013-05-08
15/6-9 B,OPEN HOLE,NULL,4010.0,8 1/2,4010.0,0.00,5571,9999-12-31,2013-05-08
15/6-9 S,CONDUCTOR,30,268.0,36,275.0,0.00,5494,9999-12-31,2013-05-08
15/6-9 S,SURF.COND.,20,753.0,24,768.0,1.59,5494,9999-12-31,2013-05-08
15/6-9 S,INTERM.,13 3/8,2786.0,17 1/2,2797.0,1.60,5494,9999-12-31,2013-05-08
15/6-9 S,OPEN HOLE,NULL,3940.0,8 1/2,3940.0,0.00,5494,9999-12-31,2013-05-08
15/8-1,CONDUCTOR,30,187.0,36,187.0,0.00,321,9999-12-31,2013-05-08
15/8-1,SURF.COND.,20,500.0,26,515.0,1.71,321,9999-12-31,2013-05-08
15/8-1,INTERM.,13 3/8,1185.0,17 1/2,1200.0,1.93,321,9999-12-31,2013-05-08
15/8-1,INTERM.,9 5/8,2874.0,12 1/4,2890.0,1.75,321,9999-12-31,2013-05-08
15/8-1,LINER,7,3990.0,8 1/2,3991.0,2.13,321,9999-12-31,2013-05-08
15/8-1,LINER,4 1/2,4296.0,6,4300.0,0.00,321,9999-12-31,2013-05-08
15/9-1,LINER,7,3734.0,8 1/2,3734.0,0.00,322,9999-12-31,2013-05-08
15/9-1,CONDUCTOR,30,168.0,36,170.0,0.00,322,9999-12-31,2013-05-08
15/9-1,SURF.COND.,20,397.0,26,400.0,0.00,322,9999-12-31,2013-05-08
15/9-1,INTERM.,13 3/8,1203.0,17 1/2,1205.0,0.00,322,9999-12-31,2013-05-08
15/9-1,INTERM.,9 5/8,2849.0,12 1/4,2850.0,0.00,322,9999-12-31,2013-05-08
15/9-10,CONDUCTOR,30,172.0,36,173.0,0.00,69,9999-12-31,2013-05-08
15/9-10,SURF.COND.,20,472.0,26,485.0,1.75,69,9999-12-31,2013-05-08
15/9-10,INTERM.,13 3/8,1166.0,17 1/2,1178.0,1.65,69,9999-12-31,2013-05-08
15/9-10,INTERM.,9 5/8,2706.0,12 1/4,2719.0,1.78,69,9999-12-31,2013-05-08
15/9-10,OPEN HOLE,NULL,3289.0,8 1/2,3289.0,0.00,69,9999-12-31,2013-05-08
15/9-11,INTERM.,9 5/8,2575.0,12 1/4,2590.0,1.85,329,9999-12-31,2013-05-08
15/9-11,LINER,7,2950.0,8 1/2,2950.0,0.00,329,9999-12-31,2013-05-08
15/9-11,INTERM.,13 3/8,1159.0,17 1/2,1176.0,1.77,329,9999-12-31,2013-05-08
15/9-11,SURF.COND.,20,569.0,26,585.0,1.54,329,9999-12-31,2013-05-08
15/9-11,CONDUCTOR,30,174.0,36,175.0,0.00,329,9999-12-31,2013-05-08
15/9-14,CONDUCTOR,30,187.0,36,189.0,0.00,71,9999-12-31,2013-05-08
15/9-14,SURF.COND.,20,500.0,26,515.0,1.51,71,9999-12-31,2013-05-08
15/9-14,INTERM.,13 3/8,1351.0,17 1/2,1371.0,1.71,71,9999-12-31,2013-05-08
15/9-14,INTERM.,9 5/8,3001.0,12 1/4,3016.0,1.88,71,9999-12-31,2013-05-08
15/9-14,OPEN HOLE,NULL,3563.0,8 1/2,3563.0,0.00,71,9999-12-31,2013-05-08
15/9-18,CONDUCTOR,30,181.0,36,182.0,0.00,36,9999-12-31,2013-05-08
15/9-18,SURF.COND.,20,499.0,26,520.0,1.47,36,9999-12-31,2013-05-08
15/9-18,INTERM.,13 3/8,1150.0,17 1/2,1170.0,1.52,36,9999-12-31,2013-05-08
15/9-18,INTERM.,9 5/8,2743.0,12 1/4,2762.0,1.74,36,9999-12-31,2013-05-08
15/9-18,OPEN HOLE,NULL,3622.0,8 1/2,3622.0,0.00,36,9999-12-31,2013-05-08
15/9-19 A,INTERM.,9 5/8,2178.0,12 1/4,2179.0,0.00,3145,9999-12-31,2013-05-08
15/9-19 A,LINER,7,4044.0,8 1/2,4044.0,0.00,3145,9999-12-31,2013-05-08
15/9-19 B,LINER,7,3198.0,8 1/2,3198.0,0.00,3251,9999-12-31,2013-05-08
15/9-19 B,OPEN HOLE,NULL,4250.0,6,4250.0,0.00,3251,9999-12-31,2013-05-08
15/9-19 S,CONDUCTOR,30,166.0,36,166.0,0.00,2043,9999-12-31,2013-05-08
15/9-19 S,SURF.COND.,20,531.0,26,531.0,0.00,2043,9999-12-31,2013-05-08
15/9-19 S,INTERM.,13 3/8,1482.0,17 1/2,1484.0,0.00,2043,9999-12-31,2013-05-08
15/9-19 S,INTERM.,9 5/8,3569.0,12 1/4,3572.0,0.00,2043,9999-12-31,2013-05-08
15/9-19 SR,LINER,7,4640.0,8 1/2,4640.0,0.00,2105,9999-12-31,2013-05-08
15/9-20 S,CONDUCTOR,26,283.0,30,285.0,0.00,2319,9999-12-31,2013-05-08
15/9-20 S,SURF.COND.,18 5/8,501.0,20,504.0,0.00,2319,9999-12-31,2013-05-08
15/9-20 S,INTERM.,13 3/8,1729.0,17 1/2,1731.0,1.65,2319,9999-12-31,2013-05-08
15/9-20 S,INTERM.,9 5/8,2922.0,12 1/4,2922.0,1.78,2319,9999-12-31,2013-05-08
15/9-20 S,LINER,7,3624.0,8 1/2,3626.0,1.92,2319,9999-12-31,2013-05-08
15/9-21 S,CONDUCTOR,32,266.0,36,267.0,0.00,3334,9999-12-31,2013-05-08
15/9-21 S,SURF.COND.,18 5/8,501.0,24,506.0,1.65,3334,9999-12-31,2013-05-08
15/9-21 S,INTERM.,13 3/8,2248.0,17 1/2,2253.0,1.75,3334,9999-12-31,2013-05-08
15/9-21 S,INTERM.,9 5/8,3452.0,12 1/4,3457.0,1.75,3334,9999-12-31,2013-05-08
15/9-21 S,OPEN HOLE,NULL,5126.0,8 1/2,5126.0,0.00,3334,9999-12-31,2013-05-08
15/9-22,CONDUCTOR,30,201.0,36,205.0,0.00,5174,9999-12-31,2013-05-08
15/9-22,SURF.COND.,18 5/8,504.0,26,508.0,1.58,5174,9999-12-31,2013-05-08
15/9-22,INTERM.,13 5/8,1517.0,17 1/2,1523.0,1.89,5174,9999-12-31,2013-05-08
15/9-22,INTERM.,9 5/8,2942.0,12 1/4,2948.0,2.03,5174,9999-12-31,2013-05-08
15/9-22,OPEN HOLE,NULL,3915.0,8 1/2,3915.0,0.00,5174,9999-12-31,2013-05-08
15/9-23,CONDUCTOR,30,175.0,36,178.0,0.00,6186,9999-12-31,2013-05-08
15/9-23,SURF.COND.,20,550.0,26,713.0,1.65,6186,9999-12-31,2013-05-08
15/9-23,INTERM.,13 3/8,1519.0,17 1/2,1525.0,1.95,6186,9999-12-31,2013-05-08
15/9-23,INTERM.,9 5/8,2998.0,12 1/4,3005.0,2.10,6186,9999-12-31,2013-05-08
15/9-23,OPEN HOLE,NULL,3225.0,8 1/2,3225.0,0.00,6186,9999-12-31,2013-05-08
15/9-24,CONDUCTOR,30,159.0,36,163.0,0.00,6381,9999-12-31,2013-05-08
15/9-24,SURF.COND.,20,621.0,26,627.0,1.90,6381,9999-12-31,2013-05-08
15/9-24,INTERM.,13 3/8,1496.0,17 1/2,1504.0,1.81,6381,9999-12-31,2013-05-08
15/9-24,OPEN HOLE,NULL,2400.0,8 1/2,2400.0,0.00,6381,9999-12-31,2013-05-08
16/10-1,CONDUCTOR,30,195.0,36,195.0,0.00,901,9999-12-31,2013-05-08
16/10-1,SURF.COND.,20,505.0,26,522.0,1.61,901,9999-12-31,2013-05-08
16/10-1,INTERM.,13 3/8,1409.0,17 1/2,1424.0,1.82,901,9999-12-31,2013-05-08
16/10-1,INTERM.,9 5/8,2540.0,12 1/4,2565.0,1.82,901,9999-12-31,2013-05-08
16/10-1,OPEN HOLE,NULL,3151.0,8 1/2,3151.0,0.00,901,9999-12-31,2013-05-08
16/10-2,CONDUCTOR,30,161.0,36,163.0,0.00,1767,9999-12-31,2013-05-08
16/10-2,INTERM.,20,407.0,26,417.0,1.64,1767,9999-12-31,2013-05-08
16/10-2,INTERM.,13 3/8,1397.0,17 1/2,1405.0,1.80,1767,9999-12-31,2013-05-08
16/10-2,INTERM.,9 5/8,2777.0,12 1/4,2798.0,1.86,1767,9999-12-31,2013-05-08
16/10-2,OPEN HOLE,NULL,3150.0,8 1/2,3150.0,0.00,1767,9999-12-31,2013-05-08
16/10-3,CONDUCTOR,30,187.0,36,190.0,0.00,2703,9999-12-31,2013-05-08
16/10-3,SURF.COND.,20,421.0,26,422.0,1.49,2703,9999-12-31,2013-05-08
16/10-3,INTERM.,13 3/8,1225.0,17 1/2,1226.0,1.77,2703,9999-12-31,2013-05-08
16/10-3,INTERM.,9 5/8,2138.0,12 1/4,2140.0,1.75,2703,9999-12-31,2013-05-08
16/10-3,OPEN HOLE,NULL,2850.0,8 1/2,2850.0,0.00,2703,9999-12-31,2013-05-08
16/10-4,CONDUCTOR,30,195.0,36,205.0,0.00,3531,9999-12-31,2013-05-08
16/10-4,SURF.COND.,20,373.0,26,380.0,1.42,3531,9999-12-31,2013-05-08
16/10-4,INTERM.,13 3/8,1219.0,17 1/2,1230.0,1.70,3531,9999-12-31,2013-05-08
16/10-4,INTERM.,9 5/8,2104.0,12 1/4,2110.0,1.75,3531,9999-12-31,2013-05-08
16/10-4,OPEN HOLE,NULL,2580.0,8 1/2,2580.0,0.00,3531,9999-12-31,2013-05-08
16/1-1,CONDUCTOR,30,174.0,36,175.0,0.00,147,9999-12-31,2013-05-08
16/1-1,SURF.COND.,20,387.0,26,390.0,0.00,147,9999-12-31,2013-05-08
16/1-1,INTERM.,9 5/8,1400.0,12 1/4,1401.0,0.00,147,9999-12-31,2013-05-08
16/1-1,OPEN HOLE,NULL,3203.0,8 1/2,3203.0,0.00,147,9999-12-31,2013-05-08
16/1-10,CONDUCTOR,30,211.0,36,211.0,0.00,5879,9999-12-31,2013-05-08
16/1-10,SURF.COND.,20,404.0,26,411.0,1.49,5879,9999-12-31,2013-05-08
16/1-10,INTERM.,13 3/8,589.0,17 1/2,595.0,2.05,5879,9999-12-31,2013-05-08
16/1-10,INTERM.,9 5/8,1854.0,12 1/4,1860.0,1.38,5879,9999-12-31,2013-05-08
16/1-10,LINER,7,2149.0,8 1/2,2151.0,0.00,5879,9999-12-31,2013-05-08
16/1-11,CONDUCTOR,30,196.5,36,165.5,0.00,6157,9999-12-31,2013-05-08
16/1-11,SURF.COND.,20,600.0,26,603.0,0.00,6157,9999-12-31,2013-05-08
16/1-11,INTERM.,13 3/8,1764.5,17 1/2,1770.0,1.78,6157,9999-12-31,2013-05-08
16/1-11,INTERM.,9 5/8,2356.0,12 1/4,2361.0,0.00,6157,9999-12-31,2013-05-08
16/1-11,LINER,7,2530.0,8 1/2,2532.0,0.00,6157,9999-12-31,2013-05-08
16/1-11 A,OPEN HOLE,NULL,2595.0,8/1/2,2595.0,0.00,6364,9999-12-31,2013-05-08
16/11-1 S,CONDUCTOR,30,145.0,36,145.0,0.00,112,9999-12-31,2013-05-08
16/11-1 S,SURF.COND.,20,450.0,26,469.0,0.00,112,9999-12-31,2013-05-08
16/11-1 S,INTERM.,13 3/8,1814.0,17 1/2,1829.0,0.00,112,9999-12-31,2013-05-08
16/11-1 S,INTERM.,9 5/8,3050.0,12 1/4,3050.0,0.00,112,9999-12-31,2013-05-08
16/1-12,CONDUCTOR,30,212.0,36,216.0,0.00,6166,9999-12-31,2013-05-08
16/1-12,SURF.COND.,20,597.0,26,606.0,1.88,6166,9999-12-31,2013-05-08
16/1-12,INTERM.,9 5/8,1826.0,12 1/2,1835.0,1.76,6166,9999-12-31,2013-05-08
16/1-12,OPEN HOLE,NULL,2055.0,8 1/2,2055.0,0.00,6166,9999-12-31,2013-05-08
16/11-2,INTERM.,9 5/8,2378.0,12 1/4,2378.0,0.00,336,9999-12-31,2013-05-08
16/11-2,CONDUCTOR,30,133.0,36,202.0,0.00,336,9999-12-31,2013-05-08
16/11-2,SURF.COND.,20,449.0,26,459.0,0.00,336,9999-12-31,2013-05-08
16/11-2,INTERM.,13 3/8,1387.0,17 1/2,1402.0,0.00,336,9999-12-31,2013-05-08
16/1-13,PILOT HOLE,NULL,606.0,9 7/8,606.0,0.00,6232,9999-12-31,2013-05-08
16/1-13,CONDUCTOR,30,213.0,36,213.0,0.00,6232,9999-12-31,2013-05-08
16/1-13,SURF.COND.,20,600.0,26,606.0,1.61,6232,9999-12-31,2013-05-08
16/1-13,INTERM.,9 5/8,1875.0,12 1/4,1881.0,1.81,6232,9999-12-31,2013-05-08
16/1-13,OPEN HOLE,NULL,2303.0,8 1/2,2303.0,0.00,6232,9999-12-31,2013-05-08
16/1-14,PILOT HOLE,NULL,606.0,9 7/8,606.0,0.00,6399,9999-12-31,2013-05-08
16/1-14,CONDUCTOR,30,211.0,36,215.0,0.00,6399,9999-12-31,2013-05-08
16/1-14,SURF.COND.,20,371.0,26,378.0,1.60,6399,9999-12-31,2013-05-08
16/1-14,INTERM.,13 3/8,1478.0,17 1/2,1484.0,1.99,6399,9999-12-31,2013-05-08
16/1-14,INTERM.,9 5/8,2228.0,12 1/4,2235.0,1.57,6399,9999-12-31,2013-05-08
16/1-14,OPEN HOLE,NULL,2550.0,8 1/2,2550.0,0.00,6399,9999-12-31,2013-05-08
16/1-15,PILOT HOLE,NULL,585.0,9 7/8,585.0,0.00,6517,9999-12-31,2013-05-08
16/1-15,CONDUCTOR,30,214.0,36,214.0,0.00,6517,9999-12-31,2013-05-08
16/1-15,SURF.COND.,20,576.0,26,585.0,1.70,6517,9999-12-31,2013-05-08
16/1-15,INTERM.,9 5/8,1874.0,12 1/4,1880.0,1.91,6517,9999-12-31,2013-05-08
16/1-15,LINER,7,2148.0,8 1/2,2150.0,0.00,6517,9999-12-31,2013-05-08
16/1-2,CONDUCTOR,30,172.0,36,172.0,0.00,332,9999-12-31,2013-05-08
16/1-2,SURF.COND.,20,325.0,26,340.0,0.00,332,9999-12-31,2013-05-08
16/1-2,INTERM.,13 3/8,1264.0,17 1/2,1285.0,0.00,332,9999-12-31,2013-05-08
16/1-2,INTERM.,9 5/8,2656.0,12 1/4,2732.0,0.00,332,9999-12-31,2013-05-08
16/1-2,OPEN HOLE,NULL,2917.0,8 1/2,2917.0,0.00,332,9999-12-31,2013-05-08
16/1-3,CONDUCTOR,30,192.0,36,194.0,0.00,84,9999-12-31,2013-05-08
16/1-3,SURF.COND.,20,506.0,26,521.0,1.55,84,9999-12-31,2013-05-08
16/1-3,INTERM.,13 3/8,1263.0,17 1/2,1278.0,1.70,84,9999-12-31,2013-05-08
16/1-3,INTERM.,9 5/8,2727.0,12 1/4,2738.0,1.80,84,9999-12-31,2013-05-08
16/1-3,OPEN HOLE,NULL,3498.0,8 1/2,3498.0,0.00,84,9999-12-31,2013-05-08
16/1-4,CONDUCTOR,30,195.0,36,195.0,0.00,2072,9999-12-31,2013-05-08
16/1-4,INTERM.,20,314.0,26,314.0,1.42,2072,9999-12-31,2013-05-08
16/1-4,INTERM.,13 3/8,1440.0,17 1/2,1440.0,1.93,2072,9999-12-31,2013-05-08
16/1-4,OPEN HOLE,NULL,2010.0,12 1/4,2010.0,0.00,2072,9999-12-31,2013-05-08
16/1-5,CONDUCTOR,30,191.0,36,191.0,0.00,3279,9999-12-31,2013-05-08
16/1-5,SURF.COND.,13 3/8,1410.0,17 1/2,1417.0,1.81,3279,9999-12-31,2013-05-08
16/1-5,INTERM.,9 5/8,2021.0,12 1/4,2023.0,1.50,3279,9999-12-31,2013-05-08
16/1-5,OPEN HOLE,NULL,2460.0,8 1/2,2460.0,0.00,3279,9999-12-31,2013-05-08
16/1-5 A,CONDUCTOR,30,191.0,36,191.0,0.00,3626,9999-12-31,2013-05-08
16/1-5 A,SURF.COND.,13 3/8,1410.0,17 1/2,1417.0,1.81,3626,9999-12-31,2013-05-08
16/1-5 A,OPEN HOLE,NULL,2150.0,8 1/2,2150.0,0.00,3626,9999-12-31,2013-05-08
16/1-6 A,CONDUCTOR,30,203.0,36,203.0,0.00,4767,9999-12-31,2013-05-08
16/1-6 A,SURF.COND.,20,546.0,26,546.0,1.82,4767,9999-12-31,2013-05-08
16/1-6 A,INTERM.,13 3/8,1197.0,17 1/2,1197.0,1.60,4767,9999-12-31,2013-05-08
16/1-6 A,OPEN HOLE,NULL,2194.0,8 1/2,2194.0,0.00,4767,9999-12-31,2013-05-08
16/1-6 S,CONDUCTOR,30,203.0,36,303.0,0.00,4711,9999-12-31,2013-05-08
16/1-6 S,SURF.COND.,20,546.0,26,546.0,1.82,4711,9999-12-31,2013-05-08
16/1-6 S,INTERM.,13 3/8,1197.0,17 1/2,1197.0,1.60,4711,9999-12-31,2013-05-08
16/1-6 S,OPEN HOLE,NULL,1997.0,8 1/2,1997.0,0.00,4711,9999-12-31,2013-05-08
16/1-7,CONDUCTOR,30,223.0,36,229.0,0.00,4928,9999-12-31,2013-05-08
16/1-7,SURF.COND.,13 3/8,1282.0,17 1/2,1286.0,1.96,4928,9999-12-31,2013-05-08
