wlbWellboreName,wlbNpdidWellbore,wlbWell,wlbDrillingOperator,wlbProductionLicence,wlbDrillingFacility,wlbEntryDate,wlbCompletionDate,wlbDrillPermit,wlbTotalDepth,wlbWaterDepth,wlbMainArea,wlbEntryYear,wlbCompletionYear,wlbSeismicLocation,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,wlbNsDecDeg,wlbEwDesDeg,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbDateUpdated,wlbDateUpdatedMax,dateSyncNPD
30/6-U-26,6762,30/6-U-26,Statoil Petroleum AS,053,COSLPioneer,9999-12-31,9999-12-31,578-G,0.0,110.0,NORTH SEA,0,0,NULL,ED50,60,33,58.85,N,2,44,40.7,E,60.5663,2.7446,6714672.11,486000.02,31,30,6,U,26,NULL,NULL,2012-11-14,2012-11-14,2013-05-08
30/9-U-1,1320,30/9-U-1,Norsk Hydro Produksjon AS,NULL,NULL,9999-12-31,9999-12-31,169-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,29,30.71,N,2,49,38.33,E,60.4919,2.8273,6706361.32,490510.84,31,30,9,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
30/9-U-2,6196,30/9-U-2,StatoilHydro Petroleum AS,079,TRANSOCEAN LEADER,2009-09-09,2009-09-11,481-G,0.0,107.0,NORTH SEA,2009,2009,ST09304-08004. SP1201,ED50,60,29,5.8,N,2,42,40.9,E,60.4849,2.7114,6705612.95,484135.83,31,30,9,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
30/10-U-1,5748,30/10-U-1,Esso Exploration and Production Norway A/S,NULL,FERDER,1980-04-09,1980-04-30,420-G1,191.8,85.0,NORTH SEA,1980,1980,NULL,ED50,60,4,40.93,N,2,9,49.99,E,60.0780,2.1639,6660552.08,453471.88,31,30,10,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
30/10-U-2,5749,30/10-U-2,Esso Exploration and Production Norway A/S,NULL,FERDER,1980-04-09,1980-04-30,420-G2,156.9,50.5,NORTH SEA,1980,1980,NULL,ED50,60,4,41,N,2,10,2.22,E,60.0781,2.1673,6660551.86,453660.95,31,30,10,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
30/10-U-3,5750,30/10-U-3,Esso Exploration and Production Norway A/S,NULL,FERDER,1980-04-09,1980-04-30,420-G3,153.6,46.0,NORTH SEA,1980,1980,NULL,ED50,60,4,38.11,N,2,9,55.05,E,60.0773,2.1653,6660463.85,453548.99,31,30,10,U,3,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
30/10-U-4,5751,30/10-U-4,Esso Exploration and Production Norway A/S,NULL,FERDER,1980-04-09,1980-04-30,420-G4,191.4,85.3,NORTH SEA,1980,1980,NULL,ED50,60,4,34.55,N,2,10,3.09,E,60.0763,2.1675,6660352.16,453671.89,31,30,10,U,4,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
30/10-U-5,5752,30/10-U-5,Esso Exploration and Production Norway A/S,NULL,FERDER,1980-04-09,1980-04-30,420-G5,158.3,50.7,NORTH SEA,1980,1980,NULL,ED50,60,4,35.14,N,2,9,50.21,E,60.0764,2.1639,6660372.92,453473.02,31,30,10,U,5,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
30/10-U-6,5753,30/10-U-6,Esso Exploration and Production Norway A/S,NULL,FERDER,1980-04-09,1980-04-30,420-G6,178.5,72.1,NORTH SEA,1980,1980,NULL,ED50,60,4,37.19,N,2,9,57.14,E,60.0770,2.1659,6660434.98,453580.94,31,30,10,U,6,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/2-U-1,1991,31/2-U-1,Norsk Hydro Produksjon AS,NULL,NULL,9999-12-31,9999-12-31,286-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,50,5,N,3,30,49,E,60.8347,3.5136,6744647.01,527924.51,31,31,2,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/2-U-2,1992,31/2-U-2,Norsk Hydro Produksjon AS,NULL,NULL,9999-12-31,9999-12-31,287-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,50,5,N,3,30,49,E,60.8347,3.5136,6744647.01,527924.51,31,31,2,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/2-U-3,1993,31/2-U-3,Norsk Hydro Produksjon AS,NULL,NULL,9999-12-31,9999-12-31,288-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,50,5,N,3,30,49,E,60.8347,3.5136,6744647.01,527924.51,31,31,2,U,3,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/2-U-4,1994,31/2-U-4,Norsk Hydro Produksjon AS,NULL,NULL,9999-12-31,9999-12-31,289-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,50,5,N,3,30,49,E,60.8347,3.5136,6744647.01,527924.51,31,31,2,U,4,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/2-U-5,1995,31/2-U-5,Norsk Hydro Produksjon AS,NULL,NULL,9999-12-31,9999-12-31,290-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,50,5,N,3,30,49,E,60.8347,3.5136,6744647.01,527924.51,31,31,2,U,5,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/2-U-6,1996,31/2-U-6,Norsk Hydro Produksjon AS,NULL,NULL,9999-12-31,9999-12-31,291-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,50,5,N,3,30,49,E,60.8347,3.5136,6744647.01,527924.51,31,31,2,U,6,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/2-U-7,1997,31/2-U-7,Norsk Hydro Produksjon AS,NULL,NULL,9999-12-31,9999-12-31,292-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,50,5,N,3,30,49,E,60.8347,3.5136,6744647.01,527924.51,31,31,2,U,7,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/2-U-8,1998,31/2-U-8,Norsk Hydro Produksjon AS,NULL,NULL,9999-12-31,9999-12-31,293-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,50,5,N,3,30,49,E,60.8347,3.5136,6744647.01,527924.51,31,31,2,U,8,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/2-U-9,1999,31/2-U-9,Norsk Hydro Produksjon AS,NULL,NULL,9999-12-31,9999-12-31,294-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,50,5,N,3,30,49,E,60.8347,3.5136,6744647.01,527924.51,31,31,2,U,9,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/2-U-10,2000,31/2-U-10,Norsk Hydro Produksjon AS,NULL,NULL,9999-12-31,9999-12-31,295-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,50,5,N,3,30,49,E,60.8347,3.5136,6744647.01,527924.51,31,31,2,U,10,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/2-U-11,6298,31/2-U-11,Statoil Petroleum AS,054,SONGA TRYM,2009-12-05,2009-12-06,499-G,644.0,338.3,NORTH SEA,2009,2009,NH9157 og NH0502,ED50,60,54,53.9,N,3,31,25.5,E,60.9150,3.5238,6753590.00,528404.36,31,31,2,U,11,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/2-U-12,6308,31/2-U-12,Statoil Petroleum AS,054,DEEPSEA ATLANTIC,2010-01-25,2010-01-27,500-G,679.0,334.0,NORTH SEA,2010,2010,NH9157-314. SP 2376,ED50,60,50,2.82,N,3,30,53.96,E,60.8341,3.5150,6744580.14,527999.95,31,31,2,U,12,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/3-U-1,7185,31/3-U-1,Tullow Oil Norge AS,551,TRANSOCEAN BARENTS,9999-12-31,9999-12-31,704-G,0.0,348.0,NORTH SEA,0,0,NH9401 WIM11: IL 3674.  XL 4904,ED50,60,57,50.97,N,3,41,17.51,E,60.9642,3.6882,6759150.98,537265.05,31,31,3,U,1,NULL,NULL,2013-04-27,2013-04-27,2013-05-08
31/4-U-1,1190,31/4-U-1,Norsk Hydro Produksjon AS,NULL,NULL,1987-10-14,1987-10-14,113-G,49.0,0.0,NORTH SEA,1987,1987,NULL,ED50,60,32,33.4,N,3,2,50.52,E,60.5426,3.0474,6712002.10,502598.75,31,31,4,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/4-U-2,1191,31/4-U-2,Norsk Hydro Produksjon AS,NULL,NULL,1987-09-29,1987-09-30,114-G,94.0,0.0,NORTH SEA,1987,1987,NULL,ED50,60,32,34.37,N,3,2,48.7,E,60.5429,3.0469,6712032.09,502570.99,31,31,4,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/4-U-3,1192,31/4-U-3,Norsk Hydro Produksjon AS,NULL,NULL,1987-10-02,1987-10-03,115-G,128.0,0.0,NORTH SEA,1987,1987,NULL,ED50,60,32,32.49,N,3,2,52.56,E,60.5424,3.0479,6711973.96,502629.86,31,31,4,U,3,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/4-U-4,1193,31/4-U-4,Norsk Hydro Produksjon AS,NULL,NULL,1987-10-02,1987-10-03,116-G,91.0,0.0,NORTH SEA,1987,1987,NULL,ED50,60,32,32.43,N,3,2,48.25,E,60.5423,3.0467,6711972.06,502564.18,31,31,4,U,4,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/4-U-5,1194,31/4-U-5,Norsk Hydro Produksjon AS,NULL,NULL,1987-10-13,1987-10-14,117-G,86.0,0.0,NORTH SEA,1987,1987,NULL,ED50,60,32,34.24,N,3,2,52.98,E,60.5428,3.0481,6712028.11,502636.22,31,31,4,U,5,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/4-U-6,1195,31/4-U-6,Norsk Hydro Produksjon AS,NULL,NULL,1987-10-03,1987-10-04,118-G,76.0,0.0,NORTH SEA,1987,1987,NULL,ED50,60,32,33.14,N,3,2,55.87,E,60.5425,3.0489,6711994.11,502680.29,31,31,4,U,6,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/4-U-7,1196,31/4-U-7,Norsk Hydro Produksjon AS,NULL,NULL,1987-10-08,1987-10-09,119-G,34.0,0.0,NORTH SEA,1987,1987,NULL,ED50,60,32,35.63,N,3,2,50.55,E,60.5432,3.0474,6712071.09,502599.16,31,31,4,U,7,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/4-U-8,1197,31/4-U-8,Norsk Hydro Produksjon AS,NULL,NULL,1987-10-15,1987-10-16,120-G,49.0,0.0,NORTH SEA,1987,1987,NULL,ED50,60,32,31.07,N,3,2,50.68,E,60.5420,3.0474,6711930.01,502601.24,31,31,4,U,8,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/4-U-9,1198,31/4-U-9,Norsk Hydro Produksjon AS,NULL,NULL,1987-10-10,1987-10-11,121-G,26.0,0.0,NORTH SEA,1987,1987,NULL,ED50,60,32,34.33,N,3,2,53.49,E,60.5429,3.0482,6712030.90,502643.99,31,31,4,U,9,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/5-U-1,1164,31/5-U-1,Norsk Hydro Produksjon AS,NULL,NULL,1987-09-20,1987-09-23,112-G,70.0,0.0,NORTH SEA,1987,1987,NULL,ED50,60,34,27,N,3,39,27.48,E,60.5742,3.6576,6715696.06,536045.20,31,31,5,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/5-U-2,1230,31/5-U-2,Norsk Hydro Produksjon AS,NULL,NULL,1987-09-24,1987-09-25,112-G1,115.0,0.0,NORTH SEA,1987,1987,NULL,ED50,60,34,26.65,N,3,39,26.16,E,60.5741,3.6573,6715685.03,536025.21,31,31,5,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/5-U-3,6425,31/5-U-3,Statoil Petroleum AS,054,WEST VENTURE,9999-12-31,9999-12-31,519-G,0.0,321.0,NORTH SEA,0,0,NULL,ED50,60,44,25.85,N,3,30,39.64,E,60.7405,3.5110,6734152.65,527864.84,31,31,5,U,3,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/6-U-1,1201,31/6-U-1,A/S Norske Shell,NULL,NULL,9999-12-31,9999-12-31,123-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,39,1.04,N,3,41,44.26,E,60.6503,3.6956,6724195.87,538037.94,31,31,6,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/6-U-2,1202,31/6-U-2,A/S Norske Shell,NULL,NULL,9999-12-31,9999-12-31,124-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,39,2.97,N,3,41,46.61,E,60.6508,3.6963,6724255.96,538073.01,31,31,6,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/6-U-3,1203,31/6-U-3,A/S Norske Shell,NULL,NULL,9999-12-31,9999-12-31,125-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,39,1.07,N,3,41,39.66,E,60.6503,3.6944,6724196.06,537968.07,31,31,6,U,3,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/6-U-4,1204,31/6-U-4,A/S Norske Shell,NULL,NULL,9999-12-31,9999-12-31,126-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,38,59.09,N,3,41,46.53,E,60.6497,3.6963,6724135.90,538073.06,31,31,6,U,4,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/6-U-5,1205,31/6-U-5,A/S Norske Shell,NULL,NULL,9999-12-31,9999-12-31,127-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,39,1.01,N,3,41,50.85,E,60.6503,3.6975,6724196.00,538138.05,31,31,6,U,5,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/6-U-6,1206,31/6-U-6,A/S Norske Shell,NULL,NULL,9999-12-31,9999-12-31,128-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,39,3.84,N,3,41,41.03,E,60.6511,3.6947,6724281.98,537987.97,31,31,6,U,6,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/6-U-7,1207,31/6-U-7,A/S Norske Shell,NULL,NULL,9999-12-31,9999-12-31,129-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,38,57.94,N,3,42,46.74,E,60.6494,3.7130,6724110.13,538987.99,31,31,6,U,7,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/6-U-8,1208,31/6-U-8,A/S Norske Shell,NULL,NULL,9999-12-31,9999-12-31,130-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,39,2.81,N,3,41,46.28,E,60.6508,3.6962,6724250.95,538068.05,31,31,6,U,8,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/6-U-9,1200,31/6-U-9,A/S Norske Shell,NULL,NULL,9999-12-31,9999-12-31,131-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,0,0,0,NULL,0,0,0,NULL,0.0000,0.0000,0.00,0.00,0,31,6,U,9,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/6-U-10,1211,31/6-U-10,A/S Norske Shell,NULL,NULL,9999-12-31,9999-12-31,132-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,0,0,0,NULL,0,0,0,NULL,0.0000,0.0000,0.00,0.00,0,31,6,U,10,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/6-U-11,1212,31/6-U-11,A/S Norske Shell,NULL,NULL,9999-12-31,9999-12-31,133-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,0,0,0,NULL,0,0,0,NULL,0.0000,0.0000,0.00,0.00,0,31,6,U,11,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/6-U-12,1213,31/6-U-12,A/S Norske Shell,NULL,NULL,9999-12-31,9999-12-31,134-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,0,0,0,NULL,0,0,0,NULL,0.0000,0.0000,0.00,0.00,0,31,6,U,12,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/6-U-13,1214,31/6-U-13,A/S Norske Shell,NULL,NULL,9999-12-31,9999-12-31,135-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,0,0,0,NULL,0,0,0,NULL,0.0000,0.0000,0.00,0.00,0,31,6,U,13,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/6-U-14,1321,31/6-U-14,Den norske stats oljeselskap a.s,NULL,NULL,1988-06-24,1988-06-24,170-G,0.0,0.0,NORTH SEA,1988,1988,NULL,ED50,60,39,0.96,N,3,41,47.32,E,60.6503,3.6965,6724193.88,538084.45,31,31,6,U,14,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/6-U-15,1322,31/6-U-15,Den norske stats oljeselskap a.s,NULL,NULL,1988-07-05,1988-07-05,171-G,83.7,0.0,NORTH SEA,1988,1988,NULL,ED50,60,39,1.18,N,3,41,41.79,E,60.6503,3.6949,6724199.80,538000.38,31,31,6,U,15,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/6-U-16,1323,31/6-U-16,Den norske stats oljeselskap a.s,NULL,NULL,9999-12-31,9999-12-31,172-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,39,1.04,N,3,41,46.46,E,60.6503,3.6962,6724196.22,538071.36,31,31,6,U,16,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/6-U-17,1324,31/6-U-17,Den norske stats oljeselskap a.s,NULL,NULL,9999-12-31,9999-12-31,173-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,39,1.04,N,3,41,46.46,E,60.6503,3.6962,6724196.22,538071.36,31,31,6,U,17,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/6-U-18,1427,31/6-U-18,A/S Norske Shell,NULL,NULL,9999-12-31,9999-12-31,195-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,38,44.87,N,3,43,35.36,E,60.6458,3.7265,6723713.85,539730.96,31,31,6,U,18,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/6-U-19,1434,31/6-U-19,A/S Norske Shell,NULL,NULL,9999-12-31,9999-12-31,202-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,38,43.33,N,3,43,34.27,E,60.6454,3.7262,6723666.02,539714.93,31,31,6,U,19,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/6-U-20,1435,31/6-U-20,A/S Norske Shell,NULL,NULL,9999-12-31,9999-12-31,203-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,38,43.45,N,3,43,36.25,E,60.6454,3.7267,6723670.06,539744.96,31,31,6,U,20,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/6-U-21,1436,31/6-U-21,A/S Norske Shell,NULL,NULL,9999-12-31,9999-12-31,204-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,60,38,44.4,N,3,43,33.64,E,60.6457,3.7260,6723699.02,539704.99,31,31,6,U,21,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/6-U-22,1437,31/6-U-22,A/S Norske Shell,NULL,NULL,9999-12-31,9999-12-31,205-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,0,0,0,NULL,0,0,0,NULL,0.0000,0.0000,0.00,0.00,0,31,6,U,22,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/6-U-23,4992,31/6-U-23,Statoil ASA (old),NULL,BUCENTAUR,9999-12-31,9999-12-31,372-G,0.0,0.0,NORTH SEA,0,0,ST0490-linje05002SP1316 linje07002SP1319,ED50,60,38,40,N,3,43,26,E,60.6444,3.7239,6723561.61,539590.43,31,31,6,U,23,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
31/6-U-24,4996,31/6-U-24,Statoil ASA (old),NULL,BUCENTAUR,9999-12-31,9999-12-31,373-G,0.0,0.0,NORTH SEA,0,0,ST0494-L05001SP1646-L07012SP2216,ED50,60,37,55.2,N,3,44,36.2,E,60.6320,3.7434,6722187.47,540672.55,31,31,6,U,24,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
33/9-U-0,1556,33/9-U-0,Den norske stats oljeselskap a.s,NULL,NULL,9999-12-31,9999-12-31,220-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,61,20,18,N,1,59,40.55,E,61.3383,1.9946,6801049.58,446200.06,31,33,9,U,0,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
33/9-U-1,1522,33/9-U-1,Den norske stats oljeselskap a.s,NULL,NULL,9999-12-31,9999-12-31,217-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,61,26,37.06,N,1,55,45.56,E,61.4436,1.9293,6812833.37,442899.79,31,33,9,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
33/9-U-2,1554,33/9-U-2,Den norske stats oljeselskap a.s,NULL,NULL,9999-12-31,9999-12-31,218-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,61,26,37.06,N,1,55,45.56,E,61.4436,1.9293,6812833.37,442899.79,31,33,9,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
33/9-U-3,1555,33/9-U-3,Den norske stats oljeselskap a.s,NULL,NULL,9999-12-31,9999-12-31,219-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,61,26,37.06,N,1,55,45.56,E,61.4436,1.9293,6812833.37,442899.79,31,33,9,U,3,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
33/9-U-4,1752,33/9-U-4,Den norske stats oljeselskap a.s,NULL,NULL,1991-02-21,1991-02-21,246-G,208.0,156.0,NORTH SEA,1991,1991,NULL,ED50,61,20,38.02,N,1,58,22.18,E,61.3439,1.9728,6801687.13,445044.97,31,33,9,U,4,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
34/3-U-1,998,34/3-U-1,Den norske stats oljeselskap a.s,NULL,NULL,9999-12-31,9999-12-31,8-G1,0.0,0.0,NORTH SEA,0,0,NULL,ED50,61,46,11.87,N,2,53,5.02,E,61.7700,2.8847,6848723.79,493916.58,31,34,3,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
34/3-U-2,999,34/3-U-2,Den norske stats oljeselskap a.s,NULL,NULL,9999-12-31,9999-12-31,9-G1,0.0,0.0,NORTH SEA,0,0,NULL,ED50,61,48,41.1,N,2,44,15.2,E,61.8114,2.7376,6853364.27,486168.31,31,34,3,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
34/3-U-3,6683,34/3-U-3,BG Norge AS,373 S,BUCENTAUR,9999-12-31,9999-12-31,555-G,0.0,388.0,NORTH SEA,0,0,NULL,ED50,61,46,8.3,N,2,47,32.28,E,61.7690,2.7923,6848625.43,489038.41,31,34,3,U,3,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
34/3-U-4,6684,34/3-U-4,BG Norge AS,373 S,BUCENTAUR,9999-12-31,9999-12-31,556-G,0.0,30.0,NORTH SEA,0,0,NULL,ED50,61,46,4.27,N,2,47,38.27,E,61.7679,2.7940,6848500.45,489125.83,31,34,3,U,4,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
34/3-U-5,6685,34/3-U-5,BG Norge AS,373 S,BUCENTAUR,9999-12-31,9999-12-31,557-G,0.0,388.0,NORTH SEA,0,0,NULL,ED50,61,46,0,N,2,47,43.51,E,61.7667,2.7954,6848368.07,489202.24,31,34,3,U,5,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
34/3-U-6,6686,34/3-U-6,BG Norge AS,373 S,BUCENTAUR,9999-12-31,9999-12-31,558-G,0.0,388.0,NORTH SEA,0,0,NULL,ED50,61,45,55.54,N,2,47,47.94,E,61.7654,2.7967,6848229.85,489266.75,31,34,3,U,6,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
34/3-U-7,6687,34/3-U-7,BG Norge AS,373 S,BUCENTAUR,9999-12-31,9999-12-31,559-G,0.0,388.0,NORTH SEA,0,0,NULL,ED50,61,45,55.16,N,2,44,7.4,E,61.7653,2.7354,6848229.73,486033.22,31,34,3,U,7,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
34/3-U-8,6688,34/3-U-8,BG Norge AS,373 S,BUCENTAUR,9999-12-31,9999-12-31,560-G,0.0,388.0,NORTH SEA,0,0,NULL,ED50,61,45,59.64,N,2,44,11.76,E,61.7666,2.7366,6848368.10,486097.71,31,34,3,U,8,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
34/3-U-9,6689,34/3-U-9,BG Norge AS,373 S,BUCENTAUR,9999-12-31,9999-12-31,561-G,0.0,388.0,NORTH SEA,0,0,NULL,ED50,61,46,3.92,N,2,44,16.93,E,61.7678,2.7380,6848500.24,486174.04,31,34,3,U,9,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
34/3-U-10,6690,34/3-U-10,BG Norge AS,373 S,BUCENTAUR,9999-12-31,9999-12-31,562-G,0.0,388.0,NORTH SEA,0,0,NULL,ED50,61,46,7.97,N,2,44,22.87,E,61.7689,2.7397,6848625.21,486261.63,31,34,3,U,10,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
34/3-U-11,6691,34/3-U-11,BG Norge AS,373 S,BUCENTAUR,9999-12-31,9999-12-31,563-G,0.0,388.0,NORTH SEA,0,0,NULL,ED50,61,46,1.67,N,2,47,39.22,E,61.7671,2.7942,6848419.95,489139.50,31,34,3,U,11,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
34/3-U-12,6692,34/3-U-12,BG Norge AS,373 S,BUCENTAUR,9999-12-31,9999-12-31,564-G,0.0,388.0,NORTH SEA,0,0,NULL,ED50,61,46,1.33,N,2,44,16.02,E,61.7670,2.7378,6848420.14,486160.38,31,34,3,U,12,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
34/3-U-13,6693,34/3-U-13,BG Norge AS,373 S,BUCENTAUR,9999-12-31,9999-12-31,565-G,0.0,388.0,NORTH SEA,0,0,NULL,ED50,61,47,41.45,N,2,42,58.68,E,61.7948,2.7163,6851523.10,485040.02,31,34,3,U,13,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
34/3-U-14,6694,34/3-U-14,BG Norge AS,373 S,BUCENTAUR,9999-12-31,9999-12-31,566-G,0.0,388.0,NORTH SEA,0,0,NULL,ED50,61,48,2.87,N,2,46,58.21,E,61.8008,2.7828,6852172.43,488550.79,31,34,3,U,14,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
34/3-U-15,6695,34/3-U-15,BG Norge AS,373 S,BUCENTAUR,9999-12-31,9999-12-31,567-G,0.0,388.0,NORTH SEA,0,0,NULL,ED50,61,45,48.26,N,2,45,55,E,61.7634,2.7653,6848010.15,487610.05,31,34,3,U,15,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
34/3-U-16,6889,34/3-U-16,BG Norge AS,373 S,BUCENTAUR,9999-12-31,9999-12-31,625-G,0.0,408.0,NORTH SEA,0,0,NULL,ED50,61,47,27.36,N,2,51,40.48,E,61.7909,2.8612,6851062.26,492682.24,31,34,3,U,16,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
34/3-U-17,6890,34/3-U-17,BG Norge AS,373 S,BUCENTAUR,9999-12-31,9999-12-31,626-G,0.0,408.0,NORTH SEA,0,0,NULL,ED50,61,45,58.49,N,2,50,23.4,E,61.7662,2.8398,6848314.77,491546.28,31,34,3,U,17,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
34/3-U-18,6891,34/3-U-18,BG Norge AS,373 S,BUCENTAUR,9999-12-31,9999-12-31,627-G,0.0,408.0,NORTH SEA,0,0,NULL,ED50,61,47,14.5,N,2,48,19.43,E,61.7874,2.8054,6850671.85,489735.76,31,34,3,U,18,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
