wlbWellboreName,wlbNpdidWellbore,wlbWell,wlbDrillingOperator,wlbProductionLicence,wlbDrillingFacility,wlbEntryDate,wlbCompletionDate,wlbDrillPermit,wlbTotalDepth,wlbWaterDepth,wlbMainArea,wlbEntryYear,wlbCompletionYear,wlbSeismicLocation,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,wlbNsDecDeg,wlbEwDesDeg,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbDateUpdated,wlbDateUpdatedMax,dateSyncNPD
15/9-U-6,1887,15/9-U-6,Den norske stats oljeselskap a.s,046,NULL,9999-12-31,9999-12-31,271-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,58,25,8,N,1,43,4,E,58.4189,1.7178,6476210.02,425095.09,31,15,9,U,6,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
15/9-U-7,1888,15/9-U-7,Den norske stats oljeselskap a.s,046,NULL,9999-12-31,9999-12-31,272-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,58,25,4,N,1,42,57,E,58.4178,1.7158,6476088.49,424979.14,31,15,9,U,7,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
15/9-U-8,1889,15/9-U-8,Den norske stats oljeselskap a.s,046,NULL,9999-12-31,9999-12-31,273-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,58,25,1,N,1,43,6,E,58.4169,1.7183,6475992.92,425123.41,31,15,9,U,8,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
15/9-U-9,1890,15/9-U-9,Den norske stats oljeselskap a.s,046,NULL,9999-12-31,9999-12-31,274-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,58,25,4,N,1,43,12,E,58.4178,1.7200,6476083.85,425222.54,31,15,9,U,9,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
15/9-U-10,1891,15/9-U-10,Den norske stats oljeselskap a.s,046,NULL,9999-12-31,9999-12-31,275-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,58,25,4,N,1,43,6,E,58.4178,1.7183,6476085.70,425125.18,31,15,9,U,10,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
15/9-U-11,1892,15/9-U-11,Den norske stats oljeselskap a.s,046,NULL,9999-12-31,9999-12-31,276-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,58,25,6,N,1,54,24,E,58.4183,1.9067,6475953.28,436127.94,31,15,9,U,11,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
15/9-U-12,2019,15/9-U-12,Den norske stats oljeselskap a.s,046,NULL,9999-12-31,9999-12-31,296-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,58,22,10,N,1,54,43.6,E,58.3694,1.9121,6470505.05,436357.96,31,15,9,U,12,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
15/9-U-13,4938,15/9-U-13,StatoilHydro ASA,046,TRANSOCEAN SEARCHER,2003-08-18,2003-08-20,371-G,814.0,111.0,NORTH SEA,2003,2003,NULL,ED50,58,29,49.26,N,1,43,21.79,E,58.4970,1.7227,6484902.75,425549.03,31,15,9,U,13,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
15/12-U-1,2331,15/12-U-1,Den norske stats oljeselskap a.s,038,NULL,1994-03-15,1994-04-07,321-G,0.0,0.0,NORTH SEA,1994,1994,NULL,ED50,58,5,0,N,1,54,0,E,58.0833,1.9000,6438663.07,435129.53,31,15,12,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
15/12-U-2,2332,15/12-U-2,Den norske stats oljeselskap a.s,038,NULL,1994-03-15,1994-04-07,322-G,0.0,0.0,NORTH SEA,1994,1994,NULL,ED50,58,5,0,N,1,54,0,E,58.0833,1.9000,6438663.07,435129.53,31,15,12,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
15/12-U-3,2333,15/12-U-3,Den norske stats oljeselskap a.s,038,NULL,1994-03-15,1994-04-07,323-G,0.0,0.0,NORTH SEA,1994,1994,NULL,ED50,58,5,0,N,1,54,0,E,58.0833,1.9000,6438663.07,435129.53,31,15,12,U,3,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
15/12-U-4,2334,15/12-U-4,Den norske stats oljeselskap a.s,038,NULL,1994-03-15,1994-04-07,324-G,0.0,0.0,NORTH SEA,1994,1994,NULL,ED50,58,5,0,N,1,54,0,E,58.0833,1.9000,6438663.07,435129.53,31,15,12,U,4,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
15/12-U-5,2335,15/12-U-5,Den norske stats oljeselskap a.s,038,NULL,1994-03-15,1994-04-07,325-G,0.0,0.0,NORTH SEA,1994,1994,NULL,ED50,58,5,0,N,1,54,0,E,58.0833,1.9000,6438663.07,435129.53,31,15,12,U,5,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
15/12-U-6,2336,15/12-U-6,Den norske stats oljeselskap a.s,038,NULL,1994-03-15,1994-04-07,326-G,0.0,0.0,NORTH SEA,1994,1994,NULL,ED50,58,5,0,N,1,54,0,E,58.0833,1.9000,6438663.07,435129.53,31,15,12,U,6,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
15/12-U-7,2337,15/12-U-7,Den norske stats oljeselskap a.s,038,NULL,1994-03-15,1994-04-07,327-G,0.0,0.0,NORTH SEA,1994,1994,NULL,ED50,58,5,0,N,1,54,0,E,58.0833,1.9000,6438663.07,435129.53,31,15,12,U,7,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
15/12-U-8,2338,15/12-U-8,Den norske stats oljeselskap a.s,038,NULL,1994-03-15,1994-04-07,328-G,0.0,0.0,NORTH SEA,1994,1994,NULL,ED50,58,5,0,N,1,54,0,E,58.0833,1.9000,6438663.07,435129.53,31,15,12,U,8,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
15/12-U-9,2339,15/12-U-9,Den norske stats oljeselskap a.s,038,NULL,1994-03-15,1994-04-07,329-G,0.0,0.0,NORTH SEA,1994,1994,NULL,ED50,58,5,0,N,1,54,0,E,58.0833,1.9000,6438663.07,435129.53,31,15,12,U,9,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
15/12-U-10,5546,15/12-U-10,Pertra ASA,337,BUCENTAUR,2007-04-20,2007-04-20,398-G1,135.0,91.4,NORTH SEA,2007,2007,NULL,ED50,58,12,51.44,N,1,46,37.16,E,58.2143,1.7770,6453367.08,428140.02,31,15,12,U,10,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
15/12-U-11,5547,15/12-U-11,Pertra ASA,337,BUCENTAUR,2007-04-21,2007-04-21,398-G2,137.0,91.2,NORTH SEA,2007,2007,NULL,ED50,58,12,51.96,N,1,46,40.94,E,58.2144,1.7780,6453382.04,428202.00,31,15,12,U,11,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
15/12-U-12,5548,15/12-U-12,Pertra ASA,337,BUCENTAUR,2007-04-22,2007-04-22,398-G3,134.0,91.5,NORTH SEA,2007,2007,NULL,ED50,58,12,53.45,N,1,46,38.07,E,58.2148,1.7772,6453428.97,428156.00,31,15,12,U,12,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
16/1-U-1,6669,16/1-U-1,Lundin Norway AS,338,BUCENTAUR,2011-06-10,2011-06-10,549-G,189.0,109.0,NORTH SEA,2011,2011,NULL,ED50,58,50,33.39,N,2,14,56.77,E,58.8426,2.2491,6522919.65,456660.93,31,16,1,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
16/1-U-2,6670,16/1-U-2,Lundin Norway AS,338,BUCENTAUR,2011-06-10,2011-06-10,550-G,165.0,109.2,NORTH SEA,2011,2011,NULL,ED50,58,50,34.36,N,2,14,53.26,E,58.8429,2.2481,6522950.29,456604.99,31,16,1,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
16/1-U-3,6671,16/1-U-3,Lundin Norway AS,338,BUCENTAUR,2011-06-10,2011-06-10,551-G,150.0,109.0,NORTH SEA,2011,2011,NULL,ED50,58,50,32.32,N,2,14,53.26,E,58.8423,2.2481,6522887.19,456604.28,31,16,1,U,3,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
16/1-U-4,6672,16/1-U-4,Lundin Norway AS,338,BUCENTAUR,2011-06-10,2011-06-10,552-G,185.0,109.0,NORTH SEA,2011,2011,NULL,ED50,58,50,36.12,N,2,14,54.89,E,58.8434,2.2486,6523004.43,456631.73,31,16,1,U,4,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
16/1-U-5,6673,16/1-U-5,Lundin Norway AS,338,BUCENTAUR,2011-06-10,2011-06-10,553-G,169.0,109.0,NORTH SEA,2011,2011,NULL,ED50,58,50,35.01,N,2,14,58.77,E,58.8431,2.2497,6522969.40,456693.55,31,16,1,U,5,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
16/1-U-6,6674,16/1-U-6,Lundin Norway AS,338,TRANSOCEAN WINNER,2010-09-24,2010-09-24,554-G,606.0,110.0,NORTH SEA,2010,2010,NULL,ED50,58,53,9.32,N,2,12,11.5,E,58.8859,2.2032,6527773.19,454068.75,31,16,1,U,6,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
16/1-U-7,6788,16/1-U-7,Det norske oljeselskap ASA,001 B,TRANSOCEAN BARENTS,9999-12-31,9999-12-31,584-G,0.0,112.0,NORTH SEA,0,0,NULL,ED50,58,55,20.17,N,2,11,53.25,E,58.9223,2.1981,6531823.89,453825.04,31,16,1,U,7,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
16/2-U-1,5460,16/2-U-1,Statoil ASA (old),265,BUCENTAUR,2006-09-17,2006-09-18,386-G,150.0,113.9,NORTH SEA,2006,2006,NULL,ED50,58,52,58.42,N,2,22,27.03,E,58.8829,2.3742,6527331.28,463921.44,31,16,2,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
16/2-U-2,5461,16/2-U-2,Statoil ASA (old),265,BUCENTAUR,2006-09-18,2006-09-19,387-G,149.0,113.9,NORTH SEA,2006,2006,NULL,ED50,58,52,19.39,N,2,23,27.49,E,58.8721,2.3910,6526115.13,464878.63,31,16,2,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
16/2-U-3,5998,16/2-U-3,StatoilHydro ASA,265,BUCENTAUR,2008-09-26,2008-09-26,461-G1,139.0,109.2,NORTH SEA,2008,2008,NULL,ED50,58,48,48.92,N,2,22,14.3,E,58.8136,2.3706,6519616.06,463645.04,31,16,2,U,3,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
16/2-U-4,5999,16/2-U-4,StatoilHydro ASA,265,BUCENTAUR,2008-09-27,2008-09-27,461-G2,151.0,108.7,NORTH SEA,2008,2008,NULL,ED50,58,48,49.56,N,2,22,10.53,E,58.8138,2.3696,6519636.42,463584.73,31,16,2,U,4,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
16/2-U-5,6001,16/2-U-5,StatoilHydro ASA,265,BUCENTAUR,2008-09-27,2008-09-27,461-G3,139.0,109.0,NORTH SEA,2008,2008,NULL,ED50,58,48,50.88,N,2,22,13.57,E,58.8141,2.3704,6519676.79,463633.89,31,16,2,U,5,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
16/2-U-6,6716,16/2-U-6,Statoil Petroleum AS,265,TRANSOCEAN LEADER,2011-09-26,2011-09-27,573-G,460.0,115.0,NORTH SEA,2011,2011,3D SURVEY: ST09M05. inline 4512. x line 3488,ED50,58,51,16.1,N,2,32,36.2,E,58.8545,2.5434,6524087.54,473654.85,31,16,2,U,6,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
16/2-U-13,7013,16/2-U-13,Lundin Norway AS,501,TRANSOCEAN ARCTIC,2012-07-23,2012-07-24,674-G,382.0,116.0,NORTH SEA,2012,2012,NULL,ED50,58,49,59.5,N,2,39,12.25,E,58.8332,2.6534,6521680.15,479990.03,31,16,2,U,13,NULL,NULL,2012-08-21,2012-08-21,2013-05-08
16/2-U-14,6993,16/2-U-14,Statoil Petroleum AS,265,OCEAN VANGUARD,2012-09-10,2012-09-12,673-G,1050.0,113.0,NORTH SEA,2012,2012,Inline: 4389. Xline: 3363,ED50,58,50,25,N,2,31,2.22,E,58.8403,2.5173,6522517.55,472137.25,31,16,2,U,14,NULL,NULL,2013-05-01,2013-05-01,2013-05-08
16/2-U-17,7144,16/2-U-17,Statoil Petroleum AS,265,OCEAN VANGUARD,2013-03-22,2013-03-24,703-G,409.0,111.0,NORTH SEA,2013,2013,NULL,ED50,58,48,16,N,2,31,47.3,E,58.8044,2.5298,6518522.35,472832.02,31,16,2,U,17,NULL,NULL,2013-05-01,2013-05-01,2013-05-08
16/4-U-1,5458,16/4-U-1,Statoil ASA (old),339,BUCENTAUR,2006-09-15,2006-09-16,384-G,126.0,91.4,NORTH SEA,2006,2006,NULL,ED50,58,31,46.15,N,2,9,2.55,E,58.5295,2.1507,6488123.18,450540.59,31,16,4,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
16/5-U-1,7130,16/5-U-1,Statoil Petroleum AS,502,OCEAN VANGUARD,9999-12-31,9999-12-31,702-G,0.0,108.0,NORTH SEA,0,0,LN0902STR11: INLINE 4835 XLINE 2875,ED50,58,43,53.95,N,2,33,27.19,E,58.7317,2.5576,6510406.09,474381.73,31,16,5,U,1,NULL,NULL,2013-01-26,2013-01-26,2013-05-08
16/7-U-1,6605,16/7-U-1,Statoil Petroleum AS,569,OCEAN VANGUARD,2011-07-07,2011-07-09,537-G,535.0,85.0,NORTH SEA,2011,2011,NULL,ED50,58,29,56.75,N,2,1,32.27,E,58.4991,2.0256,6484838.57,443207.78,31,16,7,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
16/10-U-1,6815,16/10-U-1,Talisman Energy Norge AS,568,BUCENTAUR,2012-03-27,2012-03-27,586-G,40.0,83.0,NORTH SEA,2012,2012,NULL,ED50,58,0,0.11,N,2,8,0.65,E,58.0000,2.1335,6429188.13,448781.05,31,16,10,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
16/10-U-2,6816,16/10-U-2,Talisman Energy Norge AS,568,BUCENTAUR,2012-03-27,2012-03-27,587-G,40.0,83.0,NORTH SEA,2012,2012,NULL,ED50,58,0,1.46,N,2,7,57.53,E,58.0004,2.1326,6429230.54,448730.36,31,16,10,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
16/10-U-3,6896,16/10-U-3,Talisman Energy Norge AS,568,BUCENTAUR,2012-05-04,2012-05-04,632-G,0.0,83.0,NORTH SEA,2012,2012,NULL,ED50,58,0,5.16,N,2,7,54.85,E,58.0014,2.1319,6429345.53,448687.83,31,16,10,U,3,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
16/10-U-4,6897,16/10-U-4,Talisman Energy Norge AS,568,BUCENTAUR,2012-05-04,2012-05-04,633-G,0.0,83.0,NORTH SEA,2012,2012,NULL,ED50,58,0,3.4,N,2,7,52.61,E,58.0009,2.1313,6429291.57,448650.35,31,16,10,U,4,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
16/11-U-1,1893,16/11-U-1,Den norske stats oljeselskap a.s,NULL,NULL,9999-12-31,9999-12-31,277-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,58,11,23.61,N,2,28,31.38,E,58.1899,2.4754,6450118.71,469153.32,31,16,11,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
16/11-U-2,1894,16/11-U-2,Den norske stats oljeselskap a.s,NULL,NULL,9999-12-31,9999-12-31,278-G,0.0,0.0,NORTH SEA,0,0,NULL,ED50,58,11,23.61,N,2,28,31.38,E,58.1899,2.4754,6450118.71,469153.32,31,16,11,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-1,5630,17/12-U-1,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,400-G1,144.0,109.0,NORTH SEA,0,0,NULL,ED50,58,10,32.62,N,3,55,8.79,E,58.1757,3.9191,6448790.13,554063.01,31,17,12,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-2,5646,17/12-U-2,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,400-G2,147.0,109.0,NORTH SEA,0,0,NULL,ED50,58,10,31.55,N,3,55,7.8,E,58.1754,3.9188,6448756.82,554047.29,31,17,12,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-3,5647,17/12-U-3,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,400-G3,147.0,109.0,NORTH SEA,0,0,NULL,ED50,58,10,32.65,N,3,55,4.3,E,58.1757,3.9179,6448790.06,553989.64,31,17,12,U,3,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-4,6899,17/12-U-4,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,634-G,0.0,118.0,NORTH SEA,0,0,NULL,ED50,58,11,47.73,N,3,57,19.78,E,58.1966,3.9555,6451142.74,556170.28,31,17,12,U,4,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-5,6900,17/12-U-5,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,635-G,0.0,115.0,NORTH SEA,0,0,NULL,ED50,58,11,43.24,N,3,53,55.59,E,58.1953,3.8988,6450958.03,552837.91,31,17,12,U,5,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-6,6901,17/12-U-6,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,636-G,0.0,115.0,NORTH SEA,0,0,NULL,ED50,58,11,42.63,N,3,53,59.72,E,58.1952,3.8999,6450940.06,552905.60,31,17,12,U,6,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-7,6902,17/12-U-7,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,637-G,0.0,114.0,NORTH SEA,0,0,NULL,ED50,58,11,41.05,N,3,53,56.65,E,58.1947,3.8991,6450890.53,552856.12,31,17,12,U,7,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-8,6903,17/12-U-8,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,638-G,0.0,114.0,NORTH SEA,0,0,NULL,ED50,58,11,40.15,N,3,53,49.58,E,58.1945,3.8971,6450861.16,552741.04,31,17,12,U,8,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-9,6904,17/12-U-9,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,639-G,0.0,114.0,NORTH SEA,0,0,NULL,ED50,58,11,39.53,N,3,53,53.7,E,58.1943,3.8983,6450842.88,552808.58,31,17,12,U,9,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-10,6905,17/12-U-10,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,640-G,0.0,114.0,NORTH SEA,0,0,NULL,ED50,58,11,37.95,N,3,53,50.63,E,58.1939,3.8974,6450793.35,552759.09,31,17,12,U,10,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-11,6906,17/12-U-11,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,641-G,0.0,110.0,NORTH SEA,0,0,NULL,ED50,58,9,58.5,N,3,55,12.76,E,58.1663,3.9202,6447735.81,554142.27,31,17,12,U,11,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-12,6907,17/12-U-12,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,642-G,0.0,116.0,NORTH SEA,0,0,NULL,ED50,58,12,31.95,N,3,54,34.98,E,58.2089,3.9097,6452473.08,553460.80,31,17,12,U,12,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-13,6908,17/12-U-13,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,643-G,0.0,115.0,NORTH SEA,0,0,NULL,ED50,58,11,39.36,N,3,52,33.03,E,58.1943,3.8758,6450820.29,551491.29,31,17,12,U,13,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-14,6909,17/12-U-14,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,644-G,0.0,115.0,NORTH SEA,0,0,NULL,ED50,58,10,22.95,N,3,54,21.03,E,58.1730,3.9058,6448480.51,553286.70,31,17,12,U,14,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-15,6910,17/12-U-15,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,645-G,0.0,111.0,NORTH SEA,0,0,NULL,ED50,58,11,20.77,N,3,56,35.16,E,58.1891,3.9431,6450298.71,555453.34,31,17,12,U,15,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-16,6911,17/12-U-16,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,646-G,0.0,113.0,NORTH SEA,0,0,NULL,ED50,58,11,22.7,N,3,54,49.48,E,58.1896,3.9137,6450334.63,553726.52,31,17,12,U,16,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-17,6912,17/12-U-17,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,647-G,0.0,114.0,NORTH SEA,0,0,NULL,ED50,58,11,39.06,N,3,53,57.45,E,58.1942,3.8993,6450829.16,552870.01,31,17,12,U,17,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-18,6913,17/12-U-18,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,648-G,0.0,114.0,NORTH SEA,0,0,NULL,ED50,58,11,28.46,N,3,54,28.59,E,58.1912,3.9079,6450508.16,553382.94,31,17,12,U,18,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-19,6914,17/12-U-19,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,649-G,0.0,115.0,NORTH SEA,0,0,NULL,ED50,58,11,25.9,N,3,54,38.2,E,58.1905,3.9106,6450431.10,553540.96,31,17,12,U,19,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-20,6915,17/12-U-20,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,650-G,0.0,113.0,NORTH SEA,0,0,NULL,ED50,58,11,18.18,N,3,55,1.62,E,58.1884,3.9171,6450197.53,553926.70,31,17,12,U,20,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-21,6916,17/12-U-21,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,651-G,0.0,114.0,NORTH SEA,0,0,NULL,ED50,58,11,8.9,N,3,55,39.82,E,58.1858,3.9277,6449919.08,554554.56,31,17,12,U,21,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-22,6917,17/12-U-22,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,652-G,0.0,116.0,NORTH SEA,0,0,NULL,ED50,58,11,26.36,N,3,56,56.74,E,58.1907,3.9491,6450476.53,555803.36,31,17,12,U,22,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-23,6918,17/12-U-23,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,653-G,0.0,110.0,NORTH SEA,0,0,NULL,ED50,58,10,22.82,N,3,56,16.82,E,58.1730,3.9380,6448502.36,555178.74,31,17,12,U,23,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-24,6919,17/12-U-24,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,654-G,0.0,106.0,NORTH SEA,0,0,NULL,ED50,58,10,4.15,N,3,55,38.15,E,58.1678,3.9273,6447916.23,554554.82,31,17,12,U,24,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
17/12-U-25,6920,17/12-U-25,BG Norge AS,407,BUCENTAUR,9999-12-31,9999-12-31,655-G,0.0,114.0,NORTH SEA,0,0,NULL,ED50,58,11,31.4,N,3,54,23.93,E,58.1921,3.9066,6450598.05,553305.62,31,17,12,U,25,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
24/9-U-1,5142,24/9-U-1,Det Norske Oljeselskap AS,305,BUCENTAUR,2005-08-15,2005-08-15,374-G,155.0,122.5,NORTH SEA,2005,2005,DNO-05-SW,ED50,59,19,28.97,N,1,59,20.58,E,59.3247,1.9891,6576798.89,442464.94,31,24,9,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
24/9-U-2,5143,24/9-U-2,Det Norske Oljeselskap AS,305,BUCENTAUR,2005-08-16,2005-08-16,375-G,156.0,122.9,NORTH SEA,2005,2005,DNO-05-SW,ED50,59,22,0.02,N,1,57,13.22,E,59.3667,1.9537,6581502.14,440525.04,31,24,9,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
24/9-U-3,5152,24/9-U-3,Det Norske Oljeselskap AS,305,BUCENTAUR,2005-08-15,2005-08-15,374-G1,156.0,122.9,NORTH SEA,2005,2005,DNO-05-SW,ED50,59,20,57.9,N,1,59,19.52,E,59.3494,1.9888,6579549.87,442489.95,31,24,9,U,3,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
24/9-U-4,5153,24/9-U-4,Det Norske Oljeselskap AS,305,BUCENTAUR,2005-08-15,2005-08-15,374-G2,156.0,122.7,NORTH SEA,2005,2005,DNO-05-SW,ED50,59,19,30,N,1,59,23.91,E,59.3250,1.9900,6576829.95,442518.06,31,24,9,U,4,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
24/9-U-5,5154,24/9-U-5,Det Norske Oljeselskap AS,305,BUCENTAUR,2005-08-16,2005-08-16,375-G1,156.0,123.2,NORTH SEA,2005,2005,DNO-05-SW,ED50,59,21,58.98,N,1,57,16.54,E,59.3664,1.9546,6581469.15,440576.95,31,24,9,U,5,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
24/9-U-6,5155,24/9-U-6,Det Norske Oljeselskap AS,305,BUCENTAUR,2005-08-17,2005-08-17,375-G2,156.0,122.9,NORTH SEA,2005,2005,DNO-05-SW,ED50,59,22,1.04,N,1,57,16.61,E,59.3670,1.9546,6581532.85,440579.05,31,24,9,U,6,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
25/2-U-1,964,25/2-U-1,Elf Petroleum Norge AS,026,NULL,1985-09-04,1985-09-05,16-G1,148.0,114.0,NORTH SEA,1985,1985,NULL,ED50,59,55,9.49,N,2,21,50.36,E,59.9193,2.3640,6642750.11,464437.00,31,25,2,U,1,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
25/2-U-2,965,25/2-U-2,Elf Petroleum Norge AS,026,NULL,1985-09-05,1985-09-05,16-G2,148.0,114.0,NORTH SEA,1985,1985,NULL,ED50,59,55,9.39,N,2,21,49.78,E,59.9193,2.3638,6642747.11,464427.96,31,25,2,U,2,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
25/2-U-3,966,25/2-U-3,Elf Petroleum Norge AS,026,NULL,1985-09-06,1985-09-06,16-G3,141.0,113.4,NORTH SEA,1985,1985,NULL,ED50,59,54,15.61,N,2,21,19.92,E,59.9043,2.3555,6641087.88,463947.99,31,25,2,U,3,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
25/2-U-4,967,25/2-U-4,Elf Petroleum Norge AS,026,NULL,1985-09-06,1985-09-06,16-G4,147.0,113.4,NORTH SEA,1985,1985,NULL,ED50,59,54,15.45,N,2,21,19.28,E,59.9043,2.3554,6641083.03,463938.00,31,25,2,U,4,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
25/2-U-5,968,25/2-U-5,Elf Petroleum Norge AS,026,NULL,1985-09-06,1985-09-07,16-G5,148.0,112.6,NORTH SEA,1985,1985,NULL,ED50,59,53,27.43,N,2,21,23.62,E,59.8910,2.3566,6639596.86,463991.00,31,25,2,U,5,NULL,NULL,2012-07-25,2012-07-25,2013-05-08
