wlbName,wlbDocumentType,wlbDocumentName,wlbDocumentUrl,wlbDocumentFormat,wlbDocumentSize,wlbNpdidWellbore,wlbDocumentDateUpdated,dateSyncNPD
2/7-13,REPORTED BY LICENSEE,272_2_7_13_Calacreous_Nannofossil_Biostratigraphy,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/272_2_7_13_Calacreous_Nannofossil_Biostratigraphy.pdf,pdf,61,272,9999-12-31,2013-05-08
2/7-13,REPORTED BY LICENSEE,272_2_7_13_Drilling_Summary_report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/272_2_7_13_Drilling_Summary_report.pdf,pdf,1920,272,9999-12-31,2013-05-08
2/7-13,REPORTED BY LICENSEE,272_2_7_13_Northsea_Norwegian_Sector_Gamma-Residual_Oil_in_Chal,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/272_2_7_13_Northsea_Norwegian_Sector_Gamma-Residual_Oil_in_Chal.pdf,pdf,5807,272,9999-12-31,2013-05-08
2/7-13,REPORTED BY LICENSEE,272_2_7_13_Results_of_Routine_Core_Analysis_data,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/272_2_7_13_Results_of_Routine_Core_Analysis_data.pdf,pdf,6645,272,9999-12-31,2013-05-08
2/7-13,REPORTED BY LICENSEE,272_2_7_13_Well_Site_Core_Descriptions_Core_Analysis,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/272_2_7_13_Well_Site_Core_Descriptions_Core_Analysis.pdf,pdf,13552,272,9999-12-31,2013-05-08
2/7-14,OLD NPD WDSS,116_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/116_01_WDSS_General_Information.pdf,pdf,131,116,9999-12-31,2013-05-08
2/7-14,OLD NPD WDSS,116_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/116_02_WDSS_completion_log.pdf,pdf,208,116,9999-12-31,2013-05-08
2/7-14,REPORTED BY LICENSEE,116_01_2_7_14_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/116_01_2_7_14_Completion_log.pdf,pdf,2281,116,9999-12-31,2013-05-08
2/7-14,REPORTED BY LICENSEE,116_01_2_7_14_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/116_01_2_7_14_Completion_Report.pdf,pdf,11808,116,9999-12-31,2013-05-08
2/7-14,REPORTED BY LICENSEE,116_04_2_7_14_Core_analysis,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/116_04_2_7_14_Core_analysis.pdf,pdf,15173,116,9999-12-31,2013-05-08
2/7-15,GEOCHEMICAL INFORMATION,225_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/225_1.pdf,pdf,2144,225,9999-12-31,2013-05-08
2/7-15,GEOCHEMICAL INFORMATION,225_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/225_2.pdf,pdf,3576,225,9999-12-31,2013-05-08
2/7-15,GEOCHEMICAL INFORMATION,225_3,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/225_3.pdf,pdf,10553,225,9999-12-31,2013-05-08
2/7-15,OLD NPD WDSS,225_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/225_01_WDSS_General_Information.pdf,pdf,255,225,9999-12-31,2013-05-08
2/7-15,OLD NPD WDSS,225_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/225_02_WDSS_completion_log.pdf,pdf,251,225,9999-12-31,2013-05-08
2/7-15,REPORTED BY LICENSEE,225_01_2_7_15_Completion_report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/225_01_2_7_15_Completion_report.pdf,pdf,22321,225,9999-12-31,2013-05-08
2/7-16,OLD NPD WDSS,232_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/232_01_WDSS_General_Information.pdf,pdf,133,232,9999-12-31,2013-05-08
2/7-16,OLD NPD WDSS,232_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/232_02_WDSS_completion_log.pdf,pdf,287,232,9999-12-31,2013-05-08
2/7-16,REPORTED BY LICENSEE,232_01_2_7_16_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/232_01_2_7_16_Completion_Report.pdf,pdf,31792,232,9999-12-31,2013-05-08
2/7-16,REPORTED BY LICENSEE,232_02_2_7_16_Completion_log.1,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/232_02_2_7_16_Completion_log.1.pdf,pdf,3088,232,9999-12-31,2013-05-08
2/7-17,COMPOSITE LOG,200,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/200.pdf,pdf,156,200,9999-12-31,2013-05-08
2/7-17,OLD NPD WDSS,200_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/200_01_WDSS_General_Information.pdf,pdf,114,200,9999-12-31,2013-05-08
2/7-17,OLD NPD WDSS,200_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/200_02_WDSS_completion_log.pdf,pdf,130,200,9999-12-31,2013-05-08
2/7-17,REPORTED BY LICENSEE,200_01_2_7_17_Completion_Report_and Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/200_01_2_7_17_Completion_Report_and Completion_log.pdf,pdf,14093,200,9999-12-31,2013-05-08
2/7-18,OLD NPD WDSS,206_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/206_01_WDSS_General_Information.pdf,pdf,108,206,9999-12-31,2013-05-08
2/7-18,OLD NPD WDSS,206_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/206_02_WDSS_completion_log.pdf,pdf,65,206,9999-12-31,2013-05-08
2/7-18,REPORTED BY LICENSEE,206_01_2_7_18_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/206_01_2_7_18_Completion_Report.pdf,pdf,4792,206,9999-12-31,2013-05-08
2/7-19,GEOCHEMICAL INFORMATION,1367_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1367_1.pdf,pdf,255,1367,9999-12-31,2013-05-08
2/7-19,GEOCHEMICAL INFORMATION,1367_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1367_2.pdf,pdf,961,1367,9999-12-31,2013-05-08
2/7-19,OLD NPD WDSS,1367_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1367_01_WDSS_General_Information.pdf,pdf,99,1367,9999-12-31,2013-05-08
2/7-19,OLD NPD WDSS,1367_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1367_02_WDSS_completion_log.pdf,pdf,308,1367,9999-12-31,2013-05-08
2/7-19,REPORTED BY LICENSEE,1367_01_2_7_19_Completion_Report_and_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/1367_01_2_7_19_Completion_Report_and_Completion_log.pdf,pdf,14708,1367,9999-12-31,2013-05-08
2/7-19,REPORTED BY LICENSEE,1367_01_2_7_19_Final_Well_Report_Exploratory,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/1367_01_2_7_19_Final_Well_Report_Exploratory.pdf,pdf,7452,1367,9999-12-31,2013-05-08
2/7-19,REPORTED BY LICENSEE,1367_04_2_7_19_Ebba_Palynology_and_Source_Rock_Potential,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/1367_04_2_7_19_Ebba_Palynology_and_Source_Rock_Potential.pdf,pdf,4030,1367,9999-12-31,2013-05-08
2/7-19 R,GEOCHEMICAL INFORMATION,1512_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1512_1.pdf,pdf,211,1512,9999-12-31,2013-05-08
2/7-19 R,GEOCHEMICAL INFORMATION,1512_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1512_2.pdf,pdf,1005,1512,9999-12-31,2013-05-08
2/7-2,GEOCHEMICAL INFORMATION,187_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/187_1.pdf,pdf,143,187,9999-12-31,2013-05-08
2/7-2,GEOCHEMICAL INFORMATION,187_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/187_2.pdf,pdf,2766,187,9999-12-31,2013-05-08
2/7-2,GEOCHEMICAL INFORMATION,187_3,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/187_3.pdf,pdf,5975,187,9999-12-31,2013-05-08
2/7-2,NPD PAPER,187_01_NPD_Paper_No.30_Geology_of_the_Eldfisk_Area__Well_2_7_2,http://www.npd.no/engelsk/cwi/pbl/NPD_papers/187_01_NPD_Paper_No.30_Geology_of_the_Eldfisk_Area__Well_2_7_2.pdf,pdf,72884,187,9999-12-31,2013-05-08
2/7-2,NPD PAPER,187_02_NPD_Paper_No.32_Stratigraphic_Correlation_chart_Profile_4__Well_2_7_2,http://www.npd.no/engelsk/cwi/pbl/NPD_papers/187_02_NPD_Paper_No.32_Stratigraphic_Correlation_chart_Profile_4__Well_2_7_2.pdf,pdf,535,187,9999-12-31,2013-05-08
2/7-2,NPD PAPER,187_03_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart__Well_2_7_2,http://www.npd.no/engelsk/cwi/pbl/NPD_papers/187_03_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart__Well_2_7_2.pdf,pdf,562,187,9999-12-31,2013-05-08
2/7-2,OLD NPD WDSS,187_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/187_01_WDSS_General_Information.pdf,pdf,162,187,9999-12-31,2013-05-08
2/7-2,REPORTED BY LICENSEE,187_1_2_7_2_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/187_1_2_7_2_Completion_log.pdf,pdf,2088,187,9999-12-31,2013-05-08
2/7-2,REPORTED BY LICENSEE,187_1_2_7_2_Completion_report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/187_1_2_7_2_Completion_report.pdf,pdf,22394,187,9999-12-31,2013-05-08
2/7-20,GEOCHEMICAL INFORMATION,1062_GCH_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1062_GCH_1.pdf,pdf,656,1062,2012-10-10,2013-05-08
2/7-20,GEOCHEMICAL INFORMATION,1062_GCH_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1062_GCH_2.pdf,pdf,2583,1062,2012-10-10,2013-05-08
2/7-20,GEOCHEMICAL INFORMATION,1062_GCH_3,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1062_GCH_3.pdf,pdf,12152,1062,2012-10-10,2013-05-08
2/7-20,GEOCHEMICAL INFORMATION,1062_GCH_4,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1062_GCH_4.pdf,pdf,3293,1062,2012-10-10,2013-05-08
2/7-20,GEOCHEMICAL INFORMATION,1062_GCH_5,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1062_GCH_5.pdf,pdf,1186,1062,2012-10-10,2013-05-08
2/7-20,OLD NPD WDSS,1062_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1062_01_WDSS_General_Information.pdf,pdf,267,1062,9999-12-31,2013-05-08
2/7-20,OLD NPD WDSS,1062_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1062_02_WDSS_completion_log.pdf,pdf,284,1062,9999-12-31,2013-05-08
2/7-20,REPORTED BY LICENSEE,1062_2_7_20_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/1062_2_7_20_Completion_log.pdf,pdf,3800,1062,9999-12-31,2013-05-08
2/7-20,REPORTED BY LICENSEE,1062_2_7_20_Completion_report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/1062_2_7_20_Completion_report.pdf,pdf,29586,1062,9999-12-31,2013-05-08
2/7-21 S,GEOCHEMICAL INFORMATION,1394_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1394_1.pdf,pdf,286,1394,9999-12-31,2013-05-08
2/7-21 S,GEOCHEMICAL INFORMATION,1394_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1394_2.pdf,pdf,3454,1394,9999-12-31,2013-05-08
2/7-21 S,GEOCHEMICAL INFORMATION,1394_3,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1394_3.pdf,pdf,6885,1394,9999-12-31,2013-05-08
2/7-21 S,OLD NPD WDSS,1394_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1394_01_WDSS_General_Information.pdf,pdf,274,1394,9999-12-31,2013-05-08
2/7-21 S,OLD NPD WDSS,1394_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1394_02_WDSS_completion_log.pdf,pdf,251,1394,9999-12-31,2013-05-08
2/7-22,COMPOSITE LOG,1495,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/1495.pdf,pdf,590,1495,9999-12-31,2013-05-08
2/7-22,GEOCHEMICAL INFORMATION,1495_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1495_1.pdf,pdf,332,1495,9999-12-31,2013-05-08
2/7-22,GEOCHEMICAL INFORMATION,1495_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1495_2.pdf,pdf,938,1495,9999-12-31,2013-05-08
2/7-22,GEOCHEMICAL INFORMATION,1495_3,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1495_3.pdf,pdf,301,1495,9999-12-31,2013-05-08
2/7-22,OLD NPD WDSS,1495_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1495_01_WDSS_General_Information.pdf,pdf,266,1495,9999-12-31,2013-05-08
2/7-22,OLD NPD WDSS,1495_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1495_02_WDSS_completion_log.pdf,pdf,233,1495,9999-12-31,2013-05-08
2/7-23 S,GEOCHEMICAL INFORMATION,1547_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1547_1.pdf,pdf,404,1547,9999-12-31,2013-05-08
2/7-23 S,GEOCHEMICAL INFORMATION,1547_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1547_2.pdf,pdf,1991,1547,9999-12-31,2013-05-08
2/7-23 S,OLD NPD WDSS,1547_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1547_01_WDSS_General_Information.pdf,pdf,238,1547,9999-12-31,2013-05-08
2/7-23 S,OLD NPD WDSS,1547_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1547_02_WDSS_completion_log.pdf,pdf,253,1547,9999-12-31,2013-05-08
2/7-24,OLD NPD WDSS,1613_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1613_01_WDSS_General_Information.pdf,pdf,716,1613,9999-12-31,2013-05-08
2/7-24,OLD NPD WDSS,1613_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1613_02_WDSS_completion_log.pdf,pdf,285,1613,9999-12-31,2013-05-08
2/7-25 S,OLD NPD WDSS,1679_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1679_01_WDSS_General_Information.pdf,pdf,540,1679,9999-12-31,2013-05-08
2/7-25 S,OLD NPD WDSS,1679_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1679_02_WDSS_completion_log.pdf,pdf,266,1679,9999-12-31,2013-05-08
2/7-25 S,REPORTED BY LICENSEE,1679_2_7_25_S_Completion_report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/1679_2_7_25_S_Completion_report.pdf,pdf,23394,1679,2012-11-07,2013-05-08
2/7-25 S,REPORTED BY LICENSEE,1679_2_7_25_S_Completion_report_Drilling,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/1679_2_7_25_S_Completion_report_Drilling.pdf,pdf,32181,1679,2012-11-07,2013-05-08
2/7-26 S,OLD NPD WDSS,1756_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1756_01_WDSS_General_Information.pdf,pdf,579,1756,9999-12-31,2013-05-08
2/7-26 S,OLD NPD WDSS,1756_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1756_02_WDSS_completion_log.pdf,pdf,254,1756,9999-12-31,2013-05-08
2/7-27 S,GEOCHEMICAL INFORMATION,1878_GCH_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1878_GCH_1.pdf,pdf,1596,1878,2012-12-21,2013-05-08
2/7-27 S,GEOCHEMICAL INFORMATION,1878_GCH_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1878_GCH_2.pdf,pdf,5951,1878,2012-12-21,2013-05-08
2/7-27 S,GEOCHEMICAL INFORMATION,1878_GCH_3,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1878_GCH_3.pdf,pdf,1075,1878,2012-12-21,2013-05-08
2/7-27 S,GEOCHEMICAL INFORMATION,1878_GCH_4,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/1878_GCH_4.pdf,pdf,1710,1878,2012-12-21,2013-05-08
2/7-27 S,OLD NPD WDSS,1878_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1878_01_WDSS_General_Information.pdf,pdf,646,1878,9999-12-31,2013-05-08
2/7-27 S,OLD NPD WDSS,1878_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1878_02_WDSS_completion_log.pdf,pdf,233,1878,9999-12-31,2013-05-08
2/7-27 S,REPORTED BY LICENSEE,1878_2_7_27_S_COMPLETION_LOG,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/1878_2_7_27_S_COMPLETION_LOG.pdf,pdf,2670,1878,2012-11-07,2013-05-08
2/7-27 S,REPORTED BY LICENSEE,1878_2_7_27_S_Completion_report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/1878_2_7_27_S_Completion_report.pdf,pdf,51199,1878,2012-11-07,2013-05-08
2/7-27 S,REPORTED BY LICENSEE,1878_2_7_27_S_Completion_report_Drilling,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/1878_2_7_27_S_Completion_report_Drilling.pdf,pdf,60600,1878,2012-11-07,2013-05-08
2/7-27 S,REPORTED BY LICENSEE,1878_2_7_27_S_Completion_report_Enclosure,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/1878_2_7_27_S_Completion_report_Enclosure.pdf,pdf,18105,1878,2012-11-07,2013-05-08
2/7-28,OLD NPD WDSS,1906_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1906_01_WDSS_General_Information.pdf,pdf,656,1906,9999-12-31,2013-05-08
2/7-28,OLD NPD WDSS,1906_02_WDSS_completion_log,http://www.npd.no/engelsk/cwi/pbl/wdss_old/1906_02_WDSS_completion_log.pdf,pdf,227,1906,9999-12-31,2013-05-08
2/7-29,COMPOSITE LOG,2124,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/2124.pdf,pdf,427,2124,9999-12-31,2013-05-08
2/7-3,NPD PAPER,262_01_NPD_Paper_No.30_Geology_of_the_Eldfisk_Area__Well_2_7_3,http://www.npd.no/engelsk/cwi/pbl/NPD_papers/262_01_NPD_Paper_No.30_Geology_of_the_Eldfisk_Area__Well_2_7_3.pdf,pdf,72884,262,9999-12-31,2013-05-08
2/7-3,NPD PAPER,262_02_NPD_Paper_No.32_Late_Jurassic-early_Tertiary_Correlation_chart_Profile_3__Well_2_7_3,http://www.npd.no/engelsk/cwi/pbl/NPD_papers/262_02_NPD_Paper_No.32_Late_Jurassic-early_Tertiary_Correlation_chart_Profile_3__Well_2_7_3.pdf,pdf,739,262,9999-12-31,2013-05-08
2/7-3,NPD PAPER,262_03_NPD_Paper_No.30_Interpreted_Lithology_log__Well_2_7_3,http://www.npd.no/engelsk/cwi/pbl/NPD_papers/262_03_NPD_Paper_No.30_Interpreted_Lithology_log__Well_2_7_3.pdf,pdf,61830,262,9999-12-31,2013-05-08
2/7-3,NPD PAPER,262_04_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart_Eldfisk__Well_2_7_3,http://www.npd.no/engelsk/cwi/pbl/NPD_papers/262_04_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart_Eldfisk__Well_2_7_3.pdf,pdf,824,262,9999-12-31,2013-05-08
2/7-3,OLD NPD WDSS,262_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/262_01_WDSS_General_Information.pdf,pdf,238,262,9999-12-31,2013-05-08
2/7-30,GEOCHEMICAL INFORMATION,2394_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/2394_1.pdf,pdf,129,2394,9999-12-31,2013-05-08
2/7-30,GEOCHEMICAL INFORMATION,2394_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/2394_2.pdf,pdf,2199,2394,9999-12-31,2013-05-08
2/7-31,COMPOSITE LOG,3573,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/3573.pdf,pdf,802,3573,9999-12-31,2013-05-08
2/7-4,COMPOSITE LOG,263,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/263.pdf,pdf,282,263,9999-12-31,2013-05-08
2/7-4,OLD NPD WDSS,263_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/263_01_WDSS_General_Information.pdf,pdf,246,263,9999-12-31,2013-05-08
2/7-4,REPORTED BY LICENSEE,263_01_2_7_4_Completion_Report_and_Completion_log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/263_01_2_7_4_Completion_Report_and_Completion_log.pdf,pdf,18326,263,9999-12-31,2013-05-08
2/7-5,COMPOSITE LOG,264,http://www.npd.no/engelsk/cwi/pbl/wellbore_composite_logs/264.pdf,pdf,321,264,9999-12-31,2013-05-08
2/7-5,OLD NPD WDSS,264_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/264_01_WDSS_General_Information.pdf,pdf,246,264,9999-12-31,2013-05-08
2/7-5,REPORTED BY LICENSEE,264_02_2_7_5_Completion_log.1,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/264_02_2_7_5_Completion_log.1.pdf,pdf,1193,264,9999-12-31,2013-05-08
2/7-5,REPORTED BY LICENSEE,264_2_7_5_Completion_Report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/264_2_7_5_Completion_Report.pdf,pdf,19558,264,9999-12-31,2013-05-08
2/7-6,NPD PAPER,265_01_NPD_Paper_No.30_Geology_of_the_Eldfisk_Area__Well_2_7_6,http://www.npd.no/engelsk/cwi/pbl/NPD_papers/265_01_NPD_Paper_No.30_Geology_of_the_Eldfisk_Area__Well_2_7_6.pdf,pdf,72884,265,9999-12-31,2013-05-08
2/7-6,NPD PAPER,265_02_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart_Eldfisk__Well_2_7_6,http://www.npd.no/engelsk/cwi/pbl/NPD_papers/265_02_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart_Eldfisk__Well_2_7_6.pdf,pdf,824,265,9999-12-31,2013-05-08
2/7-6,OLD NPD WDSS,265_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/265_01_WDSS_General_Information.pdf,pdf,246,265,9999-12-31,2013-05-08
2/7-7,NPD PAPER,266_01_NPD_Paper_No.30_Geology_of_the_Eldfisk_Area__Well_2_7_7,http://www.npd.no/engelsk/cwi/pbl/NPD_papers/266_01_NPD_Paper_No.30_Geology_of_the_Eldfisk_Area__Well_2_7_7.pdf,pdf,72884,266,9999-12-31,2013-05-08
2/7-7,NPD PAPER,266_02_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart_Eldfisk__Well_2_7_7,http://www.npd.no/engelsk/cwi/pbl/NPD_papers/266_02_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart_Eldfisk__Well_2_7_7.pdf,pdf,824,266,9999-12-31,2013-05-08
2/7-7,NPD PAPER,266_03_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart__Well_2_7_7,http://www.npd.no/engelsk/cwi/pbl/NPD_papers/266_03_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart__Well_2_7_7.pdf,pdf,562,266,9999-12-31,2013-05-08
2/7-7,OLD NPD WDSS,266_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/266_01_WDSS_General_Information.pdf,pdf,267,266,9999-12-31,2013-05-08
2/7-8,NPD PAPER,267_01_NPD_Paper_No.30_Geology_of_the_Eldfisk_Area__Well_2_7_8,http://www.npd.no/engelsk/cwi/pbl/NPD_papers/267_01_NPD_Paper_No.30_Geology_of_the_Eldfisk_Area__Well_2_7_8.pdf,pdf,72884,267,9999-12-31,2013-05-08
2/7-8,NPD PAPER,267_02_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart__Well_2_7_8,http://www.npd.no/engelsk/cwi/pbl/NPD_papers/267_02_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart__Well_2_7_8.pdf,pdf,562,267,9999-12-31,2013-05-08
2/7-8,OLD NPD WDSS,267_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/267_01_WDSS_General_Information.pdf,pdf,252,267,9999-12-31,2013-05-08
2/7-8,REPORTED BY LICENSEE,267_01_2_7_8_Completion_Log,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/267_01_2_7_8_Completion_Log.pdf,pdf,1349,267,9999-12-31,2013-05-08
2/7-8,REPORTED BY LICENSEE,267_01_2_7_8_Completion_report,http://www.npd.no/engelsk/cwi/pbl/wellbore_documents/267_01_2_7_8_Completion_report.pdf,pdf,5036,267,9999-12-31,2013-05-08
2/7-9,GEOCHEMICAL INFORMATION,268_GCH_1,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/268_GCH_1.pdf,pdf,352,268,2012-12-21,2013-05-08
2/7-9,GEOCHEMICAL INFORMATION,268_GCH_2,http://www.npd.no/engelsk/cwi/pbl/geochemical_pdfs/268_GCH_2.pdf,pdf,3634,268,2012-12-21,2013-05-08
2/7-9,NPD PAPER,268_01_NPD_Paper_No.30_Geology_of_the_Eldfisk_Area__Well_2_7_9,http://www.npd.no/engelsk/cwi/pbl/NPD_papers/268_01_NPD_Paper_No.30_Geology_of_the_Eldfisk_Area__Well_2_7_9.pdf,pdf,72884,268,9999-12-31,2013-05-08
2/7-9,NPD PAPER,268_02_NPD_Paper_No.32_Stratigraphic_Correlation_chart_Profile_4__Well_2_7_9,http://www.npd.no/engelsk/cwi/pbl/NPD_papers/268_02_NPD_Paper_No.32_Stratigraphic_Correlation_chart_Profile_4__Well_2_7_9.pdf,pdf,535,268,9999-12-31,2013-05-08
2/7-9,NPD PAPER,268_03_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart__Well_2_7_9,http://www.npd.no/engelsk/cwi/pbl/NPD_papers/268_03_NPD_Paper_No.30_Early_Tertiary-Late_Jurassic_Correlation_chart__Well_2_7_9.pdf,pdf,562,268,9999-12-31,2013-05-08
2/7-9,OLD NPD WDSS,268_01_WDSS_General_Information,http://www.npd.no/engelsk/cwi/pbl/wdss_old/268_01_WDSS_General_Information.pdf,pdf,263,268,9999-12-31,2013-05-08
