prlName,prlLicenseeDateValidFrom,prlLicenseeDateValidTo,cmpLongName,prlLicenseeInterest,prlLicenseeSdfi,prlOperDateValidFrom,prlOperDateValidTo,prlNpdidLicence,cmpNpdidCompany,prlLicenseeDateUpdated,dateSyncNPD
007,1980-06-02,1987-01-01,Eurafrep Norge A/S,1.82400,NULL,9999-12-31,9999-12-31,20812,364,9999-12-31,2013-05-08
007,1980-06-02,1987-01-01,Norsk Hydro Produksjon AS,26.80000,NULL,9999-12-31,9999-12-31,20812,430,9999-12-31,2013-05-08
007,1980-06-02,1987-01-01,Total Norge AS,16.18800,NULL,9999-12-31,9999-12-31,20812,848,9999-12-31,2013-05-08
007,1977-07-01,1980-06-02,Elf Aquitaine Norge A/S,32.37600,NULL,9999-12-31,9999-12-31,20812,331,9999-12-31,2013-05-08
007,1977-07-01,1980-06-02,OMV Norge A/S,11.40000,NULL,9999-12-31,9999-12-31,20812,925,9999-12-31,2013-05-08
007,1977-07-01,1980-06-02,Phillips Petroleum Company Norway,14.78000,NULL,9999-12-31,9999-12-31,20812,694,9999-12-31,2013-05-08
007,1977-07-01,1980-06-02,Norsk Agip  AS,5.22000,NULL,9999-12-31,9999-12-31,20812,45,9999-12-31,2013-05-08
007,1977-07-01,1980-06-02,Cofranord A/S,1.21600,NULL,9999-12-31,9999-12-31,20812,199,9999-12-31,2013-05-08
007,1977-07-01,1980-06-02,Coparex Norge A/S,1.59600,NULL,9999-12-31,9999-12-31,20812,243,9999-12-31,2013-05-08
007,1977-07-01,1980-06-02,Eurafrep Norge A/S,1.82400,NULL,9999-12-31,9999-12-31,20812,364,9999-12-31,2013-05-08
007,1977-07-01,1980-06-02,Norsk Hydro Produksjon AS,15.40000,NULL,9999-12-31,9999-12-31,20812,430,9999-12-31,2013-05-08
007,1977-07-01,1980-06-02,Total Norge AS,16.18800,NULL,9999-12-31,9999-12-31,20812,848,9999-12-31,2013-05-08
007,1967-08-31,1977-07-01,Elf Norge A/S,21.58400,NULL,9999-12-31,9999-12-31,20812,287,9999-12-31,2013-05-08
007,1967-08-31,1977-07-01,Phillips Petroleum Company Norway,14.78000,NULL,9999-12-31,9999-12-31,20812,694,9999-12-31,2013-05-08
007,1967-08-31,1977-07-01,Norsk Agip  AS,5.22000,NULL,9999-12-31,9999-12-31,20812,45,9999-12-31,2013-05-08
007,1967-08-31,1977-07-01,Aquitaine Norge A/S,10.79200,NULL,9999-12-31,9999-12-31,20812,111,9999-12-31,2013-05-08
007,1967-08-31,1977-07-01,Cofranord A/S,1.21600,NULL,9999-12-31,9999-12-31,20812,199,9999-12-31,2013-05-08
007,1967-08-31,1977-07-01,Coparex Norge A/S,1.59600,NULL,9999-12-31,9999-12-31,20812,243,9999-12-31,2013-05-08
007,1967-08-31,1977-07-01,Eurafrep Norge A/S,1.82400,NULL,9999-12-31,9999-12-31,20812,364,9999-12-31,2013-05-08
007,1967-08-31,1977-07-01,Norsk Hydro Produksjon AS,26.80000,NULL,9999-12-31,9999-12-31,20812,430,9999-12-31,2013-05-08
007,1967-08-31,1977-07-01,Total Norge AS,16.18800,NULL,9999-12-31,9999-12-31,20812,848,9999-12-31,2013-05-08
007,1967-06-20,1967-08-31,Phillips Petroleum Company Norway,14.78000,NULL,9999-12-31,9999-12-31,20812,694,9999-12-31,2013-05-08
007,1967-06-20,1967-08-31,Norsk Agip  AS,5.22000,NULL,9999-12-31,9999-12-31,20812,45,9999-12-31,2013-05-08
007,1967-06-20,1967-08-31,Aquitaine Norge A/S,10.65000,NULL,9999-12-31,9999-12-31,20812,111,9999-12-31,2013-05-08
007,1967-06-20,1967-08-31,Cofranord A/S,1.60000,NULL,9999-12-31,9999-12-31,20812,199,9999-12-31,2013-05-08
007,1967-06-20,1967-08-31,Coparex Norge A/S,2.10000,NULL,9999-12-31,9999-12-31,20812,243,9999-12-31,2013-05-08
007,1967-06-20,1967-08-31,Eurafrep Norge A/S,2.40000,NULL,9999-12-31,9999-12-31,20812,364,9999-12-31,2013-05-08
007,1967-06-20,1967-08-31,Norsk Hydro Produksjon AS,10.00000,NULL,9999-12-31,9999-12-31,20812,430,9999-12-31,2013-05-08
007,1967-06-20,1967-08-31,Petropar Norge A/S,31.95000,NULL,9999-12-31,9999-12-31,20812,650,9999-12-31,2013-05-08
007,1967-06-20,1967-08-31,Total Norge AS,21.30000,NULL,9999-12-31,9999-12-31,20812,848,9999-12-31,2013-05-08
007,1967-01-01,1967-06-20,Phillips Petroleum Company Norway,14.78000,NULL,9999-12-31,9999-12-31,20812,694,9999-12-31,2013-05-08
007,1967-01-01,1967-06-20,Norsk Agip  AS,5.22000,NULL,9999-12-31,9999-12-31,20812,45,9999-12-31,2013-05-08
007,1967-01-01,1967-06-20,Aquitaine Norge A/S,10.65000,NULL,9999-12-31,9999-12-31,20812,111,9999-12-31,2013-05-08
007,1967-01-01,1967-06-20,Auxirap Norge A/S,21.30000,NULL,9999-12-31,9999-12-31,20812,133,9999-12-31,2013-05-08
007,1967-01-01,1967-06-20,Cofranord A/S,1.60000,NULL,9999-12-31,9999-12-31,20812,199,9999-12-31,2013-05-08
007,1967-01-01,1967-06-20,Coparex Norge A/S,2.10000,NULL,9999-12-31,9999-12-31,20812,243,9999-12-31,2013-05-08
007,1967-01-01,1967-06-20,Eurafrep Norge A/S,2.40000,NULL,9999-12-31,9999-12-31,20812,364,9999-12-31,2013-05-08
007,1967-01-01,1967-06-20,Norsk Hydro Produksjon AS,10.00000,NULL,9999-12-31,9999-12-31,20812,430,9999-12-31,2013-05-08
007,1967-01-01,1967-06-20,Petropar Norge A/S,10.65000,NULL,9999-12-31,9999-12-31,20812,650,9999-12-31,2013-05-08
007,1967-01-01,1967-06-20,Total Norge AS,21.30000,NULL,9999-12-31,9999-12-31,20812,848,9999-12-31,2013-05-08
007,1965-09-01,1967-01-01,Aquitaine Norge A/S,13.12500,NULL,9999-12-31,9999-12-31,20812,111,9999-12-31,2013-05-08
007,1965-09-01,1967-01-01,Auxirap Norge A/S,26.25000,NULL,9999-12-31,9999-12-31,20812,133,9999-12-31,2013-05-08
007,1965-09-01,1967-01-01,Cofranord A/S,2.62500,NULL,9999-12-31,9999-12-31,20812,199,9999-12-31,2013-05-08
007,1965-09-01,1967-01-01,Coparex Norge A/S,2.62500,NULL,9999-12-31,9999-12-31,20812,243,9999-12-31,2013-05-08
007,1965-09-01,1967-01-01,Eurafrep Norge A/S,3.50000,NULL,9999-12-31,9999-12-31,20812,364,9999-12-31,2013-05-08
007,1965-09-01,1967-01-01,Norsk Hydro Produksjon AS,12.50000,NULL,9999-12-31,9999-12-31,20812,430,9999-12-31,2013-05-08
007,1965-09-01,1967-01-01,Petropar Norge A/S,13.12500,NULL,9999-12-31,9999-12-31,20812,650,9999-12-31,2013-05-08
007,1965-09-01,1967-01-01,Total Norge AS,26.25000,NULL,9999-12-31,9999-12-31,20812,848,9999-12-31,2013-05-08
008,2001-05-09,2002-12-31,Amerada Hess Norge AS,100.00000,NULL,2001-05-09,2002-12-31,20820,67,9999-12-31,2013-05-08
008,2001-01-11,2001-05-09,Norsk Hydro Produksjon AS,50.00000,NULL,2001-01-11,2001-05-09,20820,430,9999-12-31,2013-05-08
008,2001-01-11,2001-05-09,Amerada Hess Norge AS,50.00000,NULL,9999-12-31,9999-12-31,20820,67,9999-12-31,2013-05-08
008,1995-06-19,2001-01-11,Amerada Hess Norge AS,50.00000,NULL,9999-12-31,9999-12-31,20820,67,9999-12-31,2013-05-08
008,1995-06-19,2001-01-11,Saga Petroleum ASA,50.00000,NULL,1994-12-21,2001-01-11,20820,716,9999-12-31,2013-05-08
008,1994-12-21,1995-06-19,Saga Petroleum ASA,100.00000,NULL,1994-12-21,2001-01-11,20820,716,9999-12-31,2013-05-08
008,1994-01-01,1994-12-21,Elf Petroleum Norge AS,32.37600,NULL,1967-08-31,1994-12-21,20820,298,9999-12-31,2013-05-08
008,1994-01-01,1994-12-21,Elf Rex Norge AS,4.53600,NULL,9999-12-31,9999-12-31,20820,320,9999-12-31,2013-05-08
008,1994-01-01,1994-12-21,Norminol AS,46.30800,NULL,9999-12-31,9999-12-31,20820,529,9999-12-31,2013-05-08
008,1994-01-01,1994-12-21,Den norske stats oljeselskap a.s,2.00000,NULL,9999-12-31,9999-12-31,20820,749,9999-12-31,2013-05-08
008,1994-01-01,1994-12-21,Phillips Petroleum Company Norway,14.78000,NULL,9999-12-31,9999-12-31,20820,694,9999-12-31,2013-05-08
008,1992-07-15,1994-01-01,Elf Petroleum Norge AS,32.37600,NULL,1967-08-31,1994-12-21,20820,298,9999-12-31,2013-05-08
008,1992-07-15,1994-01-01,Elf Rex Norge AS,4.53600,NULL,9999-12-31,9999-12-31,20820,320,9999-12-31,2013-05-08
008,1992-07-15,1994-01-01,Norminol AS,1.21600,NULL,9999-12-31,9999-12-31,20820,529,9999-12-31,2013-05-08
008,1992-07-15,1994-01-01,Den norske stats oljeselskap a.s,2.00000,NULL,9999-12-31,9999-12-31,20820,749,9999-12-31,2013-05-08
008,1992-07-15,1994-01-01,Phillips Petroleum Company Norway,14.78000,NULL,9999-12-31,9999-12-31,20820,694,9999-12-31,2013-05-08
008,1992-07-15,1994-01-01,Norsk Agip  AS,5.22000,NULL,9999-12-31,9999-12-31,20820,45,9999-12-31,2013-05-08
008,1992-07-15,1994-01-01,Norsk Hydro Produksjon AS,12.40000,NULL,9999-12-31,9999-12-31,20820,430,9999-12-31,2013-05-08
008,1992-07-15,1994-01-01,Total Norge AS,27.47200,NULL,9999-12-31,9999-12-31,20820,848,9999-12-31,2013-05-08
008,1992-03-26,1992-07-15,Elf Petroleum Norge AS,32.37600,NULL,1967-08-31,1994-12-21,20820,298,9999-12-31,2013-05-08
008,1992-03-26,1992-07-15,Elf Rep Norge A/S,1.82400,NULL,9999-12-31,9999-12-31,20820,309,9999-12-31,2013-05-08
008,1992-03-26,1992-07-15,Elf Rex Norge AS,2.71200,NULL,9999-12-31,9999-12-31,20820,320,9999-12-31,2013-05-08
008,1992-03-26,1992-07-15,Norminol AS,1.21600,NULL,9999-12-31,9999-12-31,20820,529,9999-12-31,2013-05-08
008,1992-03-26,1992-07-15,Den norske stats oljeselskap a.s,2.00000,NULL,9999-12-31,9999-12-31,20820,749,9999-12-31,2013-05-08
008,1992-03-26,1992-07-15,Phillips Petroleum Company Norway,14.78000,NULL,9999-12-31,9999-12-31,20820,694,9999-12-31,2013-05-08
008,1992-03-26,1992-07-15,Norsk Agip  AS,5.22000,NULL,9999-12-31,9999-12-31,20820,45,9999-12-31,2013-05-08
008,1992-03-26,1992-07-15,Norsk Hydro Produksjon AS,12.40000,NULL,9999-12-31,9999-12-31,20820,430,9999-12-31,2013-05-08
008,1992-03-26,1992-07-15,Total Norge AS,27.47200,NULL,9999-12-31,9999-12-31,20820,848,9999-12-31,2013-05-08
008,1990-11-22,1992-03-26,Elf Rep Norge A/S,1.82400,NULL,9999-12-31,9999-12-31,20820,309,9999-12-31,2013-05-08
008,1990-11-22,1992-03-26,Elf Rex Norge AS,2.71200,NULL,9999-12-31,9999-12-31,20820,320,9999-12-31,2013-05-08
008,1990-11-22,1992-03-26,Norminol AS,1.21600,NULL,9999-12-31,9999-12-31,20820,529,9999-12-31,2013-05-08
008,1990-11-22,1992-03-26,Den norske stats oljeselskap a.s,2.00000,NULL,9999-12-31,9999-12-31,20820,749,9999-12-31,2013-05-08
008,1990-11-22,1992-03-26,Elf Aquitaine Norge A/S,32.37600,NULL,9999-12-31,9999-12-31,20820,331,9999-12-31,2013-05-08
008,1990-11-22,1992-03-26,Phillips Petroleum Company Norway,14.78000,NULL,9999-12-31,9999-12-31,20820,694,9999-12-31,2013-05-08
008,1990-11-22,1992-03-26,Norsk Agip  AS,5.22000,NULL,9999-12-31,9999-12-31,20820,45,9999-12-31,2013-05-08
008,1990-11-22,1992-03-26,Norsk Hydro Produksjon AS,23.68400,NULL,9999-12-31,9999-12-31,20820,430,9999-12-31,2013-05-08
008,1990-11-22,1992-03-26,Total Norge AS,16.18800,NULL,9999-12-31,9999-12-31,20820,848,9999-12-31,2013-05-08
008,1990-01-01,1990-11-22,Den norske stats oljeselskap a.s,2.00000,NULL,9999-12-31,9999-12-31,20820,749,9999-12-31,2013-05-08
008,1990-01-01,1990-11-22,Elf Aquitaine Norge A/S,32.37600,NULL,9999-12-31,9999-12-31,20820,331,9999-12-31,2013-05-08
008,1990-01-01,1990-11-22,Phillips Petroleum Company Norway,14.78000,NULL,9999-12-31,9999-12-31,20820,694,9999-12-31,2013-05-08
008,1990-01-01,1990-11-22,Norsk Agip  AS,5.22000,NULL,9999-12-31,9999-12-31,20820,45,9999-12-31,2013-05-08
008,1990-01-01,1990-11-22,Cofranord A/S,1.21600,NULL,9999-12-31,9999-12-31,20820,199,9999-12-31,2013-05-08
008,1990-01-01,1990-11-22,Coparex Norge A/S,2.71200,NULL,9999-12-31,9999-12-31,20820,243,9999-12-31,2013-05-08
008,1990-01-01,1990-11-22,Eurafrep Norge A/S,1.82400,NULL,9999-12-31,9999-12-31,20820,364,9999-12-31,2013-05-08
008,1990-01-01,1990-11-22,Norsk Hydro Produksjon AS,23.68400,NULL,9999-12-31,9999-12-31,20820,430,9999-12-31,2013-05-08
008,1990-01-01,1990-11-22,Total Norge AS,16.18800,NULL,9999-12-31,9999-12-31,20820,848,9999-12-31,2013-05-08
008,1983-12-31,1990-01-01,Den norske stats oljeselskap a.s,2.00000,NULL,9999-12-31,9999-12-31,20820,749,9999-12-31,2013-05-08
008,1983-12-31,1990-01-01,Elf Aquitaine Norge A/S,32.37600,NULL,9999-12-31,9999-12-31,20820,331,9999-12-31,2013-05-08
008,1983-12-31,1990-01-01,Phillips Petroleum Company Norway,14.78000,NULL,9999-12-31,9999-12-31,20820,694,9999-12-31,2013-05-08
008,1983-12-31,1990-01-01,Norsk Agip  AS,5.22000,NULL,9999-12-31,9999-12-31,20820,45,9999-12-31,2013-05-08
008,1983-12-31,1990-01-01,Cofranord A/S,1.21600,NULL,9999-12-31,9999-12-31,20820,199,9999-12-31,2013-05-08
008,1983-12-31,1990-01-01,Coparex Norge A/S,1.59600,NULL,9999-12-31,9999-12-31,20820,243,9999-12-31,2013-05-08
008,1983-12-31,1990-01-01,Eurafrep Norge A/S,1.82400,NULL,9999-12-31,9999-12-31,20820,364,9999-12-31,2013-05-08
008,1983-12-31,1990-01-01,Norsk Hydro Produksjon AS,24.80000,NULL,9999-12-31,9999-12-31,20820,430,9999-12-31,2013-05-08
008,1983-12-31,1990-01-01,Total Norge AS,16.18800,NULL,9999-12-31,9999-12-31,20820,848,9999-12-31,2013-05-08
008,1980-06-02,1983-12-31,Den norske stats oljeselskap a.s,2.00000,NULL,9999-12-31,9999-12-31,20820,749,9999-12-31,2013-05-08
008,1980-06-02,1983-12-31,OMV Norge A/S,11.40000,NULL,9999-12-31,9999-12-31,20820,925,9999-12-31,2013-05-08
008,1980-06-02,1983-12-31,Elf Aquitaine Norge A/S,32.37600,NULL,9999-12-31,9999-12-31,20820,331,9999-12-31,2013-05-08
008,1980-06-02,1983-12-31,Phillips Petroleum Company Norway,14.78000,NULL,9999-12-31,9999-12-31,20820,694,9999-12-31,2013-05-08
008,1980-06-02,1983-12-31,Norsk Agip  AS,5.22000,NULL,9999-12-31,9999-12-31,20820,45,9999-12-31,2013-05-08
008,1980-06-02,1983-12-31,Cofranord A/S,1.21600,NULL,9999-12-31,9999-12-31,20820,199,9999-12-31,2013-05-08
008,1980-06-02,1983-12-31,Coparex Norge A/S,1.59600,NULL,9999-12-31,9999-12-31,20820,243,9999-12-31,2013-05-08
008,1980-06-02,1983-12-31,Eurafrep Norge A/S,1.82400,NULL,9999-12-31,9999-12-31,20820,364,9999-12-31,2013-05-08
008,1980-06-02,1983-12-31,Norsk Hydro Produksjon AS,13.40000,NULL,9999-12-31,9999-12-31,20820,430,9999-12-31,2013-05-08
008,1980-06-02,1983-12-31,Total Norge AS,16.18800,NULL,9999-12-31,9999-12-31,20820,848,9999-12-31,2013-05-08
008,1977-07-01,1980-06-02,Elf Aquitaine Norge A/S,32.37600,NULL,9999-12-31,9999-12-31,20820,331,9999-12-31,2013-05-08
008,1977-07-01,1980-06-02,Phillips Petroleum Company Norway,14.78000,NULL,9999-12-31,9999-12-31,20820,694,9999-12-31,2013-05-08
008,1977-07-01,1980-06-02,Norsk Agip  AS,5.22000,NULL,9999-12-31,9999-12-31,20820,45,9999-12-31,2013-05-08
008,1977-07-01,1980-06-02,Cofranord A/S,1.21600,NULL,9999-12-31,9999-12-31,20820,199,9999-12-31,2013-05-08
008,1977-07-01,1980-06-02,Coparex Norge A/S,1.59600,NULL,9999-12-31,9999-12-31,20820,243,9999-12-31,2013-05-08
008,1977-07-01,1980-06-02,Eurafrep Norge A/S,1.82400,NULL,9999-12-31,9999-12-31,20820,364,9999-12-31,2013-05-08
008,1977-07-01,1980-06-02,Norsk Hydro Produksjon AS,26.80000,NULL,9999-12-31,9999-12-31,20820,430,9999-12-31,2013-05-08
008,1977-07-01,1980-06-02,Total Norge AS,16.18800,NULL,9999-12-31,9999-12-31,20820,848,9999-12-31,2013-05-08
008,1972-01-01,1977-07-01,Elf Norge A/S,21.58400,NULL,9999-12-31,9999-12-31,20820,287,9999-12-31,2013-05-08
008,1972-01-01,1977-07-01,Phillips Petroleum Company Norway,14.78000,NULL,9999-12-31,9999-12-31,20820,694,9999-12-31,2013-05-08
008,1972-01-01,1977-07-01,Norsk Agip  AS,5.22000,NULL,9999-12-31,9999-12-31,20820,45,9999-12-31,2013-05-08
008,1972-01-01,1977-07-01,Aquitaine Norge A/S,10.79200,NULL,9999-12-31,9999-12-31,20820,111,9999-12-31,2013-05-08
008,1972-01-01,1977-07-01,Cofranord A/S,1.21600,NULL,9999-12-31,9999-12-31,20820,199,9999-12-31,2013-05-08
008,1972-01-01,1977-07-01,Coparex Norge A/S,1.59600,NULL,9999-12-31,9999-12-31,20820,243,9999-12-31,2013-05-08
008,1972-01-01,1977-07-01,Eurafrep Norge A/S,1.82400,NULL,9999-12-31,9999-12-31,20820,364,9999-12-31,2013-05-08
008,1972-01-01,1977-07-01,Norsk Hydro Produksjon AS,26.80000,NULL,9999-12-31,9999-12-31,20820,430,9999-12-31,2013-05-08
008,1972-01-01,1977-07-01,Total Norge AS,16.18800,NULL,9999-12-31,9999-12-31,20820,848,9999-12-31,2013-05-08
008,1967-11-30,1972-01-01,Elf Norge A/S,31.95000,NULL,9999-12-31,9999-12-31,20820,287,9999-12-31,2013-05-08
008,1967-11-30,1972-01-01,Phillips Petroleum Company Norway,14.78000,NULL,9999-12-31,9999-12-31,20820,694,9999-12-31,2013-05-08
008,1967-11-30,1972-01-01,Norsk Agip  AS,5.22000,NULL,9999-12-31,9999-12-31,20820,45,9999-12-31,2013-05-08
008,1967-11-30,1972-01-01,Aquitaine Norge A/S,10.65000,NULL,9999-12-31,9999-12-31,20820,111,9999-12-31,2013-05-08
008,1967-11-30,1972-01-01,Cofranord A/S,1.60000,NULL,9999-12-31,9999-12-31,20820,199,9999-12-31,2013-05-08
008,1967-11-30,1972-01-01,Coparex Norge A/S,2.10000,NULL,9999-12-31,9999-12-31,20820,243,9999-12-31,2013-05-08
008,1967-11-30,1972-01-01,Eurafrep Norge A/S,2.40000,NULL,9999-12-31,9999-12-31,20820,364,9999-12-31,2013-05-08
008,1967-11-30,1972-01-01,Norsk Hydro Produksjon AS,10.00000,NULL,9999-12-31,9999-12-31,20820,430,9999-12-31,2013-05-08
008,1967-11-30,1972-01-01,Total Norge AS,21.30000,NULL,9999-12-31,9999-12-31,20820,848,9999-12-31,2013-05-08
008,1967-06-20,1967-11-30,Phillips Petroleum Company Norway,14.78000,NULL,9999-12-31,9999-12-31,20820,694,9999-12-31,2013-05-08
008,1967-06-20,1967-11-30,Norsk Agip  AS,5.22000,NULL,9999-12-31,9999-12-31,20820,45,9999-12-31,2013-05-08
008,1967-06-20,1967-11-30,Aquitaine Norge A/S,10.65000,NULL,9999-12-31,9999-12-31,20820,111,9999-12-31,2013-05-08
008,1967-06-20,1967-11-30,Cofranord A/S,1.60000,NULL,9999-12-31,9999-12-31,20820,199,9999-12-31,2013-05-08
008,1967-06-20,1967-11-30,Coparex Norge A/S,2.10000,NULL,9999-12-31,9999-12-31,20820,243,9999-12-31,2013-05-08
008,1967-06-20,1967-11-30,Eurafrep Norge A/S,2.40000,NULL,9999-12-31,9999-12-31,20820,364,9999-12-31,2013-05-08
008,1967-06-20,1967-11-30,Norsk Hydro Produksjon AS,10.00000,NULL,9999-12-31,9999-12-31,20820,430,9999-12-31,2013-05-08
008,1967-06-20,1967-11-30,Petropar Norge A/S,31.95000,NULL,9999-12-31,9999-12-31,20820,650,9999-12-31,2013-05-08
008,1967-06-20,1967-11-30,Total Norge AS,21.30000,NULL,9999-12-31,9999-12-31,20820,848,9999-12-31,2013-05-08
008,1967-01-01,1967-06-20,Phillips Petroleum Company Norway,14.78000,NULL,9999-12-31,9999-12-31,20820,694,9999-12-31,2013-05-08
008,1967-01-01,1967-06-20,Norsk Agip  AS,5.22000,NULL,9999-12-31,9999-12-31,20820,45,9999-12-31,2013-05-08
008,1967-01-01,1967-06-20,Aquitaine Norge A/S,10.65000,NULL,9999-12-31,9999-12-31,20820,111,9999-12-31,2013-05-08
008,1967-01-01,1967-06-20,Auxirap Norge A/S,21.30000,NULL,9999-12-31,9999-12-31,20820,133,9999-12-31,2013-05-08
008,1967-01-01,1967-06-20,Cofranord A/S,1.60000,NULL,9999-12-31,9999-12-31,20820,199,9999-12-31,2013-05-08
008,1967-01-01,1967-06-20,Coparex Norge A/S,2.10000,NULL,9999-12-31,9999-12-31,20820,243,9999-12-31,2013-05-08
008,1967-01-01,1967-06-20,Eurafrep Norge A/S,2.40000,NULL,9999-12-31,9999-12-31,20820,364,9999-12-31,2013-05-08
008,1967-01-01,1967-06-20,Norsk Hydro Produksjon AS,10.00000,NULL,9999-12-31,9999-12-31,20820,430,9999-12-31,2013-05-08
008,1967-01-01,1967-06-20,Petropar Norge A/S,10.65000,NULL,9999-12-31,9999-12-31,20820,650,9999-12-31,2013-05-08
008,1967-01-01,1967-06-20,Total Norge AS,21.30000,NULL,9999-12-31,9999-12-31,20820,848,9999-12-31,2013-05-08
008,1965-09-01,1967-01-01,Aquitaine Norge A/S,13.31200,NULL,9999-12-31,9999-12-31,20820,111,9999-12-31,2013-05-08
008,1965-09-01,1967-01-01,Auxirap Norge A/S,26.62500,NULL,9999-12-31,9999-12-31,20820,133,9999-12-31,2013-05-08
008,1965-09-01,1967-01-01,Cofranord A/S,2.00000,NULL,9999-12-31,9999-12-31,20820,199,9999-12-31,2013-05-08
008,1965-09-01,1967-01-01,Coparex Norge A/S,2.62500,NULL,9999-12-31,9999-12-31,20820,243,9999-12-31,2013-05-08
008,1965-09-01,1967-01-01,Eurafrep Norge A/S,3.00000,NULL,9999-12-31,9999-12-31,20820,364,9999-12-31,2013-05-08
008,1965-09-01,1967-01-01,Norsk Hydro Produksjon AS,12.50000,NULL,9999-12-31,9999-12-31,20820,430,9999-12-31,2013-05-08
008,1965-09-01,1967-01-01,Petropar Norge A/S,13.31300,NULL,9999-12-31,9999-12-31,20820,650,9999-12-31,2013-05-08
008,1965-09-01,1967-01-01,Total Norge AS,26.62500,NULL,9999-12-31,9999-12-31,20820,848,9999-12-31,2013-05-08
009,1997-01-01,1998-12-31,Elf Petroleum Norge AS,69.03200,NULL,1967-08-31,1999-01-01,20828,298,9999-12-31,2013-05-08
009,1997-01-01,1998-12-31,Phillips Petroleum Company Norway,14.78000,NULL,9999-12-31,9999-12-31,20828,694,9999-12-31,2013-05-08
009,1997-01-01,1998-12-31,Total Norge AS,16.18800,NULL,9999-12-31,9999-12-31,20828,848,9999-12-31,2013-05-08
009,1994-12-27,1997-01-01,Elf Petroleum Norge AS,65.61200,NULL,1967-08-31,1999-01-01,20828,298,9999-12-31,2013-05-08
009,1994-12-27,1997-01-01,Elf Rex Norge AS,3.42000,NULL,9999-12-31,9999-12-31,20828,320,9999-12-31,2013-05-08
009,1994-12-27,1997-01-01,Phillips Petroleum Company Norway,14.78000,NULL,9999-12-31,9999-12-31,20828,694,9999-12-31,2013-05-08
009,1994-12-27,1997-01-01,Total Norge AS,16.18800,NULL,9999-12-31,9999-12-31,20828,848,9999-12-31,2013-05-08
009,1994-03-01,1994-12-27,Elf Petroleum Norge AS,60.39200,NULL,1967-08-31,1999-01-01,20828,298,9999-12-31,2013-05-08
009,1994-03-01,1994-12-27,Elf Rex Norge AS,3.42000,NULL,9999-12-31,9999-12-31,20828,320,9999-12-31,2013-05-08
009,1994-03-01,1994-12-27,Phillips Petroleum Company Norway,14.78000,NULL,9999-12-31,9999-12-31,20828,694,9999-12-31,2013-05-08
009,1994-03-01,1994-12-27,Norsk Agip  AS,5.22000,NULL,9999-12-31,9999-12-31,20828,45,9999-12-31,2013-05-08
009,1994-03-01,1994-12-27,Total Norge AS,16.18800,NULL,9999-12-31,9999-12-31,20828,848,9999-12-31,2013-05-08
009,1992-07-15,1994-03-01,Elf Petroleum Norge AS,32.37600,NULL,1967-08-31,1999-01-01,20828,298,9999-12-31,2013-05-08
009,1992-07-15,1994-03-01,Elf Rex Norge AS,3.42000,NULL,9999-12-31,9999-12-31,20828,320,9999-12-31,2013-05-08
009,1992-07-15,1994-03-01,Norminol AS,1.21600,NULL,9999-12-31,9999-12-31,20828,529,9999-12-31,2013-05-08
009,1992-07-15,1994-03-01,Norsk Hydro Produksjon AS,26.80000,NULL,9999-12-31,9999-12-31,20828,430,9999-12-31,2013-05-08
009,1992-07-15,1994-03-01,Phillips Petroleum Company Norway,14.78000,NULL,9999-12-31,9999-12-31,20828,694,9999-12-31,2013-05-08
009,1992-07-15,1994-03-01,Norsk Agip  AS,5.22000,NULL,9999-12-31,9999-12-31,20828,45,9999-12-31,2013-05-08
009,1992-07-15,1994-03-01,Total Norge AS,16.18800,NULL,9999-12-31,9999-12-31,20828,848,9999-12-31,2013-05-08
009,1990-11-22,1992-07-15,Elf Rex Norge AS,1.59600,NULL,9999-12-31,9999-12-31,20828,320,9999-12-31,2013-05-08
009,1990-11-22,1992-07-15,Elf Rep Norge A/S,1.82400,NULL,9999-12-31,9999-12-31,20828,309,9999-12-31,2013-05-08
009,1990-11-22,1992-07-15,Norminol AS,1.21600,NULL,9999-12-31,9999-12-31,20828,529,9999-12-31,2013-05-08
009,1990-11-22,1992-07-15,Norsk Hydro Produksjon AS,26.80000,NULL,9999-12-31,9999-12-31,20828,430,9999-12-31,2013-05-08
009,1990-11-22,1992-07-15,Elf Aquitaine Norge A/S,32.37600,NULL,9999-12-31,9999-12-31,20828,331,9999-12-31,2013-05-08
009,1990-11-22,1992-07-15,Phillips Petroleum Company Norway,14.78000,NULL,9999-12-31,9999-12-31,20828,694,9999-12-31,2013-05-08
009,1990-11-22,1992-07-15,Norsk Agip  AS,5.22000,NULL,9999-12-31,9999-12-31,20828,45,9999-12-31,2013-05-08
009,1990-11-22,1992-07-15,Total Norge AS,16.18800,NULL,9999-12-31,9999-12-31,20828,848,9999-12-31,2013-05-08
009,1987-01-01,1990-11-22,Norminol AS,1.21600,NULL,9999-12-31,9999-12-31,20828,529,9999-12-31,2013-05-08
009,1987-01-01,1990-11-22,Norsk Hydro Produksjon AS,26.80000,NULL,9999-12-31,9999-12-31,20828,430,9999-12-31,2013-05-08
009,1987-01-01,1990-11-22,Eurafrep Norge A/S,1.82400,NULL,9999-12-31,9999-12-31,20828,364,9999-12-31,2013-05-08
009,1987-01-01,1990-11-22,Coparex Norge A/S,1.59600,NULL,9999-12-31,9999-12-31,20828,243,9999-12-31,2013-05-08
