fldName,fldOwnerName,fldOwnerKind,fldOwnerFrom,fldOwnerTo,fldLicenseeFrom,fldLicenseeTo,cmpLongName,fldCompanyShare,fldSdfiShare,fldNpdidField,cmpNpdidCompany,fldLicenseeDateUpdated,dateSyncNPD
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1986-09-01,1989-04-14,Amoco Norway Oil Company,0.23130,NULL,43665,78,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1986-09-01,1989-04-14,Texas Eastern Norwegian Inc.,0.23120,NULL,43665,837,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1983-11-01,1986-09-01,Conoco North Sea Inc.,24.97930,NULL,43665,41730,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1983-11-01,1986-09-01,GULF OIL CORPORATION,24.97920,NULL,43665,41752,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1983-11-01,1986-09-01,BRITOIL,24.97920,NULL,43665,2825,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1983-11-01,1986-09-01,Den norske stats oljeselskap a.s,12.53120,NULL,43665,749,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1983-11-01,1986-09-01,Mobil Development Norway AS,3.75930,NULL,43665,474,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1983-11-01,1986-09-01,Norske Conoco A/S,2.50620,NULL,43665,221,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1983-11-01,1986-09-01,A/S Norske Shell,2.50620,NULL,43665,562,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1983-11-01,1986-09-01,Esso Exploration and Production Norway A/S,2.50620,NULL,43665,353,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1983-11-01,1986-09-01,Saga Petroleum ASA,0.46990,NULL,43665,716,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1983-11-01,1986-09-01,Texas Eastern Norwegian Inc.,0.26110,NULL,43665,837,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1983-11-01,1986-09-01,Amerada Hess Norge AS,0.26110,NULL,43665,67,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1983-11-01,1986-09-01,Amoco Norway Oil Company,0.26110,NULL,43665,78,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1982-01-01,1983-11-01,BRITOIL,27.91670,NULL,43665,2825,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1982-01-01,1983-11-01,Conoco North Sea Inc.,27.91670,NULL,43665,41730,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1982-01-01,1983-11-01,GULF OIL CORPORATION,27.91660,NULL,43665,41752,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1982-01-01,1983-11-01,Den norske stats oljeselskap a.s,8.12500,NULL,43665,749,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1982-01-01,1983-11-01,Mobil Development Norway AS,2.43750,NULL,43665,474,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1982-01-01,1983-11-01,Norske Conoco A/S,1.62500,NULL,43665,221,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1982-01-01,1983-11-01,Esso Exploration and Production Norway A/S,1.62500,NULL,43665,353,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1982-01-01,1983-11-01,A/S Norske Shell,1.62500,NULL,43665,562,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1982-01-01,1983-11-01,Saga Petroleum ASA,0.30460,NULL,43665,716,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1982-01-01,1983-11-01,Texas Eastern Norwegian Inc.,0.16930,NULL,43665,837,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1982-01-01,1983-11-01,Amerada Hess Norge AS,0.16930,NULL,43665,67,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1982-01-01,1983-11-01,Amoco Norway Oil Company,0.16930,NULL,43665,78,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1979-04-01,1982-01-01,Conoco North Sea Inc.,27.91670,NULL,43665,41730,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1979-04-01,1982-01-01,BRITISH NATIONAL OIL CORPORATION,27.91670,NULL,43665,41719,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1979-04-01,1982-01-01,GULF OIL CORPORATION,27.91660,NULL,43665,41752,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1979-04-01,1982-01-01,Den norske stats oljeselskap a.s,8.12500,NULL,43665,749,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1979-04-01,1982-01-01,Mobil Development Norway AS,2.43750,NULL,43665,474,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1979-04-01,1982-01-01,Esso Exploration and Production Norway A/S,1.62500,NULL,43665,353,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1979-04-01,1982-01-01,Norske Conoco A/S,1.62500,NULL,43665,221,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1979-04-01,1982-01-01,A/S Norske Shell,1.62500,NULL,43665,562,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1979-04-01,1982-01-01,Saga Petroleum ASA,0.30460,NULL,43665,716,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1979-04-01,1982-01-01,Texas Eastern Norwegian Inc.,0.16930,NULL,43665,837,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1979-04-01,1982-01-01,Amoco Norway Oil Company,0.16930,NULL,43665,78,9999-12-31,2013-05-08
MURCHISON,MURCHISON UNIT,BUSINESS ARRANGEMENT AREA,1979-04-01,9999-12-31,1979-04-01,1982-01-01,Amerada Hess Norge AS,0.16930,NULL,43665,67,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2012-02-11,9999-12-31,GDF SUEZ E&P Norge AS,40.00000,NULL,43751,5267845,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2012-02-11,9999-12-31,E.ON E&P Norge AS,30.00000,NULL,43751,21631209,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2012-02-11,9999-12-31,Statoil Petroleum AS,20.00000,NULL,43751,17237817,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2012-02-11,9999-12-31,Faroe Petroleum Norge AS,7.50000,NULL,43751,4062883,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2012-02-11,9999-12-31,VNG Norge AS,2.50000,NULL,43751,17237193,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2011-01-02,2012-02-11,GDF SUEZ E&P Norge AS,40.00000,NULL,43751,5267845,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2011-01-02,2012-02-11,E.ON Ruhrgas Norge AS,30.00000,NULL,43751,2840522,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2011-01-02,2012-02-11,Statoil Petroleum AS,20.00000,NULL,43751,17237817,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2011-01-02,2012-02-11,Faroe Petroleum Norge AS,7.50000,NULL,43751,4062883,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2011-01-02,2012-02-11,VNG Norge AS,2.50000,NULL,43751,17237193,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2011-01-01,2011-01-02,GDF SUEZ E&P Norge AS,40.00000,NULL,43751,5267845,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2011-01-01,2011-01-02,E.ON Ruhrgas Norge AS,30.00000,NULL,43751,2840522,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2011-01-01,2011-01-02,Statoil Petroleum AS,20.00000,NULL,43751,17237817,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2011-01-01,2011-01-02,Petoro AS,7.50000,NULL,43751,1626839,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2011-01-01,2011-01-02,VNG Norge AS,2.50000,NULL,43751,17237193,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-11-01,2011-01-01,E.ON Ruhrgas Norge AS,30.00000,NULL,43751,2840522,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-11-01,2011-01-01,Statoil Petroleum AS,20.00000,NULL,43751,17237817,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-11-01,2011-01-01,GDF SUEZ E&P Norge AS,20.00000,NULL,43751,5267845,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-11-01,2011-01-01,ExxonMobil Exploration & Production Norway AS,20.00000,NULL,43751,2835212,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-11-01,2011-01-01,Petoro AS,7.50000,NULL,43751,1626839,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-11-01,2011-01-01,VNG Norge AS,2.50000,NULL,43751,17237193,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-10-01,2009-11-01,E.ON Ruhrgas Norge AS,30.00000,NULL,43751,2840522,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-10-01,2009-11-01,StatoilHydro Petroleum AS,20.00000,NULL,43751,4511658,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-10-01,2009-11-01,GDF SUEZ E&P Norge AS,20.00000,NULL,43751,5267845,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-10-01,2009-11-01,ExxonMobil Exploration & Production Norway AS,20.00000,NULL,43751,2835212,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-10-01,2009-11-01,Petoro AS,7.50000,NULL,43751,1626839,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-10-01,2009-11-01,VNG Norge AS,2.50000,NULL,43751,17237193,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-05-26,2009-10-01,E.ON Ruhrgas Norge AS,30.00000,NULL,43751,2840522,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-05-26,2009-10-01,StatoilHydro Petroleum AS,20.00000,NULL,43751,4511658,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-05-26,2009-10-01,GDF SUEZ E&P Norge AS,20.00000,NULL,43751,5267845,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-05-26,2009-10-01,ExxonMobil Exploration & Production Norway AS,20.00000,NULL,43751,2835212,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-05-26,2009-10-01,Petoro AS,7.50000,NULL,43751,1626839,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-05-26,2009-10-01,VNG Norge (Operations) AS,2.50000,NULL,43751,5497155,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-01-02,2009-05-26,E.ON Ruhrgas Norge AS,30.00000,NULL,43751,2840522,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-01-02,2009-05-26,StatoilHydro Petroleum AS,20.00000,NULL,43751,4511658,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-01-02,2009-05-26,GDF SUEZ E&P Norge AS,20.00000,NULL,43751,5267845,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-01-02,2009-05-26,ExxonMobil Exploration & Production Norway AS,20.00000,NULL,43751,2835212,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-01-02,2009-05-26,Petoro AS,7.50000,NULL,43751,1626839,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-01-02,2009-05-26,Endeavour Energy Norge AS,2.50000,NULL,43751,3113213,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-01-01,2009-01-02,E.ON Ruhrgas Norge AS,30.00000,NULL,43751,2840522,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-01-01,2009-01-02,GDF SUEZ E&P Norge AS,20.00000,NULL,43751,5267845,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-01-01,2009-01-02,StatoilHydro ASA,20.00000,NULL,43751,4511854,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-01-01,2009-01-02,ExxonMobil Exploration & Production Norway AS,20.00000,NULL,43751,2835212,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-01-01,2009-01-02,Petoro AS,7.50000,NULL,43751,1626839,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2009-01-01,2009-01-02,Endeavour Energy Norge AS,2.50000,NULL,43751,3113213,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2008-11-01,2009-01-01,E.ON Ruhrgas Norge AS,30.00000,NULL,43751,2840522,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2008-11-01,2009-01-01,StatoilHydro ASA,20.00000,NULL,43751,4511854,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2008-11-01,2009-01-01,ExxonMobil Exploration & Production Norway AS,20.00000,NULL,43751,2835212,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2008-11-01,2009-01-01,Gaz de France Norge AS,20.00000,NULL,43751,1628733,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2008-11-01,2009-01-01,Petoro AS,7.50000,NULL,43751,1626839,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2008-11-01,2009-01-01,Endeavour Energy Norge AS,2.50000,NULL,43751,3113213,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2008-01-01,2008-11-01,E.ON Ruhrgas Norge AS,30.00000,NULL,43751,2840522,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2008-01-01,2008-11-01,ExxonMobil Exploration & Production Norway AS,20.00000,NULL,43751,2835212,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2008-01-01,2008-11-01,StatoilHydro Petroleum AS,20.00000,NULL,43751,4511658,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2008-01-01,2008-11-01,Gaz de France Norge AS,20.00000,NULL,43751,1628733,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2008-01-01,2008-11-01,Petoro AS,7.50000,NULL,43751,1626839,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2008-01-01,2008-11-01,Endeavour Energy Norge AS,2.50000,NULL,43751,3113213,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2007-10-01,2008-01-01,E.ON Ruhrgas Norge AS,30.00000,NULL,43751,2840522,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2007-10-01,2008-01-01,Gaz de France Norge AS,20.00000,NULL,43751,1628733,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2007-10-01,2008-01-01,Mobil Development Norway AS,20.00000,NULL,43751,474,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2007-10-01,2008-01-01,StatoilHydro Petroleum AS,20.00000,NULL,43751,4511658,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2007-10-01,2008-01-01,Petoro AS,7.50000,NULL,43751,1626839,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2007-10-01,2008-01-01,Endeavour Energy Norge AS,2.50000,NULL,43751,3113213,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2007-01-01,2007-10-01,E.ON Ruhrgas Norge AS,30.00000,NULL,43751,2840522,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2007-01-01,2007-10-01,Norsk Hydro Petroleum AS,20.00000,NULL,43751,4524355,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2007-01-01,2007-10-01,Gaz de France Norge AS,20.00000,NULL,43751,1628733,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2007-01-01,2007-10-01,Mobil Development Norway AS,20.00000,NULL,43751,474,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2007-01-01,2007-10-01,Petoro AS,7.50000,NULL,43751,1626839,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2007-01-01,2007-10-01,Endeavour Energy Norge AS,2.50000,NULL,43751,3113213,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2005-01-10,2007-01-01,E.ON Ruhrgas Norge AS,30.00000,NULL,43751,2840522,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2005-01-10,2007-01-01,Gaz de France Norge AS,20.00000,NULL,43751,1628733,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2005-01-10,2007-01-01,Norsk Hydro Produksjon AS,20.00000,NULL,43751,430,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2005-01-10,2007-01-01,Mobil Development Norway AS,20.00000,NULL,43751,474,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2005-01-10,2007-01-01,Petoro AS,7.50000,NULL,43751,1626839,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2005-01-10,2007-01-01,Endeavour Energy Norge AS,2.50000,NULL,43751,3113213,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2005-01-01,2005-01-10,E.ON Ruhrgas Norge AS,30.00000,NULL,43751,2840522,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2005-01-01,2005-01-10,Mobil Development Norway AS,20.00000,NULL,43751,474,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2005-01-01,2005-01-10,Norsk Hydro Produksjon AS,20.00000,NULL,43751,430,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2005-01-01,2005-01-10,Gaz de France Norge AS,20.00000,NULL,43751,1628733,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2005-01-01,2005-01-10,Petoro AS,7.50000,NULL,43751,1626839,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2005-01-01,2005-01-10,OER Oil AS,2.50000,NULL,43751,2258813,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2004-07-05,2005-01-01,Mobil Development Norway AS,20.00000,NULL,43751,474,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2004-07-05,2005-01-01,Norsk Hydro Produksjon AS,20.00000,NULL,43751,430,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2004-07-05,2005-01-01,Gaz de France Norge AS,20.00000,NULL,43751,1628733,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2004-07-05,2005-01-01,Paladin Resources Norge AS,15.00000,NULL,43751,1577943,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2004-07-05,2005-01-01,E.ON Ruhrgas Norge AS,15.00000,NULL,43751,2840522,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2004-07-05,2005-01-01,Petoro AS,7.50000,NULL,43751,1626839,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2004-07-05,2005-01-01,OER Oil AS,2.50000,NULL,43751,2258813,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2003-12-01,2004-07-05,Mobil Development Norway AS,20.00000,NULL,43751,474,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2003-12-01,2004-07-05,Norsk Hydro Produksjon AS,20.00000,NULL,43751,430,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2003-12-01,2004-07-05,Gaz de France Norge AS,20.00000,NULL,43751,1628733,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2003-12-01,2004-07-05,Paladin Resources Norge AS,15.00000,NULL,43751,1577943,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2003-12-01,2004-07-05,Ruhrgas Norge AS,15.00000,NULL,43751,2489913,9999-12-31,2013-05-08
NJORD,NJORD UNIT,BUSINESS ARRANGEMENT AREA,1995-06-12,9999-12-31,2003-12-01,2004-07-05,Petoro AS,7.50000,NULL,43751,1626839,9999-12-31,2013-05-08
