logFileName,wlbWellboreName,logFileId,wlbNpdidWellbore
HQLD_D_2C1__61-1__30-6-20__LDT-CNL-GR__COMPOSITED__1.LAS,30/6-20,7162,892
HQLD_D_2C1__62-1__30-6-20__DLWD-RES-GR__COMPOSITED__1.LAS,30/6-20,7163,892
HQLD_D_RAW_2C1__103-1__30-6-20__DIL-LSS-GR-1__1.LAS,30/6-20,7223,892
HQLD_D_RAW_2C1__104-1__30-6-20__DIL-LSS-GR-1_R1__1.LAS,30/6-20,7233,892
HQLD_D_RAW_2C1__105-1__30-6-20__DIL-LSS-GR-1_R2__1.LAS,30/6-20,7243,892
HQLD_D_RAW_2C1__106-1__30-6-20__DIL-LSS-GR-2__1.LAS,30/6-20,7254,892
HQLD_D_RAW_2C1__107-1__30-6-20__LDT-GR-1__1.LAS,30/6-20,7264,892
HQLD_D_RAW_2C1__108-1__30-6-20__LDT-GR-1_R__1.LAS,30/6-20,7275,892
HQLD_D_RAW_2C1__109-1__30-6-20__LDT-CNL-GR-2__1.LAS,30/6-20,7285,892
HQLD_D_RAW_2C1__110-1__30-6-20__DLWD-RES-GR-1-2__1.LAS,30/6-20,7296,892
HQLD_HYB_PUB_2C1__623-1__30-6-20__COMPOSITE__1.LAS,30/6-20,13168,892
HQLD_D_2C1__70-1__30-10-5__IES__COMPOSITED__1.LAS,30/10-5,7165,395
HQLD_D_2C1__71-1__30-10-5__BHC-GR__COMPOSITED__1.LAS,30/10-5,7166,395
HQLD_D_2C1__72-1__30-10-5__FDC-CNL-GR__COMPOSITED__1.LAS,30/10-5,7167,395
HQLD_D_RAW_2C1__173-1__30-10-5__BHC-GR-1__1.LAS,30/10-5,7691,395
HQLD_D_RAW_2C1__174-1__30-10-5__BHC-GR-2__1.LAS,30/10-5,7692,395
HQLD_D_RAW_2C1__175-1__30-10-5__BHC-GR-3__1.LAS,30/10-5,7693,395
HQLD_D_RAW_2C1__176-1__30-10-5__BHC-GR-4__1.LAS,30/10-5,7694,395
HQLD_D_RAW_2C1__177-1__30-10-5__BHC-GR-5__1.LAS,30/10-5,7695,395
HQLD_D_RAW_2C1__178-1__30-10-5__BHC-GR-6__1.LAS,30/10-5,7696,395
HQLD_D_RAW_2C1__179-1__30-10-5__BHC-GR-6A__1.LAS,30/10-5,7697,395
HQLD_D_RAW_2C1__180-1__30-10-5__IES-1-2__1.LAS,30/10-5,7699,395
HQLD_D_RAW_2C1__181-1__30-10-5__IES-3__1.LAS,30/10-5,7700,395
HQLD_D_RAW_2C1__182-1__30-10-5__IES-4__1.LAS,30/10-5,7701,395
HQLD_D_RAW_2C1__183-1__30-10-5__IES-5__1.LAS,30/10-5,7702,395
HQLD_D_RAW_2C1__184-1__30-10-5__IES-6_1__1.LAS,30/10-5,7703,395
HQLD_D_RAW_2C1__185-1__30-10-5__IES-6_2__1.LAS,30/10-5,7704,395
HQLD_D_RAW_2C1__186-1__30-10-5__FDC-CNL-GR-2__1.LAS,30/10-5,7705,395
HQLD_D_RAW_2C1__187-1__30-10-5__C-CNL-GR-3_1__1.LAS,30/10-5,7706,395
HQLD_D_RAW_2C1__188-1__30-10-5__C-CNL-GR-3_2__1.LAS,30/10-5,7707,395
HQLD_D_RAW_2C1__189-1__30-10-5__C-CNL-GR-4__1.LAS,30/10-5,7708,395
HQLD_D_RAW_2C1__190-1__30-10-5__CNL-GR-6__1.LAS,30/10-5,7710,395
HQLD_HYB_PUB_2C1__689-1__30-10-5__COMPOSITE__1.LAS,30/10-5,13202,395
HQLD_D_2C1__74-1__30-10-2__IES__COMPOSITED__1.LAS,30/10-2,7168,392
HQLD_D_2C1__75-1__30-10-2__DIL-LL__COMPOSITED__1.LAS,30/10-2,7169,392
HQLD_D_2C1__76-1__30-10-2__BHC-GR__COMPOSITED__1.LAS,30/10-2,7170,392
HQLD_D_2C1__77-1__30-10-2__FDC-CNL-GR__COMPOSITED__1.LAS,30/10-2,7171,392
HQLD_D_RAW_2C1__192-1__30-10-2__BHC-GR-1__1.LAS,30/10-2,7711,392
HQLD_D_RAW_2C1__193-1__30-10-2__BHC-GR-2__1.LAS,30/10-2,7712,392
HQLD_D_RAW_2C1__194-1__30-10-2__BHC-GR-3__1.LAS,30/10-2,7713,392
HQLD_D_RAW_2C1__195-1__30-10-2__IES-1__1.LAS,30/10-2,7714,392
HQLD_D_RAW_2C1__196-1__30-10-2__DIL-LL-2__1.LAS,30/10-2,7715,392
HQLD_D_RAW_2C1__197-1__30-10-2__DIL-LL-3__1.LAS,30/10-2,7716,392
HQLD_D_RAW_2C1__198-1__30-10-2__FDC-CNL-GR-2__1.LAS,30/10-2,7717,392
HQLD_D_RAW_2C1__199-1__30-10-2__FDC-CNL-GR-3__1.LAS,30/10-2,7718,392
HQLD_D_RAW_2C1__200-1__30-10-2__C-CNL-GR-2__1.LAS,30/10-2,7721,392
HQLD_HYB_PUB_2C1__195-1__30-10-2__COMPOSITE__1.LAS,30/10-2,12939,392
HQLD_D_2C1__79-1__30-11-1__IES__COMPOSITED__1.LAS,30/11-1,7172,396
HQLD_D_2C1__80-1__30-11-1__BHC-GR__COMPOSITED__1.LAS,30/11-1,7174,396
HQLD_D_2C1__81-1__30-11-1__FDC-CNL-GR__COMPOSITED__1.LAS,30/11-1,7175,396
HQLD_D_2C1__82-1__30-11-1__BGT__COMPOSITED__1.LAS,30/11-1,7176,396
HQLD_D_RAW_2C1__202-1__30-11-1__BHC-GR-1__1.LAS,30/11-1,7722,396
HQLD_D_RAW_2C1__203-1__30-11-1__BHC-GR-2__1.LAS,30/11-1,7723,396
HQLD_D_RAW_2C1__204-1__30-11-1__BHC-GR-3__1.LAS,30/11-1,7724,396
HQLD_D_RAW_2C1__205-1__30-11-1__IES-1__1.LAS,30/11-1,7725,396
HQLD_D_RAW_2C1__206-1__30-11-1__IES-2__1.LAS,30/11-1,7726,396
HQLD_D_RAW_2C1__207-1__30-11-1__IES-3__1.LAS,30/11-1,7727,396
HQLD_D_RAW_2C1__208-1__30-11-1__FDC-CNL-GR-3__1.LAS,30/11-1,7728,396
HQLD_D_RAW_2C1__209-1__30-11-1__FDC-CNL-GR-3_R__1.LAS,30/11-1,7729,396
HQLD_D_RAW_2C1__210-1__30-11-1__BGT-1__1.LAS,30/11-1,7731,396
HQLD_HYB_PUB_2C1__197-1__30-11-1__COMPOSITE__1.LAS,30/11-1,12940,396
HQLD_D_2C1__84-1__30-11-2__IES__COMPOSITED__1.LAS,30/11-2,7177,397
HQLD_D_2C1__85-1__30-11-2__BHC-GR__COMPOSITED__1.LAS,30/11-2,7178,397
HQLD_D_2C1__86-1__30-11-2__DLL-MSFL-GR__COMPOSITED__1.LAS,30/11-2,7179,397
HQLD_D_2C1__87-1__30-11-2__FDC-CNL-GR__COMPOSITED__1.LAS,30/11-2,7180,397
HQLD_D_2C1__88-1__30-11-2__BGT__COMPOSITED__1.LAS,30/11-2,7181,397
HQLD_D_RAW_2C1__212-1__30-11-2__BHC-GR-1__1.LAS,30/11-2,7732,397
HQLD_D_RAW_2C1__213-1__30-11-2__BHC-GR-2__1.LAS,30/11-2,7733,397
HQLD_D_RAW_2C1__214-1__30-11-2__BHC-GR-2_R__1.LAS,30/11-2,7734,397
HQLD_D_RAW_2C1__215-1__30-11-2__IES-1__1.LAS,30/11-2,7735,397
HQLD_D_RAW_2C1__216-1__30-11-2__IES-2__1.LAS,30/11-2,7736,397
HQLD_D_RAW_2C1__217-1__30-11-2__DLL-MSFL-GR-3__1.LAS,30/11-2,7737,397
HQLD_D_RAW_2C1__218-1__30-11-2__FDC-CNL-GR-3__1.LAS,30/11-2,7738,397
HQLD_D_RAW_2C1__219-1__30-11-2__BGT-1__1.LAS,30/11-2,7739,397
HQLD_HYB_PUB_2C1__199-1__30-11-2__COMPOSITE__1.LAS,30/11-2,12941,397
HQLD_D_2C1__90-1__30-5-1__DIL-LL__COMPOSITED__1.LAS,30/5-1,7183,379
HQLD_D_2C1__91-1__30-5-1__BHC-GR__COMPOSITED__1.LAS,30/5-1,7184,379
HQLD_D_2C1__92-1__30-5-1__DLL__COMPOSITED__1.LAS,30/5-1,7185,379
HQLD_D_2C1__93-1__30-5-1__MLL-ML__COMPOSITED__1.LAS,30/5-1,7186,379
HQLD_D_2C1__94-1__30-5-1__FDC-CNL-GR__COMPOSITED__1.LAS,30/5-1,7187,379
HQLD_D_RAW_2C1__338-1__30-5-1__DIL-LL-1__1.LAS,30/5-1,7859,379
HQLD_D_RAW_2C1__339-1__30-5-1__DIL-LL-2__1.LAS,30/5-1,7860,379
HQLD_D_RAW_2C1__340-1__30-5-1__DIL-LL-3__1.LAS,30/5-1,7862,379
HQLD_D_RAW_2C1__341-1__30-5-1__DIL-LL-4__1.LAS,30/5-1,7863,379
HQLD_D_RAW_2C1__342-1__30-5-1__BHC-GR-1__1.LAS,30/5-1,7864,379
HQLD_D_RAW_2C1__343-1__30-5-1__BHC-GR-2__1.LAS,30/5-1,7865,379
HQLD_D_RAW_2C1__344-1__30-5-1__BHC-GR-3__1.LAS,30/5-1,7866,379
HQLD_D_RAW_2C1__345-1__30-5-1__BHC-GR-4__1.LAS,30/5-1,7867,379
HQLD_D_RAW_2C1__346-1__30-5-1__DLL-4__1.LAS,30/5-1,7868,379
HQLD_D_RAW_2C1__347-1__30-5-1__MLL-ML-4__1.LAS,30/5-1,7869,379
HQLD_D_RAW_2C1__348-1__30-5-1__FDC-GR-2__1.LAS,30/5-1,7870,379
HQLD_D_RAW_2C1__349-1__30-5-1__FDC-CNL-GR-4__1.LAS,30/5-1,7871,379
HQLD_D_RAW_2C1__350-1__30-5-1__FDC-GR-4__1.LAS,30/5-1,7873,379
HQLD_HYB_PUB_2C1__439-1__30-5-1__COMPOSITE__1.LAS,30/5-1,13068,379
HQLD_D_2C1__96-1__30-6-1__ISF-BHC-MSFL-GR__COMPOSIT__1.LAS,30/6-1,7188,380
HQLD_D_2C1__97-1__30-6-1__DLL-MSFL-GR__COMPOSITED__1.LAS,30/6-1,7189,380
HQLD_D_2C1__98-1__30-6-1__FDC-CNL-GR__COMPOSITED__1.LAS,30/6-1,7190,380
HQLD_D_RAW_2C1__352-1__30-6-1__ISF-BHC-GR-1__1.LAS,30/6-1,7874,380
HQLD_D_RAW_2C1__353-1__30-6-1__ISF-BHC-GR-2__1.LAS,30/6-1,7875,380
HQLD_D_RAW_2C1__354-1__30-6-1__ISF-BHC-MSFL-GR-2A__1.LAS,30/6-1,7876,380
HQLD_D_RAW_2C1__355-1__30-6-1__ISF-BHC-MSFL-GR-3__1.LAS,30/6-1,7877,380
HQLD_D_RAW_2C1__356-1__30-6-1__ISF-BHC-MSFL-GR-4__1.LAS,30/6-1,7878,380
HQLD_D_RAW_2C1__357-1__30-6-1__ISF-BHC-GR-4__1.LAS,30/6-1,7879,380
HQLD_D_RAW_2C1__358-1__30-6-1__ISF-BHC-GR-5__1.LAS,30/6-1,7880,380
HQLD_D_RAW_2C1__359-1__30-6-1__DLL-MSFL-GR-4__1.LAS,30/6-1,7881,380
HQLD_D_RAW_2C1__360-1__30-6-1__FDC-GR-2__1.LAS,30/6-1,7883,380
HQLD_D_RAW_2C1__361-1__30-6-1__FDC-GR-3__1.LAS,30/6-1,7884,380
HQLD_D_RAW_2C1__362-1__30-6-1__FDC-CNL-GR-4__1.LAS,30/6-1,7885,380
HQLD_D_RAW_2C1__363-1__30-6-1__FDC-CNL-GR-5__1.LAS,30/6-1,7886,380
HQLD_HYB_PUB_2C1__441-1__30-6-1__COMPOSITE__1.LAS,30/6-1,13070,380
HQLD_E_2C1__10-1__34-10-33__CDL-CNL-SL__COMPOSITED__1.LAS,34/10-33,8549,1302
HQLD_E_2C1__11-1__34-10-33__MWD-RES-GR__COMPOSITED__1.LAS,34/10-33,8558,1302
HQLD_E_2C1__8-1__34-10-33__DIFL-AC-GR__COMPOSITED__1.LAS,34/10-33,8898,1302
HQLD_E_2C1__9-1__34-10-33__DLL-AC-GR__COMPOSITED__1.LAS,34/10-33,8907,1302
HQLD_E_RAW_2C1__40-1__34-10-33__DIFL-AC-GR-1__1.LAS,34/10-33,9698,1302
HQLD_E_RAW_2C1__41-1__34-10-33__DIFL-AC-GR-2__1.LAS,34/10-33,9708,1302
HQLD_E_RAW_2C1__42-1__34-10-33__DIFL-AC-GR-2_R__1.LAS,34/10-33,9719,1302
HQLD_E_RAW_2C1__43-1__34-10-33__DIFL-AC-GR-3__1.LAS,34/10-33,9730,1302
HQLD_E_RAW_2C1__44-1__34-10-33__DIFL-GR-4__1.LAS,34/10-33,9740,1302
HQLD_E_RAW_2C1__45-1__34-10-33__DIFL-GR-4_R__1.LAS,34/10-33,9751,1302
HQLD_E_RAW_2C1__46-1__34-10-33__DIFL-AC-GR-5__1.LAS,34/10-33,9761,1302
HQLD_E_RAW_2C1__47-1__34-10-33__DLL-AC-GR-4__1.LAS,34/10-33,9772,1302
HQLD_E_RAW_2C1__48-1__34-10-33__DLL-AC-GR-4_R__1.LAS,34/10-33,9782,1302
HQLD_E_RAW_2C1__49-1__34-10-33__CDL-GR-1__1.LAS,34/10-33,9793,1302
HQLD_E_RAW_2C1__50-1__34-10-33__CDL-GR-2__1.LAS,34/10-33,9804,1302
HQLD_E_RAW_2C1__51-1__34-10-33__CDL-GR-2_R__1.LAS,34/10-33,9814,1302
HQLD_E_RAW_2C1__52-1__34-10-33__CDL-GR-3__1.LAS,34/10-33,9823,1302
HQLD_E_RAW_2C1__53-1__34-10-33__CDL-CNL-SL-4__1.LAS,34/10-33,9833,1302
HQLD_E_RAW_2C1__54-1__34-10-33__CDL-CNL-SL-4_R__1.LAS,34/10-33,9844,1302
HQLD_E_RAW_2C1__55-1__34-10-33__CDL-CNL-GR-5__1.LAS,34/10-33,9854,1302
HQLD_E_RAW_2C1__56-1__34-10-33__MWD-RES-GR-1-4__1.LAS,34/10-33,9864,1302
HQLD_E_RAW_2C1__57-1__34-10-33__MWD-RES-GR-4__1.LAS,34/10-33,9874,1302
HQLD_E_RAW_2C1__58-1__34-10-33__MWD-RES-GR-4_R1__1.LAS,34/10-33,9883,1302
HQLD_E_RAW_2C1__59-1__34-10-33__MWD-RES-GR-4_R2__1.LAS,34/10-33,9890,1302
HQLD_E_RAW_2C1__60-1__34-10-33__MWD-RES-GR-4_R3__1.LAS,34/10-33,9900,1302
HQLD_HYB_PUB_2C1__881-1__34-10-33__COMPOSITE__1.LAS,34/10-33,13308,1302
HQLD_E_2C1__100-1__35-9-1__DITD-SDT-SGT__COMPOSITED__1.LAS,35/9-1,8550,1375
HQLD_E_2C1__101-1__35-9-1__SDT-SGT__COMPOSITED__1.LAS,35/9-1,8551,1375
HQLD_E_2C1__102-1__35-9-1__DLTE-SRT-SGT__COMPOSITED__1.LAS,35/9-1,8552,1375
HQLD_E_2C1__103-1__35-9-1__LDT-CNT-NGT__COMPOSITED__1.LAS,35/9-1,8553,1375
HQLD_E_2C1__104-1__35-9-1__MWD-RSN-NGS__COMPOSITED__1.LAS,35/9-1,8554,1375
HQLD_E_RAW_2C1__162-1__35-9-1__DITD-SDT-SGT-1__1.LAS,35/9-1,9452,1375
HQLD_E_RAW_2C1__163-1__35-9-1__DITD-SDT-SGT-1_R__1.LAS,35/9-1,9453,1375
HQLD_E_RAW_2C1__164-1__35-9-1__DITD-SDT-SGT-2__1.LAS,35/9-1,9454,1375
HQLD_E_RAW_2C1__165-1__35-9-1__DITD-SDT-SGT-2_R__1.LAS,35/9-1,9455,1375
HQLD_E_RAW_2C1__166-1__35-9-1__SDT-SGT-1__1.LAS,35/9-1,9456,1375
HQLD_E_RAW_2C1__167-1__35-9-1__SDT-SGT-1_R__1.LAS,35/9-1,9457,1375
HQLD_E_RAW_2C1__168-1__35-9-1__SDT-CBL-VDL-SGT-1-2__1.LAS,35/9-1,9458,1375
HQLD_E_RAW_2C1__169-1__35-9-1__DLTE-SRT-SGT-2__1.LAS,35/9-1,9459,1375
HQLD_E_RAW_2C1__170-1__35-9-1__DLTE-SRT-SGT-2_R__1.LAS,35/9-1,9461,1375
HQLD_E_RAW_2C1__171-1__35-9-1__LDT-CNT-NGT-2__1.LAS,35/9-1,9462,1375
HQLD_E_RAW_2C1__172-1__35-9-1__LDT-CNT-NGT-2_R1__1.LAS,35/9-1,9463,1375
HQLD_E_RAW_2C1__173-1__35-9-1__LDT-CNT-NGT-2_R2__1.LAS,35/9-1,9464,1375
HQLD_E_RAW_2C1__174-1__35-9-1__MWD-RSN-NGS-1-2__1.LAS,35/9-1,9465,1375
HQLD_HYB_PUB_2C1__1021-1__35-9-1__COMPOSITE__1.LAS,35/9-1,12774,1375
HQLD_E_2C1__106-1__33-6-1__ISF-BHC-GR__COMPOSITED__1.LAS,33/6-1,8555,406
HQLD_E_2C1__107-1__33-6-1__FDC-CNL-GR__COMPOSITED__1.LAS,33/6-1,8556,406
HQLD_E_RAW_2C1__716-1__33-6-1__ISF-BHC-GR-3__1.LAS,33/6-1,10018,406
HQLD_E_RAW_2C1__717-1__33-6-1__FDC-CNL-GR-3__1.LAS,33/6-1,10019,406
HQLD_E_RAW_2C1__718-1__33-6-1__FDC-CNL-GR-4__1.LAS,33/6-1,10020,406
HQLD_E_RAW_2C1__719-1__33-6-1__ISF-BHC-GR-1__1.LAS,33/6-1,10021,406
HQLD_E_RAW_2C1__720-1__33-6-1__ISF-BHC-GR-2__1.LAS,33/6-1,10023,406
HQLD_E_RAW_2C1__721-1__33-6-1__ISF-BHC-GR-4__1.LAS,33/6-1,10024,406
HQLD_HYB_PUB_2C1__1126-1__33-6-1__COMPOSITE__1.LAS,33/6-1,12829,406
HQLD_E_2C1__109-1__33-12-2__IES__COMPOSITED__1.LAS,33/12-2,8557,418
HQLD_E_2C1__110-1__33-12-2__BHC-GR__COMPOSITED__1.LAS,33/12-2,8559,418
HQLD_E_2C1__111-1__33-12-2__DLL__COMPOSITED__1.LAS,33/12-2,8560,418
HQLD_E_2C1__112-1__33-12-2__MLL-ML__COMPOSITED__1.LAS,33/12-2,8561,418
HQLD_E_2C1__113-1__33-12-2__FDC-CNL-GR__COMPOSITED__1.LAS,33/12-2,8562,418
HQLD_E_RAW_2C1__191-1__33-12-2__IES-1__1.LAS,33/12-2,9482,418
HQLD_E_RAW_2C1__192-1__33-12-2__IES-2__1.LAS,33/12-2,9483,418
HQLD_E_RAW_2C1__193-1__33-12-2__IES-3__1.LAS,33/12-2,9484,418
HQLD_E_RAW_2C1__194-1__33-12-2__BHC-GR-1__1.LAS,33/12-2,9485,418
HQLD_E_RAW_2C1__195-1__33-12-2__BHC-GR-1_R__1.LAS,33/12-2,9486,418
HQLD_E_RAW_2C1__196-1__33-12-2__BHC-GR-2__1.LAS,33/12-2,9487,418
HQLD_E_RAW_2C1__197-1__33-12-2__BHC-GR-3__1.LAS,33/12-2,9488,418
HQLD_E_RAW_2C1__198-1__33-12-2__DLL-2__1.LAS,33/12-2,9489,418
HQLD_E_RAW_2C1__199-1__33-12-2__MLL-ML-2__1.LAS,33/12-2,9490,418
HQLD_E_RAW_2C1__200-1__33-12-2__FDC-CNL-GR-2__1.LAS,33/12-2,9493,418
HQLD_E_RAW_2C1__201-1__33-12-2__FDC-CNL-GR-3__1.LAS,33/12-2,9494,418
HQLD_HYB_PUB_2C1__1134-1__33-12-2__COMPOSITE__1.LAS,33/12-2,12833,418
HQLD_E_2C1__115-1__33-9-1__IES__COMPOSITED__1.LAS,33/9-1,8563,407
HQLD_E_2C1__116-1__33-9-1__BHC-GR__COMPOSITED__1.LAS,33/9-1,8564,407
HQLD_E_2C1__117-1__33-9-1__DLL-GR__COMPOSITED__1.LAS,33/9-1,8565,407
HQLD_E_2C1__118-1__33-9-1__MLL-ML__COMPOSITED__1.LAS,33/9-1,8566,407
HQLD_E_2C1__119-1__33-9-1__FDC-CNL-GR__COMPOSITED__1.LAS,33/9-1,8567,407
HQLD_E_2C1__120-1__33-9-1__BGT__COMPOSITED__1.LAS,33/9-1,8568,407
HQLD_E_RAW_2C1__203-1__33-9-1__IES-1_1__1.LAS,33/9-1,9495,407
HQLD_E_RAW_2C1__204-1__33-9-1__IES-1_2__1.LAS,33/9-1,9496,407
HQLD_E_RAW_2C1__205-1__33-9-1__IES-2-3__1.LAS,33/9-1,9497,407
HQLD_E_RAW_2C1__206-1__33-9-1__IES-2-3_R__1.LAS,33/9-1,9498,407
HQLD_E_RAW_2C1__207-1__33-9-1__IES-4__1.LAS,33/9-1,9499,407
HQLD_E_RAW_2C1__208-1__33-9-1__BHC-GR-1__1.LAS,33/9-1,9500,407
HQLD_E_RAW_2C1__209-1__33-9-1__BHC-GR-2__1.LAS,33/9-1,9501,407
HQLD_E_RAW_2C1__210-1__33-9-1__BHC-GR-3__1.LAS,33/9-1,9503,407
HQLD_E_RAW_2C1__211-1__33-9-1__BHC-GR-4__1.LAS,33/9-1,9504,407
HQLD_E_RAW_2C1__212-1__33-9-1__DLL-GR-2-3__1.LAS,33/9-1,9505,407
HQLD_E_RAW_2C1__213-1__33-9-1__MLL-ML-3__1.LAS,33/9-1,9506,407
HQLD_E_RAW_2C1__214-1__33-9-1__MLL-ML-3_R__1.LAS,33/9-1,9507,407
HQLD_E_RAW_2C1__215-1__33-9-1__FDC-CNL-GR-2-3__1.LAS,33/9-1,9508,407
HQLD_E_RAW_2C1__216-1__33-9-1__FDC-CNL-GR-4__1.LAS,33/9-1,9509,407
HQLD_E_RAW_2C1__217-1__33-9-1__FDC-CNL-GR-4_R__1.LAS,33/9-1,9510,407
HQLD_E_RAW_2C1__218-1__33-9-1__BGT-1__1.LAS,33/9-1,9511,407
HQLD_HYB_PUB_2C1__1136-1__33-9-1__COMPOSITE__1.LAS,33/9-1,12834,407
HQLD_E_2C1__124-1__33-12-4__ISF-BHC-GR__COMPOSITED__1.LAS,33/12-4,8569,126
HQLD_E_2C1__125-1__33-12-4__DLL-MSFL__COMPOSITED__1.LAS,33/12-4,8570,126
HQLD_E_2C1__126-1__33-12-4__FDC-CNL-GR__COMPOSITED__1.LAS,33/12-4,8571,126
HQLD_E_RAW_2C1__220-1__33-12-4__ISF-BHC-GR-1__1.LAS,33/12-4,9513,126
HQLD_E_RAW_2C1__221-1__33-12-4__ISF-BHC-GR-2__1.LAS,33/12-4,9514,126
HQLD_E_RAW_2C1__222-1__33-12-4__DLL-MSFL-2__1.LAS,33/12-4,9515,126
HQLD_E_RAW_2C1__223-1__33-12-4__FDC-CNL-GR-2__1.LAS,33/12-4,9516,126
HQLD_HYB_PUB_2C1__451-1__33-12-4__COMPOSITE__1.LAS,33/12-4,13074,126
HQLD_E_2C1__128-1__33-12-6__ISF-BHC-GR__COMPOSITED__1.LAS,33/12-6,8572,119
HQLD_E_2C1__129-1__33-12-6__DLL-MSFL-GR__COMPOSITED__1.LAS,33/12-6,8573,119
HQLD_E_2C1__130-1__33-12-6__FDC-CNL-GR__COMPOSITED__1.LAS,33/12-6,8575,119
HQLD_E_RAW_2C1__512-1__33-12-6__ISF-BHC-GR-1__1.LAS,33/12-6,9815,119
HQLD_E_RAW_2C1__513-1__33-12-6__ISF-BHC-GR-2__1.LAS,33/12-6,9816,119
HQLD_E_RAW_2C1__514-1__33-12-6__ISF-BHC-GR-3__1.LAS,33/12-6,9817,119
HQLD_E_RAW_2C1__515-1__33-12-6__ISF-BHC-GR-3_R__1.LAS,33/12-6,9818,119
HQLD_E_RAW_2C1__516-1__33-12-6__ISF-BHC-GR-4__1.LAS,33/12-6,9819,119
HQLD_E_RAW_2C1__517-1__33-12-6__ISF-BHC-GR-5__1.LAS,33/12-6,9820,119
HQLD_E_RAW_2C1__518-1__33-12-6__ISF-BHC-GR-5_R__1.LAS,33/12-6,9821,119
HQLD_E_RAW_2C1__519-1__33-12-6__DLL-MSFL-GR-4__1.LAS,33/12-6,9822,119
HQLD_E_RAW_2C1__520-1__33-12-6__FDC-CNL-GR-3__1.LAS,33/12-6,9824,119
HQLD_E_RAW_2C1__521-1__33-12-6__FDC-CNL-GR-4__1.LAS,33/12-6,9825,119
HQLD_E_RAW_2C1__522-1__33-12-6__FDC-CNL-GR-5__1.LAS,33/12-6,9826,119
HQLD_E_RAW_2C1__523-1__33-12-6__FDC-CNL-GR-5_R__1.LAS,33/12-6,9827,119
HQLD_HYB_PUB_2C1__209-1__33-12-6__COMPOSITE__1.LAS,33/12-6,12946,119
HQLD_E_2C1__13-1__34-10-21__ISF-LSS-MSFL-GR__COMPOSIT__1.LAS,34/10-21,8574,221
HQLD_E_2C1__14-1__34-10-21__DLL-MSFL-GR__COMPOSITED__1.LAS,34/10-21,8583,221
HQLD_E_2C1__15-1__34-10-21__LDT-CNL-NGT__COMPOSITED__1.LAS,34/10-21,8591,221
HQLD_E_2C1__16-1__34-10-21__DLWD-RES-GR__COMPOSITED__1.LAS,34/10-21,8601,221
HQLD_E_RAW_2C1__62-1__34-10-21__ISF-BHC-MSFL-GR-1__1.LAS,34/10-21,9918,221
HQLD_E_RAW_2C1__63-1__34-10-21__ISF-LSS-MSFL-GR-2__1.LAS,34/10-21,9929,221
HQLD_E_RAW_2C1__64-1__34-10-21__ISF-LSS-MSFL-GR-3__1.LAS,34/10-21,9939,221
HQLD_E_RAW_2C1__65-1__34-10-21__ISF-LSS-MSFL-GR-3_R__1.LAS,34/10-21,9949,221
HQLD_E_RAW_2C1__66-1__34-10-21__ISF-LSS-GR-3A__1.LAS,34/10-21,9960,221
HQLD_E_RAW_2C1__67-1__34-10-21__ISF-LSS-GR-3A_R__1.LAS,34/10-21,9970,221
HQLD_E_RAW_2C1__68-1__34-10-21__ISF-LSS-MSFL-GR-4__1.LAS,34/10-21,9981,221
HQLD_E_RAW_2C1__69-1__34-10-21__ISF-LSS-MSFL-GR-4_R__1.LAS,34/10-21,9991,221
HQLD_E_RAW_2C1__70-1__34-10-21__DLL-MSFL-GR-3_1__1.LAS,34/10-21,10001,221
HQLD_E_RAW_2C1__71-1__34-10-21__DLL-MSFL-GR-3_1_R__1.LAS,34/10-21,10012,221
HQLD_E_RAW_2C1__72-1__34-10-21__DLL-MSFL-GR-3_2__1.LAS,34/10-21,10022,221
HQLD_E_RAW_2C1__73-1__34-10-21__DLL-MSFL-GR-3_2_R__1.LAS,34/10-21,10032,221
HQLD_E_RAW_2C1__74-1__34-10-21__DLL-MSFL-GR-4__1.LAS,34/10-21,10042,221
HQLD_E_RAW_2C1__75-1__34-10-21__DLL-MSFL-GR-4_R__1.LAS,34/10-21,10052,221
HQLD_E_RAW_2C1__76-1__34-10-21__LDT-GR-1__1.LAS,34/10-21,10062,221
HQLD_E_RAW_2C1__77-1__34-10-21__LDT-CNL-GR-2__1.LAS,34/10-21,10072,221
HQLD_E_RAW_2C1__78-1__34-10-21__LDT-CNL-NGT-3_1__1.LAS,34/10-21,10082,221
HQLD_E_RAW_2C1__79-1__34-10-21__LDT-CNL-NGT-3_1_R__1.LAS,34/10-21,10093,221
HQLD_E_RAW_2C1__80-1__34-10-21__LDT-CNL-GR-3_2__1.LAS,34/10-21,10105,221
HQLD_E_RAW_2C1__81-1__34-10-21__LDT-CNL-GR-3_2_R__1.LAS,34/10-21,10115,221
HQLD_E_RAW_2C1__82-1__34-10-21__LDT-CNL-GR-4__1.LAS,34/10-21,10125,221
HQLD_E_RAW_2C1__83-1__34-10-21__LDT-CNL-GR-4_R__1.LAS,34/10-21,10136,221
HQLD_E_RAW_2C1__84-1__34-10-21__DLWD-RES-GR-1-4__1.LAS,34/10-21,10147,221
HQLD_HYB_PUB_2C1__883-1__34-10-21__COMPOSITE__1.LAS,34/10-21,13309,221
HQLD_E_2C1__132-1__33-5-1__ISF-BHC-GR__COMPOSITED__1.LAS,33/5-1,8576,103
HQLD_E_2C1__133-1__33-5-1__DLL-MSFL-GR__COMPOSITED__1.LAS,33/5-1,8577,103
