logFileName,wlbWellboreName,logFileId,wlbNpdidWellbore
4C-SINAS__1000-1__30-9-14__COMP-MWD__1.LAS,30/9-14,136,2076
4C-SINAS__1001-1__30-9-14__WLC_COMPOSITE__1.LAS,30/9-14,137,2076
4C-SINAS__2973-1__30-9-14__CPI-INPUT__1.LAS,30/9-14,555,2076
4C-SINAS__2974-1__30-9-14__CPI__1.LAS,30/9-14,556,2076
4C-SINAS__2975-1__30-9-14__WELLPATH__1.LAS,30/9-14,557,2076
4C-SINAS__2976-1__30-9-14__CORE__1.LAS,30/9-14,558,2076
4C-SINAS__2977-1__30-9-14__CORE__2.LAS,30/9-14,559,2076
4C-SINAS__2978-1__30-9-14__VELOCITY_TZV__1.LAS,30/9-14,560,2076
4C-SINAS__2979-1__30-9-14__VELOCITY_TZV-TIME__1.LAS,30/9-14,561,2076
4C-SINAS__2981-1__30-9-14__FORM-PRESSURE__1.LAS,30/9-14,562,2076
4C-SINAS__999-1__30-9-14__WLC_COMPOSITE__2.LAS,30/9-14,814,2076
4C-SINAS__1026-1__2-4-18_R__CPI__1.LAS,2/4-18 R,138,2253
STH_09__3913-1__2-4-18_R__WLC_COMPOSITE__1.LAS,2/4-18 R,19991,2253
4C-SINAS__1028-1__25-8-7__CPI-INPUT__1.LAS,25/8-7,139,2612
4C-SINAS__1029-1__25-8-7__CPI__1.LAS,25/8-7,140,2612
4C-SINAS__140-1__25-8-7__COMPOSITE__1.LAS,25/8-7,219,2612
4C-SINAS__1032-1__30-9-15__COMPOSITE__1.LAS,30/9-15,141,2223
4C-SINAS__1033-1__30-9-15__COMP-MWD__1.LAS,30/9-15,142,2223
4C-SINAS__1034-1__30-9-15__COMP-WIRELINE__1.LAS,30/9-15,143,2223
4C-SINAS__2983-1__30-9-15__CPI-INPUT__1.LAS,30/9-15,563,2223
4C-SINAS__2984-1__30-9-15__CPI__1.LAS,30/9-15,564,2223
4C-SINAS__2985-1__30-9-15__WELLPATH__1.LAS,30/9-15,565,2223
4C-SINAS__2986-1__30-9-15__CORE__1.LAS,30/9-15,566,2223
4C-SINAS__2987-1__30-9-15__FORM-PRESSURE__1.LAS,30/9-15,567,2223
4C-SINAS__3304-1__30-9-15__VELOCITY_TZV__1.LAS,30/9-15,645,2223
4C-SINAS__3305-1__30-9-15__VELOCITY_TZV__2.LAS,30/9-15,646,2223
4C-SINAS__1037-1__30-9-16__COMPOSITE__1.LAS,30/9-16,144,2361
4C-SINAS__1038-1__30-9-16__COMP-MWD__1.LAS,30/9-16,145,2361
4C-SINAS__1039-1__30-9-16__COMP-WIRELINE__1.LAS,30/9-16,146,2361
4C-SINAS__2992-1__30-9-16__CPI-INPUT__1.LAS,30/9-16,568,2361
4C-SINAS__2993-1__30-9-16__CPI__1.LAS,30/9-16,569,2361
4C-SINAS__2994-1__30-9-16__CPI__2.LAS,30/9-16,570,2361
4C-SINAS__2995-1__30-9-16__WELLPATH__1.LAS,30/9-16,571,2361
4C-SINAS__2996-1__30-9-16__CORE__1.LAS,30/9-16,572,2361
4C-SINAS__2997-1__30-9-16__CORE__2.LAS,30/9-16,573,2361
4C-SINAS__2998-1__30-9-16__VELOCITY_TZV__1.LAS,30/9-16,574,2361
4C-SINAS__2999-1__30-9-16__VELOCITY_TZV-TIME__1.LAS,30/9-16,575,2361
4C-SINAS__1042-1__30-9-18__COMPOSITE__1.LAS,30/9-18,147,2552
4C-SINAS__1043-1__30-9-18__COMP-MWD__1.LAS,30/9-18,148,2552
4C-SINAS__1044-1__30-9-18__COMP-WIRELINE__1.LAS,30/9-18,149,2552
4C-SINAS__3001-1__30-9-18__CPI-INPUT__1.LAS,30/9-18,576,2552
4C-SINAS__3002-1__30-9-18__CPI__1.LAS,30/9-18,577,2552
4C-SINAS__3003-1__30-9-18__WELLPATH__1.LAS,30/9-18,578,2552
4C-SINAS__3004-1__30-9-18__VELOCITY_TZV__1.LAS,30/9-18,579,2552
4C-SINAS__3005-1__30-9-18__VELOCITY_TZV-TIME__1.LAS,30/9-18,580,2552
4C-SINAS__3006-1__30-9-18__FORM-PRESSURE__1.LAS,30/9-18,581,2552
4C-SINAS__1047-1__31-2-19_S__COMPOSITE__1.LAS,31/2-19 S,150,2798
4C-SINAS__1048-1__31-2-19_S__COMP-MWD__1.LAS,31/2-19 S,151,2798
4C-SINAS__1049-1__31-2-19_S__COMP-WIRELINE__1.LAS,31/2-19 S,152,2798
4C-SINAS__3010-1__31-2-19_S__WELLPATH__1.LAS,31/2-19 S,582,2798
4C-SINAS__3012-1__31-2-19_S__VELOCITY_TZV__1.LAS,31/2-19 S,583,2798
4C-SINAS__3013-1__31-2-19_S__VELOCITY_TZV-TIME__1.LAS,31/2-19 S,584,2798
4C-SINAS__1053-1__31-4-10__COMPOSITE__1.LAS,31/4-10,153,2617
4C-SINAS__1054-1__31-4-10__COMP-MWD__1.LAS,31/4-10,154,2617
4C-SINAS__1055-1__31-4-10__COMP-WIRELINE__1.LAS,31/4-10,155,2617
4C-SINAS__1056-1__31-4-10__COMP-WIRELINE__2.LAS,31/4-10,156,2617
4C-SINAS__3020-1__31-4-10__WELLPATH__1.LAS,31/4-10,585,2617
4C-SINAS__3022-1__31-4-10__VELOCITY_TZV__1.LAS,31/4-10,586,2617
4C-SINAS__3023-1__31-4-10__VELOCITY_TZV-TIME__1.LAS,31/4-10,587,2617
4C-SINAS__1061-1__33-6-2__COMPOSITE__1.LAS,33/6-2,157,2873
4C-SINAS__1062-1__33-6-2__COMP-MWD__1.LAS,33/6-2,158,2873
4C-SINAS__1063-1__33-6-2__COMP-WIRELINE__1.LAS,33/6-2,159,2873
4C-SINAS__1064-1__33-6-2__COMP-WIRELINE__2.LAS,33/6-2,160,2873
4C-SINAS__1065-1__33-6-2__COMP-WIRELINE__3.LAS,33/6-2,161,2873
4C-SINAS__1066-1__33-6-2__COMP-WIRELINE__4.LAS,33/6-2,162,2873
4C-SINAS__1070-1__3-4-1__COMPOSITE__1.LAS,3/4-1,163,2222
4C-SINAS__1071-1__3-4-1__COMP-MWD__1.LAS,3/4-1,164,2222
4C-SINAS__1072-1__3-4-1__COMP-WIRELINE__1.LAS,3/4-1,165,2222
4C-SINAS__1073-1__3-4-1__COMP-WIRELINE__2.LAS,3/4-1,166,2222
4C-SINAS__2906-1__3-4-1__CPI-INPUT__1.LAS,3/4-1,523,2222
4C-SINAS__2907-1__3-4-1__CPI-INPUT__2.LAS,3/4-1,524,2222
4C-SINAS__2908-1__3-4-1__CPI-INPUT__3.LAS,3/4-1,525,2222
4C-SINAS__2909-1__3-4-1__CPI__1.LAS,3/4-1,526,2222
4C-SINAS__2910-1__3-4-1__CPI__2.LAS,3/4-1,527,2222
4C-SINAS__2911-1__3-4-1__CPI__3.LAS,3/4-1,528,2222
4C-SINAS__2912-1__3-4-1__WELLPATH__1.LAS,3/4-1,529,2222
4C-SINAS__2913-1__3-4-1__CORE__1.LAS,3/4-1,530,2222
4C-SINAS__2914-1__3-4-1__CORE__2.LAS,3/4-1,531,2222
4C-SINAS__2915-1__3-4-1__VELOCITY_TZV__1.LAS,3/4-1,532,2222
4C-SINAS__2916-1__3-4-1__FORM-PRESSURE__1.LAS,3/4-1,533,2222
4C-SINAS__1076-1__34-7-23_A__COMPOSITE__1.LAS,34/7-23 A,167,2326
4C-SINAS__1077-1__34-7-23_A__COMP-WIRELINE__1.LAS,34/7-23 A,168,2326
4C-SINAS__3046-1__34-7-23_A__CPI-INPUT__1.LAS,34/7-23 A,591,2326
4C-SINAS__3047-1__34-7-23_A__CPI-INPUT__2.LAS,34/7-23 A,592,2326
4C-SINAS__3048-1__34-7-23_A__CPI__1.LAS,34/7-23 A,593,2326
4C-SINAS__3049-1__34-7-23_A__WELLPATH__1.LAS,34/7-23 A,594,2326
4C-SINAS__3050-1__34-7-23_A__CORE__1.LAS,34/7-23 A,595,2326
4C-SINAS__3051-1__34-7-23_A__VELOCITY_TZV__1.LAS,34/7-23 A,596,2326
4C-SINAS__3052-1__34-7-23_A__FORM-PRESSURE__1.LAS,34/7-23 A,597,2326
STA_04__2905-1__34-7-23_A__WLC_COMPOSITE__1.LAS,34/7-23 A,18845,2326
STA_04__2906-1__34-7-23_A__WLC_PETRO_COMPOSITE__1.LAS,34/7-23 A,18846,2326
STA_04__2907-1__34-7-23_A__WLC_PETRO_COMPOSITE__2.LAS,34/7-23 A,18847,2326
STA_04__2908-1__34-7-23_A__WLC_PETRO_COMPOSITE__3.LAS,34/7-23 A,18848,2326
STA_04__2909-1__34-7-23_A__WLC_PETRO_COMPOSITE__4.LAS,34/7-23 A,18849,2326
STA_04__2910-1__34-7-23_A__WLC_PETRO_COMPUTED_INPUT__1.LAS,34/7-23 A,18850,2326
STA_04__2911-1__34-7-23_A__WLC_PETRO_COMPUTED_INPUT__2.LAS,34/7-23 A,18851,2326
STA_04__2912-1__34-7-23_A__WLC_PETRO_COMPUTED_OUTPUT__1.LAS,34/7-23 A,18852,2326
STA_04__2913-1__34-7-23_A__VELOCITY_TZV_DEPTH_COMP__1.LAS,34/7-23 A,18853,2326
STA_04__2914-1__34-7-23_A__WELLPATH_COMPUTED__1.LAS,34/7-23 A,18854,2326
STA_04__4495-1__34-7-23_A__CORE_CONV_COMPUTED__1.LAS,34/7-23 A,19099,2326
4C-SINAS__1080-1__34-7-23_S__COMPOSITE__1.LAS,34/7-23 S,169,2296
4C-SINAS__1081-1__34-7-23_S__COMP-WIRELINE__1.LAS,34/7-23 S,170,2296
4C-SINAS__3054-1__34-7-23_S__CPI-INPUT__1.LAS,34/7-23 S,598,2296
4C-SINAS__3055-1__34-7-23_S__CPI-INPUT__2.LAS,34/7-23 S,599,2296
4C-SINAS__3056-1__34-7-23_S__CPI__1.LAS,34/7-23 S,600,2296
4C-SINAS__3057-1__34-7-23_S__WELLPATH__1.LAS,34/7-23 S,601,2296
4C-SINAS__3058-1__34-7-23_S__CORE__1.LAS,34/7-23 S,602,2296
4C-SINAS__3059-1__34-7-23_S__VELOCITY_TZV__1.LAS,34/7-23 S,603,2296
4C-SINAS__3060-1__34-7-23_S__VELOCITY_TZV__2.LAS,34/7-23 S,604,2296
4C-SINAS__3061-1__34-7-23_S__FORM-PRESSURE__1.LAS,34/7-23 S,605,2296
STA_04__2936-1__34-7-23_S__WLC_COMPOSITE__1.LAS,34/7-23 S,18860,2296
STA_04__2937-1__34-7-23_S__WLC_PETRO_COMPOSITE__1.LAS,34/7-23 S,18861,2296
STA_04__2938-1__34-7-23_S__WLC_PETRO_COMPOSITE__2.LAS,34/7-23 S,18862,2296
STA_04__2939-1__34-7-23_S__WLC_PETRO_COMPOSITE__3.LAS,34/7-23 S,18863,2296
STA_04__2940-1__34-7-23_S__WLC_PETRO_COMPOSITE__4.LAS,34/7-23 S,18864,2296
STA_04__2941-1__34-7-23_S__WLC_PETRO_COMPOSITE__5.LAS,34/7-23 S,18865,2296
STA_04__2942-1__34-7-23_S__WLC_PETRO_COMPUTED_INPUT__1.LAS,34/7-23 S,18866,2296
STA_04__2943-1__34-7-23_S__WLC_PETRO_COMPUTED_INPUT__2.LAS,34/7-23 S,18867,2296
STA_04__2944-1__34-7-23_S__WLC_PETRO_COMPUTED_OUTPUT__1.LAS,34/7-23 S,18868,2296
STA_04__2945-1__34-7-23_S__VELOCITY_TZV_DEPTH_COMP__1.LAS,34/7-23 S,18869,2296
STA_04__2946-1__34-7-23_S__WELLPATH_COMPUTED__1.LAS,34/7-23 S,18870,2296
STA_04__4494-1__34-7-23_S__CORE_CONV_COMPUTED__1.LAS,34/7-23 S,19098,2296
4C-SINAS__1084-1__34-7-24_S__COMPOSITE__1.LAS,34/7-24 S,171,2460
4C-SINAS__3471-1__34-7-24_S__WELLPATH__1.LAS,34/7-24 S,679,2460
4C-SINAS__3473-1__34-7-24_S__VELOCITY_TZV__1.LAS,34/7-24 S,680,2460
4C-SINAS__3474-1__34-7-24_S__VELOCITY_TZV__2.LAS,34/7-24 S,681,2460
4C-SINAS__3475-1__34-7-24_S__VELOCITY_TZV-TIME__1.LAS,34/7-24 S,682,2460
4C-SINAS__1087-1__34-7-25_S__COMPOSITE__1.LAS,34/7-25 S,172,2863
4C-SINAS__1088-1__34-7-25_S__COMP-MWD__1.LAS,34/7-25 S,173,2863
4C-SINAS__1089-1__34-7-25_S__COMP-WIRELINE__1.LAS,34/7-25 S,174,2863
4C-SINAS__1090-1__34-7-25_S__COMP-WIRELINE__2.LAS,34/7-25 S,175,2863
4C-SINAS__3029-1__34-7-25_S__WELLPATH__1.LAS,34/7-25 S,588,2863
4C-SINAS__3031-1__34-7-25_S__VELOCITY_TZV__1.LAS,34/7-25 S,589,2863
4C-SINAS__3032-1__34-7-25_S__VELOCITY_TZV-TIME__1.LAS,34/7-25 S,590,2863
4C-SINAS__1105-1__34-8-10_S__COMPOSITE__1.LAS,34/8-10 S,177,2179
4C-SINAS__1106-1__34-8-10_S__COMP-MWD__1.LAS,34/8-10 S,178,2179
4C-SINAS__1107-1__34-8-10_S__COMP-WIRELINE__1.LAS,34/8-10 S,179,2179
4C-SINAS__3063-1__34-8-10_S__CPI-INPUT__1.LAS,34/8-10 S,606,2179
4C-SINAS__3064-1__34-8-10_S__CPI__1.LAS,34/8-10 S,607,2179
4C-SINAS__3065-1__34-8-10_S__WELLPATH__1.LAS,34/8-10 S,608,2179
4C-SINAS__3066-1__34-8-10_S__CORE__1.LAS,34/8-10 S,609,2179
4C-SINAS__3067-1__34-8-10_S__FORM-PRESSURE__1.LAS,34/8-10 S,610,2179
4C-SINAS__3068-1__34-8-10_S__FORM-PRESSURE__2.LAS,34/8-10 S,611,2179
4C-SINAS__3069-1__34-8-10_S__FORM-PRESSURE__3.LAS,34/8-10 S,612,2179
4C-SINAS__3307-1__34-8-10_S__VELOCITY_TZV__1.LAS,34/8-10 S,647,2179
4C-SINAS__3308-1__34-8-10_S__VELOCITY_TZV-TIME__1.LAS,34/8-10 S,648,2179
4C-SINAS__1143-1__34-8-11__COMPOSITE__1.LAS,34/8-11,180,2180
4C-SINAS__1144-1__34-8-11__COMP-MWD__1.LAS,34/8-11,181,2180
4C-SINAS__1145-1__34-8-11__COMP-WIRELINE__1.LAS,34/8-11,182,2180
4C-SINAS__1146-1__34-8-11__COMP-WIRELINE__2.LAS,34/8-11,183,2180
4C-SINAS__1147-1__34-8-11__COMP-WIRELINE__3.LAS,34/8-11,184,2180
4C-SINAS__3071-1__34-8-11__CPI-INPUT__1.LAS,34/8-11,613,2180
4C-SINAS__3072-1__34-8-11__CPI__1.LAS,34/8-11,614,2180
4C-SINAS__3073-1__34-8-11__WELLPATH__1.LAS,34/8-11,615,2180
4C-SINAS__3074-1__34-8-11__CORE__1.LAS,34/8-11,616,2180
4C-SINAS__3075-1__34-8-11__FORM-PRESSURE__1.LAS,34/8-11,617,2180
4C-SINAS__3310-1__34-8-11__VELOCITY_TZV__1.LAS,34/8-11,649,2180
4C-SINAS__3311-1__34-8-11__VELOCITY_TZV-TIME__1.LAS,34/8-11,650,2180
4C-SINAS__1154-1__35-11-8_S__COMP-MWD__1.LAS,35/11-8 S,185,2772
4C-SINAS__1155-1__35-11-8_S__WLC_COMPOSITE__1.LAS,35/11-8 S,186,2772
4C-SINAS__1156-1__35-11-8_S__WLC_COMPOSITE__2.LAS,35/11-8 S,187,2772
4C-SINAS__3079-1__35-11-8_S__WELLPATH__1.LAS,35/11-8 S,618,2772
4C-SINAS__3081-1__35-11-8_S__VELOCITY_TZV__1.LAS,35/11-8 S,619,2772
4C-SINAS__3082-1__35-11-8_S__VELOCITY_TZV-TIME__1.LAS,35/11-8 S,620,2772
4C-SINAS__1160-1__36-4-1__COMPOSITE__1.LAS,36/4-1,188,2847
4C-SINAS__1161-1__36-4-1__COMP-MWD__1.LAS,36/4-1,189,2847
4C-SINAS__1162-1__36-4-1__COMP-MWD__2.LAS,36/4-1,190,2847
4C-SINAS__1163-1__36-4-1__COMP-WIRELINE__1.LAS,36/4-1,191,2847
4C-SINAS__1179-1__36-7-2__COMP-MWD__1.LAS,36/7-2,192,2990
4C-SINAS__1180-1__36-7-2__WLC_COMPOSITE__1.LAS,36/7-2,193,2990
4C-SINAS__1181-1__36-7-2__WLC_COMPOSITE__2.LAS,36/7-2,194,2990
4C-SINAS__3091-1__36-7-2__WELLPATH__1.LAS,36/7-2,621,2990
4C-SINAS__3092-1__36-7-2__VELOCITY_TZV__1.LAS,36/7-2,622,2990
4C-SINAS__3093-1__36-7-2__VELOCITY_TZV-TIME__1.LAS,36/7-2,623,2990
4C-SINAS__3094-1__36-7-2__VELOCITY_TZV-TIME__2.LAS,36/7-2,624,2990
4C-SINAS__3095-1__36-7-2__VELOCITY_TZV-TIME__3.LAS,36/7-2,625,2990
4C-SINAS__1190-1__3-7-6__COMPOSITE__1.LAS,3/7-6,195,2891
4C-SINAS__1191-1__3-7-6__COMP-MWD__1.LAS,3/7-6,196,2891
4C-SINAS__1192-1__3-7-6__COMP-MWD__2.LAS,3/7-6,197,2891
4C-SINAS__1193-1__3-7-6__COMP-WIRELINE__1.LAS,3/7-6,198,2891
4C-SINAS__122-1__24-9-6__COMPOSITE__1.LAS,24/9-6,200,2288
4C-SINAS__123-1__24-9-6__COMPOSITE__2.LAS,24/9-6,201,2288
4C-SINAS__124-1__24-9-6__COMPOSITE__3.LAS,24/9-6,203,2288
4C-SINAS__125-1__24-9-6__COMPOSITE__4.LAS,24/9-6,207,2288
4C-SINAS__126-1__24-9-6__COMPOSITE__5.LAS,24/9-6,208,2288
4C-SINAS__127-1__24-9-6__COMPOSITE__6.LAS,24/9-6,209,2288
4C-SINAS__128-1__24-9-6__COMPOSITE__7.LAS,24/9-6,210,2288
4C-SINAS__3455-1__24-9-6__CPI-INPUT__1.LAS,24/9-6,670,2288
4C-SINAS__3456-1__24-9-6__CPI__1.LAS,24/9-6,671,2288
4C-SINAS__3458-1__24-9-6__WELLPATH__1.LAS,24/9-6,672,2288
4C-SINAS__1239-1__6406-2-2__COMPOSITE__1.LAS,6406/2-2,202,2644
4C-SINAS__1240-1__6406-2-2__COMP-MWD__1.LAS,6406/2-2,204,2644
4C-SINAS__1241-1__6406-2-2__COMP-WIRELINE__1.LAS,6406/2-2,205,2644
4C-SINAS__1242-1__6406-2-2__COMP-WIRELINE__1.LAS,6406/2-2,206,2644
4C-SINAS__3123-1__6406-2-2__WELLPATH__1.LAS,6406/2-2,626,2644
4C-SINAS__3126-1__6406-2-2__VELOCITY_TZV__1.LAS,6406/2-2,627,2644
4C-SINAS__3127-1__6406-2-2__VELOCITY_TZV__2.LAS,6406/2-2,628,2644
STH_09__4460-1__6406-2-2__VELOCITY_TZV_TIME_CHK__1.LAS,6406/2-2,20068,2644
4C-SINAS__130-1__24-9-5__COMPOSITE__1.LAS,24/9-5,211,2244
4C-SINAS__131-1__24-9-5__COMPOSITE__2.LAS,24/9-5,212,2244
4C-SINAS__132-1__24-9-5__COMPOSITE__3.LAS,24/9-5,213,2244
4C-SINAS__133-1__24-9-5__COMPOSITE__4.LAS,24/9-5,214,2244
4C-SINAS__134-1__24-9-5__COMPOSITE__5.LAS,24/9-5,215,2244
4C-SINAS__135-1__24-9-5__COMPOSITE__6.LAS,24/9-5,216,2244
4C-SINAS__136-1__24-9-5__COMPOSITE__7.LAS,24/9-5,217,2244
4C-SINAS__137-1__24-9-5__COMPOSITE__8.LAS,24/9-5,218,2244
4C-SINAS__3450-1__24-9-5__CPI-INPUT__1.LAS,24/9-5,666,2244
4C-SINAS__3451-1__24-9-5__CPI-INPUT__2.LAS,24/9-5,667,2244
4C-SINAS__3452-1__24-9-5__CPI__1.LAS,24/9-5,668,2244
4C-SINAS__3453-1__24-9-5__CPI__2.LAS,24/9-5,669,2244
4C-SINAS__142-1__25-8-9__COMPOSITE__1.LAS,25/8-9,220,2988
4C-SINAS__144-1__25-8-9_A__COMPOSITE__1.LAS,25/8-9 A,221,3025
4C-SINAS__146-1__25-9-1__COMPOSITE__1.LAS,25/9-1,222,2476
4C-SINAS__3507-1__25-9-1__VELOCITY_TZV__1.LAS,25/9-1,690,2476
4C-SINAS__3508-1__25-9-1__VELOCITY_TZV__2.LAS,25/9-1,691,2476
4C-SINAS__3509-1__25-9-1__VELOCITY_TZV-TIME__1.LAS,25/9-1,692,2476
4C-SINAS__3716-1__25-9-1__CPI__1.LAS,25/9-1,701,2476
4C-SINAS__149-1__30-6-25_S__COMPOSITE__1.LAS,30/6-25 S,223,3578
4C-SINAS__1522-1__2-1-12__COMPOSITE__1.LAS,2/1-12,224,3648
4C-SINAS__1523-1__2-1-12__COMP-MWD__1.LAS,2/1-12,225,3648
4C-SINAS__2085-1__2-1-12__COMP-WIRELINE__1.LAS,2/1-12,273,3648
4C-SINAS__2388-1__2-1-12__WELLPATH__1.LAS,2/1-12,365,3648
4C-SINAS__1592-1__6407-8-3__COMPOSITE__1.LAS,6407/8-3,226,3092
4C-SINAS__1601-1__6407-8-3__COMP-WIRELINE__1.LAS,6407/8-3,227,3092
4C-SINAS__1602-1__6407-8-3__COMP-WIRELINE__2.LAS,6407/8-3,228,3092
4C-SINAS__1603-1__6407-8-3__COMP-WIRELINE__3.LAS,6407/8-3,229,3092
4C-SINAS__3537-1__6407-8-3__VELOCITY_TZV__1.LAS,6407/8-3,693,3092
4C-SINAS__1743-1__34-7-27__COMPOSITE__1.LAS,34/7-27,230,3214
4C-SINAS__2400-1__34-7-27__VELOCITY-TZV1__1.LAS,34/7-27,366,3214
4C-SINAS__2401-1__34-7-27__VELOCITY-TZV2__1.LAS,34/7-27,367,3214
4C-SINAS__2402-1__34-7-27__VELOCITY-TZV3__1.LAS,34/7-27,368,3214
4C-SINAS__2403-1__34-7-27__WELLPATH__1.LAS,34/7-27,369,3214
4C-SINAS__1753-1__24-6-2__COMP-MWD__1.LAS,24/6-2,231,3397
4C-SINAS__1754-1__24-6-2__WLC_COMPOSITE__1.LAS,24/6-2,232,3397
4C-SINAS__1755-1__24-6-2__WLC_COMPOSITE__2.LAS,24/6-2,233,3397
4C-SINAS__2407-1__24-6-2__WELLPATH__1.LAS,24/6-2,370,3397
4C-SINAS__2409-1__24-6-2__VELOCITY_TZV__1.LAS,24/6-2,371,3397
4C-SINAS__2410-1__24-6-2__VELOCITY_TZV-TIME__1.LAS,24/6-2,372,3397
4C-SINAS__2411-1__24-6-2__VELOCITY_TZV-TIME__2.LAS,24/6-2,373,3397
4C-SINAS__2412-1__24-6-2__VELOCITY_TZV-TIME__3.LAS,24/6-2,374,3397
4C-SINAS__1761-1__25-11-22__COMP-MWD__1.LAS,25/11-22,234,3243
4C-SINAS__1762-1__25-11-22__WLC_COMPOSITE__1.LAS,25/11-22,235,3243
4C-SINAS__3480-1__25-11-22__WELLPATH__1.LAS,25/11-22,685,3243
4C-SINAS__3482-1__25-11-22__VELOCITY_TZV__1.LAS,25/11-22,686,3243
4C-SINAS__3483-1__25-11-22__VELOCITY_TZV-TIME__1.LAS,25/11-22,687,3243
4C-SINAS__3484-1__25-11-22__VELOCITY_TZV-TIME__2.LAS,25/11-22,688,3243
4C-SINAS__3485-1__25-11-22__VELOCITY_TZV-TIME__3.LAS,25/11-22,689,3243
4C-SINAS__1765-1__30-8-3__WLC_COMPOSITE__1.LAS,30/8-3,236,3246
4C-SINAS__2416-1__30-8-3__WELLPATH__1.LAS,30/8-3,375,3246
4C-SINAS__2418-1__30-8-3__VELOCITY_TZV__1.LAS,30/8-3,376,3246
4C-SINAS__2419-1__30-8-3__VELOCITY_TZV-TIME__1.LAS,30/8-3,377,3246
4C-SINAS__2420-1__30-8-3__VELOCITY_TZV-TIME__2.LAS,30/8-3,378,3246
4C-SINAS__2421-1__30-8-3__VELOCITY_TZV-TIME__3.LAS,30/8-3,379,3246
4C-SINAS__1768-1__35-11-10__COMP-MWD__1.LAS,35/11-10,237,3042
4C-SINAS__2427-1__35-11-10__WELLPATH__1.LAS,35/11-10,380,3042
4C-SINAS__2429-1__35-11-10__VELOCITY_TZV__1.LAS,35/11-10,381,3042
4C-SINAS__2431-1__35-11-10__VELOCITY_TZV-TIME__1.LAS,35/11-10,382,3042
4C-SINAS__3778-1__35-11-10__WLC_COMPOSITE__1.LAS,35/11-10,707,3042
4C-SINAS__3784-1__35-11-10__WELLPATH__2.LAS,35/11-10,709,3042
4C-SINAS__1772-1__35-11-10_A__COMP-MWD__1.LAS,35/11-10 A,238,3151
4C-SINAS__2436-1__35-11-10_A__WELLPATH__1.LAS,35/11-10 A,383,3151
4C-SINAS__2437-1__35-11-10_A__VELOCITY_TZV__1.LAS,35/11-10 A,384,3151
4C-SINAS__2438-1__35-11-10_A__VELOCITY_TZV-TIME__1.LAS,35/11-10 A,385,3151
STH_09__4027-1__35-11-10_A__WLC_COMPOSITE__1.LAS,35/11-10 A,20010,3151
4C-SINAS__1776-1__35-11-9__WLC_COMPOSITE__1.LAS,35/11-9,239,3009
4C-SINAS__2442-1__35-11-9__WELLPATH__1.LAS,35/11-9,386,3009
4C-SINAS__2444-1__35-11-9__VELOCITY_TZV__1.LAS,35/11-9,387,3009
4C-SINAS__2445-1__35-11-9__VELOCITY_TZV-TIME__1.LAS,35/11-9,388,3009
4C-SINAS__1855-1__6407-8-2__COMPOSITE__1.LAS,6407/8-2,240,2434
4C-SINAS__1856-1__6407-8-2__COMP-MWD__1.LAS,6407/8-2,241,2434
4C-SINAS__1857-1__6407-8-2__COMP-WIRELINE__1.LAS,6407/8-2,242,2434
4C-SINAS__1858-1__6407-8-2__COMP-WIRELINE__2.LAS,6407/8-2,243,2434
4C-SINAS__3150-1__6407-8-2__CPI__1.LAS,6407/8-2,634,2434
4C-SINAS__3152-1__6407-8-2__FORM-PRESSURE__1.LAS,6407/8-2,635,2434
4C-SINAS__1862-1__6507-2-3__COMPOSITE__1.LAS,6507/2-3,244,2299
4C-SINAS__1863-1__6507-2-3__COMP-MWD__1.LAS,6507/2-3,245,2299
4C-SINAS__1864-1__6507-2-3__COMP-MWD__2.LAS,6507/2-3,246,2299
4C-SINAS__1865-1__6507-2-3__COMP-MWD__3.LAS,6507/2-3,247,2299
4C-SINAS__1866-1__6507-2-3__COMP-MWD__4.LAS,6507/2-3,248,2299
4C-SINAS__1867-1__6507-2-3__COMP-MWD__5.LAS,6507/2-3,249,2299
4C-SINAS__1868-1__6507-2-3__COMP-WIRELINE__1.LAS,6507/2-3,250,2299
4C-SINAS__1869-1__6507-2-3__COMP-WIRELINE__2.LAS,6507/2-3,251,2299
4C-SINAS__1870-1__6507-2-3__COMP-WIRELINE__3.LAS,6507/2-3,252,2299
4C-SINAS__2577-1__6507-2-3__CPI-INPUT__1.LAS,6507/2-3,421,2299
4C-SINAS__2578-1__6507-2-3__CPI-INPUT__2.LAS,6507/2-3,422,2299
4C-SINAS__2579-1__6507-2-3__CPI-INPUT__3.LAS,6507/2-3,423,2299
4C-SINAS__2580-1__6507-2-3__CPI__1.LAS,6507/2-3,424,2299
4C-SINAS__2581-1__6507-2-3__CPI__2.LAS,6507/2-3,425,2299
4C-SINAS__2582-1__6507-2-3__WELLPATH__1.LAS,6507/2-3,426,2299
4C-SINAS__2583-1__6507-2-3__CORE__1.LAS,6507/2-3,427,2299
4C-SINAS__2584-1__6507-2-3__CORE__2.LAS,6507/2-3,428,2299
4C-SINAS__2585-1__6507-2-3__CORE__3.LAS,6507/2-3,429,2299
4C-SINAS__2586-1__6507-2-3__CORE__4.LAS,6507/2-3,430,2299
4C-SINAS__2587-1__6507-2-3__VELOCITY_TZV__1.LAS,6507/2-3,431,2299
4C-SINAS__2588-1__6507-2-3__VELOCITY_TZV-TIME__1.LAS,6507/2-3,432,2299
4C-SINAS__3294-1__6507-2-3__FORM-PRESSURE__1.LAS,6507/2-3,641,2299
