ptlName,cmpLongName,ptlLicenseeInterest,prlNpdidLicence,cmpNpdidCompany,ptlLicenseeDateUpdated,dateSyncNPD
499 S,ConocoPhillips Skandinavia AS,50.00000,5106238,2410696,9999-12-31,2013-05-08
500,Statoil Petroleum AS,60.00000,5106274,17237817,9999-12-31,2013-05-08
500,Fortis Petroleum Norway AS,40.00000,5106274,18386334,9999-12-31,2013-05-08
501,Maersk Oil Norway AS,20.00000,5106314,4719674,9999-12-31,2013-05-08
501,Statoil Petroleum AS,40.00000,5106314,17237817,9999-12-31,2013-05-08
501,Lundin Norway AS,40.00000,5106314,2767314,9999-12-31,2013-05-08
501 B,Maersk Oil Norway AS,20.00000,20107950,4719674,2013-05-03,2013-05-08
501 B,Statoil Petroleum AS,40.00000,20107950,17237817,2013-05-03,2013-05-08
501 B,Lundin Norway AS,40.00000,20107950,2767314,2013-05-03,2013-05-08
502,Petoro AS,33.33333,5106378,1626839,9999-12-31,2013-05-08
502,Det norske oljeselskap ASA,22.22222,5106378,17342870,9999-12-31,2013-05-08
502,Statoil Petroleum AS,44.44444,5106378,17237817,9999-12-31,2013-05-08
503,Edison International Norway Branch,25.00000,5106405,17237180,9999-12-31,2013-05-08
503,North Energy ASA,25.00000,5106405,18082156,2013-02-07,2013-05-08
503,Skagen44 AS,25.00000,5106405,4510260,9999-12-31,2013-05-08
503,Lotos Exploration and Production Norge AS,25.00000,5106405,5064434,9999-12-31,2013-05-08
503 B,North Energy ASA,25.00000,20107903,18082156,2013-02-07,2013-05-08
503 B,Skagen44 AS,25.00000,20107903,4510260,9999-12-31,2013-05-08
503 B,Edison International Norway Branch,25.00000,20107903,17237180,9999-12-31,2013-05-08
503 B,Lotos Exploration and Production Norge AS,25.00000,20107903,5064434,9999-12-31,2013-05-08
504,Petoro AS,32.23000,5106455,1626839,9999-12-31,2013-05-08
504,Dana Petroleum Norway AS,30.00000,5106455,4526555,9999-12-31,2013-05-08
504,Det norske oljeselskap ASA,29.27000,5106455,17342870,9999-12-31,2013-05-08
504,Bridge Energy Norge AS,8.50000,5106455,18178215,9999-12-31,2013-05-08
504 BS,Petoro AS,3.00000,17320469,1626839,9999-12-31,2013-05-08
504 BS,Bridge Energy Norge AS,8.50000,17320469,18178215,9999-12-31,2013-05-08
504 BS,Dana Petroleum Norway AS,30.00000,17320469,4526555,9999-12-31,2013-05-08
504 BS,Det norske oljeselskap ASA,58.50000,17320469,17342870,9999-12-31,2013-05-08
505,VNG Norge AS,20.00000,5106486,17237193,9999-12-31,2013-05-08
505,Lundin Norway AS,30.00000,5106486,2767314,9999-12-31,2013-05-08
505,Marathon Oil Norge AS,35.00000,5106486,20485291,9999-12-31,2013-05-08
505,Maersk Oil Norway AS,15.00000,5106486,4719674,9999-12-31,2013-05-08
505 BS,Maersk Oil Norway AS,15.00000,17320530,4719674,9999-12-31,2013-05-08
505 BS,VNG Norge AS,20.00000,17320530,17237193,9999-12-31,2013-05-08
505 BS,Lundin Norway AS,30.00000,17320530,2767314,9999-12-31,2013-05-08
505 BS,Marathon Oil Norge AS,35.00000,17320530,20485291,9999-12-31,2013-05-08
506 BS,Petoro AS,20.00000,20108101,1626839,9999-12-31,2013-05-08
506 BS,Rocksource Exploration Norway AS,25.00000,20108101,22528729,9999-12-31,2013-05-08
506 BS,Petrolia Norway AS,30.00000,20108101,21593704,9999-12-31,2013-05-08
506 BS,Valiant Petroleum Norge AS,25.00000,20108101,21104529,9999-12-31,2013-05-08
506 CS,Valiant Petroleum Norge AS,25.00000,20108128,21104529,9999-12-31,2013-05-08
506 CS,Petrolia Norway AS,30.00000,20108128,21593704,9999-12-31,2013-05-08
506 CS,Petoro AS,20.00000,20108128,1626839,9999-12-31,2013-05-08
506 CS,Rocksource Exploration Norway AS,25.00000,20108128,22528729,9999-12-31,2013-05-08
506 DS,Petoro AS,20.00000,21560284,1626839,9999-12-31,2013-05-08
506 DS,Rocksource Exploration Norway AS,25.00000,21560284,22528729,9999-12-31,2013-05-08
506 DS,Petrolia Norway AS,30.00000,21560284,21593704,9999-12-31,2013-05-08
506 DS,Valiant Petroleum Norge AS,25.00000,21560284,21104529,9999-12-31,2013-05-08
506 S,Valiant Petroleum Norge AS,25.00000,5106544,21104529,9999-12-31,2013-05-08
506 S,Petrolia Norway AS,30.00000,5106544,21593704,9999-12-31,2013-05-08
506 S,Petoro AS,20.00000,5106544,1626839,9999-12-31,2013-05-08
506 S,Rocksource Exploration Norway AS,25.00000,5106544,22528729,9999-12-31,2013-05-08
507,Centrica Resources (Norge) AS,20.00000,5106689,4238233,9999-12-31,2013-05-08
507,Tullow Oil Norge AS,20.00000,5106689,23173852,2013-02-20,2013-05-08
507,Faroe Petroleum Norge AS,30.00000,5106689,4062883,9999-12-31,2013-05-08
507,Wintershall Norge AS,30.00000,5106689,21666830,9999-12-31,2013-05-08
509 BS,Fortis Petroleum Norway AS,30.00000,22813272,18386334,9999-12-31,2013-05-08
509 BS,Tullow Oil Norge AS,30.00000,22813272,23173852,9999-12-31,2013-05-08
509 BS,Wintershall Norge AS,40.00000,22813272,21666830,9999-12-31,2013-05-08
509 S,Tullow Oil Norge AS,30.00000,5106880,23173852,2013-02-20,2013-05-08
509 S,Fortis Petroleum Norway AS,30.00000,5106880,18386334,9999-12-31,2013-05-08
509 S,Wintershall Norge AS,40.00000,5106880,21666830,9999-12-31,2013-05-08
510,North Energy ASA,20.00000,5106991,18082156,2013-02-15,2013-05-08
510,Edison International Norway Branch,30.00000,5106991,17237180,9999-12-31,2013-05-08
510,Maersk Oil Norway AS,50.00000,5106991,4719674,9999-12-31,2013-05-08
511,Petoro AS,20.00000,5107428,1626839,9999-12-31,2013-05-08
511,Maersk Oil Norway AS,25.00000,5107428,4719674,9999-12-31,2013-05-08
511,Bridge Energy Norge AS,7.50000,5107428,18178215,9999-12-31,2013-05-08
511,Wintershall Norge AS,25.00000,5107428,21666830,9999-12-31,2013-05-08
511,Tullow Oil Norge AS,10.00000,5107428,23173852,2013-02-20,2013-05-08
511,VNG Norge AS,12.50000,5107428,17237193,9999-12-31,2013-05-08
512,Svenska Petroleum Exploration AS,25.00000,5107312,738,9999-12-31,2013-05-08
512,Repsol Exploration Norge AS,25.00000,5107312,17237506,9999-12-31,2013-05-08
512,Bayerngas Norge AS,20.00000,5107312,4444493,9999-12-31,2013-05-08
512,Det norske oljeselskap ASA,30.00000,5107312,17342870,9999-12-31,2013-05-08
513,Dana Petroleum Norway AS,50.00000,5107217,4526555,9999-12-31,2013-05-08
513,Maersk Oil Norway AS,50.00000,5107217,4719674,9999-12-31,2013-05-08
513 B,Dana Petroleum Norway AS,50.00000,21560453,4526555,9999-12-31,2013-05-08
513 B,Maersk Oil Norway AS,50.00000,21560453,4719674,9999-12-31,2013-05-08
516,Petoro AS,24.55000,5107101,1626839,9999-12-31,2013-05-08
516,Statoil Petroleum AS,63.95000,5107101,17237817,9999-12-31,2013-05-08
516,Eni Norge AS,11.50000,5107101,2388594,9999-12-31,2013-05-08
519,Noreco Norway AS,20.00000,5463084,22223020,9999-12-31,2013-05-08
519,Tullow Oil Norge AS,20.00000,5463084,23173852,2013-02-20,2013-05-08
519,Bayerngas Norge AS,20.00000,5463084,4444493,9999-12-31,2013-05-08
519,Lundin Norway AS,40.00000,5463084,2767314,9999-12-31,2013-05-08
520,Noreco Norway AS,50.00000,5463136,22223020,9999-12-31,2013-05-08
520,ExxonMobil Exploration & Production Norway AS,50.00000,5463136,2835212,9999-12-31,2013-05-08
521,Svenska Petroleum Exploration AS,25.00000,5463210,738,9999-12-31,2013-05-08
521,PGNiG Norway AS,35.00000,5463210,4505831,9999-12-31,2013-05-08
521,Statoil Petroleum AS,40.00000,5463210,17237817,9999-12-31,2013-05-08
522,Petoro AS,20.00000,5463248,1626839,9999-12-31,2013-05-08
522,Det norske oljeselskap ASA,10.00000,5463248,17342870,9999-12-31,2013-05-08
522,Idemitsu Petroleum Norge AS,20.00000,5463248,441,9999-12-31,2013-05-08
522,BG Norge AS,40.00000,5463248,2747354,9999-12-31,2013-05-08
522,Centrica Resources (Norge) AS,10.00000,5463248,4238233,9999-12-31,2013-05-08
525,Noreco Norway AS,100.00000,5463362,22223020,9999-12-31,2013-05-08
526,E.ON E&P Norge AS,33.33000,5463391,21631209,9999-12-31,2013-05-08
526,North Energy ASA,66.67000,5463391,18082156,9999-12-31,2013-05-08
527,Petoro AS,20.00000,5463429,1626839,9999-12-31,2013-05-08
527,Statoil Petroleum AS,20.00000,5463429,17237817,9999-12-31,2013-05-08
527,A/S Norske Shell,20.00000,5463429,562,9999-12-31,2013-05-08
527,Chevron Norge AS,40.00000,5463429,3488906,9999-12-31,2013-05-08
528,Rocksource Exploration Norway AS,25.00000,5463521,22528729,9999-12-31,2013-05-08
528,Centrica Resources (Norge) AS,30.00000,5463521,4238233,2013-05-07,2013-05-08
528,Valiant Petroleum Norge AS,25.00000,5463521,21104529,9999-12-31,2013-05-08
528,Statoil Petroleum AS,20.00000,5463521,17237817,9999-12-31,2013-05-08
528 B,Statoil Petroleum AS,20.00000,20428963,17237817,9999-12-31,2013-05-08
528 B,Valiant Petroleum Norge AS,25.00000,20428963,21104529,9999-12-31,2013-05-08
528 B,Rocksource Exploration Norway AS,25.00000,20428963,22528729,9999-12-31,2013-05-08
528 B,Centrica Resources (Norge) AS,30.00000,20428963,4238233,2013-05-07,2013-05-08
529,Repsol Exploration Norge AS,10.00000,5463559,17237506,9999-12-31,2013-05-08
529,Wintershall Norge AS,20.00000,5463559,21666830,9999-12-31,2013-05-08
529,OMV (Norge) AS,20.00000,5463559,4460594,9999-12-31,2013-05-08
529,DONG E&P Norge AS,20.00000,5463559,4070011,9999-12-31,2013-05-08
529,Eni Norge AS,30.00000,5463559,2388594,9999-12-31,2013-05-08
531,Concedo ASA,20.00000,5463621,4460794,9999-12-31,2013-05-08
531,Talisman Energy Norge AS,12.50000,5463621,2425093,9999-12-31,2013-05-08
531,RWE Dea Norge AS,15.00000,5463621,97557,9999-12-31,2013-05-08
531,Marathon Oil Norge AS,10.00000,5463621,20485291,9999-12-31,2013-05-08
531,Repsol Exploration Norge AS,20.00000,5463621,17237506,9999-12-31,2013-05-08
531,Det norske oljeselskap ASA,10.00000,5463621,17342870,9999-12-31,2013-05-08
531,Faroe Petroleum Norge AS,12.50000,5463621,4062883,9999-12-31,2013-05-08
532,Eni Norge AS,30.00000,5463659,2388594,9999-12-31,2013-05-08
532,Petoro AS,20.00000,5463659,1626839,9999-12-31,2013-05-08
532,Statoil Petroleum AS,50.00000,5463659,17237817,9999-12-31,2013-05-08
533,RWE Dea Norge AS,20.00000,5463724,97557,9999-12-31,2013-05-08
533,Det norske oljeselskap ASA,20.00000,5463724,17342870,9999-12-31,2013-05-08
533,Lundin Norway AS,20.00000,5463724,2767314,9999-12-31,2013-05-08
533,Eni Norge AS,40.00000,5463724,2388594,9999-12-31,2013-05-08
534,Statoil Petroleum AS,20.00000,5463753,17237817,9999-12-31,2013-05-08
534,Wintershall Norge AS,20.00000,5463753,21666830,9999-12-31,2013-05-08
534,Faroe Petroleum Norge AS,20.00000,5463753,4062883,9999-12-31,2013-05-08
534,BG Norge AS,40.00000,5463753,2747354,9999-12-31,2013-05-08
535,Rocksource Exploration Norway AS,7.00000,5463791,22528729,9999-12-31,2013-05-08
535,North Energy ASA,20.00000,5463791,18082156,9999-12-31,2013-05-08
535,Det norske oljeselskap ASA,20.00000,5463791,17342870,9999-12-31,2013-05-08
535,Total E&P Norge AS,40.00000,5463791,2410708,9999-12-31,2013-05-08
535,Valiant Petroleum Norge AS,13.00000,5463791,21104529,9999-12-31,2013-05-08
537,Tullow Oil Norge AS,20.00000,5463849,23173852,2013-02-20,2013-05-08
537,Petoro AS,20.00000,5463849,1626839,9999-12-31,2013-05-08
537,Idemitsu Petroleum Norge AS,20.00000,5463849,441,9999-12-31,2013-05-08
537,OMV (Norge) AS,25.00000,5463849,4460594,9999-12-31,2013-05-08
537,Statoil Petroleum AS,15.00000,5463849,17237817,9999-12-31,2013-05-08
539,Suncor Energy Norge AS,20.00000,17320077,20426420,9999-12-31,2013-05-08
539,Dana Petroleum Norway AS,20.00000,17320077,4526555,9999-12-31,2013-05-08
539,RWE Dea Norge AS,20.00000,17320077,97557,9999-12-31,2013-05-08
539,Premier Oil Norge AS,40.00000,17320077,3482067,9999-12-31,2013-05-08
541,Edison International Norway Branch,35.00000,17320130,17237180,9999-12-31,2013-05-08
541,Skagen44 AS,15.00000,17320130,4510260,9999-12-31,2013-05-08
541,Repsol Exploration Norge AS,50.00000,17320130,17237506,9999-12-31,2013-05-08
542,Tullow Oil Norge AS,40.00000,17320156,23173852,2013-02-20,2013-05-08
542,Det norske oljeselskap ASA,60.00000,17320156,17342870,9999-12-31,2013-05-08
542 B,Tullow Oil Norge AS,40.00000,22813299,23173852,9999-12-31,2013-05-08
542 B,Det norske oljeselskap ASA,60.00000,22813299,17342870,9999-12-31,2013-05-08
544,Explora Petroleum AS,30.00000,17320260,22223266,9999-12-31,2013-05-08
544,Bayerngas Norge AS,30.00000,17320260,4444493,9999-12-31,2013-05-08
544,Lundin Norway AS,40.00000,17320260,2767314,9999-12-31,2013-05-08
546,Bayerngas Norge AS,40.00000,17320338,4444493,9999-12-31,2013-05-08
546,Lundin Norway AS,60.00000,17320338,2767314,9999-12-31,2013-05-08
549 S,Dana Petroleum Norway AS,20.00000,17320558,4526555,9999-12-31,2013-05-08
549 S,Bayerngas Norge AS,20.00000,17320558,4444493,9999-12-31,2013-05-08
549 S,Svenska Petroleum Exploration AS,25.00000,17320558,738,9999-12-31,2013-05-08
549 S,Det norske oljeselskap ASA,35.00000,17320558,17342870,9999-12-31,2013-05-08
550,Tullow Oil Norge AS,80.00000,17320594,23173852,2013-02-20,2013-05-08
550,Det norske oljeselskap ASA,20.00000,17320594,17342870,9999-12-31,2013-05-08
551,Det norske oljeselskap ASA,20.00000,17642019,17342870,9999-12-31,2013-05-08
551,Tullow Oil Norge AS,80.00000,17642019,23173852,2013-02-20,2013-05-08
552,RWE Dea Norge AS,3.63600,17642108,97557,9999-12-31,2013-05-08
552,Idemitsu Petroleum Norge AS,12.46800,17642108,441,9999-12-31,2013-05-08
552,Petoro AS,30.00000,17642108,1626839,9999-12-31,2013-05-08
552,Statoil Petroleum AS,53.89600,17642108,17237817,9999-12-31,2013-05-08
553,Bayerngas Norge AS,25.00000,17646365,4444493,9999-12-31,2013-05-08
553,Svenska Petroleum Exploration AS,35.00000,17646365,738,9999-12-31,2013-05-08
553,Det norske oljeselskap ASA,40.00000,17646365,17342870,9999-12-31,2013-05-08
554,Det norske oljeselskap ASA,20.00000,17654471,17342870,9999-12-31,2013-05-08
554,Bridge Energy Norge AS,20.00000,17654471,18178215,9999-12-31,2013-05-08
554,Svenska Petroleum Exploration AS,20.00000,17654471,738,9999-12-31,2013-05-08
554,Total E&P Norge AS,40.00000,17654471,2410708,9999-12-31,2013-05-08
554 B,Total E&P Norge AS,40.00000,20108509,2410708,9999-12-31,2013-05-08
554 B,Svenska Petroleum Exploration AS,20.00000,20108509,738,9999-12-31,2013-05-08
554 B,Det norske oljeselskap ASA,20.00000,20108509,17342870,9999-12-31,2013-05-08
554 B,Bridge Energy Norge AS,20.00000,20108509,18178215,9999-12-31,2013-05-08
555,Bayerngas Norge AS,40.00000,17654533,4444493,9999-12-31,2013-05-08
555,Lundin Norway AS,60.00000,17654533,2767314,9999-12-31,2013-05-08
557,Skagen44 AS,10.00000,17654641,4510260,9999-12-31,2013-05-08
557,Repsol Exploration Norge AS,40.00000,17654641,17237506,9999-12-31,2013-05-08
557,OMV (Norge) AS,50.00000,17654641,4460594,9999-12-31,2013-05-08
557 B,Skagen44 AS,10.00000,21560889,4510260,9999-12-31,2013-05-08
557 B,Repsol Exploration Norge AS,40.00000,21560889,17237506,9999-12-31,2013-05-08
557 B,OMV (Norge) AS,50.00000,21560889,4460594,9999-12-31,2013-05-08
558,PGNiG Norway AS,30.00000,17654732,4505831,9999-12-31,2013-05-08
558,Petoro AS,20.00000,17654732,1626839,9999-12-31,2013-05-08
558,Det norske oljeselskap ASA,20.00000,17654732,17342870,9999-12-31,2013-05-08
558,E.ON E&P Norge AS,30.00000,17654732,21631209,9999-12-31,2013-05-08
559,Skagen44 AS,10.00000,17654775,4510260,9999-12-31,2013-05-08
559,VNG Norge AS,20.00000,17654775,17237193,9999-12-31,2013-05-08
559,Rocksource Exploration Norway AS,60.00000,17654775,22528729,9999-12-31,2013-05-08
559,Atlantic Petroleum Norge AS,10.00000,17654775,22513163,2013-01-18,2013-05-08
562,North Energy ASA,10.00000,17654921,18082156,9999-12-31,2013-05-08
562,Petoro AS,20.00000,17654921,1626839,9999-12-31,2013-05-08
562,Noreco Norway AS,20.00000,17654921,22223020,9999-12-31,2013-05-08
562,E.ON E&P Norge AS,30.00000,17654921,21631209,9999-12-31,2013-05-08
562,Dana Petroleum Norway AS,20.00000,17654921,4526555,9999-12-31,2013-05-08
563,Talisman Energy Norge AS,10.00000,17655034,2425093,9999-12-31,2013-05-08
563,Det norske oljeselskap ASA,30.00000,17655034,17342870,9999-12-31,2013-05-08
563,Noreco Norway AS,20.00000,17655034,22223020,9999-12-31,2013-05-08
563,Lundin Norway AS,40.00000,17655034,2767314,9999-12-31,2013-05-08
564,North Energy ASA,20.00000,17655076,18082156,9999-12-31,2013-05-08
564,Wintershall Norge AS,30.00000,17655076,21666830,9999-12-31,2013-05-08
564,OMV (Norge) AS,50.00000,17655076,4460594,9999-12-31,2013-05-08
565,Dana Petroleum Norway AS,40.00000,20088435,4526555,9999-12-31,2013-05-08
565,Premier Oil Norge AS,60.00000,20088435,3482067,9999-12-31,2013-05-08
566 S,Petoro AS,20.00000,20088461,1626839,9999-12-31,2013-05-08
566 S,RWE Dea Norge AS,30.00000,20088461,97557,9999-12-31,2013-05-08
566 S,Premier Oil Norge AS,50.00000,20088461,3482067,9999-12-31,2013-05-08
567,Det norske oljeselskap ASA,40.00000,20088593,17342870,9999-12-31,2013-05-08
567,Premier Oil Norge AS,60.00000,20088593,3482067,9999-12-31,2013-05-08
568,Petoro AS,20.00000,20088760,1626839,9999-12-31,2013-05-08
568,Skagen44 AS,10.00000,20088760,4510260,9999-12-31,2013-05-08
568,Edison International Norway Branch,10.00000,20088760,17237180,9999-12-31,2013-05-08
568,Det norske oljeselskap ASA,20.00000,20088760,17342870,9999-12-31,2013-05-08
568,Talisman Energy Norge AS,40.00000,20088760,2425093,9999-12-31,2013-05-08
569,Total E&P Norge AS,10.00000,20107876,2410708,9999-12-31,2013-05-08
569,ExxonMobil Exploration & Production Norway AS,30.40000,20107876,2835212,9999-12-31,2013-05-08
569,Statoil Petroleum AS,59.60000,20107876,17237817,9999-12-31,2013-05-08
570,Marathon Oil Norge AS,20.00000,20107979,20485291,9999-12-31,2013-05-08
570,Lundin Norway AS,30.00000,20107979,2767314,9999-12-31,2013-05-08
570,VNG Norge AS,40.00000,20107979,17237193,9999-12-31,2013-05-08
570,Maersk Oil Norway AS,10.00000,20107979,4719674,9999-12-31,2013-05-08
571,Det norske oljeselskap ASA,40.00000,20108024,17342870,9999-12-31,2013-05-08
571,Suncor Energy Norge AS,60.00000,20108024,20426420,9999-12-31,2013-05-08
573 S,Dana Petroleum Norway AS,20.00000,20108194,4526555,9999-12-31,2013-05-08
573 S,Bayerngas Norge AS,20.00000,20108194,4444493,9999-12-31,2013-05-08
573 S,Svenska Petroleum Exploration AS,25.00000,20108194,738,9999-12-31,2013-05-08
573 S,Det norske oljeselskap ASA,35.00000,20108194,17342870,9999-12-31,2013-05-08
574,Total E&P Norge AS,40.00000,20108260,2410708,9999-12-31,2013-05-08
574,Statoil Petroleum AS,60.00000,20108260,17237817,9999-12-31,2013-05-08
577,Talisman Energy Norge AS,30.00000,20108473,2425093,9999-12-31,2013-05-08
577,Tullow Oil Norge AS,30.00000,20108473,23173852,2013-02-20,2013-05-08
577,Wintershall Norge AS,40.00000,20108473,21666830,9999-12-31,2013-05-08
578,VNG Norge AS,30.00000,20108565,17237193,9999-12-31,2013-05-08
578,GDF SUEZ E&P Norge AS,30.00000,20108565,5267845,9999-12-31,2013-05-08
578,Idemitsu Petroleum Norge AS,40.00000,20108565,441,9999-12-31,2013-05-08
579,Bayerngas Norge AS,50.00000,20108664,4444493,9999-12-31,2013-05-08
579,Lundin Norway AS,50.00000,20108664,2767314,9999-12-31,2013-05-08
580,Idemitsu Petroleum Norge AS,40.00000,20108700,441,9999-12-31,2013-05-08
580,Statoil Petroleum AS,60.00000,20108700,17237817,9999-12-31,2013-05-08
581,Rocksource Exploration Norway AS,7.50000,20108743,22528729,9999-12-31,2013-05-08
581,Dana Petroleum Norway AS,70.00000,20108743,4526555,9999-12-31,2013-05-08
581,Valiant Petroleum Norge AS,22.50000,20108743,21104529,9999-12-31,2013-05-08
582,Marathon Oil Norge AS,30.00000,20108820,20485291,9999-12-31,2013-05-08
582,GDF SUEZ E&P Norge AS,30.00000,20108820,5267845,9999-12-31,2013-05-08
582,RWE Dea Norge AS,40.00000,20108820,97557,9999-12-31,2013-05-08
583,Lundin Norway AS,20.00000,20109004,2767314,9999-12-31,2013-05-08
583,Bayerngas Norge AS,25.00000,20109004,4444493,9999-12-31,2013-05-08
583,Svenska Petroleum Exploration AS,25.00000,20109004,738,9999-12-31,2013-05-08
583,Tullow Oil Norge AS,30.00000,20109004,23173852,2013-02-20,2013-05-08
584,Bayerngas Norge AS,40.00000,20109082,4444493,9999-12-31,2013-05-08
584,Lundin Norway AS,60.00000,20109082,2767314,9999-12-31,2013-05-08
585,Total E&P Norge AS,100.00000,20109152,2410708,9999-12-31,2013-05-08
586,Statoil Petroleum AS,40.00000,20109200,17237817,9999-12-31,2013-05-08
586,VNG Norge AS,60.00000,20109200,17237193,9999-12-31,2013-05-08
587,North Energy ASA,40.00000,20109234,18082156,9999-12-31,2013-05-08
587,Edison International Norway Branch,60.00000,20109234,17237180,9999-12-31,2013-05-08
589,Repsol Exploration Norge AS,30.00000,20109325,17237506,9999-12-31,2013-05-08
589,RWE Dea Norge AS,30.00000,20109325,97557,9999-12-31,2013-05-08
589,Wintershall Norge AS,40.00000,20109325,21666830,9999-12-31,2013-05-08
590,Faroe Petroleum Norge AS,30.00000,20109438,4062883,9999-12-31,2013-05-08
590,Wintershall Norge AS,30.00000,20109438,21666830,9999-12-31,2013-05-08
590,North Energy ASA,40.00000,20109438,18082156,9999-12-31,2013-05-08
591,Noreco Norway AS,40.00000,20109475,22223020,9999-12-31,2013-05-08
591,Tullow Oil Norge AS,60.00000,20109475,23173852,2013-02-20,2013-05-08
591 B,Norwegian Energy Company ASA,40.00000,23180930,4530695,9999-12-31,2013-05-08
591 B,Tullow Oil Norge AS,60.00000,23180930,23173852,9999-12-31,2013-05-08
592,Faroe Petroleum Norge AS,50.00000,20109566,4062883,9999-12-31,2013-05-08
592,Centrica Resources (Norge) AS,50.00000,20109566,4238233,9999-12-31,2013-05-08
595,North Energy ASA,40.00000,20109655,18082156,9999-12-31,2013-05-08
595,Edison International Norway Branch,60.00000,20109655,17237180,9999-12-31,2013-05-08
596,Tullow Oil Norge AS,15.00000,20428440,23173852,2013-02-20,2013-05-08
596,RWE Dea Norge AS,15.00000,20428440,97557,9999-12-31,2013-05-08
596,Bayerngas Norge AS,15.00000,20428440,4444493,9999-12-31,2013-05-08
596,E.ON E&P Norge AS,20.00000,20428440,21631209,9999-12-31,2013-05-08
596,ExxonMobil Exploration & Production Norway AS,35.00000,20428440,2835212,9999-12-31,2013-05-08
597,Maersk Oil Norway AS,30.00000,20428525,4719674,9999-12-31,2013-05-08
597,Dana Petroleum Norway AS,30.00000,20428525,4526555,9999-12-31,2013-05-08
597,VNG Norge AS,40.00000,20428525,17237193,9999-12-31,2013-05-08
597 B,Dana Petroleum Norway AS,30.00000,21561308,4526555,9999-12-31,2013-05-08
597 B,Maersk Oil Norway AS,30.00000,21561308,4719674,9999-12-31,2013-05-08
597 B,VNG Norge AS,40.00000,21561308,17237193,9999-12-31,2013-05-08
598,Petoro AS,20.00000,20428655,1626839,9999-12-31,2013-05-08
598,Idemitsu Petroleum Norge AS,10.00000,20428655,441,9999-12-31,2013-05-08
598,ExxonMobil Exploration & Production Norway AS,30.00000,20428655,2835212,9999-12-31,2013-05-08
598,Chevron Norge AS,40.00000,20428655,3488906,9999-12-31,2013-05-08
599,PGNiG Norway AS,20.00000,20428552,4505831,9999-12-31,2013-05-08
599,Noreco Norway AS,20.00000,20428552,22223020,9999-12-31,2013-05-08
599,Idemitsu Petroleum Norge AS,20.00000,20428552,441,9999-12-31,2013-05-08
599,BG Norge AS,40.00000,20428552,2747354,9999-12-31,2013-05-08
600,PGNiG Norway AS,30.00000,20428617,4505831,9999-12-31,2013-05-08
600,Dana Petroleum Norway AS,70.00000,20428617,4526555,9999-12-31,2013-05-08
601,Edison International Norway Branch,20.00000,20428711,17237180,9999-12-31,2013-05-08
601,North Energy ASA,20.00000,20428711,18082156,9999-12-31,2013-05-08
601,Rocksource Exploration Norway AS,10.00000,20428711,22528729,9999-12-31,2013-05-08
601,Wintershall Norge AS,40.00000,20428711,21666830,9999-12-31,2013-05-08
601,Valiant Petroleum Norge AS,10.00000,20428711,21104529,9999-12-31,2013-05-08
602,Valiant Petroleum Norge AS,10.00000,20428749,21104529,9999-12-31,2013-05-08
602,Petoro AS,20.00000,20428749,1626839,9999-12-31,2013-05-08
602,Centrica Resources (Norge) AS,20.00000,20428749,4238233,9999-12-31,2013-05-08
602,Rocksource Exploration Norway AS,10.00000,20428749,22528729,9999-12-31,2013-05-08
602,Statoil Petroleum AS,40.00000,20428749,17237817,9999-12-31,2013-05-08
603,Suncor Energy Norge AS,25.00000,20428814,20426420,9999-12-31,2013-05-08
603,ConocoPhillips Skandinavia AS,25.00000,20428814,2410696,9999-12-31,2013-05-08
603,Statoil Petroleum AS,35.00000,20428814,17237817,2013-05-07,2013-05-08
603,Centrica Resources (Norge) AS,15.00000,20428814,4238233,9999-12-31,2013-05-08
604,Centrica Resources (Norge) AS,10.00000,20428990,4238233,9999-12-31,2013-05-08
604,Statoil Petroleum AS,40.00000,20428990,17237817,2013-05-07,2013-05-08
604,Suncor Energy Norge AS,50.00000,20428990,20426420,9999-12-31,2013-05-08
605,Petoro AS,20.00000,20429042,1626839,9999-12-31,2013-05-08
605,Statoil Petroleum AS,30.00000,20429042,17237817,9999-12-31,2013-05-08
605,ConocoPhillips Skandinavia AS,50.00000,20429042,2410696,9999-12-31,2013-05-08
606,Noreco Norway AS,40.00000,20429078,22223020,9999-12-31,2013-05-08
606,OMV (Norge) AS,60.00000,20429078,4460594,9999-12-31,2013-05-08
607,Concedo ASA,40.00000,20429121,4460794,9999-12-31,2013-05-08
607,GDF SUEZ E&P Norge AS,60.00000,20429121,5267845,9999-12-31,2013-05-08
608,Petoro AS,20.00000,20429159,1626839,9999-12-31,2013-05-08
608,Eni Norge AS,30.00000,20429159,2388594,9999-12-31,2013-05-08
608,Statoil Petroleum AS,50.00000,20429159,17237817,9999-12-31,2013-05-08
609,RWE Dea Norge AS,30.00000,20429186,97557,9999-12-31,2013-05-08
609,Idemitsu Petroleum Norge AS,30.00000,20429186,441,9999-12-31,2013-05-08
609,Lundin Norway AS,40.00000,20429186,2767314,9999-12-31,2013-05-08
609 B,Idemitsu Petroleum Norge AS,30.00000,21561445,441,9999-12-31,2013-05-08
609 B,RWE Dea Norge AS,30.00000,21561445,97557,9999-12-31,2013-05-08
609 B,Lundin Norway AS,40.00000,21561445,2767314,9999-12-31,2013-05-08
610,Tullow Oil Norge AS,25.00000,20429259,23173852,2013-02-20,2013-05-08
610,Rocksource Exploration Norway AS,12.50000,20429259,22528729,9999-12-31,2013-05-08
