seaName,seaPlanFromDate,seaNpdidSurvey,seaStatus,seaGeographicalArea,seaSurveyTypeMain,seaSurveyTypePart,seaCompanyReported,seaPlanToDate,seaDateStarting,seaDateFinalized,seaCdpTotalKm,seaBoatTotalKm,sea3DKm2,seaSampling,seaShallowDrilling,seaGeotechnical,dateSyncNPD
NPD-VØRB-86,1986-01-01,2866,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1986-12-31,1986-01-01,1986-12-31,1261,NULL,NULL,NULL,NULL,NULL,2013-05-08
PG86,1986-01-01,2867,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Phillips Petroleum Company Norway,1986-12-31,1986-01-01,1986-12-31,544,NULL,NULL,NULL,NULL,NULL,2013-05-08
PW85,1986-01-01,2868,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Phillips Petroleum Company Norway,1986-12-31,1986-01-01,1986-12-31,687,NULL,NULL,NULL,NULL,NULL,2013-05-08
SBB-86,1986-01-01,2869,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1986-12-31,1986-01-01,1986-12-31,2986,NULL,NULL,NULL,NULL,NULL,2013-05-08
SBL-86,1986-01-01,2870,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1986-12-31,1986-01-01,1986-12-31,4449,NULL,NULL,NULL,NULL,NULL,2013-05-08
SEH-86,1986-01-01,2871,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1986-12-31,1986-01-01,1986-12-31,1073,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG8603,1986-01-01,2872,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1986-12-31,1986-01-01,1986-12-31,1404,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG8603-1,1986-01-01,2873,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1986-12-31,1986-01-01,1986-12-31,89,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG8607,1986-01-01,2874,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1986-12-31,1986-01-01,1986-12-31,462,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG8608,1986-01-01,2875,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1986-12-31,1986-01-01,1986-12-31,379,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG8609,1986-01-01,2876,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1986-12-31,1986-01-01,1986-12-31,676,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG8610,1986-01-01,2877,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1986-12-31,1986-01-01,1986-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG8652-WE,1986-01-01,2878,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1986-12-31,1986-01-01,1986-12-31,62,NULL,NULL,NULL,NULL,NULL,2013-05-08
SG8658,1986-01-01,2879,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1986-12-31,1986-01-01,1986-12-31,173,NULL,NULL,NULL,NULL,NULL,2013-05-08
SGT-8606,1986-01-01,2880,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Saga Petroleum ASA,1986-12-31,1986-01-01,1986-12-31,1894,NULL,NULL,NULL,NULL,NULL,2013-05-08
SH8601,1986-01-01,2882,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,A/S Norske Shell,1986-12-31,1986-01-01,1986-12-31,223,NULL,NULL,NULL,NULL,NULL,2013-05-08
SH8602,1986-01-01,2883,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,A/S Norske Shell,1986-12-31,1986-01-01,1986-12-31,440,NULL,NULL,NULL,NULL,NULL,2013-05-08
SH8603,1986-01-01,2884,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,A/S Norske Shell,1986-12-31,1986-01-01,1986-12-31,432,NULL,NULL,NULL,NULL,NULL,2013-05-08
SH8604,1986-01-01,2885,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,A/S Norske Shell,1986-12-31,1986-01-01,1986-12-31,2658,NULL,NULL,NULL,NULL,NULL,2013-05-08
SH8605,1986-01-01,2886,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,A/S Norske Shell,1986-12-31,1986-01-01,1986-12-31,153,NULL,NULL,NULL,NULL,NULL,2013-05-08
SH8606,1986-01-01,2887,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,A/S Norske Shell,1986-12-31,1986-01-01,1986-12-31,194,NULL,NULL,NULL,NULL,NULL,2013-05-08
SH8607,1986-01-01,2888,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,A/S Norske Shell,1986-12-31,1986-01-01,1986-12-31,80,NULL,NULL,NULL,NULL,NULL,2013-05-08
SH-86-5,1986-01-01,2881,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,A/S Norske Shell,1986-12-31,1986-01-01,1986-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
SKAG-86,1986-01-01,2889,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1986-12-31,1986-01-01,1986-12-31,2728,NULL,NULL,NULL,NULL,NULL,2013-05-08
SKAGRE96,1986-01-01,2890,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1986-12-31,1986-01-01,1986-12-31,2604,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8518,1986-01-01,2891,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,925,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8602,1986-01-01,2892,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,519,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8603,1986-01-01,2893,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,613,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8604,1986-01-01,2894,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,3574,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8605,1986-01-01,2895,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,188,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8606,1986-01-01,2896,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,887,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8607,1986-01-01,2897,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,241,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8608,1986-01-01,2898,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,3192,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8609,1986-01-01,2899,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,71,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8611,1986-01-01,2900,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,3870,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8613,1986-01-01,2901,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,47,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8614,1986-01-01,2902,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,44,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8615,1986-01-01,2903,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,50,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8616,1986-01-01,2904,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,202,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8618,1986-01-01,2905,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,534,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8619,1986-01-01,2906,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,78,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8620,1986-01-01,2907,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,704,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8621,1986-01-01,2908,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,299,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8624,1986-01-01,2909,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,245,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8625,1986-01-01,2910,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,246,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8626,1986-01-01,2911,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,489,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8629,1986-01-01,2912,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,1032,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8630,1986-01-01,2913,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,306,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8631,1986-01-01,2914,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,14,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8634,1986-01-01,2915,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,240,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8637,1986-01-01,2916,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,110,NULL,NULL,NULL,NULL,NULL,2013-05-08
ST8689,1986-01-01,2917,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Den norske stats oljeselskap a.s,1986-12-31,1986-01-01,1986-12-31,18,NULL,NULL,NULL,NULL,NULL,2013-05-08
STR-86-1,1986-01-01,2918,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1986-12-31,1986-01-01,1986-12-31,1701,NULL,NULL,NULL,NULL,NULL,2013-05-08
STR-86-2,1986-01-01,2919,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1986-12-31,1986-01-01,1986-12-31,1786,NULL,NULL,NULL,NULL,NULL,2013-05-08
STR-86-3,1986-01-01,2920,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1986-12-31,1986-01-01,1986-12-31,908,NULL,NULL,NULL,NULL,NULL,2013-05-08
TO8604,1986-01-01,2921,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Total Norge AS,1986-12-31,1986-01-01,1986-12-31,318,NULL,NULL,NULL,NULL,NULL,2013-05-08
TO8605,1986-01-01,2922,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Total Norge AS,1986-12-31,1986-01-01,1986-12-31,562,NULL,NULL,NULL,NULL,NULL,2013-05-08
BE-85A,1985-01-01,2696,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Esso Exploration and Production Norway A/S,1985-12-31,1985-01-01,1985-12-31,2217,NULL,NULL,NULL,NULL,NULL,2013-05-08
BE-85C,1985-01-01,2697,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Esso Exploration and Production Norway A/S,1985-12-31,1985-01-01,1985-12-31,86,NULL,NULL,NULL,NULL,NULL,2013-05-08
BPN8501,1985-01-01,2698,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,BP Norway Limited  U.A.,1985-12-31,1985-01-01,1985-12-31,414,NULL,NULL,NULL,NULL,NULL,2013-05-08
BPN8502,1985-01-01,2699,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,BP Norway Limited  U.A.,1985-12-31,1985-01-01,1985-12-31,290,NULL,NULL,NULL,NULL,NULL,2013-05-08
BPN8503,1985-01-01,2700,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,BP Norway Limited  U.A.,1985-12-31,1985-01-01,1985-12-31,565,NULL,NULL,NULL,NULL,NULL,2013-05-08
BVI-85,1985-01-01,2701,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Bow Valley Exploration Norge A/S,1985-12-31,1985-01-01,1985-12-31,302,NULL,NULL,NULL,NULL,NULL,2013-05-08
CGD-85,1985-01-01,2702,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1985-12-31,1985-01-01,1985-12-31,3748,NULL,NULL,NULL,NULL,NULL,2013-05-08
CGDI-85,1985-01-01,2703,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1985-12-31,1985-01-01,1985-12-31,4160,NULL,NULL,NULL,NULL,NULL,2013-05-08
CN-8502,1985-01-01,2704,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Conoco Norway Inc.,1985-12-31,1985-01-01,1985-12-31,1021,NULL,NULL,NULL,NULL,NULL,2013-05-08
CN-8525,1985-01-01,2705,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Conoco Norway Inc.,1985-12-31,1985-01-01,1985-12-31,1158,NULL,NULL,NULL,NULL,NULL,2013-05-08
CNST-86,1985-01-01,2706,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1985-12-31,1985-01-01,1985-12-31,5758,NULL,NULL,NULL,NULL,NULL,2013-05-08
CON-85,1985-01-01,2707,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Conoco Norway Inc.,1985-12-31,1985-01-01,1985-12-31,45,NULL,NULL,NULL,NULL,NULL,2013-05-08
EL-8501,1985-01-01,2708,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Elf Petroleum Norge AS,1985-12-31,1985-01-01,1985-12-31,19599,NULL,NULL,NULL,NULL,NULL,2013-05-08
EL-8501-2D,1985-01-01,2709,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Elf Petroleum Norge AS,1985-12-31,1985-01-01,1985-12-31,2047,NULL,NULL,NULL,NULL,NULL,2013-05-08
EL-8502,1985-01-01,2710,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Elf Petroleum Norge AS,1985-12-31,1985-01-01,1985-12-31,652,NULL,NULL,NULL,NULL,NULL,2013-05-08
EL-8503,1985-01-01,2711,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Elf Petroleum Norge AS,1985-12-31,1985-01-01,1985-12-31,1652,NULL,NULL,NULL,NULL,NULL,2013-05-08
EL-8504,1985-01-01,2712,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Elf Petroleum Norge AS,1985-12-31,1985-01-01,1985-12-31,962,NULL,NULL,NULL,NULL,NULL,2013-05-08
EL-8505,1985-01-01,2713,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Elf Petroleum Norge AS,1985-12-31,1985-01-01,1985-12-31,322,NULL,NULL,NULL,NULL,NULL,2013-05-08
EL-8506,1985-01-01,2714,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Elf Petroleum Norge AS,1985-12-31,1985-01-01,1985-12-31,157,NULL,NULL,NULL,NULL,NULL,2013-05-08
EL85-TF,1985-01-01,2716,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Elf Petroleum Norge AS,1985-12-31,1985-01-01,1985-12-31,22,NULL,NULL,NULL,NULL,NULL,2013-05-08
EL-T-85,1985-01-01,2715,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Elf Petroleum Norge AS,1985-12-31,1985-01-01,1985-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
GE8501,1985-01-01,2717,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,GEOTEAM EXPLORATION AS,1985-12-31,1985-01-01,1985-12-31,1431,NULL,NULL,NULL,NULL,NULL,2013-05-08
GFD-85,1985-01-01,2718,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1985-12-31,1985-01-01,1985-12-31,1123,NULL,NULL,NULL,NULL,NULL,2013-05-08
GFI-85,1985-01-01,2719,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1985-12-31,1985-01-01,1985-12-31,1471,NULL,NULL,NULL,NULL,NULL,2013-05-08
GFW2-85,1985-01-01,2721,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1985-12-31,1985-01-01,1985-12-31,1829,NULL,NULL,NULL,NULL,NULL,2013-05-08
GFW3-85,1985-01-01,2722,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1985-12-31,1985-01-01,1985-12-31,1721,NULL,NULL,NULL,NULL,NULL,2013-05-08
GFW-85,1985-01-01,2720,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1985-12-31,1985-01-01,1985-12-31,436,NULL,NULL,NULL,NULL,NULL,2013-05-08
GHI-85,1985-01-01,2723,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1985-12-31,1985-01-01,1985-12-31,982,NULL,NULL,NULL,NULL,NULL,2013-05-08
GM1I-85,1985-01-01,2724,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1985-12-31,1985-01-01,1985-12-31,1210,NULL,NULL,NULL,NULL,NULL,2013-05-08
GMDA-85,1985-01-01,2725,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1985-12-31,1985-01-01,1985-12-31,369,NULL,NULL,NULL,NULL,NULL,2013-05-08
GMDC-85,1985-01-01,2726,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1985-12-31,1985-01-01,1985-12-31,247,NULL,NULL,NULL,NULL,NULL,2013-05-08
GMS-85,1985-01-01,2727,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1985-12-31,1985-01-01,1985-12-31,2171,NULL,NULL,NULL,NULL,NULL,2013-05-08
GSB-85,1985-01-01,2728,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1985-12-31,1985-01-01,1985-12-31,4082,NULL,NULL,NULL,NULL,NULL,2013-05-08
M85-16,1985-01-01,2731,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Marathon Petroleum Norge AS,1985-12-31,1985-01-01,1985-12-31,50,NULL,NULL,NULL,NULL,NULL,2013-05-08
MN85,1985-01-01,2732,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1985-12-31,1985-01-01,1985-12-31,587,NULL,NULL,NULL,NULL,NULL,2013-05-08
MN85-1,1985-01-01,2733,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Mobil Exploration Norway INC,1985-12-31,1985-01-01,1985-12-31,575,NULL,NULL,NULL,NULL,NULL,2013-05-08
MN85-2,1985-01-01,2734,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Mobil Exploration Norway INC,1985-12-31,1985-01-01,1985-12-31,567,NULL,NULL,NULL,NULL,NULL,2013-05-08
MNTE85,1985-01-01,2735,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Mobil Exploration Norway INC,1985-12-31,1985-01-01,1985-12-31,588,NULL,NULL,NULL,NULL,NULL,2013-05-08
MS-85,1985-01-01,2736,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1985-12-31,1985-01-01,1985-12-31,2321,NULL,NULL,NULL,NULL,NULL,2013-05-08
NA-85,1985-01-01,2737,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Norsk Agip  AS,1985-12-31,1985-01-01,1985-12-31,460,NULL,NULL,NULL,NULL,NULL,2013-05-08
NE-85A,1985-01-01,2738,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Esso Exploration and Production Norway A/S,1985-12-31,1985-01-01,1985-12-31,773,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH8501,1985-01-01,2740,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Norsk Hydro Produksjon AS,1985-12-31,1985-01-01,1985-12-31,7165,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH8501-2D,1985-01-01,2739,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1985-12-31,1985-01-01,1985-12-31,1732,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH8502,1985-01-01,2742,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,3D,Norsk Hydro Produksjon AS,1985-12-31,1985-01-01,1985-12-31,22433,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH8502-2D,1985-01-01,2741,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1985-12-31,1985-01-01,1985-12-31,1256,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH8503,1985-01-01,2743,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1985-12-31,1985-01-01,1985-12-31,25,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH8504,1985-01-01,2744,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1985-12-31,1985-01-01,1985-12-31,421,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH8505,1985-01-01,2745,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1985-12-31,1985-01-01,1985-12-31,138,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH8506,1985-01-01,2746,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1985-12-31,1985-01-01,1985-12-31,2908,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH8507,1985-01-01,2747,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1985-12-31,1985-01-01,1985-12-31,658,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH8509,1985-01-01,2748,Ferdig,Barentshavet - Nord,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1985-12-31,1985-01-01,1985-12-31,564,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH8510,1985-01-01,2749,Ferdig,Barentshavet - Nord,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1985-12-31,1985-01-01,1985-12-31,74,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH8511,1985-01-01,2750,Ferdig,Barentshavet - Nord,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1985-12-31,1985-01-01,1985-12-31,302,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH8512,1985-01-01,2751,Ferdig,Barentshavet - Nord,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1985-12-31,1985-01-01,1985-12-31,73,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH8513,1985-01-01,2752,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1985-12-31,1985-01-01,1985-12-31,122,NULL,NULL,NULL,NULL,NULL,2013-05-08
NH8514,1985-01-01,2753,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Norsk Hydro Produksjon AS,1985-12-31,1985-01-01,1985-12-31,907,NULL,NULL,NULL,NULL,NULL,2013-05-08
NM1-85,1985-01-01,2754,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,WesternGeco AS,1985-12-31,1985-01-01,1985-12-31,2677,NULL,NULL,NULL,NULL,NULL,2013-05-08
NOD5-85,1985-01-01,2755,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1985-12-31,1985-01-01,1985-12-31,762,NULL,NULL,NULL,NULL,NULL,2013-05-08
NP-85C,1985-01-01,2756,Ferdig,Nordsjøen,Ordinær seismisk undersøkelse,2D,NOPEC A/S,1985-12-31,1985-01-01,1985-12-31,NULL,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-JM-85,1985-01-01,2757,Ferdig,Barentshavet - Sør,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1985-12-31,1985-01-01,1985-12-31,4271,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-NOLO-85,1985-01-01,2758,Ferdig,Barentshavet - Nord,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1985-12-31,1985-01-01,1985-12-31,10363,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-NOR2-85,1985-01-01,2759,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1985-12-31,1985-01-01,1985-12-31,153,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-NR-85,1985-01-01,2760,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1985-12-31,1985-01-01,1985-12-31,1517,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-STOR-85,1985-01-01,2761,Ferdig,Norskehavet,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1985-12-31,1985-01-01,1985-12-31,1211,NULL,NULL,NULL,NULL,NULL,2013-05-08
NPD-SVBJ-85,1985-01-01,2762,Ferdig,Barentshavet - Nord,Ordinær seismisk undersøkelse,2D,Oljedirektoratet,1985-12-31,1985-01-01,1985-12-31,290,NULL,NULL,NULL,NULL,NULL,2013-05-08
