fldNpdidField,fldName,dscNpdidDiscovery,dscName,dscResInclInDiscoveryName,dscNpdidResInclInDiscovery,dscIncludedInFld,dscHcType,fldHcType,dscCurrentActivityStatus,fldCurrentActivityStatus,flddscLabel,dscFactUrl,fldFactUrl,flddscAreaGeometryWKT_ED50
43699,GULLFAKS SØR,2074191,33/12-8 S SKINFAKS S,33/12-8 A SKINFAKS,2074147,YES,OIL/GAS,OIL/GAS,INCLUDED IN OTHER DISCOVERY,PRODUCING,GULLFAKS SØR,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2074191,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43699,"MULTIPOLYGON(((1.949167 61.068042,1.949214 61.068394,1.949803 61.068836,1.95155 61.068853,1.952456 61.068828,1.954686 61.068908,1.956311 61.069031,1.956914 61.069008,1.957831 61.068664,1.960258 61.068181,1.961403 61.068192,1.963272 61.068203,1.965078 61.068253,1.967853 61.068303,1.967767 61.067222,1.967136 61.066197,1.967022 61.066044,1.965303 61.065067,1.964661 61.064481,1.963303 61.063625,1.961936 61.062942,1.960822 61.062028,1.960356 61.061558,1.959061 61.060519,1.958244 61.0597,1.957544 61.058967,1.957086 61.058261,1.955989 61.056847,1.955433 61.057225,1.954789 61.058414,1.954228 61.059033,1.953842 61.059781,1.953394 61.060517,1.953011 61.06115,1.952822 61.061497,1.952806 61.061961,1.953083 61.062642,1.952953 61.062936,1.952703 61.063247,1.952444 61.063719,1.951881 61.064419,1.951808 61.064758,1.951661 61.065547,1.951772 61.065781,1.951578 61.066247,1.950761 61.067172,1.950147 61.067556,1.949167 61.068042,1.949167 61.068042)))"
1035937,GRANE,44216,25/11-15 GRANE,NULL,NULL,YES,OIL,OIL,PRODUCING,PRODUCING,GRANE,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44216,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=1035937,"MULTIPOLYGON(((2.499814 59.225003,2.499375 59.223808,2.495736 59.222544,2.492278 59.21925,2.49275 59.218392,2.492778 59.216358,2.491872 59.215889,2.491278 59.214869,2.491794 59.210889,2.493172 59.210347,2.492117 59.209561,2.492897 59.208469,2.492614 59.206986,2.490483 59.206897,2.486867 59.204072,2.487789 59.203606,2.487044 59.202431,2.488281 59.201264,2.488283 59.2,2.484775 59.2,2.483333 59.199017,2.483333 59.197392,2.478808 59.193181,2.4799 59.191544,2.477161 59.191456,2.478086 59.190597,2.476883 59.189736,2.475061 59.189336,2.472175 59.188778,2.471422 59.188306,2.468531 59.188294,2.467175 59.187194,2.465061 59.186092,2.464636 59.184217,2.463761 59.181714,2.4624 59.181081,2.462411 59.180378,2.461975 59.179128,2.464581 59.177964,2.463236 59.176319,2.464931 59.175075,2.46695 59.172428,2.4656 59.171172,2.466064 59.170628,2.463058 59.168194,2.465994 59.165314,2.464789 59.164528,2.464214 59.162494,2.463025 59.160692,2.462261 59.160847,2.460911 59.159592,2.461683 59.158889,2.459886 59.157167,2.460975 59.155606,2.460733 59.153789,2.461794 59.150894,2.459211 59.150189,2.459436 59.150131,2.459781 59.149728,2.460806 59.14915,2.461942 59.148575,2.462411 59.147475,2.462203 59.146489,2.463003 59.145681,2.462114 59.144811,2.461214 59.144803,2.459539 59.143519,2.457747 59.142761,2.452011 59.141636,2.449897 59.139769,2.449117 59.139186,2.447889 59.138428,2.444125 59.13395,2.441797 59.131447,2.4417 59.130519,2.442497 59.130058,2.441944 59.129361,2.442967 59.128783,2.441858 59.127619,2.440281 59.127614,2.437564 59.128239,2.437231 59.127892,2.439075 59.125522,2.436956 59.124006,2.433847 59.121036,2.433172 59.120975,2.432397 59.120158,2.43285 59.119931,2.432083 59.118647,2.432539 59.118306,2.431539 59.117489,2.432108 59.117203,2.430661 59.116036,2.432592 59.115172,2.432386 59.114014,2.435114 59.112519,2.437719 59.111775,2.439969 59.112133,2.440983 59.112197,2.442333 59.112372,2.444694 59.112789,2.447378 59.114078,2.450161 59.116233,2.451747 59.115836,2.453742 59.117989,2.456564 59.117653,2.457786 59.118817,2.458803 59.118764,2.46215 59.121042,2.464156 59.122611,2.463808 59.123133,2.462108 59.12365,2.463228 59.124233,2.466619 59.123608,2.467061 59.124192,2.467967 59.124078,2.468961 59.125358,2.470758 59.125828,2.472214 59.126531,2.473547 59.127869,2.471394 59.128442,2.470367 59.129244,2.471597 59.129947,2.473733 59.130478,2.475208 59.129906,2.47645 59.129733,2.477236 59.129914,2.485844 59.127514,2.486153 59.129483,2.48585 59.130683,2.490203 59.131317,2.491844 59.132175,2.493197 59.132181,2.496944 59.133044,2.49975 59.136611,2.499733 59.137692,2.498217 59.138614,2.499258 59.139392,2.498597 59.143486,2.497683 59.144178,2.497219 59.145028,2.499019 59.145497,2.499011 59.145961,2.494331 59.147103,2.494453 59.149036,2.493086 59.149803,2.495772 59.151511,2.495911 59.152286,2.498125 59.155078,2.496 59.156308,2.496883 59.157703,2.498217 59.159175,2.500475 59.159108,2.500164 59.159878,2.501356 59.160733,2.498475 59.162036,2.499508 59.163508,2.501158 59.163825,2.5019 59.164681,2.500075 59.165833,2.500822 59.166297,2.504139 59.165925,2.504586 59.166236,2.506375 59.167481,2.505764 59.168019,2.506814 59.168408,2.507258 59.16895,2.506189 59.170028,2.506022 59.171189,2.507211 59.172119,2.507044 59.173278,2.509147 59.173753,2.509583 59.174756,2.507753 59.17645,2.509406 59.176689,2.5115 59.177625,2.5136 59.178097,2.514508 59.177867,2.518292 59.176492,2.519942 59.177036,2.522364 59.176197,2.525042 59.178372,2.525028 59.179528,2.526225 59.180078,2.528186 59.179853,2.529689 59.180011,2.530731 59.180861,2.532086 59.181022,2.532836 59.181258,2.532678 59.181644,2.534028 59.182114,2.535233 59.182194,2.537472 59.183517,2.537611 59.184444,2.539264 59.184836,2.541053 59.186081,2.540733 59.187544,2.541019 59.188553,2.541614 59.189175,2.541306 59.189792,2.541597 59.190411,2.541889 59.191108,2.540225 59.191642,2.540219 59.192106,2.540819 59.192342,2.541711 59.193347,2.541694 59.194508,2.542289 59.194972,2.542128 59.195747,2.540897 59.197675,2.542983 59.199458,2.543422 59.200542,2.542661 59.201161,2.541297 59.201694,2.539781 59.202308,2.539325 59.202694,2.538717 59.202922,2.538706 59.20385,2.538097 59.204158,2.537636 59.20485,2.536417 59.205928,2.534753 59.206311,2.533703 59.206075,2.53175 59.205525,2.529186 59.205594,2.527372 59.20605,2.525097 59.206969,2.524939 59.207511,2.523267 59.208589,2.5219 59.209356,2.520831 59.210358,2.520367 59.211206,2.519375 59.211364,2.516747 59.212544,2.516444 59.213436,2.516417 59.215369,2.517847 59.216667,2.519925 59.216667,2.521892 59.218044,2.524658 59.219111,2.5252 59.218975,2.524853 59.218056,2.524953 59.217319,2.523964 59.216431,2.525 59.216103,2.524431 59.215692,2.529547 59.214267,2.531072 59.214158,2.531831 59.214314,2.533508 59.213933,2.534114 59.214244,2.534953 59.214053,2.535256 59.21425,2.536169 59.214097,2.536622 59.214408,2.538147 59.214142,2.539125 59.214928,2.543169 59.214081,2.548242 59.215436,2.548236 59.215919,2.549656 59.215928,2.550594 59.216656,2.552019 59.216297,2.554492 59.217461,2.553539 59.217819,2.554356 59.218736,2.557542 59.219536,2.559681 59.219056,2.560747 59.218936,2.568628 59.222972,2.569567 59.223703,2.570022 59.225281,2.574056 59.224689,2.573586 59.224383,2.572169 59.223953,2.5723 59.223103,2.570544 59.221336,2.571053 59.218486,2.573075 59.217889,2.572969 59.216733,2.574406 59.215522,2.577014 59.215228,2.581731 59.216822,2.582678 59.216822,2.583036 59.216706,2.583281 59.215917,2.585183 59.215378,2.587431 59.215503,2.588608 59.215875,2.591183 59.218369,2.591889 59.218917,2.591997 59.219831,2.590569 59.220189,2.590686 59.220433,2.593644 59.220561,2.598703 59.223369,2.599747 59.225375,2.601125 59.2289,2.598033 59.229922,2.597314 59.230714,2.595767 59.231256,2.594586 59.231067,2.592681 59.231789,2.590303 59.232692,2.589356 59.232447,2.588286 59.232869,2.58875 59.233781,2.583761 59.234736,2.582583 59.234306,2.582242 59.233211,2.582506 59.230969,2.581928 59.229814,2.578597 59.230897,2.574672 59.232217,2.573719 59.232761,2.572525 59.233303,2.574631 59.235497,2.573558 59.2361,2.572378 59.235789,2.570342 59.237544,2.567156 59.236503,2.566083 59.236922,2.568075 59.238689,2.565581 59.239228,2.562981 59.238736,2.563581 59.238067,2.562289 59.237275,2.56015 59.237633,2.561083 59.238789,2.560719 59.239517,2.559533 59.239636,2.557764 59.239022,2.556358 59.2378,2.557561 59.236469,2.557208 59.236106,2.554961 59.235917,2.553533 59.236397,2.553031 59.238456,2.55325 59.239794,2.554778 59.240833,2.557611 59.241753,2.559144 59.242183,2.558892 59.243336,2.557458 59.244239,2.5546 59.245322,2.550203 59.246342,2.543925 59.246258,2.541564 59.245461,2.541103 59.244489,2.541111 59.243819,2.541833 59.243153,2.538083 59.239983,2.524844 59.23775,2.523669 59.237081,2.523567 59.235986,2.524408 59.235081,2.525247 59.234353,2.526322 59.233689,2.526456 59.232719,2.521392 59.230514,2.518214 59.229106,2.512658 59.228297,2.507689 59.228036,2.503767 59.228931,2.501428 59.226856,2.499978 59.225003,2.499853 59.225003,2.499814 59.225003,2.499814 59.225003)))"
20460988,KNARR,21124644,34/3-3 S,34/3-1 S KNARR,4999474,YES,OIL,OIL,INCLUDED IN OTHER DISCOVERY,PDO APPROVED,KNARR,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21124644,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=20460988,"MULTIPOLYGON(((2.7084 61.7845,2.7084 61.7846,2.7085 61.7846,2.7086 61.784697,2.7086 61.784803,2.7086 61.7849,2.7086 61.785,2.7085 61.7851,2.7084 61.7851,2.7084 61.785197,2.7083 61.785197,2.7082 61.7853,2.7083 61.7853,2.7084 61.7853,2.7085 61.7854,2.7085 61.7855,2.7086 61.7855,2.7087 61.7856,2.7088 61.7856,2.7088 61.785703,2.7089 61.7858,2.709 61.7858,2.709 61.7859,2.7091 61.7859,2.7092 61.7859,2.7093 61.786,2.7094 61.786,2.7095 61.786097,2.7097 61.786097,2.7098 61.786203,2.7099 61.786203,2.71 61.7863,2.7102 61.7863,2.7102 61.7864,2.7103 61.7864,2.7104 61.7865,2.7105 61.7865,2.7105 61.786597,2.7106 61.786597,2.7107 61.7867,2.7107 61.7868,2.7108 61.7868,2.7108 61.7869,2.7109 61.7869,2.7109 61.787,2.711 61.787,2.7111 61.787103,2.7111 61.7872,2.7112 61.7872,2.7112 61.7873,2.7113 61.7873,2.7113 61.7874,2.7114 61.7874,2.7115 61.787497,2.7116 61.787603,2.7117 61.7877,2.7118 61.7878,2.7119 61.7879,2.7119 61.787997,2.712 61.787997,2.7121 61.787997,2.7121 61.7881,2.7121 61.7882,2.7122 61.7882,2.7123 61.7883,2.7124 61.7884,2.7125 61.788503,2.7126 61.788503,2.7126 61.7886,2.7127 61.7887,2.7127 61.7888,2.7128 61.7888,2.7128 61.788897,2.7129 61.789003,2.7129 61.7891,2.7129 61.7892,2.713 61.7893,2.7131 61.7893,2.7131 61.789397,2.7131 61.7895,2.7132 61.7896,2.7132 61.7897,2.7132 61.7898,2.7132 61.789903,2.7133 61.789903,2.7133 61.79,2.7134 61.79,2.7134 61.7901,2.7136 61.7901,2.7137 61.7902,2.7138 61.7902,2.7139 61.7902,2.714 61.790297,2.7142 61.790297,2.7144 61.790403,2.7145 61.790403,2.7146 61.7905,2.7147 61.7906,2.7148 61.7906,2.7149 61.7906,2.715 61.7907,2.7151 61.7907,2.7152 61.7907,2.7153 61.790797,2.7154 61.7909,2.7155 61.7909,2.7156 61.791,2.7157 61.791,2.7158 61.7911,2.7159 61.7911,2.716 61.7911,2.7161 61.7912,2.7162 61.7912,2.7162 61.791303,2.7163 61.791303,2.7164 61.791303,2.7165 61.7914,2.7166 61.7914,2.7168 61.7915,2.717 61.7915,2.7171 61.7916,2.7172 61.7916,2.7173 61.791697,2.7174 61.791697,2.7175 61.791803,2.7176 61.791803,2.7177 61.7919,2.7177 61.792,2.7178 61.792,2.7178 61.7921,2.7179 61.7921,2.7179 61.792197,2.718 61.7923,2.7181 61.7923,2.7182 61.7924,2.7183 61.7924,2.7183 61.7925,2.7185 61.7925,2.7186 61.7926,2.7187 61.7926,2.7189 61.7926,2.7189 61.792703,2.719 61.792703,2.7191 61.792703,2.7192 61.7928,2.7193 61.7928,2.7195 61.7929,2.7196 61.7929,2.7198 61.793,2.7199 61.793097,2.72 61.793097,2.7201 61.793097,2.7202 61.793097,2.7203 61.793203,2.7204 61.793203,2.7204 61.7933,2.7205 61.7933,2.7205 61.7934,2.7206 61.7934,2.7207 61.7934,2.7207 61.7935,2.7208 61.7935,2.7208 61.793597,2.7208 61.7937,2.7208 61.7938,2.7209 61.7938,2.7209 61.7939,2.7209 61.794,2.721 61.794103,2.721 61.7942,2.7211 61.7942,2.7211 61.7943,2.7212 61.7944,2.7213 61.7944,2.7213 61.794497,2.7214 61.794603,2.7215 61.7947,2.7216 61.7948,2.7216 61.7949,2.7217 61.794997,2.7217 61.7951,2.7217 61.7952,2.7218 61.7953,2.7217 61.7953,2.7217 61.7954,2.7218 61.7954,2.7218 61.795503,2.7218 61.7956,2.7218 61.7957,2.7218 61.7958,2.7219 61.795897,2.7219 61.796003,2.7219 61.7961,2.7219 61.7962,2.7219 61.7963,2.7219 61.796397,2.7219 61.7965,2.7218 61.7966,2.7218 61.7967,2.7217 61.7968,2.7216 61.796903,2.7216 61.797,2.7215 61.797,2.7215 61.7971,2.7215 61.7972,2.7215 61.797297,2.7214 61.797297,2.7214 61.797403,2.7214 61.7975,2.7213 61.7975,2.7212 61.7976,2.7211 61.7977,2.7209 61.7977,2.7208 61.797797,2.7207 61.797797,2.7206 61.7979,2.7205 61.7979,2.7205 61.798,2.7204 61.798,2.7204 61.7981,2.7203 61.7981,2.7202 61.7981,2.7202 61.7982,2.7201 61.7982,2.7201 61.798303,2.72 61.798303,2.72 61.7984,2.7198 61.7985,2.7198 61.7986,2.7198 61.798697,2.7197 61.798697,2.7197 61.798803,2.7197 61.7989,2.7197 61.799,2.7196 61.799,2.7196 61.7991,2.7195 61.799197,2.7195 61.7993,2.7194 61.7994,2.7194 61.7995,2.7193 61.7995,2.7193 61.7996,2.7192 61.7996,2.7192 61.799703,2.7191 61.799703,2.7191 61.7998,2.719 61.7998,2.719 61.7999,2.7189 61.8,2.7189 61.800097,2.7188 61.800097,2.7188 61.800203,2.7188 61.8003,2.7188 61.8004,2.7188 61.8005,2.7188 61.800597,2.7189 61.8007,2.7189 61.8008,2.719 61.8009,2.7189 61.801,2.7189 61.801103,2.7188 61.8012,2.7188 61.8013,2.7188 61.8014,2.7187 61.8014,2.7187 61.801497,2.7186 61.801497,2.7186 61.801603,2.7185 61.801603,2.7184 61.8017,2.7183 61.8017,2.7182 61.8017,2.7182 61.8018,2.7182 61.8019,2.7181 61.8019,2.7181 61.801997,2.7181 61.8021,2.718 61.8021,2.7179 61.8022,2.7178 61.8022,2.7177 61.8022,2.7177 61.8023,2.7176 61.8023,2.7175 61.8023,2.7174 61.8023,2.7173 61.8023,2.7171 61.8024,2.717 61.8024,2.7169 61.8024,2.7168 61.8024,2.7167 61.8024,2.7165 61.8024,2.7163 61.8023,2.7162 61.8023,2.7161 61.8023,2.716 61.8023,2.7159 61.8023,2.7158 61.8023,2.7156 61.8023,2.7154 61.8023,2.7153 61.8022,2.7152 61.8022,2.7151 61.8022,2.715 61.8022,2.7149 61.8022,2.7148 61.8022,2.7147 61.8021,2.7146 61.8021,2.7144 61.8021,2.7143 61.8022,2.7142 61.8022,2.7141 61.8022,2.714 61.8022,2.7139 61.8022,2.7126 61.802503,2.7118 61.8038,2.7119 61.8047,2.7126 61.8051,2.7133 61.8054,2.7135 61.8054,2.7136 61.8055,2.7137 61.8055,2.7138 61.8055,2.714 61.8056,2.7142 61.8056,2.7143 61.8056,2.7144 61.805697,2.7145 61.805697,2.7146 61.805697,2.7147 61.805697,2.7148 61.805697,2.715 61.805697,2.7152 61.805697,2.7154 61.805697,2.7155 61.805697,2.7156 61.805697,2.7157 61.805803,2.7158 61.805803,2.7159 61.805803,2.7161 61.805803,2.7163 61.805803,2.7164 61.805803,2.7165 61.805803,2.7167 61.8059,2.7168 61.8059,2.7169 61.8059,2.7171 61.8059,2.7171 61.806,2.7172 61.806,2.7173 61.806,2.7174 61.8061,2.7175 61.8061,2.7176 61.806197,2.7178 61.8063,2.7179 61.8064,2.718 61.8065,2.718 61.8066,2.7179 61.8066,2.7179 61.806703,2.7178 61.806703,2.7177 61.806703,2.7176 61.806703,2.7175 61.806703,2.7174 61.806703,2.7172 61.806703,2.717 61.806703,2.7169 61.806703,2.7168 61.806703,2.7167 61.806703,2.7166 61.806703,2.7165 61.806703,2.7164 61.806703,2.7163 61.806703,2.7162 61.806703,2.7161 61.806703,2.7159 61.8066,2.7158 61.8066,2.7157 61.8066,2.7179 61.8077,2.7221 61.8084,2.7269 61.8096,2.7315 61.8121,2.7335 61.8138,2.7342 61.8148,2.7372 61.817403,2.7402 61.818803,2.7443 61.818803,2.751 61.8186,2.758 61.818,2.761 61.8173,2.7556 61.8159,2.7499 61.8134,2.7425 61.8091,2.7367 61.8065,2.7344 61.8042,2.7318 61.8019,2.7285 61.798697,2.7287 61.7954,2.7307 61.7924,2.7292 61.7915,2.7278 61.790797,2.7229 61.7896,2.7175 61.7884,2.714 61.787497,2.7084 61.7845)))"
1028599,TAMBAR,43826,1/3-3 TAMBAR,NULL,NULL,YES,OIL,OIL,PRODUCING,PRODUCING,TAMBAR,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43826,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=1028599,"MULTIPOLYGON(((2.967361 56.959142,2.966856 56.959881,2.964147 56.961728,2.962194 56.963825,2.960281 56.965386,2.957489 56.966519,2.954183 56.968881,2.951878 56.971358,2.948292 56.973228,2.943494 56.974967,2.938411 56.975597,2.932658 56.976608,2.927083 56.977286,2.925006 56.977439,2.923383 56.978211,2.919836 56.979083,2.915053 56.979825,2.910572 56.979797,2.9063 56.979778,2.904494 56.980094,2.901231 56.980561,2.900472 56.981139,2.900072 56.982431,2.901014 56.983172,2.902058 56.983333,2.904064 56.982953,2.906475 56.982789,2.908928 56.983319,2.914008 56.983156,2.919606 56.9833,2.924172 56.983158,2.927875 56.983064,2.930322 56.982881,2.933089 56.982747,2.934653 56.98265,2.936481 56.982067,2.937914 56.98145,2.939428 56.981019,2.941928 56.980183,2.944658 56.979756,2.946414 56.979722,2.947469 56.979981,2.947706 56.980219,2.947869 56.980642,2.947536 56.980933,2.946211 56.981133,2.943136 56.982314,2.940394 56.984383,2.938078 56.985386,2.937044 56.987092,2.9373 56.989644,2.936075 56.991194,2.935464 56.99285,2.934053 56.9943,2.935642 56.994697,2.936678 56.994331,2.938711 56.993683,2.941011 56.993122,2.942194 56.992181,2.944469 56.992375,2.944472 56.994225,2.944736 56.995844,2.946578 56.996422,2.950689 56.994408,2.954144 56.993553,2.957403 56.992103,2.956711 56.990442,2.958389 56.989436,2.960556 56.988422,2.961361 56.987642,2.959967 56.986472,2.959783 56.985408,2.958556 56.985292,2.956131 56.985936,2.954044 56.985686,2.954303 56.984481,2.957136 56.982486,2.961503 56.979828,2.963664 56.978264,2.96625 56.976319,2.969622 56.975222,2.971722 56.974219,2.973183 56.972569,2.975194 56.971519,2.977083 56.969983,2.980072 56.968944,2.98295 56.967439,2.984886 56.966553,2.986867 56.965789,2.988761 56.964219,2.990297 56.961803,2.991319 56.959389,2.995436 56.959408,2.997131 56.958911,2.998258 56.958228,3.000828 56.957794,3.003392 56.956364,3.006675 56.955436,3.008692 56.954464,3.010381 56.952533,3.011122 56.950778,3.010869 56.948681,3.010967 56.947542,3.012125 56.946469,3.012428 56.945142,3.012986 56.943775,3.012944 56.942811,3.011081 56.943222,3.009231 56.944394,3.007303 56.94575,3.003617 56.947003,3.001822 56.948142,2.996914 56.948278,2.9955 56.948733,2.994528 56.949392,2.992978 56.9501,2.99265 56.950328,2.992456 56.950567,2.989158 56.9507,2.987411 56.950294,2.986839 56.949597,2.986386 56.949325,2.985678 56.949744,2.984694 56.950578,2.983406 56.950581,2.980817 56.951497,2.980028 56.951336,2.977425 56.953481,2.9746 56.954911,2.973061 56.956617,2.969258 56.957778,2.967361 56.959142,2.967361 56.959142)))"
5774394,GOLIAT,1340775,7122/7-1 GOLIAT,NULL,NULL,YES,OIL/GAS,OIL,PDO APPROVED,PDO APPROVED,GOLIAT,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1340775,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=5774394,"MULTIPOLYGON(((22.299697 71.301889,22.302697 71.305275,22.307028 71.307769,22.307147 71.309547,22.308731 71.312492,22.316283 71.314819,22.320569 71.316575,22.322097 71.318633,22.312881 71.319139,22.310117 71.319314,22.305383 71.317711,22.300994 71.314331,22.294675 71.309775,22.289336 71.305953,22.282086 71.301117,22.274836 71.296281,22.272111 71.297036,22.268072 71.298836,22.265322 71.299164,22.260664 71.2986,22.255525 71.297736,22.257547 71.3004,22.262339 71.303039,22.264728 71.304206,22.271253 71.305047,22.275575 71.307542,22.273825 71.309028,22.270214 71.310394,22.264489 71.307617,22.253322 71.306503,22.2449 71.304931,22.238819 71.303786,22.234622 71.303222,22.22985 71.300872,22.238394 71.297119,22.242869 71.294861,22.248747 71.292886,22.260944 71.288667,22.272261 71.285178,22.278111 71.282914,22.283967 71.280656,22.293047 71.278367,22.297992 71.276397,22.300525 71.272828,22.303028 71.268953,22.304697 71.266272,22.304928 71.262864,22.2965 71.260994,22.287667 71.259864,22.270997 71.258789,22.257064 71.257256,22.244478 71.255119,22.228717 71.253747,22.20885 71.252975,22.196811 71.252167,22.183894 71.251953,22.175556 71.251267,22.176358 71.249328,22.179981 71.248261,22.178031 71.246497,22.174728 71.245194,22.1803 71.245894,22.183081 71.246169,22.189042 71.245697,22.193178 71.245514,22.198233 71.245331,22.203761 71.245292,22.207447 71.245269,22.212511 71.245239,22.2157 71.244628,22.219828 71.244317,22.228119 71.244264,22.234264 71.246728,22.238853 71.246414,22.244408 71.246819,22.251403 71.248108,22.257869 71.248358,22.256442 71.247619,22.261106 71.248489,22.265242 71.248306,22.263333 71.247283,22.267017 71.247253,22.274014 71.248542,22.279156 71.249694,22.289919 71.252136,22.294481 71.251367,22.292097 71.250197,22.298156 71.251197,22.300567 71.252808,22.305694 71.253661,22.311194 71.253189,22.315811 71.253297,22.322772 71.253983,22.328333 71.254394,22.339022 71.255653,22.3483 71.256478,22.352081 71.257783,22.355378 71.258797,22.35785 71.261161,22.3537 71.261192,22.350011 71.261214,22.346817 71.261681,22.344572 71.262581,22.346972 71.2639,22.350292 71.265214,22.352678 71.266381,22.349442 71.266258,22.349522 71.267442,22.350567 71.269211,22.350692 71.270989,22.349883 71.272622,22.346797 71.274728,22.345567 71.276956,22.342914 71.278611,22.339767 71.279817,22.337736 71.277161,22.33555 71.278947,22.332533 71.282089,22.331306 71.284325,22.329733 71.288339,22.332686 71.290986,22.338436 71.294061,22.341319 71.295669,22.344225 71.297578,22.347972 71.298286,22.35375 71.30165,22.357569 71.303406,22.360444 71.304864,22.363733 71.305589,22.368569 71.308661,22.375314 71.312469,22.368781 71.311631,22.369769 71.312508,22.371281 71.314278,22.37415 71.315597,22.355761 71.3172,22.351036 71.315767,22.341694 71.314492,22.337436 71.313042,22.328422 71.309692,22.320233 71.304864,22.311114 71.299881,22.305292 71.295769,22.302825 71.293419,22.296331 71.293014,22.293139 71.293625,22.294653 71.295547,22.299697 71.301889,22.299697 71.301889)))"
43778,NORNE,44942,6608/10-2 NORNE,NULL,NULL,YES,OIL/GAS,OIL/GAS,PRODUCING,PRODUCING,NORNE,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44942,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43778,"MULTIPOLYGON(((8.039914 65.990683,8.035258 65.990233,8.020475 66.005364,8.020975 66.006639,8.022783 66.008636,8.025081 66.009758,8.028225 66.011406,8.030422 66.012833,8.030936 66.013336,8.033144 66.014136,8.034508 66.013947,8.040894 66.016272,8.045339 66.019242,8.048547 66.021958,8.052656 66.024886,8.056008 66.028481,8.058542 66.030839,8.059878 66.032089,8.061025 66.032814,8.061361 66.03325,8.063517 66.034606,8.064067 66.034736,8.067431 66.036858,8.069142 66.037492,8.072586 66.038528,8.079286 66.044,8.084172 66.048111,8.090089 66.050164,8.099881 66.052192,8.102947 66.052833,8.109253 66.054175,8.113297 66.055122,8.118072 66.055978,8.118611 66.052689,8.117097 66.051575,8.114422 66.049842,8.111944 66.048242,8.108125 66.043983,8.113158 66.041039,8.110842 66.037811,8.107797 66.035653,8.103878 66.032875,8.104272 66.032692,8.102111 66.031333,8.099953 66.029975,8.097797 66.028617,8.096039 66.027175,8.094683 66.025764,8.093528 66.024558,8.091769 66.023819,8.091214 66.023361,8.089053 66.019006,8.095197 66.019364,8.100081 66.0214,8.101914 66.021233,8.103164 66.021119,8.109167 66.018189,8.105825 66.016778,8.10315 66.016358,8.098911 66.015694,8.095458 66.015153,8.089164 66.013694,8.08475 66.011772,8.078483 66.009047,8.0784 66.008767,8.076333 66.007994,8.07365 66.006675,8.064794 66.002031,8.064511 66.001883,8.061653 66.000769,8.058436 65.999383,8.054058 65.997528,8.052347 65.996361,8.051597 65.995597,8.050564 65.994942,8.049447 65.994239,8.047361 65.992639,8.045144 65.992714,8.043711 65.992369,8.042986 65.992042,8.0408 65.991586,8.039914 65.990683,8.039914 65.990683)))"
43562,BALDER,44312,25/8-1 RINGHORNE,25/11-1 BALDER,44210,YES,OIL,OIL,INCLUDED IN OTHER DISCOVERY,PRODUCING,BALDER,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44312,http://factpages.npd.no/FactPages/default.aspx?nav1=field&nav2=PageView|All&nav3=43562,"MULTIPOLYGON(((2.528689 59.249603,2.526247 59.250297,2.518964 59.250617,2.514117 59.250594,2.508919 59.250575,2.506478 59.251267,2.504031 59.252136,2.499519 59.252469,2.4957 59.252803,2.495011 59.252625,2.491578 59.251381,2.489533 59.250142,2.489206 59.249439,2.488892 59.248208,2.487883 59.246972,2.486175 59.246086,2.484131 59.244847,2.486583 59.2438,2.489744 59.242058,2.490811 59.241008,2.493603 59.240142,2.496025 59.24015,2.495644 59.241556,2.495611 59.242786,2.496989 59.243144,2.499794 59.24175,2.501553 59.240703,2.502617 59.239656,2.510925 59.239689,2.516097 59.240589,2.518142 59.241828,2.520869 59.243594,2.522928 59.244308,2.525003 59.244492,2.527764 59.244858,2.530842 59.246447,2.532892 59.247689,2.530792 59.248558,2.528689 59.249603,2.528689 59.249603)))"
