wlbNpdidWellbore,wlbWellName,wlbWellboreName,wlbField,wlbProductionLicence,wlbWellType,wlbDrillingOperator,wlbMultilateral,wlbDrillingFacility,wlbProductionFacility,wlbEntryDate,wlbCompletionDate,wlbContent,wlbStatus,wlbSymbol,wlbPurpose,wlbWaterDepth,wlbFactPageUrl,wlbFactMapUrl,wlbDiscoveryWellbore,wlbPointGeometryWKT
3715,"6506/12-I-2","6506/12-I-2 H","ÅSGARD","094","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","TRANSOCEAN WINNER","ÅSGARD I",1999-04-09,1999-05-19,"OIL","PRODUCING",50,"PRODUCTION",289.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3715","http://www.npd.no/FactMapSearch?NPDID_wellbore=3715","NO","POINT(6.681644 65.085383)"
3716,"30/9-B-29","30/9-B-29 A","OSEBERG","079","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","OSEBERG B","OSEBERG B",1999-02-24,1999-03-17,"NOT APPLICABLE","PLUGGED",99,"OBSERVATION",109.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3716","http://www.npd.no/FactMapSearch?NPDID_wellbore=3716","NO","POINT(2.828647 60.493367)"
3717,"30/9-B-29","30/9-B-29 B","OSEBERG","079","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","OSEBERG B","OSEBERG B",1999-03-17,1999-04-24,"OIL","PRODUCING",50,"PRODUCTION",109.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3717","http://www.npd.no/FactMapSearch?NPDID_wellbore=3717","NO","POINT(2.828647 60.490589)"
3718,"6507/3-3","6507/3-3 A","SKARV","159","EXPLORATION","Den norske stats oljeselskap a.s","NO","BYFORD DOLPHIN",NULL,1999-03-25,1999-05-06,"GAS","P&A",9,"APPRAISAL",391.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3718","http://www.npd.no/FactMapSearch?NPDID_wellbore=3718","NO","POINT(7.724636 65.801036)"
3719,"35/10-3","35/10-3",NULL,"173","EXPLORATION","Den norske stats oljeselskap a.s","NO","TRANSOCEAN ARCTIC",NULL,1999-06-23,1999-07-14,"DRY","P&A",1,"WILDCAT",363.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3719","http://www.npd.no/FactMapSearch?NPDID_wellbore=3719","NO","POINT(3.127972 61.046656)"
3720,"34/7-E-1","34/7-E-1 H","VIGDIS","089","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","BIDEFORD DOLPHIN","VIGDIS E",2001-04-10,2001-05-19,"WATER","INJECTING",173,"INJECTION",283.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3720","http://www.npd.no/FactMapSearch?NPDID_wellbore=3720","NO","POINT(2.068039 61.398531)"
3721,"34/7-E-4","34/7-E-4 H","VIGDIS","089","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","BIDEFORD DOLPHIN","VIGDIS E",2002-05-06,2002-06-13,"WATER","INJECTING",173,"INJECTION",283.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3721","http://www.npd.no/FactMapSearch?NPDID_wellbore=3721","NO","POINT(2.067878 61.398606)"
3731,"25/8-B-2","25/8-B-2","JOTUN","027 P","DEVELOPMENT","Esso Exploration and Production Norway A/S","NO","JOTUN B","JOTUN A",1999-05-01,1999-06-25,"NOT APPLICABLE","PLUGGED",99,"OBSERVATION",127.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3731","http://www.npd.no/FactMapSearch?NPDID_wellbore=3731","NO","POINT(2.366786 59.451064)"
3732,"25/8-B-2","25/8-B-2 A","JOTUN","027 P","DEVELOPMENT","Esso Exploration and Production Norway A/S","NO","JOTUN B","JOTUN A",1999-06-26,1999-07-28,"OIL","PRODUCING",50,"PRODUCTION",127.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3732","http://www.npd.no/FactMapSearch?NPDID_wellbore=3732","NO","POINT(2.366786 59.451064)"
3733,"6507/7-A-48","6507/7-A-48","HEIDRUN","095","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","HEIDRUN","HEIDRUN",1999-05-03,1999-07-06,"OIL","PRODUCING",50,"PRODUCTION",345.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3733","http://www.npd.no/FactMapSearch?NPDID_wellbore=3733","NO","POINT(7.317944 65.325736)"
3735,"6507/7-B-4","6507/7-B-4 H","HEIDRUN","095","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","SCARABEO 6","HEIDRUN B",1999-04-11,1999-07-17,"WATER","INJECTING",173,"INJECTION",340.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3735","http://www.npd.no/FactMapSearch?NPDID_wellbore=3735","NO","POINT(7.263081 65.312769)"
3738,"34/10-C-41","34/10-C-41","GULLFAKS","050","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","GULLFAKS C","GULLFAKS C",1999-06-23,1999-08-23,"OIL","PLUGGED",50,"PRODUCTION",216.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3738","http://www.npd.no/FactMapSearch?NPDID_wellbore=3738","NO","POINT(2.274433 61.2149)"
3739,"30/9-B-12","30/9-B-12 B","OSEBERG","079","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","OSEBERG B","OSEBERG B",1999-05-04,1999-06-02,"OIL","PLUGGED",50,"PRODUCTION",109.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3739","http://www.npd.no/FactMapSearch?NPDID_wellbore=3739","NO","POINT(2.828664 60.493444)"
3740,"9/2-A-4","9/2-A-4 A","YME","114","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","YME","YME B ØST",1999-04-21,1999-05-19,"OIL","P&A",50,"PRODUCTION",93.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3740","http://www.npd.no/FactMapSearch?NPDID_wellbore=3740","NO","POINT(4.519781 57.818758)"
3743,"31/5-J-13","31/5-J-13 H","TROLL","085","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","POLAR PIONEER","TROLL J1",1999-03-16,1999-04-24,"OIL","PLUGGED",50,"PRODUCTION",315.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3743","http://www.npd.no/FactMapSearch?NPDID_wellbore=3743","NO","POINT(3.607933 60.743269)"
3744,"31/5-J-13","31/5-J-13 AY1H","TROLL","085","DEVELOPMENT","StatoilHydro Petroleum AS","YES","SONGA DEE","TROLL J1",2009-01-14,2009-02-08,"OIL","SUSP.AT TD",50,"PRODUCTION",315.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3744","http://www.npd.no/FactMapSearch?NPDID_wellbore=3744","NO","POINT(3.607933 60.743269)"
3745,"33/9-C-18","33/9-C-18 A","STATFJORD","037","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","STATFJORD C","STATFJORD C",1999-04-21,1999-05-24,"OIL","PRODUCING",50,"PRODUCTION",145.600000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3745","http://www.npd.no/FactMapSearch?NPDID_wellbore=3745","NO","POINT(1.903147 61.296633)"
3751,"6608/10-F-1","6608/10-F-1 H","NORNE","128","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","TRANSOCEAN ARCTIC","NORNE F",1999-04-29,1999-05-27,"WATER","INJECTING",173,"INJECTION",381.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3751","http://www.npd.no/FactMapSearch?NPDID_wellbore=3751","NO","POINT(8.101919 66.044569)"
3752,"34/7-I-10","34/7-I-10 H","TORDIS","089","DEVELOPMENT","Saga Petroleum ASA","NO","DEEPSEA BERGEN","34/7-I-10 H",1999-06-27,1999-09-05,"WATER","INJECTING",173,"INJECTION",200.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3752","http://www.npd.no/FactMapSearch?NPDID_wellbore=3752","NO","POINT(2.118492 61.276469)"
3753,"31/2-P-12","31/2-P-12 H","TROLL","054","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","WEST VANGUARD","TROLL P1",1999-05-20,1999-06-24,"OIL","PRODUCING",50,"PRODUCTION",337.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3753","http://www.npd.no/FactMapSearch?NPDID_wellbore=3753","NO","POINT(3.557997 60.866958)"
3754,"6507/7-A-46","6507/7-A-46 A","HEIDRUN","095","DEVELOPMENT","Statoil Petroleum AS","NO","HEIDRUN","HEIDRUN",2010-12-02,2011-04-25,"OIL","PRODUCING",50,"PRODUCTION",345.600000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3754","http://www.npd.no/FactMapSearch?NPDID_wellbore=3754","NO","POINT(7.317778 65.325717)"
3755,"25/11-23","25/11-23","BALDER","001","EXPLORATION","Esso Exploration and Production Norway A/S","NO","MÆRSK JUTLANDER",NULL,1999-05-13,1999-05-28,"OIL","P&A",5,"APPRAISAL",127.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3755","http://www.npd.no/FactMapSearch?NPDID_wellbore=3755","NO","POINT(2.351289 59.235342)"
3756,"6507/5-2","6507/5-2","SKARV","212","EXPLORATION","Amoco Norway Oil Company","NO","WEST ALPHA",NULL,1999-08-13,1999-09-23,"GAS/CONDENSATE","P&A",17,"APPRAISAL",347.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3756","http://www.npd.no/FactMapSearch?NPDID_wellbore=3756","NO","POINT(7.638564 65.716417)"
3757,"34/7-30","34/7-30 S","TORDIS","089","EXPLORATION","Saga Petroleum ASA","NO","BIDEFORD DOLPHIN",NULL,1999-05-26,1999-06-12,"DRY","P&A",1,"APPRAISAL",213.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3757","http://www.npd.no/FactMapSearch?NPDID_wellbore=3757","NO","POINT(2.170417 61.261742)"
3758,"6506/12-J-1","6506/12-J-1 H","ÅSGARD","094","DEVELOPMENT","Statoil ASA (old)","NO","OCEAN VANGUARD","ÅSGARD J",2007-04-17,2007-08-01,"OIL","PRODUCING",50,"PRODUCTION",255.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3758","http://www.npd.no/FactMapSearch?NPDID_wellbore=3758","NO","POINT(6.733125 65.166294)"
3759,"6704/12-1","6704/12-1",NULL,"215","EXPLORATION","Saga Petroleum ASA","NO","SCARABEO 5",NULL,1999-06-04,1999-07-24,"DRY","P&A",1,"WILDCAT",1352.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3759","http://www.npd.no/FactMapSearch?NPDID_wellbore=3759","NO","POINT(4.712417 67.123611)"
3760,"31/2-K-23","31/2-K-23 H","TROLL","054","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","POLAR PIONEER","TROLL K2",1999-06-01,1999-06-18,"NOT APPLICABLE","PLUGGED",99,"OBSERVATION",318.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3760","http://www.npd.no/FactMapSearch?NPDID_wellbore=3760","NO","POINT(3.639717 60.755867)"
3761,"31/2-K-23","31/2-K-23 AH","TROLL","054","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","POLAR PIONEER","TROLL K2",1999-07-27,1999-08-18,"OIL","PRODUCING",50,"PRODUCTION",318.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3761","http://www.npd.no/FactMapSearch?NPDID_wellbore=3761","NO","POINT(3.639717 60.755867)"
3762,"30/9-F-18","30/9-F-18","OSEBERG SØR","104","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","WEST DELTA","OSEBERG SØR",1999-05-21,1999-07-01,"NOT APPLICABLE","PLUGGED",99,"OBSERVATION",101.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3762","http://www.npd.no/FactMapSearch?NPDID_wellbore=3762","NO","POINT(2.797117 60.390178)"
3763,"30/9-F-18","30/9-F-18 A","OSEBERG SØR","104","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","WEST DELTA","OSEBERG SØR",1999-12-16,2000-01-13,"OIL","PRODUCING",50,"PRODUCTION",101.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3763","http://www.npd.no/FactMapSearch?NPDID_wellbore=3763","NO","POINT(2.797117 60.390178)"
3771,"25/8-12","25/8-12 S","BALDER","027","EXPLORATION","Esso Exploration and Production Norway A/S","NO","MÆRSK JUTLANDER",NULL,1999-05-29,1999-06-09,"OIL","P&A",5,"APPRAISAL",127.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3771","http://www.npd.no/FactMapSearch?NPDID_wellbore=3771","NO","POINT(2.444292 59.289603)"
3772,"25/8-12","25/8-12 A","BALDER","027","EXPLORATION","Esso Exploration and Production Norway A/S","NO","MÆRSK JUTLANDER",NULL,1999-06-09,1999-06-19,"OIL","P&A",5,"APPRAISAL",127.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3772","http://www.npd.no/FactMapSearch?NPDID_wellbore=3772","NO","POINT(2.444292 59.289603)"
3773,"6507/3-3","6507/3-3 B","SKARV","159","EXPLORATION","Den norske stats oljeselskap a.s","NO","BYFORD DOLPHIN",NULL,1999-05-07,1999-06-16,"GAS","P&A",9,"APPRAISAL",391.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3773","http://www.npd.no/FactMapSearch?NPDID_wellbore=3773","NO","POINT(7.724636 65.801036)"
3777,"6608/10-F-2","6608/10-F-2 H","NORNE","128","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","TRANSOCEAN PROSPECT","NORNE F",1999-09-18,1999-10-15,"WATER","INJECTING",173,"INJECTION",381.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3777","http://www.npd.no/FactMapSearch?NPDID_wellbore=3777","NO","POINT(8.101822 66.044528)"
3778,"6608/10-F-3","6608/10-F-3 H","NORNE","128","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","TRANSOCEAN PROSPECT","NORNE F",1999-12-02,2000-02-05,"WATER","INJECTING",173,"INJECTION",381.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3778","http://www.npd.no/FactMapSearch?NPDID_wellbore=3778","NO","POINT(8.101753 66.044592)"
3779,"6608/10-F-4","6608/10-F-4 H","NORNE","128","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","TRANSOCEAN WINNER","NORNE F",2001-06-10,2001-07-06,"WATER","PLUGGED",173,"INJECTION",381.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3779","http://www.npd.no/FactMapSearch?NPDID_wellbore=3779","NO","POINT(8.101692 66.044656)"
3781,"6407/12-1","6407/12-1","DRAUGEN","176","EXPLORATION","A/S Norske Shell","NO","MÆRSK JUTLANDER",NULL,1999-07-07,1999-07-14,"OIL","P&A",5,"APPRAISAL",289.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3781","http://www.npd.no/FactMapSearch?NPDID_wellbore=3781","NO","POINT(7.702217 64.239844)"
7072,"34/8-15","34/8-15 S",NULL,"120","EXPLORATION","Statoil Petroleum AS","NO","COSLPioneer",NULL,2013-01-03,2013-02-19,"DRY","P&A",1,"WILDCAT",378.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7072","http://www.npd.no/FactMapSearch?NPDID_wellbore=7072","NO","POINT(2.589122 61.435028)"
6191,"6407/12-2","6407/12-2",NULL,"469","EXPLORATION","GDF SUEZ E&P Norge AS","NO","AKER BARENTS",NULL,2009-11-23,2009-12-20,"DRY","P&A",1,"WILDCAT",308.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6191","http://www.npd.no/FactMapSearch?NPDID_wellbore=6191","NO","POINT(7.807742 64.161233)"
3789,"34/7-P-45","34/7-P-45","SNORRE","089","DEVELOPMENT","Saga Petroleum ASA","NO","SNORRE A","SNORRE A",1999-06-14,1999-10-04,"GAS","INJECTING",91,"INJECTION",309.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3789","http://www.npd.no/FactMapSearch?NPDID_wellbore=3789","NO","POINT(2.143703 61.44955)"
3790,"33/9-C-40","33/9-C-40 A","STATFJORD","037","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","STATFJORD C","STATFJORD C",1999-06-17,1999-07-22,"OIL","PLUGGED",50,"PRODUCTION",146.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3790","http://www.npd.no/FactMapSearch?NPDID_wellbore=3790","NO","POINT(1.902725 61.296308)"
3791,"35/8-4","35/8-4",NULL,"195","EXPLORATION","BP Norway Limited  U.A.","NO","WEST ALPHA",NULL,1999-07-04,1999-08-10,"DRY","P&A",1,"WILDCAT",376.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3791","http://www.npd.no/FactMapSearch?NPDID_wellbore=3791","NO","POINT(3.505681 61.359175)"
3792,"6506/11-F-2","6506/11-F-2 H","ÅSGARD","134","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","TRANSOCEAN WINNER","ÅSGARD F",1999-06-07,1999-07-31,"GAS","PRODUCING",90,"PRODUCTION",289.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3792","http://www.npd.no/FactMapSearch?NPDID_wellbore=3792","NO","POINT(6.601167 65.029558)"
3793,"34/10-H-3","34/10-H-3 H","GULLFAKS SØR","050","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","DEEPSEA TRYM","GULLFAKS SØR H",1999-06-15,1999-09-18,"OIL","PRODUCING",50,"PRODUCTION",135.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3793","http://www.npd.no/FactMapSearch?NPDID_wellbore=3793","NO","POINT(2.073939 61.055694)"
3794,"30/6-E-4","30/6-E-4","OSEBERG ØST","053","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","OSEBERG ØST","OSEBERG ØST",1999-07-01,1999-07-30,"OIL","PLUGGED",50,"PRODUCTION",157.700000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3794","http://www.npd.no/FactMapSearch?NPDID_wellbore=3794","NO","POINT(2.935211 60.700539)"
3795,"30/6-E-4","30/6-E-4 A","OSEBERG ØST","053","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","OSEBERG ØST","OSEBERG ØST",1999-07-30,1999-09-11,"OIL","PLUGGED",50,"PRODUCTION",157.700000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3795","http://www.npd.no/FactMapSearch?NPDID_wellbore=3795","NO","POINT(2.935211 60.700539)"
3796,"33/12-B-6","33/12-B-6 B","STATFJORD","037","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","STATFJORD B","STATFJORD B",1999-07-08,1999-08-13,"OIL","PRODUCING",50,"PRODUCTION",144.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3796","http://www.npd.no/FactMapSearch?NPDID_wellbore=3796","NO","POINT(1.831206 61.206994)"
3797,"30/9-K-12","30/9-K-12 H","OSEBERG SØR","104","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","WEST DELTA","OSEBERG SØR K",1999-07-06,1999-09-15,"WATER","INJECTING",173,"INJECTION",106.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3797","http://www.npd.no/FactMapSearch?NPDID_wellbore=3797","NO","POINT(2.776169 60.264506)"
7086,"6407/1-6","6407/1-6 S",NULL,"475 ","EXPLORATION","Wintershall Norge AS","NO","TRANSOCEAN ARCTIC",NULL,2012-12-08,2013-01-24,"GAS/CONDENSATE","P&A",17,"WILDCAT",291.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7086","http://www.npd.no/FactMapSearch?NPDID_wellbore=7086","NO","POINT(7.143578 64.940475)"
3803,"6407/9-A-4","6407/9-A-4","DRAUGEN","093","DEVELOPMENT","A/S Norske Shell","NO","DRAUGEN","DRAUGEN",1999-06-03,1999-08-08,"NOT APPLICABLE","PLUGGED",99,"OBSERVATION",253.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3803","http://www.npd.no/FactMapSearch?NPDID_wellbore=3803","NO","POINT(7.782631 64.353194)"
3804,"6407/9-A-4","6407/9-A-4 A","DRAUGEN","093","DEVELOPMENT","A/S Norske Shell","NO","DRAUGEN","DRAUGEN",1999-08-11,1999-10-12,"OIL","PRODUCING",50,"PRODUCTION",253.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3804","http://www.npd.no/FactMapSearch?NPDID_wellbore=3804","NO","POINT(7.782631 64.353194)"
3805,"34/10-D-3","34/10-D-3 AH","GULLFAKS SØR","050","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","TRANS. WILDCAT","GULLFAKS SØR D",1999-10-09,2000-01-24,"OIL","PLUGGED",50,"PRODUCTION",134.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3805","http://www.npd.no/FactMapSearch?NPDID_wellbore=3805","NO","POINT(2.2442 61.124039)"
3810,"25/8-B-1","25/8-B-1","JOTUN","027 P","DEVELOPMENT","Esso Exploration and Production Norway A/S","NO","JOTUN B","JOTUN A",1999-08-02,1999-08-31,"OIL","PRODUCING",50,"PRODUCTION",127.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3810","http://www.npd.no/FactMapSearch?NPDID_wellbore=3810","NO","POINT(2.366908 59.451092)"
3812,"6507/7-12","6507/7-12",NULL,"095","EXPLORATION","Conoco Norway Inc.","NO","MÆRSK JUTLANDER",NULL,1999-07-17,1999-08-12,"OIL SHOWS","P&A",12,"WILDCAT",333.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3812","http://www.npd.no/FactMapSearch?NPDID_wellbore=3812","NO","POINT(7.30495 65.446156)"
3813,"6507/7-A-13","6507/7-A-13","HEIDRUN","095","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","HEIDRUN","HEIDRUN",1999-07-12,1999-09-04,"OIL","CLOSED",50,"PRODUCTION",346.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3813","http://www.npd.no/FactMapSearch?NPDID_wellbore=3813","NO","POINT(7.317642 65.325828)"
3814,"34/10-K-4","34/10-K-4 H","GULLFAKS SØR","050","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","DEEPSEA TRYM","GULLFAKS SØR K",2000-01-30,2000-04-05,"OIL","PLUGGED",50,"PRODUCTION",140.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3814","http://www.npd.no/FactMapSearch?NPDID_wellbore=3814","NO","POINT(2.015828 61.136236)"
3815,"33/9-C-23","33/9-C-23 B","STATFJORD","037","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","STATFJORD C","STATFJORD C",1999-07-31,1999-08-22,"OIL","PLUGGED",50,"PRODUCTION",145.600000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3815","http://www.npd.no/FactMapSearch?NPDID_wellbore=3815","NO","POINT(1.902831 61.296378)"
3816,"34/10-42","34/10-42 S","VALEMON","050","EXPLORATION","Den norske stats oljeselskap a.s","NO","TRANSOCEAN ARCTIC",NULL,1999-07-15,1999-09-19,"SHOWS","P&A",12,"APPRAISAL",135.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3816","http://www.npd.no/FactMapSearch?NPDID_wellbore=3816","NO","POINT(2.284294 61.007497)"
3825,"6407/7-A-18","6407/7-A-18 H","NJORD","107","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","NJORD","NJORD A",1999-09-02,1999-10-19,"OIL","PLUGGED",50,"PRODUCTION",330.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3825","http://www.npd.no/FactMapSearch?NPDID_wellbore=3825","NO","POINT(7.200933 64.271381)"
3830,"9/2-A-6","9/2-A-6 A","YME","114","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","YME","YME B ØST",1999-07-13,1999-08-19,"OIL","P&A",50,"PRODUCTION",92.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3830","http://www.npd.no/FactMapSearch?NPDID_wellbore=3830","NO","POINT(4.519708 57.818742)"
3831,"25/8-B-3","25/8-B-3","JOTUN","027 P","DEVELOPMENT","Esso Exploration and Production Norway A/S","NO","JOTUN B","JOTUN A",1999-09-02,1999-10-01,"OIL","PRODUCING",50,"PRODUCTION",127.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3831","http://www.npd.no/FactMapSearch?NPDID_wellbore=3831","NO","POINT(2.366825 59.451022)"
3839,"30/9-B-33","30/9-B-33","OSEBERG","079","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","OSEBERG B","OSEBERG B",1999-08-13,1999-10-21,"NOT APPLICABLE","PLUGGED",99,"OBSERVATION",109.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3839","http://www.npd.no/FactMapSearch?NPDID_wellbore=3839","NO","POINT(2.828564 60.493333)"
