wlbNpdidWellbore,wlbWellName,wlbWellboreName,wlbField,wlbProductionLicence,wlbWellType,wlbDrillingOperator,wlbMultilateral,wlbDrillingFacility,wlbProductionFacility,wlbEntryDate,wlbCompletionDate,wlbContent,wlbStatus,wlbSymbol,wlbPurpose,wlbWaterDepth,wlbFactPageUrl,wlbFactMapUrl,wlbDiscoveryWellbore,wlbPointGeometryWKT
406,"33/6-1","33/6-1",NULL,"049","EXPLORATION","Norsk Agip  AS","NO","FERNSTAR",NULL,1979-04-09,1979-07-06,"DRY","P&A",1,"WILDCAT",306.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=406","http://www.npd.no/FactMapSearch?NPDID_wellbore=406","NO","POINT(1.865986 61.537453)"
407,"33/9-1","33/9-1","STATFJORD","037","EXPLORATION","Mobil Exploration Norway INC","NO","NORSKALD",NULL,1974-04-02,1974-06-04,"OIL","P&A",5,"APPRAISAL",146.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=407","http://www.npd.no/FactMapSearch?NPDID_wellbore=407","NO","POINT(1.840428 61.252025)"
408,"33/9-2","33/9-2","STATFJORD","037","EXPLORATION","Mobil Exploration Norway INC","NO","NORSKALD",NULL,1974-08-25,1974-09-14,"DRY","JUNKED",1,"APPRAISAL",146.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=408","http://www.npd.no/FactMapSearch?NPDID_wellbore=408","NO","POINT(1.894836 61.298264)"
409,"33/9-4","33/9-4","STATFJORD","037","EXPLORATION","Mobil Exploration Norway INC","NO","NORSKALD",NULL,1975-07-30,1975-09-17,"OIL","P&A",5,"APPRAISAL",144.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=409","http://www.npd.no/FactMapSearch?NPDID_wellbore=409","NO","POINT(1.911956 61.329603)"
410,"33/9-5","33/9-5","STATFJORD","037","EXPLORATION","Mobil Exploration Norway INC","NO","ROSS RIG",NULL,1975-10-27,1976-01-01,"OIL","P&A",5,"APPRAISAL",152.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=410","http://www.npd.no/FactMapSearch?NPDID_wellbore=410","NO","POINT(1.947694 61.346631)"
411,"33/9-6","33/9-6",NULL,"037","EXPLORATION","Mobil Exploration Norway INC","NO","DYVI ALPHA",NULL,1976-06-23,1976-08-31,"OIL","P&A",5,"WILDCAT",153.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=411","http://www.npd.no/FactMapSearch?NPDID_wellbore=411","YES","POINT(1.811969 61.420222)"
1109,"30/6-U-8","30/6-U-8",NULL,NULL,"SHALLOW","Norsk Hydro Produksjon AS","NO",NULL,NULL,1987-09-23,1987-09-23,NULL,"P&A",0,NULL,0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Shallow&nav3=1109",NULL,"NO","POINT(2.753519 60.595469)"
412,"33/9-7","33/9-7","STATFJORD ØST","037","EXPLORATION","Mobil Exploration Norway INC","NO","DYVI ALPHA",NULL,1976-09-06,1976-11-07,"OIL","P&A",5,"WILDCAT",155.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=412","http://www.npd.no/FactMapSearch?NPDID_wellbore=412","YES","POINT(1.98685 61.336714)"
413,"33/9-8","33/9-8","STATFJORD NORD","037","EXPLORATION","Mobil Exploration Norway INC","NO","DEEPSEA SAGA",NULL,1976-11-11,1977-02-18,"OIL","P&A",5,"WILDCAT",265.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=413","http://www.npd.no/FactMapSearch?NPDID_wellbore=413","YES","POINT(1.918019 61.438178)"
414,"33/9-9","33/9-9","STATFJORD","037","EXPLORATION","Mobil Exploration Norway INC","NO","BORGNY DOLPHIN",NULL,1977-07-27,1977-11-17,"OIL/GAS","P&A",13,"APPRAISAL",145.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=414","http://www.npd.no/FactMapSearch?NPDID_wellbore=414","NO","POINT(1.907236 61.286164)"
415,"33/9-10","33/9-10",NULL,"037","EXPLORATION","Mobil Exploration Norway INC","NO","FERNSTAR",NULL,1978-04-08,1978-06-12,"DRY","P&A",1,"WILDCAT",162.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=415","http://www.npd.no/FactMapSearch?NPDID_wellbore=415","NO","POINT(1.774897 61.466725)"
416,"33/9-11","33/9-11",NULL,"037","EXPLORATION","Mobil Exploration Norway INC","NO","FERNSTAR",NULL,1978-06-17,1978-08-28,"DRY","P&A",1,"WILDCAT",287.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=416","http://www.npd.no/FactMapSearch?NPDID_wellbore=416","NO","POINT(1.879447 61.490592)"
417,"33/12-1","33/12-1","STATFJORD","037","EXPLORATION","Mobil Exploration Norway INC","NO","WAAGE DRILL I",NULL,1973-12-01,1974-04-18,"OIL","P&A",5,"WILDCAT",146.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=417","http://www.npd.no/FactMapSearch?NPDID_wellbore=417","YES","POINT(1.828703 61.204206)"
418,"33/12-2","33/12-2","STATFJORD","037","EXPLORATION","Mobil Exploration Norway INC","NO","NORSKALD",NULL,1974-06-06,1974-08-23,"OIL","P&A",5,"APPRAISAL",147.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=418","http://www.npd.no/FactMapSearch?NPDID_wellbore=418","NO","POINT(1.857214 61.225328)"
419,"34/10-A-2","34/10-A-2 H","GULLFAKS","050","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","DEEPSEA BERGEN","GULLFAKS A",1985-10-28,1985-11-26,"NOT AVAILABLE","PLUGGED",71,"PRODUCTION",139.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=419","http://www.npd.no/FactMapSearch?NPDID_wellbore=419","NO","POINT(2.21845 61.180133)"
420,"34/2-1","34/2-1",NULL,"056","EXPLORATION","Amoco Norway Oil Company","NO","BYFORD DOLPHIN",NULL,1979-12-29,1980-02-23,"DRY","JUNKED",1,"WILDCAT",389.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=420","http://www.npd.no/FactMapSearch?NPDID_wellbore=420","NO","POINT(2.551722 61.774461)"
421,"34/2-3","34/2-3",NULL,"056","EXPLORATION","Amoco Norway Oil Company","NO","SEDCO 703",NULL,1981-05-15,1981-08-13,"SHOWS","P&A",12,"WILDCAT",388.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=421","http://www.npd.no/FactMapSearch?NPDID_wellbore=421","NO","POINT(2.501278 61.789142)"
422,"34/4-1","34/4-1","SNORRE","057","EXPLORATION","Saga Petroleum ASA","NO","BYFORD DOLPHIN",NULL,1979-07-11,1979-12-16,"OIL","P&A",5,"WILDCAT",377.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=422","http://www.npd.no/FactMapSearch?NPDID_wellbore=422","YES","POINT(2.273239 61.547008)"
423,"34/4-3","34/4-3",NULL,"057","EXPLORATION","Saga Petroleum ASA","NO","DYVI ALPHA",NULL,1981-10-16,1982-03-30,"DRY","P&A",1,"WILDCAT",366.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=423","http://www.npd.no/FactMapSearch?NPDID_wellbore=423","NO","POINT(2.126228 61.609153)"
990,"7323/7-U-9","7323/7-U-9",NULL,NULL,"SHALLOW","IKU PETROLEUMSFORSKNING SINTEF GRUPPEN","NO",NULL,NULL,1986-06-28,1986-07-29,NULL,"P&A",0,NULL,420.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Shallow&nav3=990",NULL,"NO","POINT(23.02865 73.280836)"
914,"33/9-C-9","33/9-C-9","STATFJORD","037","DEVELOPMENT","Mobil Exploration Norway INC","NO","STATFJORD C","STATFJORD C",1986-06-08,1986-07-08,"WATER","PLUGGED",173,"INJECTION",145.600000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=914","http://www.npd.no/FactMapSearch?NPDID_wellbore=914","NO","POINT(1.903008 61.296683)"
7085,"16/2-17","16/2-17 S",NULL,"265 ","EXPLORATION","Statoil Petroleum AS","NO","OCEAN VANGUARD",NULL,2013-03-25,9999-12-31,NULL,NULL,0,"APPRAISAL",111.0,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7085","http://www.npd.no/FactMapSearch?NPDID_wellbore=7085","NO","POINT(2.529453 58.804422)"
5958,"2/5-14","2/5-14 S",NULL,"006 C","EXPLORATION","Lundin Norway AS","NO","MÆRSK GALLANT",NULL,2008-12-30,2009-04-12,"SHOWS","P&A",12,"WILDCAT",67.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5958","http://www.npd.no/FactMapSearch?NPDID_wellbore=5958","NO","POINT(3.434006 56.6072)"
6374,"16/2-6","16/2-6",NULL,"501","EXPLORATION","Lundin Norway AS","NO","TRANSOCEAN WINNER",NULL,2010-07-20,2010-09-20,"OIL","P&A",5,"WILDCAT",115.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6374","http://www.npd.no/FactMapSearch?NPDID_wellbore=6374","YES","POINT(2.615211 58.823683)"
6255,"25/4-10","25/4-10 A",NULL,"203","EXPLORATION","Marathon Petroleum Norge AS","NO","TRANSOCEAN WINNER",NULL,2009-11-11,2009-11-28,"GAS","P&A",9,"WILDCAT",123.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6255","http://www.npd.no/FactMapSearch?NPDID_wellbore=6255","YES","POINT(2.003828 59.514286)"
424,"34/10-1","34/10-1","GULLFAKS","050","EXPLORATION","Den norske stats oljeselskap a.s","NO","ROSS RIG",NULL,1978-06-20,1978-09-08,"OIL","P&A",5,"WILDCAT",138.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=424","http://www.npd.no/FactMapSearch?NPDID_wellbore=424","YES","POINT(2.212131 61.179678)"
430,"34/10-10","34/10-10",NULL,"050","EXPLORATION","Den norske stats oljeselskap a.s","NO","NORSKALD",NULL,1980-08-15,1980-08-21,"DRY","SUSP.REENTERED LATER",1,"WILDCAT",154.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=430","http://www.npd.no/FactMapSearch?NPDID_wellbore=430","NO","POINT(2.245311 61.174431)"
431,"34/10-13","34/10-13","GULLFAKS","050","EXPLORATION","Den norske stats oljeselskap a.s","NO","DEEPSEA SAGA",NULL,1981-08-24,1982-01-05,"OIL","P&A",5,"APPRAISAL",214.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=431","http://www.npd.no/FactMapSearch?NPDID_wellbore=431","NO","POINT(2.300833 61.200536)"
432,"35/3-1","35/3-1",NULL,"041","EXPLORATION","Saga Petroleum ASA","NO","DEEPSEA SAGA",NULL,1976-07-19,1976-10-26,"DRY","P&A",1,"WILDCAT",304.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=432","http://www.npd.no/FactMapSearch?NPDID_wellbore=432","NO","POINT(3.728156 61.844969)"
433,"35/3-5","35/3-5",NULL,"041","EXPLORATION","Saga Petroleum ASA","NO","WEST VENTURE OLD",NULL,1981-12-22,1982-03-31,"DRY","P&A",1,"WILDCAT",262.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=433","http://www.npd.no/FactMapSearch?NPDID_wellbore=433","NO","POINT(3.912225 61.796308)"
6176,"35/11-R-14","35/11-R-14 AH","VEGA","090 C","DEVELOPMENT","Statoil Petroleum AS","NO","BIDEFORD DOLPHIN","VEGA SØR",2009-10-22,2009-11-21,"GAS","SUSP.AT TD",90,"PRODUCTION",368.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6176","http://www.npd.no/FactMapSearch?NPDID_wellbore=6176","NO","POINT(3.441456 61.17385)"
435,"36/1-1","36/1-1",NULL,"042","EXPLORATION","Amoco Norway Oil Company","NO","DYVI ALPHA",NULL,1975-05-09,1975-06-14,"DRY","P&A",1,"WILDCAT",165.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=435","http://www.npd.no/FactMapSearch?NPDID_wellbore=435","NO","POINT(4.262183 61.944544)"
436,"36/1-2","36/1-2",NULL,"042","EXPLORATION","Saga Petroleum ASA","NO","DEEPSEA SAGA",NULL,1975-08-26,1975-10-27,"SHOWS","P&A",12,"WILDCAT",226.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=436","http://www.npd.no/FactMapSearch?NPDID_wellbore=436","NO","POINT(4.014497 61.883403)"
437,"6507/12-2","6507/12-2",NULL,"059","EXPLORATION","Saga Petroleum ASA","NO","BYFORD DOLPHIN",NULL,1981-06-09,1981-11-24,"SHOWS","P&A",12,"WILDCAT",261.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=437","http://www.npd.no/FactMapSearch?NPDID_wellbore=437","NO","POINT(7.859836 65.196917)"
438,"15/12-4","15/12-4","VARG","038","EXPLORATION","Den norske stats oljeselskap a.s","NO","DEEPSEA BERGEN",NULL,1984-09-13,1984-10-31,"OIL","P&A",5,"WILDCAT",87.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=438","http://www.npd.no/FactMapSearch?NPDID_wellbore=438","YES","POINT(1.903225 58.052544)"
439,"31/2-15","31/2-15","TROLL","054","EXPLORATION","A/S Norske Shell","NO","BORGNY DOLPHIN",NULL,1984-09-10,1984-11-15,"OIL/GAS","P&A",13,"APPRAISAL",343.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=439","http://www.npd.no/FactMapSearch?NPDID_wellbore=439","NO","POINT(3.567381 60.923736)"
440,"25/4-A-10","25/4-A-10","HEIMDAL","036","DEVELOPMENT","Elf Petroleum Norge AS","NO","HEIMDAL","HEIMDAL",1985-11-21,1986-04-06,"GAS","CLOSED",90,"PRODUCTION",120.200000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=440","http://www.npd.no/FactMapSearch?NPDID_wellbore=440","NO","POINT(2.228806 59.574161)"
441,"25/10-1","25/10-1","BALDER","028","EXPLORATION","Esso Exploration and Production Norway A/S","NO","GLOMAR GRAND ISLE",NULL,1969-08-04,1969-10-16,"SHOWS","SUSP.REENTERED LATER",12,"APPRAISAL",124.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=441","http://www.npd.no/FactMapSearch?NPDID_wellbore=441","NO","POINT(2.319953 59.189367)"
442,"34/7-3","34/7-3","SNORRE","089","EXPLORATION","Saga Petroleum ASA","NO","VILDKAT EXPLORER",NULL,1984-09-14,1985-01-02,"OIL","P&A",5,"APPRAISAL",303.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=442","http://www.npd.no/FactMapSearch?NPDID_wellbore=442","NO","POINT(2.128858 61.431689)"
443,"24/6-1","24/6-1",NULL,"088","EXPLORATION","Total Norge AS","NO","ZAPATA UGLAND",NULL,1985-02-09,1985-08-25,"GAS/CONDENSATE","P&A",17,"WILDCAT",122.200000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=443","http://www.npd.no/FactMapSearch?NPDID_wellbore=443","YES","POINT(1.923656 59.600069)"
444,"6407/6-1","6407/6-1",NULL,"092","EXPLORATION","Den norske stats oljeselskap a.s","NO","ZAPATA UGLAND",NULL,1984-09-16,1984-10-26,"DRY","P&A",1,"WILDCAT",226.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=444","http://www.npd.no/FactMapSearch?NPDID_wellbore=444","NO","POINT(7.875425 64.641561)"
445,"6609/5-1","6609/5-1",NULL,"080","EXPLORATION","Den norske stats oljeselskap a.s","NO","WEST VANGUARD",NULL,1984-11-03,1985-01-05,"SHOWS","P&A",12,"WILDCAT",292.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=445","http://www.npd.no/FactMapSearch?NPDID_wellbore=445","NO","POINT(9.414492 66.628536)"
5946,"15/5-7","15/5-7 A",NULL,"048","EXPLORATION","StatoilHydro ASA","NO","TRANSOCEAN WINNER",NULL,2008-09-09,2008-10-13,"DRY","P&A",1,"APPRAISAL",119.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5946","http://www.npd.no/FactMapSearch?NPDID_wellbore=5946","NO","POINT(1.655361 58.556167)"
447,"31/3-3","31/3-3",NULL,"085","EXPLORATION","Saga Petroleum ASA","NO","TREASURE SAGA",NULL,1984-10-13,1984-11-18,"DRY","P&A",1,"WILDCAT",332.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=447","http://www.npd.no/FactMapSearch?NPDID_wellbore=447","NO","POINT(3.843933 60.833969)"
448,"7/8-4","7/8-4",NULL,"069","EXPLORATION","Conoco Norway Inc.","NO","NORTRYM",NULL,1984-12-11,1985-02-20,"DRY","P&A",1,"WILDCAT",82.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=448","http://www.npd.no/FactMapSearch?NPDID_wellbore=448","NO","POINT(2.429508 57.257786)"
467,"34/2-4","34/2-4",NULL,"056","EXPLORATION","Amoco Norway Oil Company","NO","WEST VENTURE OLD",NULL,1985-03-22,1985-06-11,"OIL SHOWS","P&A",12,"WILDCAT",391.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=467","http://www.npd.no/FactMapSearch?NPDID_wellbore=467","NO","POINT(2.660456 61.755586)"
449,"6407/9-2","6407/9-2","DRAUGEN","093","EXPLORATION","A/S Norske Shell","NO","BORGNY DOLPHIN",NULL,1984-11-18,1985-02-02,"OIL","P&A",5,"APPRAISAL",247.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=449","http://www.npd.no/FactMapSearch?NPDID_wellbore=449","NO","POINT(7.803128 64.400364)"
450,"6/3-1","6/3-1","GAUPE","086","EXPLORATION","Den norske stats oljeselskap a.s","NO","DEEPSEA BERGEN",NULL,1984-11-02,1985-02-01,"OIL/GAS","P&A",13,"WILDCAT",86.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=450","http://www.npd.no/FactMapSearch?NPDID_wellbore=450","YES","POINT(1.925106 57.9695)"
451,"16/3-1","16/3-1",NULL,"007","EXPLORATION","Norsk Hydro Produksjon AS","NO","POLYGLOMAR DRILLER",NULL,1976-01-31,1976-02-10,"DRY","JUNKED",1,"WILDCAT",118.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=451","http://www.npd.no/FactMapSearch?NPDID_wellbore=451","NO","POINT(2.792292 58.786911)"
452,"30/9-4","30/9-4 S","OSEBERG SØR","079","EXPLORATION","Norsk Hydro Produksjon AS","NO","TREASURE SEEKER",NULL,1984-11-22,1985-03-30,"OIL/GAS","P&A",13,"WILDCAT",110.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=452","http://www.npd.no/FactMapSearch?NPDID_wellbore=452","YES","POINT(2.758903 60.470231)"
3285,"6507/7-A-22","6507/7-A-22","HEIDRUN","095","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","HEIDRUN","HEIDRUN",1998-01-03,1998-03-28,"OIL","PRODUCING",50,"PRODUCTION",365.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3285","http://www.npd.no/FactMapSearch?NPDID_wellbore=3285","NO","POINT(7.317725 65.325803)"
454,"7/12-2","7/12-2 R","ULA","019","EXPLORATION","BP Norway Limited  U.A.","NO","DYVI ALPHA",NULL,1984-03-24,1984-04-29,"OIL","P&A",5,"WILDCAT",71.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=454","http://www.npd.no/FactMapSearch?NPDID_wellbore=454","NO","POINT(2.847425 57.111483)"
455,"34/7-4","34/7-4","SNORRE","089","EXPLORATION","Saga Petroleum ASA","NO","TREASURE SAGA",NULL,1984-11-19,1985-01-16,"OIL","P&A",5,"APPRAISAL",319.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=455","http://www.npd.no/FactMapSearch?NPDID_wellbore=455","NO","POINT(2.133406 61.484567)"
456,"7120/6-1","7120/6-1","SNØHVIT","097","EXPLORATION","Norsk Hydro Produksjon AS","NO","TREASURE SCOUT",NULL,1985-02-02,1985-05-02,"OIL/GAS","P&A",13,"APPRAISAL",314.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=456","http://www.npd.no/FactMapSearch?NPDID_wellbore=456","NO","POINT(20.933256 71.619933)"
457,"30/2-2","30/2-2","HULDRA","051","EXPLORATION","Den norske stats oljeselskap a.s","NO","DYVI DELTA",NULL,1984-12-19,1985-05-04,"GAS/CONDENSATE","P&A",17,"APPRAISAL",123.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=457","http://www.npd.no/FactMapSearch?NPDID_wellbore=457","NO","POINT(2.664347 60.831636)"
458,"34/7-5","34/7-5","STATFJORD ØST","089","EXPLORATION","Saga Petroleum ASA","NO","TREASURE SAGA",NULL,1985-01-17,1985-03-16,"OIL","P&A",5,"APPRAISAL",244.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=458","http://www.npd.no/FactMapSearch?NPDID_wellbore=458","NO","POINT(2.023242 61.365264)"
6484,"7220/8-1","7220/8-1",NULL,"532","EXPLORATION","Statoil Petroleum AS","NO","POLAR PIONEER",NULL,2011-02-27,2011-05-02,"OIL/GAS","P&A",13,"WILDCAT",374.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6484","http://www.npd.no/FactMapSearch?NPDID_wellbore=6484","YES","POINT(20.333958 72.491367)"
460,"30/3-4","30/3-4","VESLEFRIKK","052","EXPLORATION","Den norske stats oljeselskap a.s","NO","DEEPSEA BERGEN",NULL,1985-02-05,1985-06-12,"OIL/GAS","SUSP.REENTERED LATER",13,"APPRAISAL",164.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=460","http://www.npd.no/FactMapSearch?NPDID_wellbore=460","NO","POINT(2.858389 60.765792)"
461,"7121/4-2","7121/4-2","SNØHVIT","099","EXPLORATION","Den norske stats oljeselskap a.s","NO","WEST VANGUARD",NULL,1985-01-29,1985-04-14,"GAS/CONDENSATE","P&A",17,"WILDCAT",317.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=461","http://www.npd.no/FactMapSearch?NPDID_wellbore=461","YES","POINT(21.062767 71.657247)"
462,"6506/12-2","6506/12-2",NULL,"094","EXPLORATION","Den norske stats oljeselskap a.s","NO","ROSS ISLE",NULL,1985-02-12,1985-02-28,"DRY","JUNKED",1,"WILDCAT",310.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=462","http://www.npd.no/FactMapSearch?NPDID_wellbore=462","NO","POINT(6.891503 65.024958)"
463,"25/1-7","25/1-7","FRIGG","024","EXPLORATION","Elf Petroleum Norge AS","NO","BYFORD DOLPHIN",NULL,1985-03-08,1985-05-26,"OIL/GAS","SUSP.REENTERED LATER",13,"APPRAISAL",101.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=463","http://www.npd.no/FactMapSearch?NPDID_wellbore=463","NO","POINT(2.081203 59.918967)"
464,"6507/7-2","6507/7-2","HEIDRUN","095","EXPLORATION","Conoco Norway Inc.","NO","NORTRYM",NULL,1985-02-25,1985-06-10,"OIL/GAS","P&A",13,"WILDCAT",351.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=464","http://www.npd.no/FactMapSearch?NPDID_wellbore=464","YES","POINT(7.309589 65.336769)"
465,"34/7-6","34/7-6","SNORRE","089","EXPLORATION","Saga Petroleum ASA","NO","TREASURE SAGA",NULL,1985-03-17,1985-05-30,"OIL","P&A",5,"APPRAISAL",307.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=465","http://www.npd.no/FactMapSearch?NPDID_wellbore=465","NO","POINT(2.138128 61.453014)"
466,"31/6-8","31/6-8","TROLL","085","EXPLORATION","Norsk Hydro Produksjon AS","NO","TREASURE SEEKER",NULL,1985-04-14,1985-05-25,"OIL/GAS","SUSP.REENTERED LATER",13,"APPRAISAL",300.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=466","http://www.npd.no/FactMapSearch?NPDID_wellbore=466","NO","POINT(3.677519 60.555933)"
468,"6506/12-3","6506/12-3","ÅSGARD","094","EXPLORATION","Den norske stats oljeselskap a.s","NO","ROSS ISLE",NULL,1985-03-02,1985-07-17,"OIL/GAS","P&A",13,"WILDCAT",301.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=468","http://www.npd.no/FactMapSearch?NPDID_wellbore=468","YES","POINT(6.890931 65.025303)"
469,"6407/9-3","6407/9-3","DRAUGEN","093","EXPLORATION","A/S Norske Shell","NO","BORGNY DOLPHIN",NULL,1985-05-03,1985-07-28,"OIL","RE-CLASS TO DEV",5,"APPRAISAL",279.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=469","http://www.npd.no/FactMapSearch?NPDID_wellbore=469","NO","POINT(7.775253 64.330261)"
